Postcode,SED,Rented Households,Postcode Totals,SED Totals,Postcode Fraction,SED Fraction
3765,Evelyn (Eastern Victoria),197,201,3462,0.980099502,0.056903524
3765,Monbulk (Eastern Victoria),4,201,2558,0.019900498,0.001563722
3766,Evelyn (Eastern Victoria),3,26,3462,0.115384615,0.000866551
3766,Monbulk (Eastern Victoria),23,26,2558,0.884615385,0.0089914
3767,Monbulk (Eastern Victoria),42,42,2558,1,0.016419077
3770,Evelyn (Eastern Victoria),138,138,3462,1,0.039861352
3775,Eildon (Northern Victoria),158,158,3286,1,0.048082775
3777,Eildon (Northern Victoria),630,630,3286,1,0.191722459
3778,Eildon (Northern Victoria),5,5,3286,1,0.001521607
3779,Eildon (Northern Victoria),49,49,3286,1,0.014911747
3781,Monbulk (Eastern Victoria),110,110,2558,1,0.043002346
3782,Monbulk (Eastern Victoria),209,209,2558,1,0.081704457
3783,Monbulk (Eastern Victoria),92,96,2558,0.958333333,0.035965598
3783,Narracan (Eastern Victoria),4,96,4446,0.041666667,0.000899685
3786,Monbulk (Eastern Victoria),37,37,2558,1,0.014464425
3787,Monbulk (Eastern Victoria),36,36,2558,1,0.014073495
3788,Monbulk (Eastern Victoria),76,76,2558,1,0.029710711
3789,Monbulk (Eastern Victoria),9,9,2558,1,0.003518374
3791,Monbulk (Eastern Victoria),46,46,2558,1,0.017982799
3792,Monbulk (Eastern Victoria),25,25,2558,1,0.00977326
3793,Monbulk (Eastern Victoria),188,188,2558,1,0.073494918
3795,Evelyn (Eastern Victoria),7,45,3462,0.155555556,0.002021953
3795,Monbulk (Eastern Victoria),38,45,2558,0.844444444,0.014855356
3796,Evelyn (Eastern Victoria),313,313,3462,1,0.090410168
3797,Eildon (Northern Victoria),212,212,3286,1,0.064516129
3799,Eildon (Northern Victoria),310,310,3286,1,0.094339623
3802,Narre Warren North (South-Eastern Metropolitan),1501,1501,5590,1,0.268515206
3803,Narre Warren North (South-Eastern Metropolitan),920,920,5590,1,0.164579606
3804,Monbulk (Eastern Victoria),10,103,2558,0.097087379,0.003909304
3804,Narre Warren North (South-Eastern Metropolitan),93,103,5590,0.902912621,0.016636852
3805,Narre Warren North (South-Eastern Metropolitan),2625,4077,5590,0.643855776,0.469588551
3805,Narre Warren South (South-Eastern Metropolitan),1452,4077,6126,0.356144224,0.237022527
3806,Berwick (South-Eastern Metropolitan),3261,3705,5159,0.880161943,0.632099244
3806,Narre Warren North (South-Eastern Metropolitan),444,3705,5590,0.119838057,0.079427549
3807,Berwick (South-Eastern Metropolitan),405,405,5159,1,0.078503586
3808,Berwick (South-Eastern Metropolitan),25,41,5159,0.609756098,0.0048459
3808,Pakenham (Eastern Victoria),16,41,7523,0.390243902,0.002126811
3809,Pakenham (Eastern Victoria),1755,1755,7523,1,0.233284594
3810,Pakenham (Eastern Victoria),5742,5742,7523,1,0.763259338
3812,Narracan (Eastern Victoria),109,109,4446,1,0.024516419
3813,Narracan (Eastern Victoria),44,44,4446,1,0.009896536
3814,Narracan (Eastern Victoria),102,102,4446,1,0.02294197
3815,Narracan (Eastern Victoria),130,130,4446,1,0.029239766
3816,Narracan (Eastern Victoria),222,222,4446,1,0.049932524
3818,Narracan (Eastern Victoria),1306,1306,4446,1,0.293747188
3820,Narracan (Eastern Victoria),1706,1706,4446,1,0.3837157
3821,Narracan (Eastern Victoria),80,80,4446,1,0.017993702
3822,Narracan (Eastern Victoria),27,27,4446,1,0.006072874
3823,Narracan (Eastern Victoria),114,114,4446,1,0.025641026
3824,Narracan (Eastern Victoria),386,386,4446,1,0.086819613
3825,Morwell (Eastern Victoria),2229,2314,7782,0.96326707,0.286430224
3825,Narracan (Eastern Victoria),85,2314,4446,0.03673293,0.019118309
3831,Narracan (Eastern Victoria),81,81,4446,1,0.018218623
3832,Narracan (Eastern Victoria),9,9,4446,1,0.002024291
3833,Narracan (Eastern Victoria),12,12,4446,1,0.002699055
3835,Narracan (Eastern Victoria),22,22,4446,1,0.004948268
3840,Gippsland South (Eastern Victoria),11,2037,4794,0.005400098,0.002294535
3840,Morwell (Eastern Victoria),2026,2037,7782,0.994599902,0.260344384
3842,Morwell (Eastern Victoria),570,570,7782,1,0.073245952
3844,Gippsland South (Eastern Victoria),17,2931,4794,0.005800068,0.003546099
3844,Morwell (Eastern Victoria),2914,2931,7782,0.994199932,0.374453868
3847,Gippsland South (Eastern Victoria),126,126,4794,1,0.026282854
3850,Gippsland South (Eastern Victoria),2034,2034,4794,1,0.42428035
3851,Gippsland East (Eastern Victoria),18,193,4925,0.093264249,0.003654822
3851,Gippsland South (Eastern Victoria),175,193,4794,0.906735751,0.036503963
3854,Gippsland South (Eastern Victoria),4,47,4794,0.085106383,0.000834376
3854,Morwell (Eastern Victoria),43,47,7782,0.914893617,0.005525572
3856,Gippsland South (Eastern Victoria),13,13,4794,1,0.002711723
3857,Gippsland South (Eastern Victoria),11,11,4794,1,0.002294535
3858,Gippsland East (Eastern Victoria),153,185,4925,0.827027027,0.03106599
3858,Gippsland South (Eastern Victoria),32,185,4794,0.172972973,0.00667501
3859,Gippsland East (Eastern Victoria),55,55,4925,1,0.011167513
3860,Gippsland East (Eastern Victoria),554,554,4925,1,0.11248731
3862,Gippsland East (Eastern Victoria),169,169,4925,1,0.034314721
3864,Gippsland East (Eastern Victoria),8,8,4925,1,0.001624365
3865,Gippsland East (Eastern Victoria),26,26,4925,1,0.005279188
3869,Gippsland South (Eastern Victoria),79,79,4794,1,0.016478932
3870,Gippsland South (Eastern Victoria),49,49,4794,1,0.01022111
3871,Gippsland South (Eastern Victoria),134,134,4794,1,0.027951606
3873,Gippsland South (Eastern Victoria),9,9,4794,1,0.001877347
3874,Gippsland South (Eastern Victoria),31,31,4794,1,0.006466416
3875,Gippsland East (Eastern Victoria),1841,1841,4925,1,0.373807107
3878,Gippsland East (Eastern Victoria),59,59,4925,1,0.011979695
3880,Gippsland East (Eastern Victoria),384,384,4925,1,0.077969543
3882,Gippsland East (Eastern Victoria),34,34,4925,1,0.006903553
3885,Gippsland East (Eastern Victoria),87,87,4925,1,0.017664975
3886,Gippsland East (Eastern Victoria),19,19,4925,1,0.003857868
3887,Gippsland East (Eastern Victoria),10,10,4925,1,0.002030457
3888,Gippsland East (Eastern Victoria),297,297,4925,1,0.060304569
3889,Gippsland East (Eastern Victoria),4,4,4925,1,0.000812183
3890,Gippsland East (Eastern Victoria),39,39,4925,1,0.007918782
3892,Gippsland East (Eastern Victoria),94,94,4925,1,0.019086294
3895,Gippsland East (Eastern Victoria),10,10,4925,1,0.002030457
3896,Gippsland East (Eastern Victoria),22,22,4925,1,0.004467005
3898,Gippsland East (Eastern Victoria),29,51,4925,0.568627451,0.005888325
3898,Ovens Valley (Northern Victoria),22,51,5618,0.431372549,0.003915984
3900,Gippsland East (Eastern Victoria),8,8,4925,1,0.001624365
3902,Gippsland East (Eastern Victoria),9,9,4925,1,0.001827411
3903,Gippsland East (Eastern Victoria),42,42,4925,1,0.008527919
3904,Gippsland East (Eastern Victoria),121,121,4925,1,0.024568528
3909,Gippsland East (Eastern Victoria),833,833,4925,1,0.169137056
3910,Hastings (Eastern Victoria),1524,1524,4604,1,0.331016507
3911,Hastings (Eastern Victoria),166,169,4604,0.982248521,0.036055604
3911,Mornington (Eastern Victoria),3,169,3698,0.017751479,0.000811249
3912,Bass (Eastern Victoria),122,822,4810,0.148418491,0.025363825
3912,Hastings (Eastern Victoria),700,822,4604,0.851581509,0.152041703
3913,Hastings (Eastern Victoria),167,167,4604,1,0.036272806
3915,Hastings (Eastern Victoria),1303,1319,4604,0.987869598,0.28301477
3915,Mornington (Eastern Victoria),16,1319,3698,0.012130402,0.004326663
3916,Nepean (Eastern Victoria),55,55,5502,1,0.009996365
3918,Hastings (Eastern Victoria),196,196,4604,1,0.042571677
3919,Hastings (Eastern Victoria),235,235,4604,1,0.051042572
3920,Hastings (Eastern Victoria),100,100,4604,1,0.021720243
3921,Hastings (Eastern Victoria),3,3,4604,1,0.000651607
3922,Bass (Eastern Victoria),1011,1011,4810,1,0.21018711
3923,Bass (Eastern Victoria),39,39,4810,1,0.008108108
3925,Bass (Eastern Victoria),371,371,4810,1,0.077130977
3926,Hastings (Eastern Victoria),114,131,4604,0.870229008,0.024761077
3926,Nepean (Eastern Victoria),17,131,5502,0.129770992,0.003089786
3927,Hastings (Eastern Victoria),89,89,4604,1,0.019331017
3928,Nepean (Eastern Victoria),19,19,5502,1,0.00345329
3929,Nepean (Eastern Victoria),53,53,5502,1,0.009632861
3930,Mornington (Eastern Victoria),536,536,3698,1,0.144943213
3931,Mornington (Eastern Victoria),2261,2261,3698,1,0.611411574
3933,Hastings (Eastern Victoria),7,44,4604,0.159090909,0.001520417
3933,Mornington (Eastern Victoria),37,44,3698,0.840909091,0.010005408
3934,Mornington (Eastern Victoria),845,867,3698,0.974625144,0.228501893
3934,Nepean (Eastern Victoria),22,867,5502,0.025374856,0.003998546
3936,Nepean (Eastern Victoria),1301,1301,5502,1,0.236459469
3937,Nepean (Eastern Victoria),70,70,5502,1,0.012722646
3938,Nepean (Eastern Victoria),205,205,5502,1,0.037259178
3939,Nepean (Eastern Victoria),1619,1619,5502,1,0.294256634
3940,Nepean (Eastern Victoria),638,638,5502,1,0.115957834
3941,Nepean (Eastern Victoria),1188,1188,5502,1,0.215921483
3942,Nepean (Eastern Victoria),173,173,5502,1,0.031443112
3943,Nepean (Eastern Victoria),115,115,5502,1,0.02090149
3944,Nepean (Eastern Victoria),27,27,5502,1,0.004907306
3945,Bass (Eastern Victoria),19,42,4810,0.452380952,0.003950104
3945,Gippsland South (Eastern Victoria),23,42,4794,0.547619048,0.004797664
3946,Gippsland South (Eastern Victoria),15,15,4794,1,0.003128911
3950,Gippsland South (Eastern Victoria),389,389,4794,1,0.081143096
3951,Bass (Eastern Victoria),6,27,4810,0.222222222,0.001247401
3951,Gippsland South (Eastern Victoria),21,27,4794,0.777777778,0.004380476
3953,Gippsland South (Eastern Victoria),638,638,4794,1,0.13308302
3954,Gippsland South (Eastern Victoria),12,12,4794,1,0.002503129
3956,Gippsland South (Eastern Victoria),174,174,4794,1,0.036295369
3957,Gippsland South (Eastern Victoria),11,11,4794,1,0.002294535
3958,Gippsland South (Eastern Victoria),13,13,4794,1,0.002711723
3959,Gippsland South (Eastern Victoria),50,50,4794,1,0.010429704
3960,Gippsland South (Eastern Victoria),223,223,4794,1,0.046516479
3962,Gippsland South (Eastern Victoria),67,67,4794,1,0.013975803
3964,Gippsland South (Eastern Victoria),10,10,4794,1,0.002085941
3965,Gippsland South (Eastern Victoria),8,8,4794,1,0.001668753
3966,Gippsland South (Eastern Victoria),22,22,4794,1,0.00458907
3967,Gippsland South (Eastern Victoria),16,16,4794,1,0.003337505
3971,Gippsland South (Eastern Victoria),303,303,4794,1,0.063204005
3975,Carrum (South-Eastern Metropolitan),502,1007,6586,0.498510427,0.07622229
3975,Narre Warren South (South-Eastern Metropolitan),505,1007,6126,0.501489573,0.082435521
3976,Narre Warren South (South-Eastern Metropolitan),2276,2276,6126,1,0.371531179
3977,Bass (Eastern Victoria),101,8609,4810,0.011731908,0.020997921
3977,Carrum (South-Eastern Metropolitan),713,8609,6586,0.082820304,0.108259945
3977,Cranbourne (South-Eastern Metropolitan),5902,8609,6966,0.685561622,0.847258111
3977,Narre Warren South (South-Eastern Metropolitan),1893,8609,6126,0.219886166,0.309010774
3978,Bass (Eastern Victoria),446,2988,4810,0.149263722,0.092723493
3978,Berwick (South-Eastern Metropolitan),1468,2988,5159,0.491298527,0.28455127
3978,Cranbourne (South-Eastern Metropolitan),1064,2988,6966,0.356091031,0.152741889
3978,Pakenham (Eastern Victoria),10,2988,7523,0.00334672,0.001329257
3979,Bass (Eastern Victoria),11,11,4810,1,0.002286902
3980,Bass (Eastern Victoria),149,149,4810,1,0.030977131
3981,Bass (Eastern Victoria),312,315,4810,0.99047619,0.064864865
3981,Narracan (Eastern Victoria),3,315,4446,0.00952381,0.000674764
3984,Bass (Eastern Victoria),476,476,4810,1,0.098960499
3987,Bass (Eastern Victoria),6,39,4810,0.153846154,0.001247401
3987,Gippsland South (Eastern Victoria),33,39,4794,0.846153846,0.006883605
3988,Gippsland South (Eastern Victoria),34,38,4794,0.894736842,0.007092199
3988,Narracan (Eastern Victoria),4,38,4446,0.105263158,0.000899685
3990,Bass (Eastern Victoria),3,3,4810,1,0.000623701
3991,Bass (Eastern Victoria),19,19,4810,1,0.003950104
3992,Bass (Eastern Victoria),59,59,4810,1,0.012266112
3995,Bass (Eastern Victoria),1160,1160,4810,1,0.241164241
3996,Bass (Eastern Victoria),500,507,4810,0.986193294,0.103950104
3996,Gippsland South (Eastern Victoria),7,507,4794,0.013806706,0.001460159
4000,McConnel,6032,6032,21911,1,0.275295514
4005,McConnel,4533,4533,21911,1,0.206882388
4006,McConnel,9697,9697,21911,1,0.442563096
4007,Clayfield,3373,3373,11868,1,0.284209639
4008,Clayfield,39,39,11868,1,0.003286148
4010,Clayfield,1041,1041,11868,1,0.087714863
4011,Clayfield,2473,2473,11868,1,0.208375463
4012,Nudgee,4339,4486,9213,0.967231387,0.470964941
4012,Stafford,147,4486,9928,0.032768613,0.014806608
4013,Nudgee,837,837,9213,1,0.090849886
4014,Nudgee,1321,1321,9213,1,0.143384348
4017,Sandgate,3417,3417,5585,1,0.611817368
4018,Sandgate,1944,1944,5585,1,0.348075201
4019,Redcliffe,3363,3363,8015,1,0.419588272
4020,Murrumba,42,3758,10312,0.011176158,0.004072925
4020,Redcliffe,3716,3758,8015,0.988823842,0.463630692
4021,Murrumba,410,1309,10312,0.313216196,0.039759503
4021,Redcliffe,899,1309,8015,0.686783804,0.112164691
4022,Bancroft,593,1044,7621,0.568007663,0.077811311
4022,Murrumba,451,1044,10312,0.431992337,0.043735454
4025,Redcliffe,37,37,8015,1,0.004616344
4030,Clayfield,4218,4218,11868,1,0.355409505
4031,Clayfield,724,2453,11868,0.295148797,0.061004382
4031,Stafford,1729,2453,9928,0.704851203,0.174153908
4032,Aspley,299,3999,4748,0.074768692,0.062973884
4032,Stafford,3700,3999,9928,0.925231308,0.37268332
4034,Aspley,3011,5727,4748,0.525755195,0.634161752
4034,Nudgee,2716,5727,9213,0.474244805,0.294800825
4035,Aspley,597,1487,4748,0.401479489,0.125737152
4035,Everton,890,1487,5023,0.598520511,0.177184949
4036,Aspley,407,631,4748,0.645007924,0.085720303
4036,Sandgate,224,631,5585,0.354992076,0.040107431
4037,Everton,255,255,5023,1,0.050766474
4051,Cooper,71,4623,6368,0.015357993,0.011149497
4051,Everton,748,4623,5023,0.161799697,0.148914991
4051,Ferny Grove,1671,4623,5343,0.361453602,0.312745649
4051,Stafford,2133,4623,9928,0.461388709,0.214846898
4053,Aspley,434,6426,4748,0.067538126,0.091406908
4053,Everton,2930,6426,5023,0.455960162,0.583316743
4053,Ferny Grove,843,6426,5343,0.131185808,0.15777653
4053,Stafford,2219,6426,9928,0.345315904,0.223509267
4054,Everton,146,1448,5023,0.100828729,0.029066295
4054,Ferny Grove,1302,1448,5343,0.899171271,0.243683324
4055,Everton,8,1365,5023,0.005860806,0.001592674
4055,Ferny Grove,1357,1365,5343,0.994139194,0.253977166
4059,Cooper,1487,3136,6368,0.474170918,0.233511307
4059,McConnel,1649,3136,21911,0.525829082,0.075259002
4060,Cooper,1091,1261,6368,0.86518636,0.171325377
4060,Ferny Grove,170,1261,5343,0.13481364,0.031817331
4061,Cooper,907,907,6368,1,0.142430905
4064,Cooper,2461,2544,6368,0.967374214,0.386463568
4064,Maiwar,83,2544,10955,0.032625786,0.007576449
4065,Cooper,336,738,6368,0.455284553,0.052763819
4065,Maiwar,402,738,10955,0.544715447,0.036695573
4066,Cooper,10,4158,6368,0.002405002,0.001570352
4066,Maiwar,4148,4158,10955,0.997594998,0.37863989
4067,Maiwar,2112,2112,10955,1,0.192788681
4068,Maiwar,4028,4286,10955,0.939804013,0.367685988
4068,Miller,166,4286,6469,0.038730751,0.025660844
4068,Moggill,92,4286,2200,0.021465236,0.041818182
4069,Maiwar,182,1541,10955,0.118105127,0.016613419
4069,Moggill,1359,1541,2200,0.881894873,0.617727273
4070,Moggill,542,542,2200,1,0.246363636
4073,Mount Ommaney,514,514,4409,1,0.116579723
4074,Mount Ommaney,1526,1526,4409,1,0.346110229
4075,Inala,115,2827,8802,0.040679165,0.013065212
4075,Miller,952,2827,6469,0.336752741,0.147163395
4075,Mount Ommaney,1760,2827,4409,0.622568093,0.399183488
4076,Inala,134,743,8802,0.180349933,0.015223813
4076,Mount Ommaney,609,743,4409,0.819650067,0.138126559
4077,Inala,5938,5938,8802,1,0.674619405
4078,Algester,189,2804,6550,0.067403709,0.028854962
4078,Inala,2615,2804,8802,0.932596291,0.29709157
4101,South Brisbane,9280,9280,17465,1,0.531348411
4102,South Brisbane,2964,2964,17465,1,0.16971085
4103,Miller,2467,3275,6469,0.753282443,0.381357242
4103,South Brisbane,808,3275,17465,0.246717557,0.046263956
4104,Miller,1167,1167,6469,1,0.180398825
4105,Miller,891,2244,6469,0.397058824,0.137733807
4105,Toohey,1353,2244,7683,0.602941176,0.176103085
4106,Algester,6,313,6550,0.019169329,0.000916031
4106,Miller,59,313,6469,0.188498403,0.00912042
4106,Toohey,248,313,7683,0.792332268,0.032279058
4107,Toohey,730,730,7683,1,0.095014968
4108,Algester,77,1100,6550,0.07,0.011755725
4108,Toohey,1023,1100,7683,0.93,0.133151113
4109,Stretton,1749,4091,5358,0.427523833,0.326427772
4109,Toohey,2342,4091,7683,0.572476167,0.304828843
4110,Algester,2007,2015,6550,0.996029777,0.306412214
4110,Stretton,8,2015,5358,0.003970223,0.001493094
4111,Toohey,110,110,7683,1,0.014317324
4112,Stretton,627,627,5358,1,0.117021277
4113,Stretton,1709,3586,5358,0.476575572,0.318962299
4113,Toohey,1877,3586,7683,0.523424428,0.24430561
4114,Waterford,331,5411,8228,0.061171687,0.040228488
4114,Woodridge,5080,5411,10588,0.938828313,0.47978844
4115,Algester,1622,1622,6550,1,0.247633588
4116,Algester,1230,2475,6550,0.496969697,0.18778626
4116,Stretton,1245,2475,5358,0.503030303,0.232362822
4117,Stretton,4,341,5358,0.011730205,0.000746547
4117,Woodridge,337,341,10588,0.988269795,0.031828485
4118,Algester,1419,3120,6550,0.454807692,0.216641221
4118,Logan,338,3120,6483,0.108333333,0.052136357
4118,Stretton,16,3120,5358,0.005128205,0.002986189
4118,Woodridge,1347,3120,10588,0.431730769,0.127219494
4119,Waterford,595,595,8228,1,0.07231405
4120,Greenslopes,2540,2540,9038,1,0.281035627
4121,Greenslopes,1918,2685,9038,0.71433892,0.212215092
4121,Miller,767,2685,6469,0.28566108,0.118565466
4122,Greenslopes,375,5957,9038,0.06295115,0.04149148
4122,Mansfield,5582,5957,6319,0.93704885,0.883367621
4123,Mansfield,486,1689,6319,0.287744227,0.076910904
4123,Springwood,1203,1689,3933,0.712255773,0.305873379
4124,Jordan,282,1603,6555,0.17592015,0.043020595
4124,Logan,1321,1603,6483,0.82407985,0.20376369
4125,Logan,1640,1640,6483,1,0.252969304
4127,Springwood,1599,3120,3933,0.5125,0.406559878
4127,Waterford,1521,3120,8228,0.4875,0.184856587
4128,Springwood,802,1211,3933,0.662262593,0.203915586
4128,Waterford,409,1211,8228,0.337737407,0.049708313
4129,Macalister,148,655,7960,0.225954198,0.018592965
4129,Waterford,507,655,8228,0.774045802,0.061618862
4130,Macalister,407,407,7960,1,0.051130653
4131,Waterford,2105,2105,8228,1,0.255833738
4132,Woodridge,3824,3824,10588,1,0.361163581
4133,Logan,362,2970,6483,0.121885522,0.055838346
4133,Macalister,673,2970,7960,0.226599327,0.084547739
4133,Waterford,1935,2970,8228,0.651515152,0.235172581
4151,Greenslopes,3441,3441,9038,1,0.380725824
4152,Bulimba,892,4826,8307,0.184832159,0.107379319
4152,Chatsworth,3074,4826,4408,0.636966432,0.697368421
4152,Greenslopes,744,4826,9038,0.15416494,0.082319097
4152,Mansfield,116,4826,6319,0.024036469,0.018357335
4153,Chatsworth,246,246,4408,1,0.055807623
4154,Chatsworth,687,687,4408,1,0.155852995
4155,Chatsworth,48,48,4408,1,0.010889292
4156,Mansfield,135,135,6319,1,0.02136414
4157,Capalaba,1757,1779,4519,0.987633502,0.388802832
4157,Redlands,4,1779,4784,0.002248454,0.00083612
4157,Springwood,18,1779,3933,0.010118044,0.004576659
4158,Capalaba,466,466,4519,1,0.103120159
4159,Capalaba,824,1022,4519,0.806262231,0.182341226
4159,Oodgeroo,198,1022,3955,0.193737769,0.050063211
4160,Capalaba,190,1379,4519,0.137781001,0.0420447
4160,Oodgeroo,1189,1379,3955,0.862218999,0.300632111
4161,Capalaba,1282,1282,4519,1,0.283691082
4163,Oodgeroo,1959,1959,3955,1,0.495322377
4164,Oodgeroo,315,1673,3955,0.188284519,0.079646018
4164,Redlands,1358,1673,4784,0.811715481,0.283862876
4165,Redlands,2463,2774,4784,0.887887527,0.514841137
4165,Springwood,311,2774,3933,0.112112473,0.079074498
4169,South Brisbane,4413,4413,17465,1,0.252676782
4170,Bulimba,4341,4364,8307,0.994729606,0.522571325
4170,Chatsworth,3,4364,4408,0.000687443,0.000680581
4170,Greenslopes,20,4364,9038,0.004582951,0.002212879
4171,Bulimba,2384,2384,8307,1,0.286986879
4172,Bulimba,690,690,8307,1,0.083062477
4173,Chatsworth,350,850,4408,0.411764706,0.079401089
4173,Lytton,500,850,6134,0.588235294,0.081512879
4174,Lytton,258,258,6134,1,0.042060646
4178,Lytton,3552,3552,6134,1,0.579067493
4179,Lytton,1824,1824,6134,1,0.297358983
4183,Oodgeroo,294,294,3955,1,0.074336283
4184,Redlands,959,959,4784,1,0.200459866
4205,Waterford,825,825,8228,1,0.10026738
4207,Coomera,286,9213,11097,0.031043091,0.025772731
4207,Logan,2195,9213,6483,0.238250298,0.338577819
4207,Macalister,6732,9213,7960,0.73070661,0.845728643
4208,Coomera,2033,2033,11097,1,0.183202667
4209,Coomera,8755,10905,11097,0.802842733,0.788951969
4209,Theodore,2150,10905,5442,0.197157267,0.39507534
4210,Coomera,23,1515,11097,0.015181518,0.002072632
4210,Theodore,1492,1515,5442,0.984818482,0.27416391
4211,Gaven,4649,5935,4769,0.783319292,0.974837492
4211,Mudgeeraba,406,5935,4759,0.068407751,0.08531204
4211,Scenic Rim,29,5935,3782,0.004886268,0.007667901
4211,Surfers Paradise,25,5935,9360,0.0042123,0.00267094
4211,Theodore,826,5935,5442,0.139174389,0.151782433
4212,Bonney,40,2792,10254,0.014326648,0.003900917
4212,Broadwater,1778,2792,4985,0.636819484,0.35667001
4212,Theodore,974,2792,5442,0.348853868,0.178978317
4213,Gaven,120,1681,4769,0.07138608,0.025162508
4213,Mudgeeraba,1561,1681,4759,0.92861392,0.328010086
4214,Bonney,1944,3781,10254,0.514149696,0.189584552
4214,Southport,1837,3781,9499,0.485850304,0.193388778
4215,Bonney,6171,12872,10254,0.479412679,0.601813926
4215,Southport,6701,12872,9499,0.520587321,0.705442678
4216,Bonney,2099,5306,10254,0.395589898,0.204700605
4216,Broadwater,3207,5306,4985,0.604410102,0.64332999
4217,Southport,961,7830,9499,0.122733078,0.101168544
4217,Surfers Paradise,6869,7830,9360,0.877266922,0.733867521
4218,Mermaid Beach,3115,5250,7421,0.593333333,0.41975475
4218,Surfers Paradise,2135,5250,9360,0.406666667,0.228098291
4220,Burleigh,2416,3814,6416,0.63345569,0.376558603
4220,Mermaid Beach,1398,3814,7421,0.36654431,0.188384315
4221,Burleigh,2505,3253,6416,0.770058408,0.390430175
4221,Currumbin,748,3253,4676,0.229941592,0.159965783
4223,Currumbin,1269,1269,4676,1,0.2713858
4224,Currumbin,822,822,4676,1,0.175791275
4225,Currumbin,1716,1716,4676,1,0.366980325
4226,Mermaid Beach,1658,4355,7421,0.380711825,0.223420024
4226,Mudgeeraba,2366,4355,4759,0.543283582,0.49716327
4226,Surfers Paradise,331,4355,9360,0.076004592,0.035363248
4227,Burleigh,1473,3146,6416,0.468213605,0.229582294
4227,Mermaid Beach,1250,3146,7421,0.397329943,0.168440911
4227,Mudgeeraba,423,3146,4759,0.134456453,0.088884219
4228,Burleigh,22,146,6416,0.150684932,0.003428928
4228,Currumbin,121,146,4676,0.828767123,0.025876818
4228,Mudgeeraba,3,146,4759,0.020547945,0.000630385
4270,Logan,58,132,6483,0.439393939,0.008946475
4270,Scenic Rim,74,132,3782,0.560606061,0.019566367
4272,Scenic Rim,441,441,3782,1,0.116604971
4275,Scenic Rim,222,222,3782,1,0.058699101
4280,Jordan,486,1055,6555,0.460663507,0.074141876
4280,Logan,569,1055,6483,0.539336493,0.087768009
4285,Scenic Rim,1984,1984,3782,1,0.524590164
4287,Scenic Rim,53,53,3782,1,0.014013749
4300,Bundamba,2744,8531,11191,0.321650451,0.245197033
4300,Jordan,5787,8531,6555,0.678349549,0.882837529
4301,Bundamba,5944,5944,11191,1,0.531141096
4303,Bundamba,747,747,11191,1,0.066750067
4304,Bundamba,1170,2903,11191,0.403031347,0.104548298
4304,Ipswich,1733,2903,7312,0.596968653,0.237007659
4305,Ipswich,4454,9496,7312,0.469039596,0.609135667
4305,Ipswich West,5039,9496,6476,0.530644482,0.778103768
4305,Scenic Rim,3,9496,3782,0.000315922,0.000793231
4306,Bundamba,586,3349,11191,0.174977605,0.052363506
4306,Ipswich,1125,3349,7312,0.33592117,0.153856674
4306,Ipswich West,852,3349,6476,0.2544043,0.131562693
4306,Lockyer,322,3349,4196,0.096148104,0.076739752
4306,Moggill,207,3349,2200,0.061809495,0.094090909
4306,Nanango,26,3349,4925,0.007763511,0.005279188
4306,Scenic Rim,231,3349,3782,0.068975814,0.061078794
4307,Scenic Rim,91,91,3782,1,0.024061343
4309,Scenic Rim,176,176,3782,1,0.046536224
4310,Scenic Rim,396,396,3782,1,0.104706504
4311,Lockyer,670,803,4196,0.834371108,0.159675882
4311,Nanango,133,803,4925,0.165628892,0.027005076
4312,Nanango,188,188,4925,1,0.038172589
4313,Nanango,192,192,4925,1,0.038984772
4314,Nanango,212,212,4925,1,0.043045685
4340,Ipswich West,521,603,6476,0.864013267,0.080450896
4340,Scenic Rim,82,603,3782,0.135986733,0.02168165
4341,Lockyer,1196,1196,4196,1,0.285033365
4342,Lockyer,222,222,4196,1,0.052907531
4343,Lockyer,1379,1379,4196,1,0.32864633
4344,Lockyer,187,187,4196,1,0.044566254
4346,Ipswich West,64,64,6476,1,0.009882644
4347,Lockyer,79,79,4196,1,0.018827455
4350,Condamine,1034,16865,3952,0.061310406,0.261639676
4350,Toowoomba North,7179,16865,7803,0.425674474,0.920030757
4350,Toowoomba South,8652,16865,8652,0.51301512,1
4352,Condamine,581,1434,3952,0.405160391,0.14701417
4352,Lockyer,141,1434,4196,0.09832636,0.033603432
4352,Nanango,24,1434,4925,0.016736402,0.004873096
4352,Southern Downs,64,1434,5141,0.044630404,0.01244894
4352,Toowoomba North,624,1434,7803,0.435146444,0.079969243
4353,Condamine,10,10,3952,1,0.002530364
4354,Condamine,78,78,3952,1,0.019736842
4355,Condamine,230,233,3952,0.987124464,0.058198381
4355,Nanango,3,233,4925,0.012875536,0.000609137
4356,Condamine,421,421,3952,1,0.10652834
4357,Southern Downs,248,248,5141,1,0.048239642
4358,Condamine,314,314,3952,1,0.079453441
4359,Condamine,53,53,3952,1,0.013410931
4360,Condamine,35,35,3952,1,0.008856275
4361,Condamine,218,224,3952,0.973214286,0.055161943
4361,Southern Downs,6,224,5141,0.026785714,0.001167088
4362,Southern Downs,152,152,5141,1,0.029566232
4363,Condamine,44,44,3952,1,0.011133603
4364,Condamine,18,18,3952,1,0.004554656
4365,Condamine,5,35,3952,0.142857143,0.001265182
4365,Southern Downs,30,35,5141,0.857142857,0.005835441
