Postcode,SED,Rented Households,Postcode Totals,SED Totals,Postcode Fraction,SED Fraction
2906,Brindabella,1175,1175,6305,1,0.186360032
2911,Yerrabi,572,572,10668,1,0.053618298
2912,Yerrabi,1703,1703,10668,1,0.159636295
2913,Yerrabi,3997,3997,10668,1,0.374671916
2914,Yerrabi,3477,3477,10668,1,0.325928009
3000,Melbourne (Northern Metropolitan),16692,16692,38281,1,0.436038766
3002,Melbourne (Northern Metropolitan),1306,1306,38281,1,0.034116141
3003,Melbourne (Northern Metropolitan),2557,2557,38281,1,0.066795538
3004,Prahran (Southern Metropolitan),3213,3213,22170,1,0.144925575
3006,Albert Park (Southern Metropolitan),6779,8133,19458,0.833517767,0.348391407
3006,Prahran (Southern Metropolitan),1354,8133,22170,0.166482233,0.061073523
3008,Albert Park (Southern Metropolitan),442,5142,19458,0.085958771,0.022715593
3008,Melbourne (Northern Metropolitan),4700,5142,38281,0.914041229,0.122776312
3011,Footscray (Western Metropolitan),4994,4994,12575,1,0.397137177
3012,Footscray (Western Metropolitan),3985,4327,12575,0.920961405,0.316898608
3012,Laverton (Western Metropolitan),5,4327,10931,0.001155535,0.000457415
3012,Williamstown (Western Metropolitan),337,4327,7554,0.07788306,0.044612126
3013,Footscray (Western Metropolitan),1661,2023,12575,0.821057835,0.132087475
3013,Williamstown (Western Metropolitan),362,2023,7554,0.178942165,0.047921631
3015,Williamstown (Western Metropolitan),2111,2111,7554,1,0.279454594
3016,Williamstown (Western Metropolitan),1604,1604,7554,1,0.212337834
3018,Williamstown (Western Metropolitan),1677,1677,7554,1,0.222001589
3019,Laverton (Western Metropolitan),1648,1648,10931,1,0.150763883
3020,Laverton (Western Metropolitan),3920,5068,10931,0.773480663,0.358613119
3020,St Albans (Western Metropolitan),1148,5068,7077,0.226519337,0.162215628
3021,Kororoit (Western Metropolitan),1001,5731,5908,0.174664107,0.16943128
3021,St Albans (Western Metropolitan),4730,5731,7077,0.825335893,0.6683623
3022,Laverton (Western Metropolitan),271,400,10931,0.6775,0.024791876
3022,St Albans (Western Metropolitan),129,400,7077,0.3225,0.018228063
3023,Kororoit (Western Metropolitan),3564,4321,5908,0.824809072,0.603249831
3023,St Albans (Western Metropolitan),452,4321,7077,0.104605415,0.063868871
3023,Sydenham (Western Metropolitan),305,4321,4039,0.070585513,0.075513741
3024,Kororoit (Western Metropolitan),5,3103,5908,0.001611344,0.00084631
3024,Melton (Western Victoria),11,3103,7503,0.003544956,0.00146608
3024,Tarneit (Western Metropolitan),27,3103,7848,0.008701257,0.003440367
3024,Werribee (Western Metropolitan),3060,3103,8989,0.986142443,0.340416064
3025,Williamstown (Western Metropolitan),1463,1463,7554,1,0.193672227
3026,Kororoit (Western Metropolitan),506,546,5908,0.926739927,0.085646581
3026,Laverton (Western Metropolitan),40,546,10931,0.073260073,0.003659318
3027,Laverton (Western Metropolitan),1116,1116,10931,1,0.102094959
3028,Laverton (Western Metropolitan),854,3085,10931,0.276823339,0.078126429
3028,Point Cook (Western Metropolitan),2231,3085,8985,0.723176661,0.248302727
3029,Kororoit (Western Metropolitan),91,10989,5908,0.008281008,0.015402844
3029,Laverton (Western Metropolitan),3077,10989,10931,0.28000728,0.281493002
3029,Tarneit (Western Metropolitan),7821,10989,7848,0.711711712,0.996559633
3030,Point Cook (Western Metropolitan),6754,12659,8985,0.533533454,0.751697273
3030,Werribee (Western Metropolitan),5905,12659,8989,0.466466546,0.656914006
3031,Essendon (Northern Metropolitan),1909,4253,11245,0.448859628,0.16976434
3031,Melbourne (Northern Metropolitan),2344,4253,38281,0.551140372,0.06123142
3032,Essendon (Northern Metropolitan),2868,4803,11245,0.597126796,0.255046687
3032,Footscray (Western Metropolitan),1935,4803,12575,0.402873204,0.15387674
3033,Niddrie (Western Metropolitan),1029,1029,5100,1,0.201764706
3034,Niddrie (Western Metropolitan),892,892,5100,1,0.174901961
3036,Niddrie (Western Metropolitan),193,196,5100,0.984693878,0.037843137
3036,Sydenham (Western Metropolitan),3,196,4039,0.015306122,0.000742758
3037,Sydenham (Western Metropolitan),2897,2897,4039,1,0.717256747
3038,Niddrie (Western Metropolitan),243,1175,5100,0.206808511,0.047647059
3038,St Albans (Western Metropolitan),618,1175,7077,0.525957447,0.087325138
3038,Sydenham (Western Metropolitan),314,1175,4039,0.267234043,0.077742015
3039,Essendon (Northern Metropolitan),2627,2672,11245,0.983158683,0.23361494
3039,Niddrie (Western Metropolitan),45,2672,5100,0.016841317,0.008823529
3040,Essendon (Northern Metropolitan),2653,3508,11245,0.75627138,0.235927079
3040,Niddrie (Western Metropolitan),855,3508,5100,0.24372862,0.167647059
3041,Essendon (Northern Metropolitan),1188,1208,11245,0.983443709,0.105646954
3041,Niddrie (Western Metropolitan),20,1208,5100,0.016556291,0.003921569
3042,Niddrie (Western Metropolitan),1661,1661,5100,1,0.325686275
3043,Niddrie (Western Metropolitan),162,1712,5100,0.094626168,0.031764706
3043,Sunbury (Western Metropolitan),1550,1712,5078,0.905373832,0.305238283
3044,Broadmeadows (Northern Metropolitan),10,3419,9668,0.002924832,0.00103434
3044,Pascoe Vale (Northern Metropolitan),3409,3419,9348,0.997075168,0.364676936
3045,Sunbury (Western Metropolitan),4,4,5078,1,0.000787712
3046,Broadmeadows (Northern Metropolitan),4669,4738,9668,0.985436893,0.482933388
3046,Pascoe Vale (Northern Metropolitan),69,4738,9348,0.014563107,0.007381258
3047,Broadmeadows (Northern Metropolitan),2794,2794,9668,1,0.288994621
3048,Broadmeadows (Northern Metropolitan),308,1613,9668,0.190948543,0.031857675
3048,Greenvale (Northern Metropolitan),1305,1613,4752,0.809051457,0.274621212
3049,Greenvale (Northern Metropolitan),549,715,4752,0.767832168,0.115530303
3049,Sunbury (Western Metropolitan),166,715,5078,0.232167832,0.032690035
3051,Melbourne (Northern Metropolitan),4198,4198,38281,1,0.109662757
3052,Melbourne (Northern Metropolitan),1396,1396,38281,1,0.036467177
3053,Melbourne (Northern Metropolitan),5088,5088,38281,1,0.132911888
3054,Brunswick (Northern Metropolitan),1680,1680,14825,1,0.113322091
3055,Brunswick (Northern Metropolitan),1687,3186,14825,0.52950408,0.113794266
3055,Pascoe Vale (Northern Metropolitan),1499,3186,9348,0.47049592,0.160355156
3056,Brunswick (Northern Metropolitan),5352,5352,14825,1,0.361011804
3057,Brunswick (Northern Metropolitan),3422,3422,14825,1,0.230826307
3058,Pascoe Vale (Northern Metropolitan),4371,4371,9348,1,0.46758665
3059,Greenvale (Northern Metropolitan),777,777,4752,1,0.163510101
3060,Broadmeadows (Northern Metropolitan),1455,1455,9668,1,0.150496483
3061,Broadmeadows (Northern Metropolitan),432,432,9668,1,0.044683492
3062,Greenvale (Northern Metropolitan),3,3,4752,1,0.000631313
3063,Kalkallo (Northern Metropolitan),11,11,7185,1,0.001530967
3064,Greenvale (Northern Metropolitan),2118,8431,4752,0.251215751,0.445707071
3064,Kalkallo (Northern Metropolitan),6185,8431,7185,0.733602182,0.860821155
3064,Yan Yean (Northern Victoria),128,8431,5072,0.015182066,0.025236593
3065,Richmond (Northern Metropolitan),2726,2726,17206,1,0.158433105
3066,Richmond (Northern Metropolitan),2930,2930,17206,1,0.170289434
3067,Richmond (Northern Metropolitan),2467,2467,17206,1,0.143380216
3068,Brunswick (Northern Metropolitan),2684,3742,14825,0.717263495,0.181045531
3068,Richmond (Northern Metropolitan),1058,3742,17206,0.282736505,0.061490178
3070,Northcote (Northern Metropolitan),3872,3872,10940,1,0.35393053
3071,Northcote (Northern Metropolitan),3370,3370,10940,1,0.308043876
3072,Northcote (Northern Metropolitan),1793,5521,10940,0.324760007,0.163893967
3072,Preston (Northern Metropolitan),3728,5521,11158,0.675239993,0.334110056
3073,Preston (Northern Metropolitan),7430,7430,11158,1,0.665889944
3074,Thomastown (Northern Metropolitan),2118,2118,7148,1,0.296306659
3075,Thomastown (Northern Metropolitan),2179,2179,7148,1,0.304840515
3076,Mill Park (North-Eastern Metropolitan),1481,3162,5232,0.468374447,0.283065749
3076,Thomastown (Northern Metropolitan),1681,3162,7148,0.531625553,0.235170677
3078,Northcote (Northern Metropolitan),1905,1905,10940,1,0.174131627
3079,Ivanhoe (North-Eastern Metropolitan),2011,2011,7993,1,0.251595146
3081,Ivanhoe (North-Eastern Metropolitan),2614,2614,7993,1,0.327036157
3082,Bundoora (North-Eastern Metropolitan),575,2302,6454,0.249782798,0.089092036
3082,Mill Park (North-Eastern Metropolitan),1727,2302,5232,0.750217202,0.330084098
3083,Bundoora (North-Eastern Metropolitan),3389,3389,6454,1,0.525100713
3084,Ivanhoe (North-Eastern Metropolitan),2566,2566,7993,1,0.321030902
3085,Bundoora (North-Eastern Metropolitan),420,1222,6454,0.343698854,0.065075922
3085,Ivanhoe (North-Eastern Metropolitan),802,1222,7993,0.656301146,0.100337796
3087,Bundoora (North-Eastern Metropolitan),802,802,6454,1,0.124264022
3088,Bundoora (North-Eastern Metropolitan),1268,1738,6454,0.729574223,0.196467307
3088,Eltham (North-Eastern Metropolitan),470,1738,2746,0.270425777,0.171158048
3089,Eltham (North-Eastern Metropolitan),421,421,2746,1,0.153313911
3090,Yan Yean (Northern Victoria),30,30,5072,1,0.005914826
3091,Yan Yean (Northern Victoria),21,21,5072,1,0.004140379
3093,Eltham (North-Eastern Metropolitan),215,215,2746,1,0.078295703
3094,Eltham (North-Eastern Metropolitan),622,622,2746,1,0.226511289
3095,Eltham (North-Eastern Metropolitan),988,988,2746,1,0.359796067
3096,Eltham (North-Eastern Metropolitan),30,30,2746,1,0.010924982
3097,Eildon (Northern Victoria),30,30,3286,1,0.009129641
3099,Eildon (Northern Victoria),165,165,3286,1,0.050213025
3101,Kew (Southern Metropolitan),2613,2613,6490,1,0.402619414
3102,Kew (Southern Metropolitan),550,550,6490,1,0.084745763
3103,Kew (Southern Metropolitan),1537,1537,6490,1,0.236825886
3104,Box Hill (North-Eastern Metropolitan),9,1392,11020,0.006465517,0.000816697
3104,Kew (Southern Metropolitan),1383,1392,6490,0.993534483,0.213097072
3105,Bulleen (North-Eastern Metropolitan),853,853,6065,1,0.140643034
3106,Bulleen (North-Eastern Metropolitan),809,814,6065,0.993857494,0.133388293
3106,Warrandyte (North-Eastern Metropolitan),5,814,4032,0.006142506,0.001240079
3107,Bulleen (North-Eastern Metropolitan),909,909,6065,1,0.14987634
3108,Bulleen (North-Eastern Metropolitan),3040,3060,6065,0.993464052,0.501236603
3108,Warrandyte (North-Eastern Metropolitan),20,3060,4032,0.006535948,0.004960317
3109,Bulleen (North-Eastern Metropolitan),454,2581,6065,0.175900814,0.07485573
3109,Warrandyte (North-Eastern Metropolitan),2127,2581,4032,0.824099186,0.527529762
3111,Ringwood (North-Eastern Metropolitan),124,670,8824,0.185074627,0.014052584
3111,Warrandyte (North-Eastern Metropolitan),546,670,4032,0.814925373,0.135416667
3113,Warrandyte (North-Eastern Metropolitan),197,197,4032,1,0.048859127
3114,Warrandyte (North-Eastern Metropolitan),38,38,4032,1,0.009424603
3115,Croydon (North-Eastern Metropolitan),5,71,6506,0.070422535,0.000768521
3115,Warrandyte (North-Eastern Metropolitan),66,71,4032,0.929577465,0.016369048
3116,Evelyn (Eastern Victoria),329,613,3462,0.536704731,0.095031774
3116,Warrandyte (North-Eastern Metropolitan),284,613,4032,0.463295269,0.070436508
3121,Richmond (Northern Metropolitan),8025,8025,17206,1,0.466407067
3122,Hawthorn (Southern Metropolitan),4473,4473,9958,1,0.449186584
3123,Hawthorn (Southern Metropolitan),2522,2522,9958,1,0.253263708
3124,Ashwood (Southern Metropolitan),16,2026,7991,0.007897335,0.002002253
3124,Hawthorn (Southern Metropolitan),2010,2026,9958,0.992102665,0.201847761
3125,Ashwood (Southern Metropolitan),1068,2064,7991,0.51744186,0.133650357
3125,Box Hill (North-Eastern Metropolitan),996,2064,11020,0.48255814,0.090381125
3126,Hawthorn (Southern Metropolitan),354,540,9958,0.655555556,0.035549307
3126,Kew (Southern Metropolitan),186,540,6490,0.344444444,0.028659476
3127,Box Hill (North-Eastern Metropolitan),966,1617,11020,0.597402597,0.087658802
3127,Hawthorn (Southern Metropolitan),430,1617,9958,0.265924552,0.043181362
3127,Kew (Southern Metropolitan),221,1617,6490,0.136672851,0.034052388
3128,Box Hill (North-Eastern Metropolitan),4367,4367,11020,1,0.396279492
3129,Box Hill (North-Eastern Metropolitan),1938,1938,11020,1,0.175862069
3130,Box Hill (North-Eastern Metropolitan),2411,3003,11020,0.802863803,0.218784029
3130,Glen Waverley (North-Eastern Metropolitan),99,3003,6458,0.032967033,0.015329823
3130,Ringwood (North-Eastern Metropolitan),493,3003,8824,0.164169164,0.055870354
3131,Glen Waverley (North-Eastern Metropolitan),821,2380,6458,0.344957983,0.127129142
3131,Ringwood (North-Eastern Metropolitan),1559,2380,8824,0.655042017,0.176677244
3132,Ringwood (North-Eastern Metropolitan),1791,1791,8824,1,0.202969175
3133,Glen Waverley (North-Eastern Metropolitan),1086,1277,6458,0.850430697,0.168163518
3133,Ringwood (North-Eastern Metropolitan),191,1277,8824,0.149569303,0.021645512
3134,Croydon (North-Eastern Metropolitan),27,3592,6506,0.007516704,0.004150015
3134,Ringwood (North-Eastern Metropolitan),2824,3592,8824,0.786191537,0.320036265
3134,Warrandyte (North-Eastern Metropolitan),741,3592,4032,0.206291759,0.183779762
3135,Ringwood (North-Eastern Metropolitan),1842,1842,8824,1,0.208748867
3136,Croydon (North-Eastern Metropolitan),4019,4027,6506,0.998013409,0.617737473
3136,Warrandyte (North-Eastern Metropolitan),8,4027,4032,0.001986591,0.001984127
3137,Croydon (North-Eastern Metropolitan),971,974,6506,0.996919918,0.149246849
3137,Monbulk (Eastern Victoria),3,974,2558,0.003080082,0.001172791
3138,Croydon (North-Eastern Metropolitan),641,1647,6506,0.389192471,0.098524439
3138,Evelyn (Eastern Victoria),1006,1647,3462,0.610807529,0.290583478
3139,Eildon (Northern Victoria),231,471,3286,0.49044586,0.070298235
3139,Evelyn (Eastern Victoria),214,471,3462,0.454352442,0.06181398
3139,Monbulk (Eastern Victoria),26,471,2558,0.055201699,0.010164191
3140,Evelyn (Eastern Victoria),1255,1255,3462,1,0.362507221
3141,Prahran (Southern Metropolitan),8195,8195,22170,1,0.369643663
3142,Malvern (Southern Metropolitan),1733,1733,8944,1,0.193761181
3143,Malvern (Southern Metropolitan),1929,1973,8944,0.977698936,0.215675313
3143,Prahran (Southern Metropolitan),44,1973,22170,0.022301064,0.001984664
3144,Malvern (Southern Metropolitan),1162,1162,8944,1,0.129919499
3145,Caulfield (Southern Metropolitan),258,2866,11637,0.090020935,0.022170663
3145,Malvern (Southern Metropolitan),2608,2866,8944,0.909979065,0.291592129
3146,Ashwood (Southern Metropolitan),1070,2751,7991,0.388949473,0.133900638
3146,Hawthorn (Southern Metropolitan),169,2751,9958,0.061432206,0.016971279
3146,Malvern (Southern Metropolitan),1512,2751,8944,0.549618321,0.169051878
3147,Ashwood (Southern Metropolitan),1679,1679,7991,1,0.210111375
3148,Ashwood (Southern Metropolitan),1109,1442,7991,0.769070735,0.138781129
3148,Oakleigh (Southern Metropolitan),333,1442,14084,0.230929265,0.023643851
3149,Ashwood (Southern Metropolitan),2726,3042,7991,0.896120973,0.341133775
3149,Oakleigh (Southern Metropolitan),316,3042,14084,0.103879027,0.022436808
3150,Glen Waverley (North-Eastern Metropolitan),4087,4946,6458,0.826324302,0.63285847
3150,Mulgrave (South-Eastern Metropolitan),760,4946,7762,0.153659523,0.097912909
3150,Oakleigh (Southern Metropolitan),99,4946,14084,0.020016175,0.007029253
3151,Ashwood (Southern Metropolitan),323,1021,7991,0.316356513,0.040420473
3151,Box Hill (North-Eastern Metropolitan),333,1021,11020,0.326150833,0.030217786
3151,Glen Waverley (North-Eastern Metropolitan),365,1021,6458,0.357492654,0.056519046
3152,Bayswater (North-Eastern Metropolitan),1384,2516,7158,0.550079491,0.193350098
3152,Rowville (South-Eastern Metropolitan),1132,2516,4168,0.449920509,0.27159309
3153,Bayswater (North-Eastern Metropolitan),1632,2475,7158,0.659393939,0.227996647
3153,Croydon (North-Eastern Metropolitan),843,2475,6506,0.340606061,0.129572702
3154,Bayswater (North-Eastern Metropolitan),113,160,7158,0.70625,0.015786533
3154,Monbulk (Eastern Victoria),47,160,2558,0.29375,0.018373729
3155,Bayswater (North-Eastern Metropolitan),2640,2646,7158,0.997732426,0.368818106
3155,Monbulk (Eastern Victoria),6,2646,2558,0.002267574,0.002345582
3156,Bayswater (North-Eastern Metropolitan),1389,2520,7158,0.551190476,0.194048617
3156,Monbulk (Eastern Victoria),926,2520,2558,0.367460317,0.362001564
3156,Narre Warren North (South-Eastern Metropolitan),7,2520,5590,0.002777778,0.001252236
3156,Rowville (South-Eastern Metropolitan),198,2520,4168,0.078571429,0.047504798
3158,Monbulk (Eastern Victoria),239,239,2558,1,0.093432369
3159,Monbulk (Eastern Victoria),58,58,2558,1,0.022673964
3160,Monbulk (Eastern Victoria),308,308,2558,1,0.120406568
3161,Caulfield (Southern Metropolitan),2718,2718,11637,1,0.233565352
3162,Caulfield (Southern Metropolitan),1896,1896,11637,1,0.16292859
3163,Caulfield (Southern Metropolitan),1014,5835,11637,0.17377892,0.08713586
3163,Oakleigh (Southern Metropolitan),4821,5835,14084,0.82622108,0.342303323
3165,Bentleigh (Southern Metropolitan),2606,2606,7577,1,0.343935595
3166,Oakleigh (Southern Metropolitan),3273,3273,14084,1,0.232391366
3167,Clarinda (South-Eastern Metropolitan),237,834,6319,0.284172662,0.037505934
3167,Oakleigh (Southern Metropolitan),597,834,14084,0.715827338,0.042388526
3168,Oakleigh (Southern Metropolitan),4273,4273,14084,1,0.303393922
3169,Clarinda (South-Eastern Metropolitan),2506,2506,6319,1,0.396581738
3170,Mulgrave (South-Eastern Metropolitan),1541,1541,7762,1,0.198531306
3171,Mulgrave (South-Eastern Metropolitan),2837,2837,7762,1,0.365498583
3172,Clarinda (South-Eastern Metropolitan),1451,1451,6319,1,0.229624941
3173,Clarinda (South-Eastern Metropolitan),299,1718,6319,0.174039581,0.047317614
3173,Dandenong (South-Eastern Metropolitan),712,1718,11909,0.41443539,0.059786716
3173,Mordialloc (South-Eastern Metropolitan),707,1718,5649,0.411525029,0.125154895
3174,Clarinda (South-Eastern Metropolitan),477,5188,6319,0.091942945,0.075486628
3174,Dandenong (South-Eastern Metropolitan),2294,5188,11909,0.442174248,0.192627425
3174,Mulgrave (South-Eastern Metropolitan),2417,5188,7762,0.465882806,0.311388817
3175,Carrum (South-Eastern Metropolitan),28,7458,6586,0.003754358,0.004251442
3175,Dandenong (South-Eastern Metropolitan),7215,7458,11909,0.967417538,0.605844319
3175,Mordialloc (South-Eastern Metropolitan),8,7458,5649,0.001072674,0.00141618
3175,Mulgrave (South-Eastern Metropolitan),207,7458,7762,0.02775543,0.026668384
3177,Dandenong (South-Eastern Metropolitan),1688,1688,11909,1,0.14174154
3178,Rowville (South-Eastern Metropolitan),1729,1729,4168,1,0.414827255
3179,Rowville (South-Eastern Metropolitan),473,473,4168,1,0.113483685
3180,Rowville (South-Eastern Metropolitan),636,636,4168,1,0.152591171
3181,Prahran (Southern Metropolitan),5506,5506,22170,1,0.248353631
3182,Albert Park (Southern Metropolitan),4956,7089,19458,0.699111299,0.254702436
3182,Caulfield (Southern Metropolitan),78,7089,11637,0.011002962,0.006702758
3182,Prahran (Southern Metropolitan),2055,7089,22170,0.289885738,0.092692828
3183,Caulfield (Southern Metropolitan),2894,3880,11637,0.745876289,0.248689525
3183,Prahran (Southern Metropolitan),986,3880,22170,0.254123711,0.044474515
3184,Albert Park (Southern Metropolitan),93,3767,19458,0.024688081,0.004779525
3184,Brighton (Southern Metropolitan),3674,3767,8180,0.975311919,0.449144254
3185,Caulfield (Southern Metropolitan),2292,2292,11637,1,0.196957979
3186,Brighton (Southern Metropolitan),2179,2179,8180,1,0.266381418
3187,Bentleigh (Southern Metropolitan),29,1184,7577,0.024493243,0.003827372
3187,Brighton (Southern Metropolitan),1155,1184,8180,0.975506757,0.141198044
3188,Brighton (Southern Metropolitan),1172,1849,8180,0.633856138,0.143276284
3188,Sandringham (Southern Metropolitan),677,1849,6325,0.366143862,0.107035573
3189,Bentleigh (Southern Metropolitan),682,703,7577,0.970128023,0.090009238
3189,Sandringham (Southern Metropolitan),21,703,6325,0.029871977,0.003320158
3190,Bentleigh (Southern Metropolitan),330,1337,7577,0.246821242,0.043552857
3190,Sandringham (Southern Metropolitan),1007,1337,6325,0.753178758,0.159209486
3191,Sandringham (Southern Metropolitan),1095,1095,6325,1,0.17312253
3192,Bentleigh (Southern Metropolitan),858,2585,7577,0.331914894,0.113237429
3192,Clarinda (South-Eastern Metropolitan),677,2585,6319,0.261895551,0.107137205
3192,Sandringham (Southern Metropolitan),1050,2585,6325,0.406189555,0.166007905
3193,Sandringham (Southern Metropolitan),1086,1086,6325,1,0.171699605
3194,Clarinda (South-Eastern Metropolitan),410,1827,6319,0.224411604,0.064883684
3194,Mordialloc (South-Eastern Metropolitan),28,1827,5649,0.01532567,0.004956629
3194,Sandringham (Southern Metropolitan),1389,1827,6325,0.760262726,0.219604743
3195,Mordialloc (South-Eastern Metropolitan),2868,2868,5649,1,0.507700478
3196,Carrum (South-Eastern Metropolitan),843,2881,6586,0.292606734,0.127998785
3196,Mordialloc (South-Eastern Metropolitan),2038,2881,5649,0.707393266,0.360771818
3197,Carrum (South-Eastern Metropolitan),1025,1025,6586,1,0.155633161
3198,Carrum (South-Eastern Metropolitan),1195,2389,6586,0.500209293,0.18144549
3198,Frankston (South-Eastern Metropolitan),1194,2389,9257,0.499790707,0.128983472
3199,Frankston (South-Eastern Metropolitan),7090,7090,9257,1,0.765906881
3200,Frankston (South-Eastern Metropolitan),973,973,9257,1,0.105109647
3201,Carrum (South-Eastern Metropolitan),2280,2280,6586,1,0.346188886
3202,Clarinda (South-Eastern Metropolitan),262,262,6319,1,0.041462257
3204,Bentleigh (Southern Metropolitan),3072,3931,7577,0.781480539,0.405437508
3204,Caulfield (Southern Metropolitan),487,3931,11637,0.123887052,0.041849274
3204,Oakleigh (Southern Metropolitan),372,3931,14084,0.094632409,0.026412951
3205,Albert Park (Southern Metropolitan),2275,3092,19458,0.735769728,0.116918491
3205,Prahran (Southern Metropolitan),817,3092,22170,0.264230272,0.036851601
3206,Albert Park (Southern Metropolitan),1474,1474,19458,1,0.075752904
3207,Albert Park (Southern Metropolitan),3439,3439,19458,1,0.176739644
3211,Lara (Western Victoria),26,50,8531,0.52,0.003047708
3211,Werribee (Western Metropolitan),24,50,8989,0.48,0.00266993
3212,Lara (Western Victoria),1383,1383,8531,1,0.162114641
3213,Geelong (Western Victoria),6,167,9785,0.035928144,0.000613183
3213,Lara (Western Victoria),161,167,8531,0.964071856,0.018872348
3214,Lara (Western Victoria),4267,4267,8531,1,0.500175829
3215,Lara (Western Victoria),2672,2672,8531,1,0.313210644
3216,Geelong (Western Victoria),1499,5926,9785,0.252953088,0.153193664
3216,South Barwon (Western Victoria),4427,5926,6571,0.747046912,0.673717851
3217,Polwarth (Western Victoria),14,2076,5312,0.006743738,0.002635542
3217,South Barwon (Western Victoria),2062,2076,6571,0.993256262,0.313803074
3218,Geelong (Western Victoria),2320,2332,9785,0.994854202,0.237097598
3218,Lara (Western Victoria),12,2332,8531,0.005145798,0.001406635
3219,Geelong (Western Victoria),3154,3154,9785,1,0.322330097
3220,Geelong (Western Victoria),2492,2492,9785,1,0.254675524
3221,South Barwon (Western Victoria),24,24,6571,1,0.003652412
3222,Bellarine (Western Victoria),1392,1392,5030,1,0.276739563
3223,Bellarine (Western Victoria),874,874,5030,1,0.173757455
3224,Bellarine (Western Victoria),918,989,5030,0.928210313,0.18250497
3224,Geelong (Western Victoria),71,989,9785,0.071789687,0.007256004
3225,Bellarine (Western Victoria),331,331,5030,1,0.065805169
3226,Bellarine (Western Victoria),1243,1243,5030,1,0.247117296
3227,Bellarine (Western Victoria),272,308,5030,0.883116883,0.054075547
3227,South Barwon (Western Victoria),36,308,6571,0.116883117,0.005478618
3228,Polwarth (Western Victoria),1703,1703,5312,1,0.32059488
3230,Polwarth (Western Victoria),239,239,5312,1,0.04499247
3231,Polwarth (Western Victoria),76,76,5312,1,0.014307229
3232,Polwarth (Western Victoria),141,141,5312,1,0.026543675
3233,Polwarth (Western Victoria),272,272,5312,1,0.051204819
3234,Polwarth (Western Victoria),19,19,5312,1,0.003576807
3235,Polwarth (Western Victoria),18,18,5312,1,0.003388554
3236,Polwarth (Western Victoria),14,14,5312,1,0.002635542
3237,Polwarth (Western Victoria),10,10,5312,1,0.00188253
3238,Polwarth (Western Victoria),12,12,5312,1,0.002259036
3239,Polwarth (Western Victoria),19,19,5312,1,0.003576807
3240,Polwarth (Western Victoria),31,53,5312,0.58490566,0.005835843
3240,South Barwon (Western Victoria),22,53,6571,0.41509434,0.003348044
3241,Polwarth (Western Victoria),214,214,5312,1,0.040286145
3242,Polwarth (Western Victoria),64,64,5312,1,0.012048193
3243,Polwarth (Western Victoria),14,14,5312,1,0.002635542
3249,Polwarth (Western Victoria),136,136,5312,1,0.02560241
3250,Polwarth (Western Victoria),1349,1349,5312,1,0.253953313
3251,Polwarth (Western Victoria),24,24,5312,1,0.004518072
3254,Polwarth (Western Victoria),21,21,5312,1,0.003953313
3260,Polwarth (Western Victoria),372,372,5312,1,0.07003012
3264,South-West Coast (Western Victoria),188,188,6545,1,0.028724217
3265,Lowan (Western Victoria),12,156,5757,0.076923077,0.002084419
3265,Polwarth (Western Victoria),39,156,5312,0.25,0.007341867
3265,South-West Coast (Western Victoria),105,156,6545,0.673076923,0.016042781
3266,Polwarth (Western Victoria),209,209,5312,1,0.03934488
3267,Polwarth (Western Victoria),9,9,5312,1,0.001694277
3268,Polwarth (Western Victoria),141,172,5312,0.819767442,0.026543675
3268,South-West Coast (Western Victoria),31,172,6545,0.180232558,0.00473644
3269,Polwarth (Western Victoria),53,53,5312,1,0.00997741
3270,Polwarth (Western Victoria),4,18,5312,0.222222222,0.000753012
3270,South-West Coast (Western Victoria),14,18,6545,0.777777778,0.002139037
3271,Lowan (Western Victoria),13,18,5757,0.722222222,0.002258121
3271,Polwarth (Western Victoria),5,18,5312,0.277777778,0.000941265
3272,Lowan (Western Victoria),123,123,5757,1,0.021365294
3273,Lowan (Western Victoria),6,6,5757,1,0.001042209
3274,Lowan (Western Victoria),19,19,5757,1,0.00330033
3275,South-West Coast (Western Victoria),14,14,6545,1,0.002139037
3276,South-West Coast (Western Victoria),25,25,6545,1,0.00381971
3277,South-West Coast (Western Victoria),92,92,6545,1,0.014056532
3278,South-West Coast (Western Victoria),17,17,6545,1,0.002597403
3279,South-West Coast (Western Victoria),13,13,6545,1,0.001986249
3280,South-West Coast (Western Victoria),3936,3936,6545,1,0.601375095
3281,South-West Coast (Western Victoria),44,44,6545,1,0.006722689
3282,South-West Coast (Western Victoria),149,149,6545,1,0.02276547
3283,South-West Coast (Western Victoria),49,49,6545,1,0.007486631
3284,South-West Coast (Western Victoria),311,311,6545,1,0.047517189
3285,South-West Coast (Western Victoria),40,40,6545,1,0.006111536
3286,South-West Coast (Western Victoria),26,26,6545,1,0.003972498
3287,South-West Coast (Western Victoria),23,23,6545,1,0.003514133
3289,Lowan (Western Victoria),50,57,5757,0.877192982,0.008685079
3289,South-West Coast (Western Victoria),7,57,6545,0.122807018,0.001069519
3292,South-West Coast (Western Victoria),12,12,6545,1,0.001833461
3293,Lowan (Western Victoria),21,21,5757,1,0.003647733
3294,Lowan (Western Victoria),83,83,5757,1,0.014417231
3300,Lowan (Western Victoria),1052,1052,5757,1,0.182734063
3301,Lowan (Western Victoria),44,51,5757,0.862745098,0.00764287
3301,South-West Coast (Western Victoria),7,51,6545,0.137254902,0.001069519
