Row Number,Suburb Code 2021,Suburb,State,Postcode,Postcode Area (sq km),Suburb Area (sq km)
438,10173,Bangadang,New South Wales,2722,1576.1373,17.9611
439,10173,Bangadang,New South Wales,2729,933.1202,17.9611
440,10174,Bangalee (NSW),New South Wales,2540,1900.6655,6.5613
441,10174,Bangalee (NSW),New South Wales,2541,45.432,6.5613
442,10175,Bangalow,New South Wales,2479,164.5709,24.4046
443,10175,Bangalow,New South Wales,2481,131.029,24.4046
444,10176,Bangheet,New South Wales,2401,652.7933,183.8029
445,10176,Bangheet,New South Wales,2404,1992.4546,183.8029
446,10177,Bango,New South Wales,2581,2106.6075,108.4104
447,10177,Bango,New South Wales,2582,3130.1184,108.4104
448,10178,Bangor (NSW),New South Wales,2232,153.5693,3.9221
449,10178,Bangor (NSW),New South Wales,2233,40.831,3.9221
450,10178,Bangor (NSW),New South Wales,2234,39.7248,3.9221
451,10179,Banksia,New South Wales,2205,4.244,0.9568
452,10179,Banksia,New South Wales,2216,5.5962,0.9568
453,10180,Banksmeadow,New South Wales,2019,7.3691,4.1582
454,10180,Banksmeadow,New South Wales,2035,8.1207,4.1582
455,10180,Banksmeadow,New South Wales,2036,15.7131,4.1582
456,10181,Bankstown,New South Wales,2190,9.7772,6.3542
457,10181,Bankstown,New South Wales,2196,7.0679,6.3542
458,10181,Bankstown,New South Wales,2199,4.6181,6.3542
459,10181,Bankstown,New South Wales,2200,13.9792,6.3542
460,10181,Bankstown,New South Wales,2211,7.3323,6.3542
461,10181,Bankstown,New South Wales,2212,6.4088,6.3542
462,10182,Bankstown Aerodrome,New South Wales,2170,54.319,3.7302
463,10182,Bankstown Aerodrome,New South Wales,2198,3.3233,3.7302
464,10182,Bankstown Aerodrome,New South Wales,2200,13.9792,3.7302
465,10182,Bankstown Aerodrome,New South Wales,2212,6.4088,3.7302
466,10182,Bankstown Aerodrome,New South Wales,2214,5.3711,3.7302
467,10183,Bannaby,New South Wales,2575,981.4743,242.3257
468,10183,Bannaby,New South Wales,2577,1312.519,242.3257
469,10183,Bannaby,New South Wales,2579,860.117,242.3257
470,10183,Bannaby,New South Wales,2580,5512.6655,242.3257
471,10184,Bannister (NSW),New South Wales,2580,5512.6655,109.924
472,10184,Bannister (NSW),New South Wales,2581,2106.6075,109.924
473,10184,Bannister (NSW),New South Wales,2583,3382.6891,109.924
474,10185,Banoon,New South Wales,2346,1967.8028,122.9755
475,10185,Banoon,New South Wales,2347,3035.4851,122.9755
476,10185,Banoon,New South Wales,2380,2089.1897,122.9755
477,10185,Banoon,New South Wales,2382,1826.3389,122.9755
478,10186,Banora Point,New South Wales,2486,100.3781,9.2645
479,10186,Banora Point,New South Wales,2487,66.6066,9.2645
480,10187,Banyabba,New South Wales,2460,6630.3495,206.6207
481,10187,Banyabba,New South Wales,2469,3813.3747,206.6207
482,10188,Bar Beach,New South Wales,2291,7.1942,0.5058
483,10188,Bar Beach,New South Wales,2300,3.4557,0.5058
484,10189,Bar Point,New South Wales,2083,45.774,10.0358
485,10189,Bar Point,New South Wales,2250,691.6342,10.0358
486,10189,Bar Point,New South Wales,2775,833.1402,10.0358
487,10190,Bara,New South Wales,2849,2801.0405,27.6084
488,10190,Bara,New South Wales,2850,6005.3758,27.6084
489,10191,Baradine,New South Wales,2357,3305.5418,1199.8265
490,10191,Baradine,New South Wales,2388,6699.0871,1199.8265
491,10191,Baradine,New South Wales,2396,1826.7503,1199.8265
492,10191,Baradine,New South Wales,2828,2375.64,1199.8265
493,10191,Baradine,New South Wales,2829,6318.8294,1199.8265
494,10192,Barangaroo,New South Wales,2000,4.2871,0.2227
495,10193,Barcoongere,New South Wales,2456,205.4443,193.4716
496,10193,Barcoongere,New South Wales,2460,6630.3495,193.4716
497,10193,Barcoongere,New South Wales,2462,470.532,193.4716
498,10194,Barden Ridge,New South Wales,2233,40.831,5.599
499,10194,Barden Ridge,New South Wales,2234,39.7248,5.599
500,10195,Bardia,New South Wales,2167,6.9946,2.1106
501,10195,Bardia,New South Wales,2170,54.319,2.1106
502,10195,Bardia,New South Wales,2174,6.0563,2.1106
503,10195,Bardia,New South Wales,2565,29.7009,2.1106
504,10196,Bardwell Park,New South Wales,2205,4.244,0.9557
505,10196,Bardwell Park,New South Wales,2206,5.9786,0.9557
506,10196,Bardwell Park,New South Wales,2207,7.1852,0.9557
507,10197,Bardwell Valley,New South Wales,2205,4.244,0.6271
508,10197,Bardwell Valley,New South Wales,2207,7.1852,0.6271
509,10197,Bardwell Valley,New South Wales,2216,5.5962,0.6271
510,10198,Barellan,New South Wales,2665,4109.6274,986.5272
511,10198,Barellan,New South Wales,2669,6295.346,986.5272
512,10198,Barellan,New South Wales,2700,3016.2983,986.5272
513,10198,Barellan,New South Wales,2705,1129.1529,986.5272
514,10199,Bargo,New South Wales,2571,250.2842,49.0897
515,10199,Bargo,New South Wales,2573,16.9784,49.0897
516,10199,Bargo,New South Wales,2574,350.23,49.0897
517,10199,Bargo,New South Wales,2575,981.4743,49.0897
518,10200,Barham,New South Wales,2710,10466.1631,472.8032
519,10200,Barham,New South Wales,2732,1849.8263,472.8032
520,10201,Barigan,New South Wales,2849,2801.0405,123.9167
521,10201,Barigan,New South Wales,2850,6005.3758,123.9167
522,10202,Barkers Vale,New South Wales,2474,1537.5939,26.01
523,10202,Barkers Vale,New South Wales,2480,1369.4565,26.01
524,10202,Barkers Vale,New South Wales,2484,972.2983,26.01
525,10203,Barmedman,New South Wales,2665,4109.6274,708.1132
526,10203,Barmedman,New South Wales,2666,2462.5855,708.1132
527,10203,Barmedman,New South Wales,2668,708.1132,708.1132
528,10203,Barmedman,New South Wales,2671,3297.7351,708.1132
529,10203,Barmedman,New South Wales,2721,539.5029,708.1132
530,10204,Barneys Reef,New South Wales,2844,1821.5658,15.4938
531,10204,Barneys Reef,New South Wales,2852,1240.991,15.4938
532,10205,Barnsley,New South Wales,2278,45.0568,3.5268
533,10205,Barnsley,New South Wales,2284,24.2726,3.5268
534,10205,Barnsley,New South Wales,2285,32.3918,3.5268
535,10205,Barnsley,New South Wales,2286,25.2353,3.5268
536,10206,Barooga,New South Wales,2712,966.5102,98.1215
537,10206,Barooga,New South Wales,2714,708.9706,98.1215
538,10207,Barraba,New South Wales,2347,3035.4851,523.5401
539,10208,Barrack Heights,New South Wales,2528,11.2805,2.416
540,10208,Barrack Heights,New South Wales,2529,40.4513,2.416
541,10209,Barrack Point,New South Wales,2528,11.2805,0.4332
542,10209,Barrack Point,New South Wales,2529,40.4513,0.4332
543,10210,Barraganyatti,New South Wales,2440,3604.2396,50.5998
544,10210,Barraganyatti,New South Wales,2441,992.7849,50.5998
545,10210,Barraganyatti,New South Wales,2447,566.6442,50.5998
546,10211,Barragga Bay,New South Wales,2546,911.2673,2.4958
547,10212,Barratta (NSW),New South Wales,2710,10466.1631,659.3342
548,10212,Barratta (NSW),New South Wales,2733,2279.3516,659.3342
549,10213,Barren Grounds,New South Wales,2533,106.4039,16.1586
550,10213,Barren Grounds,New South Wales,2534,76.2287,16.1586
551,10213,Barren Grounds,New South Wales,2535,247.9753,16.1586
552,10213,Barren Grounds,New South Wales,2577,1312.519,16.1586
553,10214,Barrengarry,New South Wales,2577,1312.519,42.3946
554,10215,Barretts Creek,New South Wales,2460,6630.3495,87.2067
555,10215,Barretts Creek,New South Wales,2469,3813.3747,87.2067
556,10216,Barringella,New South Wales,2540,1900.6655,39.4049
557,10217,Barrington (NSW),New South Wales,2422,3212.5916,63.0089
558,10218,Barrington Tops,New South Wales,2311,783.5898,305.9778
559,10218,Barrington Tops,New South Wales,2337,3331.7268,305.9778
560,10218,Barrington Tops,New South Wales,2420,1023.5128,305.9778
561,10218,Barrington Tops,New South Wales,2422,3212.5916,305.9778
562,10219,Barry (Blayney - NSW),New South Wales,2795,5307.5248,37.2701
563,10219,Barry (Blayney - NSW),New South Wales,2799,630.7998,37.2701
564,10220,Barry (Tamworth Regional - NSW),New South Wales,2337,3331.7268,96.6486
565,10220,Barry (Tamworth Regional - NSW),New South Wales,2340,3352.9983,96.6486
566,10220,Barry (Tamworth Regional - NSW),New South Wales,2354,7142.1491,96.6486
567,10221,Barwang,New South Wales,2585,260.132,250.2029
568,10221,Barwang,New South Wales,2586,2323.2503,250.2029
569,10221,Barwang,New South Wales,2587,921.8587,250.2029
570,10221,Barwang,New South Wales,2594,2418.7155,250.2029
571,10222,Baryulgil,New South Wales,2460,6630.3495,1.2859
572,10223,Basin View,New South Wales,2540,1900.6655,7.0396
573,10224,Bass Hill,New South Wales,2162,5.7908,2.9586
574,10224,Bass Hill,New South Wales,2163,6.3533,2.9586
575,10224,Bass Hill,New South Wales,2197,2.9286,2.9586
576,10224,Bass Hill,New South Wales,2198,3.3233,2.9586
577,10224,Bass Hill,New South Wales,2199,4.6181,2.9586
578,10225,Bassendean (NSW),New South Wales,2359,1294.1139,82.1128
579,10225,Bassendean (NSW),New South Wales,2360,3385.2978,82.1128
580,10225,Bassendean (NSW),New South Wales,2365,3804.6687,82.1128
581,10225,Bassendean (NSW),New South Wales,2369,347.5058,82.1128
582,10226,Batar Creek,New South Wales,2439,362.4229,25.7777
583,10226,Batar Creek,New South Wales,2443,312.5374,25.7777
584,10227,Bateau Bay,New South Wales,2260,23.6207,6.9381
585,10227,Bateau Bay,New South Wales,2261,51.4591,6.9381
586,10228,Batehaven,New South Wales,2536,974.8377,2.5572
587,10229,Batemans Bay,New South Wales,2536,974.8377,33.2251
588,10230,Bathampton,New South Wales,2795,5307.5248,22.6942
589,10230,Bathampton,New South Wales,2799,630.7998,22.6942
590,10231,Bathurst,New South Wales,2795,5307.5248,5.8865
591,10232,Batlow,New South Wales,2649,247.113,167.0003
592,10232,Batlow,New South Wales,2653,1228.8205,167.0003
593,10232,Batlow,New South Wales,2720,2485.6548,167.0003
594,10232,Batlow,New South Wales,2729,933.1202,167.0003
595,10232,Batlow,New South Wales,2730,420.4856,167.0003
596,10233,Baulkham Hills,New South Wales,2125,9.2916,13.6507
597,10233,Baulkham Hills,New South Wales,2147,15.9973,13.6507
598,10233,Baulkham Hills,New South Wales,2151,10.7334,13.6507
599,10233,Baulkham Hills,New South Wales,2152,4.2857,13.6507
600,10233,Baulkham Hills,New South Wales,2153,25.5852,13.6507
601,10233,Baulkham Hills,New South Wales,2154,18.8102,13.6507
602,10234,Baw Baw (NSW),New South Wales,2580,5512.6655,55.0846
603,10235,Bawley Point,New South Wales,2539,686.0289,20.4862
604,10236,Baxters Ridge,New South Wales,2422,3212.5916,101.0207
605,10236,Baxters Ridge,New South Wales,2424,881.6889,101.0207
606,10236,Baxters Ridge,New South Wales,2429,1799.9008,101.0207
607,10237,Bayview (NSW),New South Wales,2084,107.3731,3.7612
608,10237,Bayview (NSW),New South Wales,2101,26.6694,3.7612
609,10237,Bayview (NSW),New South Wales,2102,4.136,3.7612
610,10237,Bayview (NSW),New South Wales,2103,4.6646,3.7612
611,10237,Bayview (NSW),New South Wales,2104,3.7163,3.7612
612,10237,Bayview (NSW),New South Wales,2105,2.1888,3.7612
613,10238,Beacon Hill,New South Wales,2086,8.0742,2.8862
614,10238,Beacon Hill,New South Wales,2099,18.7149,2.8862
615,10238,Beacon Hill,New South Wales,2100,13.4698,2.8862
616,10239,Beaconsfield (NSW),New South Wales,2015,4.2157,0.1515
617,10239,Beaconsfield (NSW),New South Wales,2017,1.9386,0.1515
618,10239,Beaconsfield (NSW),New South Wales,2018,3.9305,0.1515
619,10240,Bean Creek,New South Wales,2469,3813.3747,73.9716
620,10240,Bean Creek,New South Wales,2476,805.3354,73.9716
621,10241,Bearbong,New South Wales,2817,961.4848,294.1304
622,10241,Bearbong,New South Wales,2827,2964.6885,294.1304
623,10241,Bearbong,New South Wales,2842,1317.6706,294.1304
624,10242,Beaumont (NSW),New South Wales,2535,247.9753,17.0572
625,10242,Beaumont (NSW),New South Wales,2540,1900.6655,17.0572
626,10242,Beaumont (NSW),New South Wales,2577,1312.519,17.0572
627,10243,Beaumont Hills,New South Wales,2155,36.388,3.1896
628,10243,Beaumont Hills,New South Wales,2768,9.0194,3.1896
629,10244,Beckom,New South Wales,2665,4109.6274,351.32
630,10244,Beckom,New South Wales,2669,6295.346,351.32
631,10245,Bective,New South Wales,2340,3352.9983,133.0455
632,10245,Bective,New South Wales,2344,339.1674,133.0455
633,10245,Bective,New South Wales,2345,291.7831,133.0455
634,10246,Bectric,New South Wales,2665,4109.6274,145.6835
635,10246,Bectric,New South Wales,2666,2462.5855,145.6835
636,10246,Bectric,New South Wales,2701,852.1158,145.6835
637,10247,Bedgerabong,New South Wales,2871,3837.8532,136.6031
638,10247,Bedgerabong,New South Wales,2876,935.4993,136.6031
639,10248,Beechwood,New South Wales,2446,2233.1607,9.9177
640,10249,Beecroft,New South Wales,2118,8.5068,5.1174
641,10249,Beecroft,New South Wales,2119,6.7407,5.1174
642,10249,Beecroft,New South Wales,2120,13.8137,5.1174
643,10249,Beecroft,New South Wales,2121,9.2015,5.1174
644,10249,Beecroft,New South Wales,2125,9.2916,5.1174
645,10250,Beecroft Peninsula,New South Wales,2540,1900.6655,46.577
646,10251,Beelbangera,New South Wales,2680,1894.4513,21.3612
647,10251,Beelbangera,New South Wales,2681,471.7587,21.3612
648,10252,Beemunnel,New South Wales,2824,4843.6,14.2192
649,10253,Bega,New South Wales,2550,3966.6591,31.1667
650,10254,Beggan Beggan,New South Wales,2587,921.8587,224.6292
651,10254,Beggan Beggan,New South Wales,2588,218.0548,224.6292
652,10254,Beggan Beggan,New South Wales,2590,1320.4637,224.6292
653,10254,Beggan Beggan,New South Wales,2726,160.6689,224.6292
654,10255,Belanglo,New South Wales,2575,981.4743,61.6713
655,10255,Belanglo,New South Wales,2577,1312.519,61.6713
656,10256,Belbora,New South Wales,2422,3212.5916,102.3634
657,10256,Belbora,New South Wales,2429,1799.9008,102.3634
658,10257,Belfield,New South Wales,2133,2.5503,1.7826
659,10257,Belfield,New South Wales,2136,3.4638,1.7826
660,10257,Belfield,New South Wales,2190,9.7772,1.7826
661,10257,Belfield,New South Wales,2191,1.7826,1.7826
662,10257,Belfield,New South Wales,2192,2.731,1.7826
663,10257,Belfield,New South Wales,2194,3.3734,1.7826
664,10258,Belford,New South Wales,2320,403.8742,39.7957
665,10258,Belford,New South Wales,2330,4730.8949,39.7957
666,10258,Belford,New South Wales,2331,137.2978,39.7957
667,10258,Belford,New South Wales,2335,268.4372,39.7957
668,10259,Belfrayden,New South Wales,2650,4061.238,4.046
669,10259,Belfrayden,New South Wales,2656,1497.1368,4.046
670,10260,Belgravia,New South Wales,2800,1993.9511,95.9592
671,10260,Belgravia,New South Wales,2866,1198.7089,95.9592
672,10261,Belimbla Park,New South Wales,2570,469.0775,3.6613
673,10262,Bell (NSW),New South Wales,2786,84.7603,40.5065
674,10262,Bell (NSW),New South Wales,2787,4632.7818,40.5065
675,10262,Bell (NSW),New South Wales,2790,2481.3231,40.5065
676,10263,Bella Vista,New South Wales,2147,15.9973,4.3891
677,10263,Bella Vista,New South Wales,2153,25.5852,4.3891
678,10263,Bella Vista,New South Wales,2155,36.388,4.3891
679,10263,Bella Vista,New South Wales,2768,9.0194,4.3891
680,10264,Bellambi,New South Wales,2517,9.0099,2.3391
681,10264,Bellambi,New South Wales,2518,12.7193,2.3391
682,10265,Bellangry,New South Wales,2441,992.7849,83.5189
683,10265,Bellangry,New South Wales,2446,2233.1607,83.5189
684,10266,Bellata,New South Wales,2388,6699.0871,1021.6402
685,10266,Bellata,New South Wales,2390,4217.1072,1021.6402
686,10266,Bellata,New South Wales,2397,1694.9079,1021.6402
687,10266,Bellata,New South Wales,2398,953.5519,1021.6402
688,10266,Bellata,New South Wales,2400,7569.0088,1021.6402
689,10267,Bellawongarah,New South Wales,2535,247.9753,17.9167
690,10267,Bellawongarah,New South Wales,2577,1312.519,17.9167
691,10268,Bellbird,New South Wales,2325,1605.0648,7.6554
692,10269,Bellbird Heights,New South Wales,2325,1605.0648,0.4019
693,10270,Bellbrook,New South Wales,2440,3604.2396,396.1146
694,10270,Bellbrook,New South Wales,2447,566.6442,396.1146
695,10270,Bellbrook,New South Wales,2449,570.7344,396.1146
696,10271,Bellevue Hill,New South Wales,2022,1.9228,2.3731
697,10271,Bellevue Hill,New South Wales,2023,2.3731,2.3731
698,10271,Bellevue Hill,New South Wales,2025,1.2307,2.3731
699,10271,Bellevue Hill,New South Wales,2026,3.6477,2.3731
700,10271,Bellevue Hill,New South Wales,2027,1.3761,2.3731
701,10271,Bellevue Hill,New South Wales,2028,0.7929,2.3731
702,10271,Bellevue Hill,New South Wales,2029,2.5286,2.3731
703,10272,Bellimbopinni,New South Wales,2440,3604.2396,15.6643
704,10273,Bellingen,New South Wales,2454,975.6046,44.6331
705,10274,Bellmount Forest,New South Wales,2581,2106.6075,115.0625
706,10274,Bellmount Forest,New South Wales,2582,3130.1184,115.0625
707,10274,Bellmount Forest,New South Wales,2620,2869.8201,115.0625
708,10275,Belltrees,New South Wales,2336,888.9717,170.0442
709,10275,Belltrees,New South Wales,2337,3331.7268,170.0442
710,10276,Belmont (NSW),New South Wales,2280,27.927,10.5526
711,10276,Belmont (NSW),New South Wales,2290,35.6998,10.5526
712,10277,Belmont North,New South Wales,2280,27.927,3.6314
713,10277,Belmont North,New South Wales,2290,35.6998,3.6314
714,10278,Belmont South,New South Wales,2280,27.927,2.5445
715,10278,Belmont South,New South Wales,2281,30.9078,2.5445
716,10279,Belmore,New South Wales,2190,9.7772,2.731
717,10279,Belmore,New South Wales,2191,1.7826,2.731
718,10279,Belmore,New South Wales,2192,2.731,2.731
719,10279,Belmore,New South Wales,2194,3.3734,2.731
720,10279,Belmore,New South Wales,2195,3.5488,2.731
721,10279,Belmore,New South Wales,2196,7.0679,2.731
722,10279,Belmore,New South Wales,2206,5.9786,2.731
723,10279,Belmore,New South Wales,2208,4.459,2.731
724,10280,Belmore River,New South Wales,2440,3604.2396,70.3008
725,10281,Beloka,New South Wales,2627,1994.6112,67.0084
726,10281,Beloka,New South Wales,2628,2337.0094,67.0084
727,10282,Belowra,New South Wales,2537,1167.0234,378.3106
728,10282,Belowra,New South Wales,2545,876.5468,378.3106
729,10282,Belowra,New South Wales,2546,911.2673,378.3106
730,10282,Belowra,New South Wales,2550,3966.6591,378.3106
731,10282,Belowra,New South Wales,2622,4256.1145,378.3106
732,10282,Belowra,New South Wales,2630,4206.3548,378.3106
733,10283,Belrose,New South Wales,2075,17.7425,13.533
734,10283,Belrose,New South Wales,2084,107.3731,13.533
735,10283,Belrose,New South Wales,2085,16.0513,13.533
736,10283,Belrose,New South Wales,2086,8.0742,13.533
737,10283,Belrose,New South Wales,2099,18.7149,13.533
738,10283,Belrose,New South Wales,2101,26.6694,13.533
739,10284,Bemboka,New South Wales,2550,3966.6591,334.3682
740,10284,Bemboka,New South Wales,2631,1199.4934,334.3682
741,10285,Ben Bullen,New South Wales,2790,2481.3231,85.1376
742,10285,Ben Bullen,New South Wales,2795,5307.5248,85.1376
743,10285,Ben Bullen,New South Wales,2846,591.8498,85.1376
744,10286,Ben Lomond (NSW),New South Wales,2365,3804.6687,277.9658
745,10287,Benandarah,New South Wales,2536,974.8377,128.8555
746,10287,Benandarah,New South Wales,2538,390.494,128.8555
747,10288,Bendalong,New South Wales,2539,686.0289,14.2616
748,10288,Bendalong,New South Wales,2540,1900.6655,14.2616
749,10289,Bendemeer,New South Wales,2346,1967.8028,541.4462
750,10289,Bendemeer,New South Wales,2352,434.2708,541.4462
751,10289,Bendemeer,New South Wales,2353,198.8995,541.4462
752,10289,Bendemeer,New South Wales,2354,7142.1491,541.4462
753,10289,Bendemeer,New South Wales,2355,918.5516,541.4462
754,10289,Bendemeer,New South Wales,2358,1905.5433,541.4462
755,10290,Bendick Murrell,New South Wales,2586,2323.2503,101.874
756,10290,Bendick Murrell,New South Wales,2594,2418.7155,101.874
757,10290,Bendick Murrell,New South Wales,2803,342.0982,101.874
