Row Number,CED Code 2021,CED,State,Postcode,Postcode Area (sq km),CED Area (sq km)
"1,095",146,Werriwa,New South Wales,2564,9.0236,170.9302
"1,096",146,Werriwa,New South Wales,2565,29.7009,170.9302
"1,097",146,Werriwa,New South Wales,2745,168.7608,170.9302
"1,098",147,Whitlam,New South Wales,2500,27.1582,1314.1749
"1,099",147,Whitlam,New South Wales,2502,9.1601,1314.1749
"1,100",147,Whitlam,New South Wales,2505,13.8266,1314.1749
"1,101",147,Whitlam,New South Wales,2506,7.3207,1314.1749
"1,102",147,Whitlam,New South Wales,2526,132.2947,1314.1749
"1,103",147,Whitlam,New South Wales,2527,96.0646,1314.1749
"1,104",147,Whitlam,New South Wales,2528,11.2805,1314.1749
"1,105",147,Whitlam,New South Wales,2529,40.4513,1314.1749
"1,106",147,Whitlam,New South Wales,2530,88.3672,1314.1749
"1,107",147,Whitlam,New South Wales,2533,106.4039,1314.1749
"1,108",147,Whitlam,New South Wales,2560,411.3136,1314.1749
"1,109",147,Whitlam,New South Wales,2571,250.2842,1314.1749
"1,110",147,Whitlam,New South Wales,2574,350.23,1314.1749
"1,111",147,Whitlam,New South Wales,2575,981.4743,1314.1749
"1,112",147,Whitlam,New South Wales,2576,174.2442,1314.1749
"1,113",147,Whitlam,New South Wales,2577,1312.519,1314.1749
"1,114",147,Whitlam,New South Wales,2579,860.117,1314.1749
"1,115",216,Gippsland,Victoria,2550,3966.6591,33135.976
"1,116",216,Gippsland,Victoria,2551,1397.7681,33135.976
"1,117",216,Gippsland,Victoria,2627,1994.6112,33135.976
"1,118",216,Gippsland,Victoria,2628,2337.0094,33135.976
"1,119",216,Gippsland,Victoria,2632,1824.9879,33135.976
"1,120",216,Gippsland,Victoria,2633,766.4927,33135.976
"1,121",223,Indi,Victoria,2627,1994.6112,29189.3342
"1,122",223,Indi,Victoria,2640,1029.4042,29189.3342
"1,123",223,Indi,Victoria,2642,4076.8,29189.3342
"1,124",223,Indi,Victoria,2643,156.4024,29189.3342
"1,125",223,Indi,Victoria,2644,2157.7365,29189.3342
"1,126",223,Indi,Victoria,2646,2895.4549,29189.3342
"1,127",230,Mallee,Victoria,2648,23909.7281,83412.6591
"1,128",230,Mallee,Victoria,2715,13749.9032,83412.6591
"1,129",230,Mallee,Victoria,2717,120.7928,83412.6591
"1,130",230,Mallee,Victoria,2731,1428.1661,83412.6591
"1,131",230,Mallee,Victoria,2732,1849.8263,83412.6591
"1,132",230,Mallee,Victoria,2734,1755.2448,83412.6591
"1,133",230,Mallee,Victoria,2735,271.5656,83412.6591
"1,134",230,Mallee,Victoria,2736,213.1077,83412.6591
"1,135",230,Mallee,Victoria,2737,3345.8754,83412.6591
"1,136",230,Mallee,Victoria,2738,2066.851,83412.6591
"1,137",230,Mallee,Victoria,2739,50.1706,83412.6591
"1,138",236,Nicholls,Victoria,2646,2895.4549,14773.7825
"1,139",236,Nicholls,Victoria,2647,357.3501,14773.7825
"1,140",236,Nicholls,Victoria,2710,10466.1631,14773.7825
"1,141",236,Nicholls,Victoria,2712,966.5102,14773.7825
"1,142",236,Nicholls,Victoria,2714,708.9706,14773.7825
"1,143",236,Nicholls,Victoria,2731,1428.1661,14773.7825
"1,144",321,Maranoa,Queensland,2361,1963.1502,729961.6808
"1,145",321,Maranoa,Queensland,2372,4894.7861,729961.6808
"1,146",321,Maranoa,Queensland,2405,3418.239,729961.6808
"1,147",321,Maranoa,Queensland,2406,3283.9561,729961.6808
"1,148",321,Maranoa,Queensland,2409,1607.1651,729961.6808
"1,149",321,Maranoa,Queensland,2410,1530.5927,729961.6808
"1,150",321,Maranoa,Queensland,2476,805.3354,729961.6808
"1,151",321,Maranoa,Queensland,2833,5044.6803,729961.6808
"1,152",321,Maranoa,Queensland,2834,2828.007,729961.6808
"1,153",321,Maranoa,Queensland,2838,3487.8165,729961.6808
"1,154",321,Maranoa,Queensland,2839,12282.839,729961.6808
"1,155",321,Maranoa,Queensland,2840,62474.6022,729961.6808
"1,156",321,Maranoa,Queensland,2880,66191.4077,729961.6808
"1,157",322,McPherson,Queensland,2484,972.2983,231.0089
"1,158",322,McPherson,Queensland,2485,13.73,231.0089
"1,159",322,McPherson,Queensland,2486,100.3781,231.0089
"1,160",330,Wright,Queensland,2474,1537.5939,7580.5962
"1,161",330,Wright,Queensland,2476,805.3354,7580.5962
"1,162",330,Wright,Queensland,2484,972.2983,7580.5962
"1,163",402,Barker,South Australia,2648,23909.7281,62242.5938
"1,164",404,Grey,South Australia,2648,23909.7281,911570.4245
"1,165",404,Grey,South Australia,2880,66191.4077,911570.4245
"1,166",801,Bean,Australian Capital Territory,2600,23.345,1914.0064
"1,167",801,Bean,Australian Capital Territory,2601,15.233,1914.0064
"1,168",801,Bean,Australian Capital Territory,2603,9.2066,1914.0064
"1,169",801,Bean,Australian Capital Territory,2604,5.4946,1914.0064
"1,170",801,Bean,Australian Capital Territory,2605,9.2938,1914.0064
"1,171",801,Bean,Australian Capital Territory,2606,9.0325,1914.0064
"1,172",801,Bean,Australian Capital Territory,2607,10.2741,1914.0064
"1,173",801,Bean,Australian Capital Territory,2609,127.7951,1914.0064
"1,174",801,Bean,Australian Capital Territory,2611,1558.6312,1914.0064
"1,175",801,Bean,Australian Capital Territory,2615,36.9984,1914.0064
"1,176",801,Bean,Australian Capital Territory,2618,216.6295,1914.0064
"1,177",801,Bean,Australian Capital Territory,2619,11.3316,1914.0064
"1,178",801,Bean,Australian Capital Territory,2620,2869.8201,1914.0064
"1,179",801,Bean,Australian Capital Territory,2626,383.5704,1914.0064
"1,180",801,Bean,Australian Capital Territory,2629,2054.5144,1914.0064
"1,181",801,Bean,Australian Capital Territory,2630,4206.3548,1914.0064
"1,182",801,Bean,Australian Capital Territory,2899,38.651,1914.0064
"1,183",801,Bean,Australian Capital Territory,2900,101.0226,1914.0064
"1,184",801,Bean,Australian Capital Territory,2902,11.3361,1914.0064
"1,185",801,Bean,Australian Capital Territory,2903,6.484,1914.0064
"1,186",801,Bean,Australian Capital Territory,2904,9.7514,1914.0064
"1,187",801,Bean,Australian Capital Territory,2905,19.8141,1914.0064
"1,188",801,Bean,Australian Capital Territory,2906,11.2186,1914.0064
"1,189",802,Canberra,Australian Capital Territory,2600,23.345,311.9225
"1,190",802,Canberra,Australian Capital Territory,2601,15.233,311.9225
"1,191",802,Canberra,Australian Capital Territory,2602,21.9723,311.9225
"1,192",802,Canberra,Australian Capital Territory,2603,9.2066,311.9225
"1,193",802,Canberra,Australian Capital Territory,2604,5.4946,311.9225
"1,194",802,Canberra,Australian Capital Territory,2605,9.2938,311.9225
"1,195",802,Canberra,Australian Capital Territory,2606,9.0325,311.9225
"1,196",802,Canberra,Australian Capital Territory,2609,127.7951,311.9225
"1,197",802,Canberra,Australian Capital Territory,2611,1558.6312,311.9225
"1,198",802,Canberra,Australian Capital Territory,2612,9.4532,311.9225
"1,199",802,Canberra,Australian Capital Territory,2614,11.1345,311.9225
"1,200",802,Canberra,Australian Capital Territory,2615,36.9984,311.9225
"1,201",802,Canberra,Australian Capital Territory,2617,37.0115,311.9225
"1,202",802,Canberra,Australian Capital Territory,2620,2869.8201,311.9225
"1,203",802,Canberra,Australian Capital Territory,2621,853.2512,311.9225
"1,204",802,Canberra,Australian Capital Territory,2911,5.0536,311.9225
"1,205",802,Canberra,Australian Capital Territory,2912,31.9188,311.9225
"1,206",803,Fenner,Australian Capital Territory,2540,1900.6655,238.0847
"1,207",803,Fenner,Australian Capital Territory,2602,21.9723,238.0847
"1,208",803,Fenner,Australian Capital Territory,2609,127.7951,238.0847
"1,209",803,Fenner,Australian Capital Territory,2611,1558.6312,238.0847
"1,210",803,Fenner,Australian Capital Territory,2614,11.1345,238.0847
"1,211",803,Fenner,Australian Capital Territory,2615,36.9984,238.0847
"1,212",803,Fenner,Australian Capital Territory,2617,37.0115,238.0847
"1,213",803,Fenner,Australian Capital Territory,2618,216.6295,238.0847
"1,214",803,Fenner,Australian Capital Territory,2620,2869.8201,238.0847
"1,215",803,Fenner,Australian Capital Territory,2911,5.0536,238.0847
"1,216",803,Fenner,Australian Capital Territory,2912,31.9188,238.0847
"1,217",803,Fenner,Australian Capital Territory,2913,21.81,238.0847
"1,218",803,Fenner,Australian Capital Territory,2914,16.4832,238.0847
