Postcode,SA4,Rented Households,Postcode Totals,SA4 Totals,Postcode Fraction,SA4 Fraction,SA4_CODE21,SA4_NAME21,GCC_NAME21,STE_NAME21
2706,Riverina,122.0,122.0,17558.0,1.0,0.006948399589930516,113,Riverina,Rest of NSW,New South Wales
2707,Riverina,112.0,112.0,17558.0,1.0,0.006378858639936211,113,Riverina,Rest of NSW,New South Wales
2710,Murray,915.0,915.0,12901.0,1.0,0.07092473451670413,109,Murray,Rest of NSW,New South Wales
2711,Murray,318.0,335.0,12901.0,0.9492537313432836,0.024649251995969304,109,Murray,Rest of NSW,New South Wales
2711,Riverina,17.0,335.0,17558.0,0.050746268656716415,0.0009682196149903178,113,Riverina,Rest of NSW,New South Wales
2712,Murray,111.0,111.0,12901.0,1.0,0.008603984187272304,109,Murray,Rest of NSW,New South Wales
2713,Murray,229.0,229.0,12901.0,1.0,0.01775056197194016,109,Murray,Rest of NSW,New South Wales
2714,Murray,188.0,188.0,12901.0,1.0,0.014572513758623363,109,Murray,Rest of NSW,New South Wales
2715,Murray,142.0,142.0,12901.0,1.0,0.011006898690024029,109,Murray,Rest of NSW,New South Wales
2716,Murray,70.0,70.0,12901.0,1.0,0.005425935973955507,109,Murray,Rest of NSW,New South Wales
2717,Murray,138.0,138.0,12901.0,1.0,0.010696845205798,109,Murray,Rest of NSW,New South Wales
2720,Riverina,940.0,940.0,17558.0,1.0,0.05353684929946463,113,Riverina,Rest of NSW,New South Wales
2721,Central West,14.0,14.0,21925.0,1.0,0.0006385404789053592,103,Central West,Rest of NSW,New South Wales
2722,Riverina,278.0,278.0,17558.0,1.0,0.015833238409841667,113,Riverina,Rest of NSW,New South Wales
2725,Riverina,17.0,17.0,17558.0,1.0,0.0009682196149903178,113,Riverina,Rest of NSW,New South Wales
2726,Capital Region,15.0,15.0,22347.0,1.0,0.0006712310377231843,101,Capital Region,Rest of NSW,New South Wales
2727,Riverina,12.0,12.0,17558.0,1.0,0.0006834491399931655,113,Riverina,Rest of NSW,New South Wales
2729,Riverina,92.0,92.0,17558.0,1.0,0.005239776739947602,113,Riverina,Rest of NSW,New South Wales
2730,Riverina,111.0,111.0,17558.0,1.0,0.006321904544936781,113,Riverina,Rest of NSW,New South Wales
2731,Murray,587.0,587.0,12901.0,1.0,0.045500348810169754,109,Murray,Rest of NSW,New South Wales
2732,Murray,172.0,172.0,12901.0,1.0,0.013332299821719247,109,Murray,Rest of NSW,New South Wales
2733,Murray,46.0,46.0,12901.0,1.0,0.0035656150685993335,109,Murray,Rest of NSW,New South Wales
2734,Murray,15.0,15.0,12901.0,1.0,0.0011627005658476088,109,Murray,Rest of NSW,New South Wales
2735,Murray,6.0,6.0,12901.0,1.0,0.00046508022633904347,109,Murray,Rest of NSW,New South Wales
2736,Murray,40.0,40.0,12901.0,1.0,0.00310053484226029,109,Murray,Rest of NSW,New South Wales
2737,Murray,52.0,52.0,12901.0,1.0,0.004030695294938377,109,Murray,Rest of NSW,New South Wales
2738,Murray,101.0,101.0,12901.0,1.0,0.007828850476707233,109,Murray,Rest of NSW,New South Wales
2739,Murray,117.0,117.0,12901.0,1.0,0.009069064413611348,109,Murray,Rest of NSW,New South Wales
2745,Sydney - Outer West and Blue Mountains,2106.0,2136.0,34520.0,0.9859550561797753,0.06100811123986095,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2745,Sydney - South West,30.0,2136.0,50018.0,0.014044943820224719,0.0005997840777320165,127,Sydney - South West,Greater Sydney,New South Wales
2747,Sydney - Blacktown,27.0,6424.0,42471.0,0.004202988792029888,0.0006357279084551812,116,Sydney - Blacktown,Greater Sydney,New South Wales
2747,Sydney - Outer West and Blue Mountains,6397.0,6424.0,34520.0,0.9957970112079702,0.18531286210892237,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2748,Sydney - Outer West and Blue Mountains,81.0,81.0,34520.0,1.0,0.002346465816917729,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2749,Sydney - Outer West and Blue Mountains,1420.0,1420.0,34520.0,1.0,0.041135573580533026,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2750,Sydney - Outer West and Blue Mountains,7807.0,7807.0,34520.0,1.0,0.22615874855156431,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2752,Sydney - Outer West and Blue Mountains,225.0,225.0,34520.0,1.0,0.006517960602549247,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2753,Sydney - Baulkham Hills and Hawkesbury,108.0,1735.0,15386.0,0.0622478386167147,0.007019368256856883,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2753,Sydney - Outer West and Blue Mountains,1627.0,1735.0,34520.0,0.9377521613832853,0.04713209733487833,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2754,Sydney - Baulkham Hills and Hawkesbury,28.0,672.0,15386.0,0.041666666666666664,0.0018198362147406734,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2754,Sydney - Outer West and Blue Mountains,644.0,672.0,34520.0,0.9583333333333334,0.0186558516801854,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2756,Sydney - Baulkham Hills and Hawkesbury,914.0,3007.0,15386.0,0.3039574326571334,0.05940465358117769,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2756,Sydney - Outer West and Blue Mountains,2093.0,3007.0,34520.0,0.6960425673428666,0.06063151796060255,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2757,Sydney - Baulkham Hills and Hawkesbury,40.0,40.0,15386.0,1.0,0.002599766021058105,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2758,Sydney - Baulkham Hills and Hawkesbury,228.0,228.0,15386.0,1.0,0.014818666320031197,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2759,Sydney - Outer West and Blue Mountains,1743.0,1743.0,34520.0,1.0,0.05049246813441483,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2760,Sydney - Blacktown,582.0,5373.0,42471.0,0.10831937465103295,0.013703468248922794,116,Sydney - Blacktown,Greater Sydney,New South Wales
2760,Sydney - Outer West and Blue Mountains,4791.0,5373.0,34520.0,0.8916806253489671,0.1387891077636153,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2761,Sydney - Blacktown,2618.0,2618.0,42471.0,1.0,0.061642061642061645,116,Sydney - Blacktown,Greater Sydney,New South Wales
2762,Sydney - Blacktown,2202.0,2202.0,42471.0,1.0,0.051847142756233665,116,Sydney - Blacktown,Greater Sydney,New South Wales
2763,Sydney - Blacktown,3074.0,3074.0,42471.0,1.0,0.07237879965152692,116,Sydney - Blacktown,Greater Sydney,New South Wales
2765,Sydney - Baulkham Hills and Hawkesbury,851.0,3232.0,15386.0,0.26330445544554454,0.055310022098011176,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2765,Sydney - Blacktown,2295.0,3232.0,42471.0,0.7100866336633663,0.0540368722186904,116,Sydney - Blacktown,Greater Sydney,New South Wales
2765,Sydney - Outer West and Blue Mountains,86.0,3232.0,34520.0,0.026608910891089108,0.0024913093858632677,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2766,Sydney - Blacktown,1579.0,1579.0,42471.0,1.0,0.037178309905582636,116,Sydney - Blacktown,Greater Sydney,New South Wales
2767,Sydney - Blacktown,2512.0,2512.0,42471.0,1.0,0.05914624096442278,116,Sydney - Blacktown,Greater Sydney,New South Wales
2768,Sydney - Blacktown,1623.0,1623.0,42471.0,1.0,0.03821431094158367,116,Sydney - Blacktown,Greater Sydney,New South Wales
2769,Sydney - Blacktown,993.0,993.0,42471.0,1.0,0.02338065974429611,116,Sydney - Blacktown,Greater Sydney,New South Wales
2770,Sydney - Blacktown,9317.0,9317.0,42471.0,1.0,0.21937321937321938,116,Sydney - Blacktown,Greater Sydney,New South Wales
2773,Sydney - Outer West and Blue Mountains,267.0,267.0,34520.0,1.0,0.007734646581691773,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2774,Sydney - Outer West and Blue Mountains,734.0,734.0,34520.0,1.0,0.021263035921205098,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2775,Central Coast,29.0,98.0,36532.0,0.29591836734693877,0.0007938245921383992,102,Central Coast,Greater Sydney,New South Wales
2775,Sydney - Baulkham Hills and Hawkesbury,69.0,98.0,15386.0,0.7040816326530612,0.004484596386325231,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2776,Sydney - Outer West and Blue Mountains,188.0,188.0,34520.0,1.0,0.00544611819235226,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2777,Sydney - Outer West and Blue Mountains,927.0,927.0,34520.0,1.0,0.026853997682502895,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2778,Sydney - Outer West and Blue Mountains,98.0,98.0,34520.0,1.0,0.002838933951332561,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2779,Sydney - Outer West and Blue Mountains,285.0,285.0,34520.0,1.0,0.008256083429895712,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2780,Sydney - Outer West and Blue Mountains,1745.0,1745.0,34520.0,1.0,0.05055040556199305,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2782,Sydney - Outer West and Blue Mountains,452.0,452.0,34520.0,1.0,0.01309385863267671,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2783,Sydney - Outer West and Blue Mountains,199.0,199.0,34520.0,1.0,0.005764774044032445,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2784,Sydney - Outer West and Blue Mountains,75.0,75.0,34520.0,1.0,0.0021726535341830824,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2785,Central West,3.0,455.0,21925.0,0.006593406593406593,0.00013683010262257697,103,Central West,Rest of NSW,New South Wales
2785,Sydney - Outer West and Blue Mountains,452.0,455.0,34520.0,0.9934065934065934,0.01309385863267671,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2786,Sydney - Baulkham Hills and Hawkesbury,3.0,78.0,15386.0,0.038461538461538464,0.00019498245157935785,115,Sydney - Baulkham Hills and Hawkesbury,Greater Sydney,New South Wales
2786,Sydney - Outer West and Blue Mountains,75.0,78.0,34520.0,0.9615384615384616,0.0021726535341830824,124,Sydney - Outer West and Blue Mountains,Greater Sydney,New South Wales
2787,Central West,401.0,401.0,21925.0,1.0,0.018289623717217787,103,Central West,Rest of NSW,New South Wales
2790,Central West,1685.0,1685.0,21925.0,1.0,0.07685290763968072,103,Central West,Rest of NSW,New South Wales
2791,Central West,18.0,18.0,21925.0,1.0,0.0008209806157354618,103,Central West,Rest of NSW,New South Wales
2792,Central West,23.0,23.0,21925.0,1.0,0.00104903078677309,103,Central West,Rest of NSW,New South Wales
2793,Central West,40.0,40.0,21925.0,1.0,0.0018244013683010262,103,Central West,Rest of NSW,New South Wales
2794,Central West,1192.0,1192.0,21925.0,1.0,0.054367160775370585,103,Central West,Rest of NSW,New South Wales
2795,Central West,4958.0,4958.0,21925.0,1.0,0.2261345496009122,103,Central West,Rest of NSW,New South Wales
2797,Central West,19.0,19.0,21925.0,1.0,0.0008665906499429874,103,Central West,Rest of NSW,New South Wales
2798,Central West,100.0,100.0,21925.0,1.0,0.004561003420752566,103,Central West,Rest of NSW,New South Wales
2799,Central West,437.0,437.0,21925.0,1.0,0.019931584948688713,103,Central West,Rest of NSW,New South Wales
2800,Central West,5612.0,5612.0,21925.0,1.0,0.255963511972634,103,Central West,Rest of NSW,New South Wales
2803,Capital Region,10.0,10.0,22347.0,1.0,0.0004474873584821229,101,Capital Region,Rest of NSW,New South Wales
2804,Central West,220.0,220.0,21925.0,1.0,0.010034207525655644,103,Central West,Rest of NSW,New South Wales
2805,Central West,33.0,33.0,21925.0,1.0,0.0015051311288483465,103,Central West,Rest of NSW,New South Wales
2806,Central West,52.0,52.0,21925.0,1.0,0.002371721778791334,103,Central West,Rest of NSW,New South Wales
2807,Capital Region,22.0,25.0,22347.0,0.88,0.0009844721886606703,101,Capital Region,Rest of NSW,New South Wales
2807,Central West,3.0,25.0,21925.0,0.12,0.00013683010262257697,103,Central West,Rest of NSW,New South Wales
2808,Central West,14.0,14.0,21925.0,1.0,0.0006385404789053592,103,Central West,Rest of NSW,New South Wales
2809,Central West,4.0,4.0,21925.0,1.0,0.00018244013683010264,103,Central West,Rest of NSW,New South Wales
2810,Central West,253.0,253.0,21925.0,1.0,0.01153933865450399,103,Central West,Rest of NSW,New South Wales
2817,Far West and Orana,17.0,17.0,12520.0,1.0,0.0013578274760383386,105,Far West and Orana,Rest of NSW,New South Wales
2818,Far West and Orana,52.0,52.0,12520.0,1.0,0.004153354632587859,105,Far West and Orana,Rest of NSW,New South Wales
2820,Far West and Orana,710.0,710.0,12520.0,1.0,0.05670926517571885,105,Far West and Orana,Rest of NSW,New South Wales
2821,Far West and Orana,399.0,399.0,12520.0,1.0,0.031869009584664536,105,Far West and Orana,Rest of NSW,New South Wales
2822,Far West and Orana,18.0,18.0,12520.0,1.0,0.001437699680511182,105,Far West and Orana,Rest of NSW,New South Wales
2823,Far West and Orana,137.0,137.0,12520.0,1.0,0.010942492012779553,105,Far West and Orana,Rest of NSW,New South Wales
2824,Far West and Orana,209.0,209.0,12520.0,1.0,0.01669329073482428,105,Far West and Orana,Rest of NSW,New South Wales
2825,Far West and Orana,264.0,264.0,12520.0,1.0,0.021086261980830672,105,Far West and Orana,Rest of NSW,New South Wales
2826,Far West and Orana,9.0,9.0,12520.0,1.0,0.000718849840255591,105,Far West and Orana,Rest of NSW,New South Wales
2827,Far West and Orana,366.0,366.0,12520.0,1.0,0.029233226837060703,105,Far West and Orana,Rest of NSW,New South Wales
2828,Far West and Orana,74.0,74.0,12520.0,1.0,0.0059105431309904154,105,Far West and Orana,Rest of NSW,New South Wales
2829,Far West and Orana,330.0,330.0,12520.0,1.0,0.026357827476038338,105,Far West and Orana,Rest of NSW,New South Wales
2830,Far West and Orana,5391.0,5391.0,12520.0,1.0,0.430591054313099,105,Far West and Orana,Rest of NSW,New South Wales
2831,Far West and Orana,81.0,81.0,12520.0,1.0,0.00646964856230032,105,Far West and Orana,Rest of NSW,New South Wales
2832,Far West and Orana,213.0,213.0,12520.0,1.0,0.017012779552715657,105,Far West and Orana,Rest of NSW,New South Wales
2833,Far West and Orana,80.0,80.0,12520.0,1.0,0.006389776357827476,105,Far West and Orana,Rest of NSW,New South Wales
2834,Far West and Orana,250.0,250.0,12520.0,1.0,0.019968051118210862,105,Far West and Orana,Rest of NSW,New South Wales
2835,Far West and Orana,484.0,484.0,12520.0,1.0,0.03865814696485623,105,Far West and Orana,Rest of NSW,New South Wales
2836,Far West and Orana,135.0,135.0,12520.0,1.0,0.010782747603833865,105,Far West and Orana,Rest of NSW,New South Wales
2838,Far West and Orana,36.0,36.0,12520.0,1.0,0.002875399361022364,105,Far West and Orana,Rest of NSW,New South Wales
2839,Far West and Orana,207.0,207.0,12520.0,1.0,0.016533546325878595,105,Far West and Orana,Rest of NSW,New South Wales
2840,Far West and Orana,295.0,295.0,12520.0,1.0,0.02356230031948882,105,Far West and Orana,Rest of NSW,New South Wales
2842,Far West and Orana,42.0,42.0,12520.0,1.0,0.003354632587859425,105,Far West and Orana,Rest of NSW,New South Wales
2843,Far West and Orana,95.0,95.0,12520.0,1.0,0.0075878594249201275,105,Far West and Orana,Rest of NSW,New South Wales
2844,Central West,121.0,121.0,21925.0,1.0,0.0055188141391106045,103,Central West,Rest of NSW,New South Wales
2845,Central West,197.0,197.0,21925.0,1.0,0.008985176738882553,103,Central West,Rest of NSW,New South Wales
2846,Central West,15.0,15.0,21925.0,1.0,0.0006841505131128849,103,Central West,Rest of NSW,New South Wales
2847,Central West,144.0,144.0,21925.0,1.0,0.006567844925883694,103,Central West,Rest of NSW,New South Wales
2848,Central West,203.0,203.0,21925.0,1.0,0.009258836944127708,103,Central West,Rest of NSW,New South Wales
2849,Central West,106.0,106.0,21925.0,1.0,0.004834663625997719,103,Central West,Rest of NSW,New South Wales
2850,Central West,1860.0,1860.0,21925.0,1.0,0.08483466362599772,103,Central West,Rest of NSW,New South Wales
2852,Central West,282.0,282.0,21925.0,1.0,0.012862029646522236,103,Central West,Rest of NSW,New South Wales
2864,Central West,40.0,40.0,21925.0,1.0,0.0018244013683010262,103,Central West,Rest of NSW,New South Wales
2865,Central West,47.0,47.0,21925.0,1.0,0.0021436716077537056,103,Central West,Rest of NSW,New South Wales
2866,Central West,225.0,231.0,21925.0,0.974025974025974,0.010262257696693273,103,Central West,Rest of NSW,New South Wales
2866,Far West and Orana,6.0,231.0,12520.0,0.025974025974025976,0.0004792332268370607,105,Far West and Orana,Rest of NSW,New South Wales
2867,Central West,38.0,41.0,21925.0,0.926829268292683,0.0017331812998859749,103,Central West,Rest of NSW,New South Wales
2867,Far West and Orana,3.0,41.0,12520.0,0.07317073170731707,0.00023961661341853036,105,Far West and Orana,Rest of NSW,New South Wales
2868,Far West and Orana,43.0,43.0,12520.0,1.0,0.0034345047923322685,105,Far West and Orana,Rest of NSW,New South Wales
2869,Central West,134.0,147.0,21925.0,0.9115646258503401,0.006111744583808438,103,Central West,Rest of NSW,New South Wales
2869,Far West and Orana,13.0,147.0,12520.0,0.08843537414965986,0.0010383386581469649,105,Far West and Orana,Rest of NSW,New South Wales
2870,Central West,1340.0,1340.0,21925.0,1.0,0.06111744583808438,103,Central West,Rest of NSW,New South Wales
2871,Central West,961.0,961.0,21925.0,1.0,0.04383124287343215,103,Central West,Rest of NSW,New South Wales
2873,Central West,38.0,38.0,21925.0,1.0,0.0017331812998859749,103,Central West,Rest of NSW,New South Wales
2874,Central West,17.0,17.0,21925.0,1.0,0.0007753705815279361,103,Central West,Rest of NSW,New South Wales
2875,Central West,70.0,70.0,21925.0,1.0,0.0031927023945267957,103,Central West,Rest of NSW,New South Wales
2876,Central West,19.0,19.0,21925.0,1.0,0.0008665906499429874,103,Central West,Rest of NSW,New South Wales
2877,Central West,359.0,370.0,21925.0,0.9702702702702702,0.01637400228050171,103,Central West,Rest of NSW,New South Wales
2877,Far West and Orana,11.0,370.0,12520.0,0.02972972972972973,0.000878594249201278,105,Far West and Orana,Rest of NSW,New South Wales
2878,Far West and Orana,40.0,40.0,12520.0,1.0,0.003194888178913738,105,Far West and Orana,Rest of NSW,New South Wales
2879,Far West and Orana,80.0,80.0,12520.0,1.0,0.006389776357827476,105,Far West and Orana,Rest of NSW,New South Wales
2880,Far West and Orana,1879.0,1879.0,12520.0,1.0,0.15007987220447283,105,Far West and Orana,Rest of NSW,New South Wales
2898,Mid North Coast,62.0,62.0,22890.0,1.0,0.002708606378331149,108,Mid North Coast,Rest of NSW,New South Wales
2899,Other Territories,272.0,272.0,635.0,1.0,0.4283464566929134,901,Other Territories,Other Territories,Other Territories
2900,Australian Capital Territory,820.0,820.0,52570.0,1.0,0.01559824995244436,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2902,Australian Capital Territory,1246.0,1246.0,52570.0,1.0,0.0237017310252996,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2903,Australian Capital Territory,757.0,757.0,52570.0,1.0,0.014399847821951684,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2904,Australian Capital Territory,695.0,695.0,52570.0,1.0,0.013220467947498574,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2905,Australian Capital Territory,2131.0,2131.0,52570.0,1.0,0.04053642762031577,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2906,Australian Capital Territory,1175.0,1175.0,52570.0,1.0,0.022351150846490395,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2911,Australian Capital Territory,572.0,572.0,52570.0,1.0,0.010880730454631919,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2912,Australian Capital Territory,1703.0,1703.0,52570.0,1.0,0.032394902035381395,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2913,Australian Capital Territory,3997.0,3997.0,52570.0,1.0,0.07603195739014647,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
2914,Australian Capital Territory,3477.0,3477.0,52570.0,1.0,0.066140384249572,801,Australian Capital Territory,Australian Capital Territory,Australian Capital Territory
3000,Melbourne - Inner,16692.0,16692.0,148496.0,1.0,0.11240706820385735,206,Melbourne - Inner,Greater Melbourne,Victoria
3002,Melbourne - Inner,1306.0,1306.0,148496.0,1.0,0.008794849692921021,206,Melbourne - Inner,Greater Melbourne,Victoria
3003,Melbourne - Inner,2557.0,2557.0,148496.0,1.0,0.01721931903889667,206,Melbourne - Inner,Greater Melbourne,Victoria
3004,Melbourne - Inner,3216.0,3216.0,148496.0,1.0,0.02165714901411486,206,Melbourne - Inner,Greater Melbourne,Victoria
3006,Melbourne - Inner,8130.0,8130.0,148496.0,1.0,0.0547489494666523,206,Melbourne - Inner,Greater Melbourne,Victoria
3008,Melbourne - Inner,5143.0,5143.0,148496.0,1.0,0.03463392953345545,206,Melbourne - Inner,Greater Melbourne,Victoria
3011,Melbourne - West,4994.0,4994.0,83497.0,1.0,0.05981053211492628,213,Melbourne - West,Greater Melbourne,Victoria
3012,Melbourne - West,4324.0,4324.0,83497.0,1.0,0.05178629172305592,213,Melbourne - West,Greater Melbourne,Victoria
3013,Melbourne - West,2029.0,2029.0,83497.0,1.0,0.02430027426135071,213,Melbourne - West,Greater Melbourne,Victoria
3015,Melbourne - West,2111.0,2111.0,83497.0,1.0,0.025282345473490064,213,Melbourne - West,Greater Melbourne,Victoria
3016,Melbourne - West,1604.0,1604.0,83497.0,1.0,0.019210271027701595,213,Melbourne - West,Greater Melbourne,Victoria
3018,Melbourne - West,1677.0,1677.0,83497.0,1.0,0.02008455393606956,213,Melbourne - West,Greater Melbourne,Victoria
3019,Melbourne - West,1648.0,1648.0,83497.0,1.0,0.019737236068361738,213,Melbourne - West,Greater Melbourne,Victoria
3020,Melbourne - West,5067.0,5067.0,83497.0,1.0,0.06068481502329425,213,Melbourne - West,Greater Melbourne,Victoria
3021,Melbourne - West,5732.0,5732.0,83497.0,1.0,0.06864917302418051,213,Melbourne - West,Greater Melbourne,Victoria
3022,Melbourne - West,400.0,400.0,83497.0,1.0,0.004790591278728577,213,Melbourne - West,Greater Melbourne,Victoria
3023,Melbourne - West,4317.0,4317.0,83497.0,1.0,0.05170245637567817,213,Melbourne - West,Greater Melbourne,Victoria
3024,Melbourne - West,3104.0,3104.0,83497.0,1.0,0.037174988322933755,213,Melbourne - West,Greater Melbourne,Victoria
3025,Melbourne - West,1463.0,1463.0,83497.0,1.0,0.01752158760194977,213,Melbourne - West,Greater Melbourne,Victoria
3026,Melbourne - West,551.0,551.0,83497.0,1.0,0.006599039486448615,213,Melbourne - West,Greater Melbourne,Victoria
3027,Melbourne - West,1116.0,1116.0,83497.0,1.0,0.01336574966765273,213,Melbourne - West,Greater Melbourne,Victoria
3028,Melbourne - West,3085.0,3085.0,83497.0,1.0,0.036947435237194154,213,Melbourne - West,Greater Melbourne,Victoria
3029,Melbourne - West,10988.0,10988.0,83497.0,1.0,0.131597542426674,213,Melbourne - West,Greater Melbourne,Victoria
3030,Melbourne - West,12662.0,12662.0,83497.0,1.0,0.1516461669281531,213,Melbourne - West,Greater Melbourne,Victoria
3031,Melbourne - Inner,4255.0,4255.0,148496.0,1.0,0.028653970477319254,206,Melbourne - Inner,Greater Melbourne,Victoria
3032,Melbourne - Inner,2868.0,4803.0,148496.0,0.5971267957526546,0.019313651546169593,206,Melbourne - Inner,Greater Melbourne,Victoria
3032,Melbourne - West,1935.0,4803.0,83497.0,0.4028732042473454,0.02317448531084949,213,Melbourne - West,Greater Melbourne,Victoria
3033,Melbourne - North West,1029.0,1029.0,35234.0,1.0,0.029204745416359198,210,Melbourne - North West,Greater Melbourne,Victoria
3034,Melbourne - North West,892.0,892.0,35234.0,1.0,0.02531645569620253,210,Melbourne - North West,Greater Melbourne,Victoria
3036,Melbourne - North West,197.0,200.0,35234.0,0.985,0.00559119032752455,210,Melbourne - North West,Greater Melbourne,Victoria
3036,Melbourne - West,3.0,200.0,83497.0,0.015,3.592943459046433e-05,213,Melbourne - West,Greater Melbourne,Victoria
3037,Melbourne - West,2897.0,2897.0,83497.0,1.0,0.03469585733619172,213,Melbourne - West,Greater Melbourne,Victoria
3038,Melbourne - West,1177.0,1177.0,83497.0,1.0,0.014096314837658839,213,Melbourne - West,Greater Melbourne,Victoria
3039,Melbourne - Inner,2678.0,2678.0,148496.0,1.0,0.018034155802176488,206,Melbourne - Inner,Greater Melbourne,Victoria
3040,Melbourne - Inner,3361.0,3510.0,148496.0,0.9575498575498576,0.022633606292425387,206,Melbourne - Inner,Greater Melbourne,Victoria
3040,Melbourne - North West,149.0,3510.0,35234.0,0.04245014245014245,0.0042288698416302435,210,Melbourne - North West,Greater Melbourne,Victoria
3041,Melbourne - Inner,627.0,1212.0,148496.0,0.5173267326732673,0.0042223359551772435,206,Melbourne - Inner,Greater Melbourne,Victoria
3041,Melbourne - North West,585.0,1212.0,35234.0,0.48267326732673266,0.016603280921836862,210,Melbourne - North West,Greater Melbourne,Victoria
3042,Melbourne - North West,1661.0,1661.0,35234.0,1.0,0.0471419651473009,210,Melbourne - North West,Greater Melbourne,Victoria
3043,Melbourne - North West,1705.0,1705.0,35234.0,1.0,0.04839075892603735,210,Melbourne - North West,Greater Melbourne,Victoria
3044,Melbourne - Inner,894.0,3417.0,148496.0,0.26163301141352063,0.00602036418489387,206,Melbourne - Inner,Greater Melbourne,Victoria
3044,Melbourne - North West,2523.0,3417.0,35234.0,0.7383669885864794,0.07160697053981949,210,Melbourne - North West,Greater Melbourne,Victoria
3045,Melbourne - North West,4.0,4.0,35234.0,1.0,0.00011352670715785889,210,Melbourne - North West,Greater Melbourne,Victoria
3046,Melbourne - North West,4732.0,4732.0,35234.0,1.0,0.13430209456774705,210,Melbourne - North West,Greater Melbourne,Victoria
3047,Melbourne - North West,2794.0,2794.0,35234.0,1.0,0.07929840494976444,210,Melbourne - North West,Greater Melbourne,Victoria
3048,Melbourne - North West,1610.0,1610.0,35234.0,1.0,0.0456944996310382,210,Melbourne - North West,Greater Melbourne,Victoria
3049,Melbourne - North West,717.0,717.0,35234.0,1.0,0.020349662258046207,210,Melbourne - North West,Greater Melbourne,Victoria
3051,Melbourne - Inner,4198.0,4198.0,148496.0,1.0,0.028270121754121323,206,Melbourne - Inner,Greater Melbourne,Victoria
3052,Melbourne - Inner,1396.0,1396.0,148496.0,1.0,0.009400926624286175,206,Melbourne - Inner,Greater Melbourne,Victoria
3053,Melbourne - Inner,5088.0,5088.0,148496.0,1.0,0.034263549186510076,206,Melbourne - Inner,Greater Melbourne,Victoria
3054,Melbourne - Inner,1680.0,1680.0,148496.0,1.0,0.011313436052149553,206,Melbourne - Inner,Greater Melbourne,Victoria
3055,Melbourne - Inner,3183.0,3183.0,148496.0,1.0,0.021434920805947635,206,Melbourne - Inner,Greater Melbourne,Victoria
3056,Melbourne - Inner,5352.0,5352.0,148496.0,1.0,0.036041374851847864,206,Melbourne - Inner,Greater Melbourne,Victoria
3057,Melbourne - Inner,3422.0,3422.0,148496.0,1.0,0.023044391768128433,206,Melbourne - Inner,Greater Melbourne,Victoria
3058,Melbourne - Inner,3412.0,4368.0,148496.0,0.7811355311355311,0.02297704988686564,206,Melbourne - Inner,Greater Melbourne,Victoria
3058,Melbourne - North West,956.0,4368.0,35234.0,0.21886446886446886,0.027132883010728272,210,Melbourne - North West,Greater Melbourne,Victoria
