SA4 Code 2021,SA4 Name,LGA Code 2021,LGA,LGA - Converted,State,Gcc Name21,LGA Area (sq km),SA4 Area (sq km),Row Number
401,Adelaide - Central and Hills,40220,Alexandrina,Alexandrina,South Australia,Greater Adelaide,1826.8067,1497.2718,767
401,Adelaide - Central and Hills,40310,Barossa,Barossa,South Australia,Greater Adelaide,893.5424,1497.2718,768
401,Adelaide - Central and Hills,40700,Burnside,Burnside,South Australia,Greater Adelaide,27.5183,1497.2718,769
401,Adelaide - Central and Hills,40910,Campbelltown (SA),Campbelltown (SA),South Australia,Greater Adelaide,24.3485,1497.2718,770
401,Adelaide - Central and Hills,41060,Charles Sturt,Charles Sturt,South Australia,Greater Adelaide,54.7876,1497.2718,771
401,Adelaide - Central and Hills,44060,Marion,Marion,South Australia,Greater Adelaide,55.6406,1497.2718,772
401,Adelaide - Central and Hills,44210,Mid Murray,Mid Murray,South Australia,Greater Adelaide,6271.6255,1497.2718,773
401,Adelaide - Central and Hills,44340,Mitcham,Mitcham,South Australia,Greater Adelaide,75.5468,1497.2718,774
401,Adelaide - Central and Hills,44550,Mount Barker,Mount Barker,South Australia,Greater Adelaide,594.6406,1497.2718,775
401,Adelaide - Central and Hills,45040,Murray Bridge,Murray Bridge,South Australia,Greater Adelaide,1831.7597,1497.2718,776
401,Adelaide - Central and Hills,45290,Norwood Payneham and St Peters,Norwood Payneham and St Peters,South Australia,Greater Adelaide,15.1036,1497.2718,777
401,Adelaide - Central and Hills,45340,Onkaparinga,Onkaparinga,South Australia,Greater Adelaide,518.1255,1497.2718,778
401,Adelaide - Central and Hills,45680,Playford,Playford,South Australia,Greater Adelaide,345.2038,1497.2718,779
401,Adelaide - Central and Hills,45890,Port Adelaide Enfield,Port Adelaide Enfield,South Australia,Greater Adelaide,91.7588,1497.2718,780
401,Adelaide - Central and Hills,46510,Prospect,Prospect,South Australia,Greater Adelaide,7.7915,1497.2718,781
401,Adelaide - Central and Hills,47700,Tea Tree Gully,Tea Tree Gully,South Australia,Greater Adelaide,95.2109,1497.2718,782
401,Adelaide - Central and Hills,47980,Unley,Unley,South Australia,Greater Adelaide,14.2703,1497.2718,783
401,Adelaide - Central and Hills,48260,Walkerville,Walkerville,South Australia,Greater Adelaide,3.53,1497.2718,784
401,Adelaide - Central and Hills,48410,West Torrens,West Torrens,South Australia,Greater Adelaide,37.0886,1497.2718,785
402,Adelaide - North,40120,Adelaide Hills,Adelaide Hills,South Australia,Greater Adelaide,794.4957,939.9938,786
402,Adelaide - North,40150,Adelaide Plains,Adelaide Plains,South Australia,Greater Adelaide,932.4913,939.9938,787
402,Adelaide - North,40310,Barossa,Barossa,South Australia,Greater Adelaide,893.5424,939.9938,788
402,Adelaide - North,40910,Campbelltown (SA),Campbelltown (SA),South Australia,Greater Adelaide,24.3485,939.9938,789
402,Adelaide - North,42030,Gawler,Gawler,South Australia,Greater Adelaide,41.1379,939.9938,790
402,Adelaide - North,43650,Light,Light,South Australia,Greater Adelaide,1276.8453,939.9938,791
402,Adelaide - North,45290,Norwood Payneham and St Peters,Norwood Payneham and St Peters,South Australia,Greater Adelaide,15.1036,939.9938,792
402,Adelaide - North,45680,Playford,Playford,South Australia,Greater Adelaide,345.2038,939.9938,793
402,Adelaide - North,45890,Port Adelaide Enfield,Port Adelaide Enfield,South Australia,Greater Adelaide,91.7588,939.9938,794
402,Adelaide - North,46510,Prospect,Prospect,South Australia,Greater Adelaide,7.7915,939.9938,795
402,Adelaide - North,47140,Salisbury,Salisbury,South Australia,Greater Adelaide,159.8432,939.9938,796
402,Adelaide - North,47700,Tea Tree Gully,Tea Tree Gully,South Australia,Greater Adelaide,95.2109,939.9938,797
402,Adelaide - North,48260,Walkerville,Walkerville,South Australia,Greater Adelaide,3.53,939.9938,798
403,Adelaide - South,40120,Adelaide Hills,Adelaide Hills,South Australia,Greater Adelaide,794.4957,663.0817,799
403,Adelaide - South,40220,Alexandrina,Alexandrina,South Australia,Greater Adelaide,1826.8067,663.0817,800
403,Adelaide - South,40700,Burnside,Burnside,South Australia,Greater Adelaide,27.5183,663.0817,801
403,Adelaide - South,42600,Holdfast Bay,Holdfast Bay,South Australia,Greater Adelaide,13.752,663.0817,802
403,Adelaide - South,44060,Marion,Marion,South Australia,Greater Adelaide,55.6406,663.0817,803
403,Adelaide - South,44340,Mitcham,Mitcham,South Australia,Greater Adelaide,75.5468,663.0817,804
403,Adelaide - South,44550,Mount Barker,Mount Barker,South Australia,Greater Adelaide,594.6406,663.0817,805
403,Adelaide - South,45340,Onkaparinga,Onkaparinga,South Australia,Greater Adelaide,518.1255,663.0817,806
403,Adelaide - South,47980,Unley,Unley,South Australia,Greater Adelaide,14.2703,663.0817,807
403,Adelaide - South,48410,West Torrens,West Torrens,South Australia,Greater Adelaide,37.0886,663.0817,808
403,Adelaide - South,48750,Yankalilla,Yankalilla,South Australia,Greater Adelaide,751.2577,663.0817,809
404,Adelaide - West,40070,Adelaide,Adelaide,South Australia,Greater Adelaide,15.5733,159.5386,810
404,Adelaide - West,41060,Charles Sturt,Charles Sturt,South Australia,Greater Adelaide,54.7876,159.5386,811
404,Adelaide - West,42600,Holdfast Bay,Holdfast Bay,South Australia,Greater Adelaide,13.752,159.5386,812
404,Adelaide - West,44060,Marion,Marion,South Australia,Greater Adelaide,55.6406,159.5386,813
404,Adelaide - West,45890,Port Adelaide Enfield,Port Adelaide Enfield,South Australia,Greater Adelaide,91.7588,159.5386,814
404,Adelaide - West,46510,Prospect,Prospect,South Australia,Greater Adelaide,7.7915,159.5386,815
404,Adelaide - West,47140,Salisbury,Salisbury,South Australia,Greater Adelaide,159.8432,159.5386,816
404,Adelaide - West,47980,Unley,Unley,South Australia,Greater Adelaide,14.2703,159.5386,817
404,Adelaide - West,48410,West Torrens,West Torrens,South Australia,Greater Adelaide,37.0886,159.5386,818
404,Adelaide - West,49399,Unincorporated SA,Unincorporated SA,South Australia,Greater Adelaide,619426.0858,159.5386,819
405,Barossa - Yorke - Mid North,40120,Adelaide Hills,Adelaide Hills,South Australia,Rest of SA,794.4957,37716.3849,820
405,Barossa - Yorke - Mid North,40150,Adelaide Plains,Adelaide Plains,South Australia,Rest of SA,932.4913,37716.3849,821
405,Barossa - Yorke - Mid North,40310,Barossa,Barossa,South Australia,Rest of SA,893.5424,37716.3849,822
405,Barossa - Yorke - Mid North,40430,Barunga West,Barunga West,South Australia,Rest of SA,1590.3887,37716.3849,823
405,Barossa - Yorke - Mid North,41140,Clare and Gilbert Valleys,Clare and Gilbert Valleys,South Australia,Rest of SA,1892.4466,37716.3849,824
405,Barossa - Yorke - Mid North,41560,Copper Coast,Copper Coast,South Australia,Rest of SA,772.9149,37716.3849,825
405,Barossa - Yorke - Mid North,41830,Flinders Ranges,Flinders Ranges,South Australia,Rest of SA,4070.4827,37716.3849,826
405,Barossa - Yorke - Mid North,42110,Goyder,Goyder,South Australia,Rest of SA,6715.1418,37716.3849,827
405,Barossa - Yorke - Mid North,43650,Light,Light,South Australia,Rest of SA,1276.8453,37716.3849,828
405,Barossa - Yorke - Mid North,44210,Mid Murray,Mid Murray,South Australia,Rest of SA,6271.6255,37716.3849,829
405,Barossa - Yorke - Mid North,44830,Mount Remarkable,Mount Remarkable,South Australia,Rest of SA,3422.7733,37716.3849,830
405,Barossa - Yorke - Mid North,45120,Northern Areas,Northern Areas,South Australia,Rest of SA,2986.1818,37716.3849,831
405,Barossa - Yorke - Mid North,45400,Orroroo Carrieton,Orroroo Carrieton,South Australia,Rest of SA,3321.8239,37716.3849,832
405,Barossa - Yorke - Mid North,45540,Peterborough,Peterborough,South Australia,Rest of SA,3020.142,37716.3849,833
405,Barossa - Yorke - Mid North,45680,Playford,Playford,South Australia,Rest of SA,345.2038,37716.3849,834
405,Barossa - Yorke - Mid North,46090,Port Augusta,Port Augusta,South Australia,Rest of SA,1157.9905,37716.3849,835
405,Barossa - Yorke - Mid North,46450,Port Pirie,Port Pirie,South Australia,Rest of SA,1760.7097,37716.3849,836
405,Barossa - Yorke - Mid North,48130,Wakefield,Wakefield,South Australia,Rest of SA,3468.4879,37716.3849,837
405,Barossa - Yorke - Mid North,48830,Yorke Peninsula,Yorke Peninsula,South Australia,Rest of SA,5899.6397,37716.3849,838
405,Barossa - Yorke - Mid North,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of SA,619426.0858,37716.3849,839
406,South Australia - Outback,18200,Wentworth,Wentworth,New South Wales,Rest of SA,26255.9338,877772.5757,840
406,South Australia - Outback,19399,Unincorporated NSW,Unincorporated NSW,New South Wales,Rest of SA,93208.9194,877772.5757,841
406,South Australia - Outback,24780,Mildura,Mildura,Victoria,Rest of SA,22081.9206,877772.5757,842
406,South Australia - Outback,30450,Barcoo,Barcoo,Queensland,Rest of SA,61830.1679,877772.5757,843
406,South Australia - Outback,31750,Bulloo,Bulloo,Queensland,Rest of SA,73722.0101,877772.5757,844
406,South Australia - Outback,32750,Diamantina,Diamantina,Queensland,Rest of SA,94722.429,877772.5757,845
406,South Australia - Outback,40250,Anangu Pitjantjatjara Yunkunytjatjara,Anangu Pitjantjatjara Yunkunytjatjara,South Australia,Rest of SA,102348.117,877772.5757,846
406,South Australia - Outback,40520,Berri Barmera,Berri Barmera,South Australia,Rest of SA,476.1962,877772.5757,847
406,South Australia - Outback,41010,Ceduna,Ceduna,South Australia,Rest of SA,5420.3435,877772.5757,848
406,South Australia - Outback,41190,Cleve,Cleve,South Australia,Rest of SA,5018.8483,877772.5757,849
406,South Australia - Outback,41330,Coober Pedy,Coober Pedy,South Australia,Rest of SA,77.6795,877772.5757,850
406,South Australia - Outback,41750,Elliston,Elliston,South Australia,Rest of SA,6741.9317,877772.5757,851
406,South Australia - Outback,41830,Flinders Ranges,Flinders Ranges,South Australia,Rest of SA,4070.4827,877772.5757,852
406,South Australia - Outback,41960,Franklin Harbour,Franklin Harbour,South Australia,Rest of SA,2755.5639,877772.5757,853
406,South Australia - Outback,42110,Goyder,Goyder,South Australia,Rest of SA,6715.1418,877772.5757,854
406,South Australia - Outback,43220,Kimba,Kimba,South Australia,Rest of SA,5697.1074,877772.5757,855
406,South Australia - Outback,43710,Lower Eyre Peninsula,Lower Eyre Peninsula,South Australia,Rest of SA,4721.3922,877772.5757,856
406,South Australia - Outback,43790,Loxton Waikerie,Loxton Waikerie,South Australia,Rest of SA,7763.8714,877772.5757,857
406,South Australia - Outback,44000,Maralinga Tjarutja,Maralinga Tjarutja,South Australia,Rest of SA,105766.3105,877772.5757,858
406,South Australia - Outback,44210,Mid Murray,Mid Murray,South Australia,Rest of SA,6271.6255,877772.5757,859
406,South Australia - Outback,44830,Mount Remarkable,Mount Remarkable,South Australia,Rest of SA,3422.7733,877772.5757,860
406,South Australia - Outback,45400,Orroroo Carrieton,Orroroo Carrieton,South Australia,Rest of SA,3321.8239,877772.5757,861
406,South Australia - Outback,45540,Peterborough,Peterborough,South Australia,Rest of SA,3020.142,877772.5757,862
406,South Australia - Outback,46090,Port Augusta,Port Augusta,South Australia,Rest of SA,1157.9905,877772.5757,863
406,South Australia - Outback,46300,Port Lincoln,Port Lincoln,South Australia,Rest of SA,30.3681,877772.5757,864
406,South Australia - Outback,46670,Renmark Paringa,Renmark Paringa,South Australia,Rest of SA,916.442,877772.5757,865
406,South Australia - Outback,46970,Roxby Downs,Roxby Downs,South Australia,Rest of SA,110.4778,877772.5757,866
406,South Australia - Outback,47490,Streaky Bay,Streaky Bay,South Australia,Rest of SA,6222.8591,877772.5757,867
406,South Australia - Outback,47910,Tumby Bay,Tumby Bay,South Australia,Rest of SA,2669.0794,877772.5757,868
406,South Australia - Outback,48540,Whyalla,Whyalla,South Australia,Rest of SA,1071.3397,877772.5757,869
406,South Australia - Outback,48640,Wudinna,Wudinna,South Australia,Rest of SA,5075.2783,877772.5757,870
406,South Australia - Outback,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of SA,619426.0858,877772.5757,871
406,South Australia - Outback,53080,Dundas,Dundas,Western Australia,Rest of SA,92886.3668,877772.5757,872
406,South Australia - Outback,54280,Kalgoorlie-Boulder,Kalgoorlie-Boulder,Western Australia,Rest of SA,95500.292,877772.5757,873
406,South Australia - Outback,54970,Laverton,Laverton,Western Australia,Rest of SA,179993.971,877772.5757,874
406,South Australia - Outback,55390,Menzies,Menzies,Western Australia,Rest of SA,124115.424,877772.5757,875
406,South Australia - Outback,56620,Ngaanyatjarraku,Ngaanyatjarraku,Western Australia,Rest of SA,159815.9632,877772.5757,876
406,South Australia - Outback,72330,MacDonnell,MacDonnell,Northern Territory,Rest of SA,268339.0281,877772.5757,877
407,South Australia - South East,22410,Glenelg,Glenelg,Victoria,Rest of SA,6218.7884,65482.5737,878
407,South Australia - South East,24780,Mildura,Mildura,Victoria,Rest of SA,22081.9206,65482.5737,879
407,South Australia - South East,26890,West Wimmera,West Wimmera,Victoria,Rest of SA,9108.6794,65482.5737,880
407,South Australia - South East,40120,Adelaide Hills,Adelaide Hills,South Australia,Rest of SA,794.4957,65482.5737,881
407,South Australia - South East,40220,Alexandrina,Alexandrina,South Australia,Rest of SA,1826.8067,65482.5737,882
407,South Australia - South East,40310,Barossa,Barossa,South Australia,Rest of SA,893.5424,65482.5737,883
407,South Australia - South East,40520,Berri Barmera,Berri Barmera,South Australia,Rest of SA,476.1962,65482.5737,884
407,South Australia - South East,42110,Goyder,Goyder,South Australia,Rest of SA,6715.1418,65482.5737,885
407,South Australia - South East,42250,Grant,Grant,South Australia,Rest of SA,1897.8235,65482.5737,886
407,South Australia - South East,42750,Kangaroo Island,Kangaroo Island,South Australia,Rest of SA,4400.863,65482.5737,887
407,South Australia - South East,43080,Karoonda East Murray,Karoonda East Murray,South Australia,Rest of SA,4415.796,65482.5737,888
407,South Australia - South East,43360,Kingston (SA),Kingston (SA),South Australia,Rest of SA,3339.7952,65482.5737,889
407,South Australia - South East,43650,Light,Light,South Australia,Rest of SA,1276.8453,65482.5737,890
407,South Australia - South East,43790,Loxton Waikerie,Loxton Waikerie,South Australia,Rest of SA,7763.8714,65482.5737,891
407,South Australia - South East,44210,Mid Murray,Mid Murray,South Australia,Rest of SA,6271.6255,65482.5737,892
407,South Australia - South East,44550,Mount Barker,Mount Barker,South Australia,Rest of SA,594.6406,65482.5737,893
407,South Australia - South East,44620,Mount Gambier,Mount Gambier,South Australia,Rest of SA,33.8938,65482.5737,894
407,South Australia - South East,45040,Murray Bridge,Murray Bridge,South Australia,Rest of SA,1831.7597,65482.5737,895
407,South Australia - South East,45090,Naracoorte Lucindale,Naracoorte Lucindale,South Australia,Rest of SA,4519.715,65482.5737,896
407,South Australia - South East,45340,Onkaparinga,Onkaparinga,South Australia,Rest of SA,518.1255,65482.5737,897
407,South Australia - South East,46670,Renmark Paringa,Renmark Paringa,South Australia,Rest of SA,916.442,65482.5737,898
407,South Australia - South East,46860,Robe,Robe,South Australia,Rest of SA,1091.7162,65482.5737,899
407,South Australia - South East,47290,Southern Mallee,Southern Mallee,South Australia,Rest of SA,5702.2024,65482.5737,900
407,South Australia - South East,47630,Tatiara,Tatiara,South Australia,Rest of SA,6527.2342,65482.5737,901
407,South Australia - South East,47800,Coorong,Coorong,South Australia,Rest of SA,8833.4339,65482.5737,902
407,South Australia - South East,48050,Victor Harbor,Victor Harbor,South Australia,Rest of SA,384.6255,65482.5737,903
407,South Australia - South East,48340,Wattle Range,Wattle Range,South Australia,Rest of SA,3926.2101,65482.5737,904
407,South Australia - South East,48750,Yankalilla,Yankalilla,South Australia,Rest of SA,751.2577,65482.5737,905
407,South Australia - South East,49399,Unincorporated SA,Unincorporated SA,South Australia,Rest of SA,619426.0858,65482.5737,906
501,Bunbury,50280,Augusta Margaret River,Augusta Margaret River,Western Australia,Rest of WA,2122.375,24802.4119,907
501,Bunbury,50630,Boddington,Boddington,Western Australia,Rest of WA,1904.4791,24802.4119,908
501,Bunbury,50770,Boyup Brook,Boyup Brook,Western Australia,Rest of WA,2826.4585,24802.4119,909
501,Bunbury,50840,Bridgetown-Greenbushes,Bridgetown-Greenbushes,Western Australia,Rest of WA,1337.361,24802.4119,910
501,Bunbury,51190,Bunbury,Bunbury,Western Australia,Rest of WA,65.4163,24802.4119,911
501,Bunbury,51260,Busselton,Busselton,Western Australia,Rest of WA,1454.0509,24802.4119,912
501,Bunbury,51400,Capel,Capel,Western Australia,Rest of WA,557.8983,24802.4119,913
501,Bunbury,51890,Collie,Collie,Western Australia,Rest of WA,1709.815,24802.4119,914
501,Bunbury,52240,Cranbrook,Cranbrook,Western Australia,Rest of WA,3276.0464,24802.4119,915
501,Bunbury,52660,Dardanup,Dardanup,Western Australia,Rest of WA,525.8017,24802.4119,916
501,Bunbury,52730,Denmark,Denmark,Western Australia,Rest of WA,1859.8487,24802.4119,917
501,Bunbury,52870,Donnybrook-Balingup,Donnybrook-Balingup,Western Australia,Rest of WA,1559.856,24802.4119,918
501,Bunbury,53990,Harvey,Harvey,Western Australia,Rest of WA,1727.607,24802.4119,919
501,Bunbury,54550,Kojonup,Kojonup,Western Australia,Rest of WA,2930.9925,24802.4119,920
501,Bunbury,55110,Mandurah,Mandurah,Western Australia,Rest of WA,174.8968,24802.4119,921
501,Bunbury,55180,Manjimup,Manjimup,Western Australia,Rest of WA,7029.6076,24802.4119,922
501,Bunbury,56230,Murray,Murray,Western Australia,Rest of WA,1703.4688,24802.4119,923
501,Bunbury,56300,Nannup,Nannup,Western Australia,Rest of WA,3053.9361,24802.4119,924
501,Bunbury,57210,Plantagenet,Plantagenet,Western Australia,Rest of WA,4876.682,24802.4119,925
501,Bunbury,58820,Waroona,Waroona,Western Australia,Rest of WA,832.2285,24802.4119,926
501,Bunbury,58890,West Arthur,West Arthur,Western Australia,Rest of WA,2831.8272,24802.4119,927
501,Bunbury,59170,Williams,Williams,Western Australia,Rest of WA,2304.7119,24802.4119,928
502,Mandurah,55110,Mandurah,Mandurah,Western Australia,Greater Perth,174.8968,1032.8629,929
502,Mandurah,56230,Murray,Murray,Western Australia,Greater Perth,1703.4688,1032.8629,930
502,Mandurah,57490,Rockingham,Rockingham,Western Australia,Greater Perth,257.4979,1032.8629,931
502,Mandurah,57700,Serpentine-Jarrahdale,Serpentine-Jarrahdale,Western Australia,Greater Perth,901.2054,1032.8629,932
502,Mandurah,58820,Waroona,Waroona,Western Australia,Greater Perth,832.2285,1032.8629,933
503,Perth - Inner,50420,Bayswater,Bayswater,Western Australia,Greater Perth,34.6169,92.2541,934
503,Perth - Inner,51310,Cambridge,Cambridge,Western Australia,Greater Perth,21.9555,92.2541,935
503,Perth - Inner,51750,Claremont,Claremont,Western Australia,Greater Perth,4.9554,92.2541,936
503,Perth - Inner,52170,Cottesloe,Cottesloe,Western Australia,Greater Perth,3.8564,92.2541,937
503,Perth - Inner,53430,Fremantle,Fremantle,Western Australia,Greater Perth,19.2892,92.2541,938
503,Perth - Inner,55740,Mosman Park,Mosman Park,Western Australia,Greater Perth,4.3472,92.2541,939
503,Perth - Inner,56580,Nedlands,Nedlands,Western Australia,Greater Perth,19.6449,92.2541,940
503,Perth - Inner,56930,Peppermint Grove,Peppermint Grove,Western Australia,Greater Perth,1.0677,92.2541,941
503,Perth - Inner,57080,Perth,Perth,Western Australia,Greater Perth,13.7335,92.2541,942
503,Perth - Inner,57910,Stirling,Stirling,Western Australia,Greater Perth,104.7273,92.2541,943
503,Perth - Inner,57980,Subiaco,Subiaco,Western Australia,Greater Perth,5.6182,92.2541,944
503,Perth - Inner,58570,Vincent,Vincent,Western Australia,Greater Perth,11.3771,92.2541,945
504,Perth - North East,50350,Bassendean,Bassendean,Western Australia,Greater Perth,10.3449,1762.4319,946
504,Perth - North East,50420,Bayswater,Bayswater,Western Australia,Greater Perth,34.6169,1762.4319,947
504,Perth - North East,50490,Belmont,Belmont,Western Australia,Greater Perth,39.8246,1762.4319,948
504,Perth - North East,51680,Chittering,Chittering,Western Australia,Greater Perth,1219.9032,1762.4319,949
504,Perth - North East,54200,Kalamunda,Kalamunda,Western Australia,Greater Perth,324.2958,1762.4319,950
504,Perth - North East,56090,Mundaring,Mundaring,Western Australia,Greater Perth,643.2012,1762.4319,951
504,Perth - North East,56730,Northam,Northam,Western Australia,Greater Perth,1431.2215,1762.4319,952
504,Perth - North East,57910,Stirling,Stirling,Western Australia,Greater Perth,104.7273,1762.4319,953
504,Perth - North East,58050,Swan,Swan,Western Australia,Greater Perth,1042.9936,1762.4319,954
504,Perth - North East,58330,Toodyay,Toodyay,Western Australia,Greater Perth,1691.6485,1762.4319,955
504,Perth - North East,58760,Wanneroo,Wanneroo,Western Australia,Greater Perth,683.2602,1762.4319,956
504,Perth - North East,59370,York,York,Western Australia,Greater Perth,2131.5916,1762.4319,957
505,Perth - North West,50420,Bayswater,Bayswater,Western Australia,Greater Perth,34.6169,884.0128,958
505,Perth - North West,51310,Cambridge,Cambridge,Western Australia,Greater Perth,21.9555,884.0128,959
505,Perth - North West,51680,Chittering,Chittering,Western Australia,Greater Perth,1219.9032,884.0128,960
505,Perth - North West,53570,Gingin,Gingin,Western Australia,Greater Perth,3208.3585,884.0128,961
505,Perth - North West,54170,Joondalup,Joondalup,Western Australia,Greater Perth,98.942,884.0128,962
505,Perth - North West,57910,Stirling,Stirling,Western Australia,Greater Perth,104.7273,884.0128,963
505,Perth - North West,58050,Swan,Swan,Western Australia,Greater Perth,1042.9936,884.0128,964
505,Perth - North West,58570,Vincent,Vincent,Western Australia,Greater Perth,11.3771,884.0128,965
505,Perth - North West,58760,Wanneroo,Wanneroo,Western Australia,Greater Perth,683.2602,884.0128,966
506,Perth - South East,50210,Armadale,Armadale,Western Australia,Greater Perth,559.5258,2023.9919,967
506,Perth - South East,50490,Belmont,Belmont,Western Australia,Greater Perth,39.8246,2023.9919,968
506,Perth - South East,50560,Beverley,Beverley,Western Australia,Greater Perth,2370.5195,2023.9919,969
506,Perth - South East,51330,Canning,Canning,Western Australia,Greater Perth,64.8791,2023.9919,970
506,Perth - South East,51820,Cockburn,Cockburn,Western Australia,Greater Perth,167.9415,2023.9919,971
506,Perth - South East,53780,Gosnells,Gosnells,Western Australia,Greater Perth,127.2976,2023.9919,972
506,Perth - South East,54200,Kalamunda,Kalamunda,Western Australia,Greater Perth,324.2958,2023.9919,973
506,Perth - South East,54830,Kwinana,Kwinana,Western Australia,Greater Perth,120.0123,2023.9919,974
506,Perth - South East,55320,Melville,Melville,Western Australia,Greater Perth,52.8505,2023.9919,975
506,Perth - South East,56090,Mundaring,Mundaring,Western Australia,Greater Perth,643.2012,2023.9919,976
506,Perth - South East,56230,Murray,Murray,Western Australia,Greater Perth,1703.4688,2023.9919,977
506,Perth - South East,57490,Rockingham,Rockingham,Western Australia,Greater Perth,257.4979,2023.9919,978
506,Perth - South East,57700,Serpentine-Jarrahdale,Serpentine-Jarrahdale,Western Australia,Greater Perth,901.2054,2023.9919,979
506,Perth - South East,57840,South Perth,South Perth,Western Australia,Greater Perth,19.8114,2023.9919,980
506,Perth - South East,58050,Swan,Swan,Western Australia,Greater Perth,1042.9936,2023.9919,981
506,Perth - South East,58510,Victoria Park,Victoria Park,Western Australia,Greater Perth,17.9396,2023.9919,982
506,Perth - South East,58680,Wandering,Wandering,Western Australia,Greater Perth,1903.8645,2023.9919,983
506,Perth - South East,59370,York,York,Western Australia,Greater Perth,2131.5916,2023.9919,984
507,Perth - South West,50210,Armadale,Armadale,Western Australia,Greater Perth,559.5258,621.0185,985
507,Perth - South West,51330,Canning,Canning,Western Australia,Greater Perth,64.8791,621.0185,986
507,Perth - South West,51820,Cockburn,Cockburn,Western Australia,Greater Perth,167.9415,621.0185,987
507,Perth - South West,53150,East Fremantle,East Fremantle,Western Australia,Greater Perth,3.1384,621.0185,988
507,Perth - South West,53430,Fremantle,Fremantle,Western Australia,Greater Perth,19.2892,621.0185,989
507,Perth - South West,53780,Gosnells,Gosnells,Western Australia,Greater Perth,127.2976,621.0185,990
507,Perth - South West,54830,Kwinana,Kwinana,Western Australia,Greater Perth,120.0123,621.0185,991
507,Perth - South West,55110,Mandurah,Mandurah,Western Australia,Greater Perth,174.8968,621.0185,992
507,Perth - South West,55320,Melville,Melville,Western Australia,Greater Perth,52.8505,621.0185,993
507,Perth - South West,55740,Mosman Park,Mosman Park,Western Australia,Greater Perth,4.3472,621.0185,994
507,Perth - South West,56230,Murray,Murray,Western Australia,Greater Perth,1703.4688,621.0185,995
507,Perth - South West,57490,Rockingham,Rockingham,Western Australia,Greater Perth,257.4979,621.0185,996
507,Perth - South West,57700,Serpentine-Jarrahdale,Serpentine-Jarrahdale,Western Australia,Greater Perth,901.2054,621.0185,997
509,Western Australia - Wheat Belt,50080,Albany,Albany,Western Australia,Rest of WA,4308.458,197345.5326,998
509,Western Australia - Wheat Belt,50210,Armadale,Armadale,Western Australia,Rest of WA,559.5258,197345.5326,999
509,Western Australia - Wheat Belt,50560,Beverley,Beverley,Western Australia,Rest of WA,2370.5195,197345.5326,"1,000"
509,Western Australia - Wheat Belt,50630,Boddington,Boddington,Western Australia,Rest of WA,1904.4791,197345.5326,"1,001"
509,Western Australia - Wheat Belt,50770,Boyup Brook,Boyup Brook,Western Australia,Rest of WA,2826.4585,197345.5326,"1,002"
509,Western Australia - Wheat Belt,50910,Brookton,Brookton,Western Australia,Rest of WA,1601.1532,197345.5326,"1,003"
509,Western Australia - Wheat Belt,51080,Broomehill-Tambellup,Broomehill-Tambellup,Western Australia,Rest of WA,2609.6612,197345.5326,"1,004"
509,Western Australia - Wheat Belt,51120,Bruce Rock,Bruce Rock,Western Australia,Rest of WA,2724.6944,197345.5326,"1,005"
509,Western Australia - Wheat Belt,51680,Chittering,Chittering,Western Australia,Rest of WA,1219.9032,197345.5326,"1,006"
509,Western Australia - Wheat Belt,51890,Collie,Collie,Western Australia,Rest of WA,1709.815,197345.5326,"1,007"
509,Western Australia - Wheat Belt,51960,Coolgardie,Coolgardie,Western Australia,Rest of WA,30297.6977,197345.5326,"1,008"
509,Western Australia - Wheat Belt,52030,Coorow,Coorow,Western Australia,Rest of WA,4189.8721,197345.5326,"1,009"
509,Western Australia - Wheat Belt,52100,Corrigin,Corrigin,Western Australia,Rest of WA,2681.271,197345.5326,"1,010"
509,Western Australia - Wheat Belt,52240,Cranbrook,Cranbrook,Western Australia,Rest of WA,3276.0464,197345.5326,"1,011"
509,Western Australia - Wheat Belt,52310,Cuballing,Cuballing,Western Australia,Rest of WA,1195.3369,197345.5326,"1,012"
509,Western Australia - Wheat Belt,52450,Cunderdin,Cunderdin,Western Australia,Rest of WA,1862.4457,197345.5326,"1,013"
509,Western Australia - Wheat Belt,52520,Dalwallinu,Dalwallinu,Western Australia,Rest of WA,7224.3566,197345.5326,"1,014"
509,Western Australia - Wheat Belt,52590,Dandaragan,Dandaragan,Western Australia,Rest of WA,6711.5721,197345.5326,"1,015"
509,Western Australia - Wheat Belt,52730,Denmark,Denmark,Western Australia,Rest of WA,1859.8487,197345.5326,"1,016"
509,Western Australia - Wheat Belt,52940,Dowerin,Dowerin,Western Australia,Rest of WA,1863.0851,197345.5326,"1,017"
509,Western Australia - Wheat Belt,53010,Dumbleyung,Dumbleyung,Western Australia,Rest of WA,2539.2249,197345.5326,"1,018"
509,Western Australia - Wheat Belt,53080,Dundas,Dundas,Western Australia,Rest of WA,92886.3668,197345.5326,"1,019"
509,Western Australia - Wheat Belt,53290,Esperance,Esperance,Western Australia,Rest of WA,44797.5456,197345.5326,"1,020"
509,Western Australia - Wheat Belt,53570,Gingin,Gingin,Western Australia,Rest of WA,3208.3585,197345.5326,"1,021"
509,Western Australia - Wheat Belt,53640,Gnowangerup,Gnowangerup,Western Australia,Rest of WA,4265.0423,197345.5326,"1,022"
