Row Number,SA4 Code 2021,SA4 Name,State,Postcode,Postcode Area (sq km),SA4 Area (sq km)
"1,015",215,North West,Victoria,2735,271.5656,78072.9843
"1,016",215,North West,Victoria,2736,213.1077,78072.9843
"1,017",215,North West,Victoria,2737,3345.8754,78072.9843
"1,018",215,North West,Victoria,2738,2066.851,78072.9843
"1,019",215,North West,Victoria,2739,50.1706,78072.9843
"1,020",216,Shepparton,Victoria,2646,2895.4549,10933.8661
"1,021",216,Shepparton,Victoria,2647,357.3501,10933.8661
"1,022",216,Shepparton,Victoria,2710,10466.1631,10933.8661
"1,023",216,Shepparton,Victoria,2712,966.5102,10933.8661
"1,024",216,Shepparton,Victoria,2714,708.9706,10933.8661
"1,025",216,Shepparton,Victoria,2731,1428.1661,10933.8661
"1,026",307,Darling Downs - Maranoa,Queensland,2361,1963.1502,166346.6638
"1,027",307,Darling Downs - Maranoa,Queensland,2372,4894.7861,166346.6638
"1,028",307,Darling Downs - Maranoa,Queensland,2405,3418.239,166346.6638
"1,029",307,Darling Downs - Maranoa,Queensland,2406,3283.9561,166346.6638
"1,030",307,Darling Downs - Maranoa,Queensland,2409,1607.1651,166346.6638
"1,031",307,Darling Downs - Maranoa,Queensland,2410,1530.5927,166346.6638
"1,032",307,Darling Downs - Maranoa,Queensland,2476,805.3354,166346.6638
"1,033",307,Darling Downs - Maranoa,Queensland,2833,5044.6803,166346.6638
"1,034",307,Darling Downs - Maranoa,Queensland,2834,2828.007,166346.6638
"1,035",307,Darling Downs - Maranoa,Queensland,2838,3487.8165,166346.6638
"1,036",307,Darling Downs - Maranoa,Queensland,2839,12282.839,166346.6638
"1,037",309,Gold Coast,Queensland,2474,1537.5939,1857.7774
"1,038",309,Gold Coast,Queensland,2484,972.2983,1857.7774
"1,039",309,Gold Coast,Queensland,2485,13.73,1857.7774
"1,040",309,Gold Coast,Queensland,2486,100.3781,1857.7774
"1,041",310,Ipswich,Queensland,2476,805.3354,6681.1781
"1,042",311,Logan - Beaudesert,Queensland,2474,1537.5939,2586.163
"1,043",311,Logan - Beaudesert,Queensland,2476,805.3354,2586.163
"1,044",315,Queensland - Outback,Queensland,2839,12282.839,1183175.1279
"1,045",315,Queensland - Outback,Queensland,2840,62474.6022,1183175.1279
"1,046",315,Queensland - Outback,Queensland,2880,66191.4077,1183175.1279
"1,047",406,South Australia - Outback,South Australia,2648,23909.7281,877772.5757
"1,048",406,South Australia - Outback,South Australia,2880,66191.4077,877772.5757
"1,049",801,Australian Capital Territory,Australian Capital Territory,2600,23.345,2358.133
"1,050",801,Australian Capital Territory,Australian Capital Territory,2601,15.233,2358.133
"1,051",801,Australian Capital Territory,Australian Capital Territory,2602,21.9723,2358.133
"1,052",801,Australian Capital Territory,Australian Capital Territory,2603,9.2066,2358.133
"1,053",801,Australian Capital Territory,Australian Capital Territory,2604,5.4946,2358.133
"1,054",801,Australian Capital Territory,Australian Capital Territory,2605,9.2938,2358.133
"1,055",801,Australian Capital Territory,Australian Capital Territory,2606,9.0325,2358.133
"1,056",801,Australian Capital Territory,Australian Capital Territory,2607,10.2741,2358.133
"1,057",801,Australian Capital Territory,Australian Capital Territory,2609,127.7951,2358.133
"1,058",801,Australian Capital Territory,Australian Capital Territory,2611,1558.6312,2358.133
"1,059",801,Australian Capital Territory,Australian Capital Territory,2612,9.4532,2358.133
"1,060",801,Australian Capital Territory,Australian Capital Territory,2614,11.1345,2358.133
"1,061",801,Australian Capital Territory,Australian Capital Territory,2615,36.9984,2358.133
"1,062",801,Australian Capital Territory,Australian Capital Territory,2617,37.0115,2358.133
"1,063",801,Australian Capital Territory,Australian Capital Territory,2618,216.6295,2358.133
"1,064",801,Australian Capital Territory,Australian Capital Territory,2619,11.3316,2358.133
"1,065",801,Australian Capital Territory,Australian Capital Territory,2620,2869.8201,2358.133
"1,066",801,Australian Capital Territory,Australian Capital Territory,2621,853.2512,2358.133
"1,067",801,Australian Capital Territory,Australian Capital Territory,2626,383.5704,2358.133
"1,068",801,Australian Capital Territory,Australian Capital Territory,2629,2054.5144,2358.133
"1,069",801,Australian Capital Territory,Australian Capital Territory,2630,4206.3548,2358.133
"1,070",801,Australian Capital Territory,Australian Capital Territory,2900,101.0226,2358.133
"1,071",801,Australian Capital Territory,Australian Capital Territory,2902,11.3361,2358.133
"1,072",801,Australian Capital Territory,Australian Capital Territory,2903,6.484,2358.133
"1,073",801,Australian Capital Territory,Australian Capital Territory,2904,9.7514,2358.133
"1,074",801,Australian Capital Territory,Australian Capital Territory,2905,19.8141,2358.133
"1,075",801,Australian Capital Territory,Australian Capital Territory,2906,11.2186,2358.133
"1,076",801,Australian Capital Territory,Australian Capital Territory,2911,5.0536,2358.133
"1,077",801,Australian Capital Territory,Australian Capital Territory,2912,31.9188,2358.133
"1,078",801,Australian Capital Territory,Australian Capital Territory,2913,21.81,2358.133
"1,079",801,Australian Capital Territory,Australian Capital Territory,2914,16.4832,2358.133
"1,080",901,Other Territories,Other Territories,2540,1900.6655,255.742
"1,081",901,Other Territories,Other Territories,2899,38.651,255.742
