Row Number,SA4 Code 2021,SA4 Name,State,Postcode,Postcode Area (sq km),SA4 Area (sq km)
1,101,Capital Region,New South Wales,2536,974.8377,51896.2444
2,101,Capital Region,New South Wales,2537,1167.0234,51896.2444
3,101,Capital Region,New South Wales,2538,390.494,51896.2444
4,101,Capital Region,New South Wales,2539,686.0289,51896.2444
5,101,Capital Region,New South Wales,2540,1900.6655,51896.2444
6,101,Capital Region,New South Wales,2545,876.5468,51896.2444
7,101,Capital Region,New South Wales,2546,911.2673,51896.2444
8,101,Capital Region,New South Wales,2548,120.1179,51896.2444
9,101,Capital Region,New South Wales,2549,222.9511,51896.2444
10,101,Capital Region,New South Wales,2550,3966.6591,51896.2444
11,101,Capital Region,New South Wales,2551,1397.7681,51896.2444
12,101,Capital Region,New South Wales,2575,981.4743,51896.2444
13,101,Capital Region,New South Wales,2577,1312.519,51896.2444
14,101,Capital Region,New South Wales,2579,860.117,51896.2444
15,101,Capital Region,New South Wales,2580,5512.6655,51896.2444
16,101,Capital Region,New South Wales,2581,2106.6075,51896.2444
17,101,Capital Region,New South Wales,2582,3130.1184,51896.2444
18,101,Capital Region,New South Wales,2583,3382.6891,51896.2444
19,101,Capital Region,New South Wales,2584,281.3129,51896.2444
20,101,Capital Region,New South Wales,2585,260.132,51896.2444
21,101,Capital Region,New South Wales,2586,2323.2503,51896.2444
22,101,Capital Region,New South Wales,2587,921.8587,51896.2444
23,101,Capital Region,New South Wales,2588,218.0548,51896.2444
24,101,Capital Region,New South Wales,2590,1320.4637,51896.2444
25,101,Capital Region,New South Wales,2594,2418.7155,51896.2444
26,101,Capital Region,New South Wales,2600,23.345,51896.2444
27,101,Capital Region,New South Wales,2609,127.7951,51896.2444
28,101,Capital Region,New South Wales,2611,1558.6312,51896.2444
29,101,Capital Region,New South Wales,2615,36.9984,51896.2444
30,101,Capital Region,New South Wales,2617,37.0115,51896.2444
31,101,Capital Region,New South Wales,2618,216.6295,51896.2444
32,101,Capital Region,New South Wales,2619,11.3316,51896.2444
33,101,Capital Region,New South Wales,2620,2869.8201,51896.2444
34,101,Capital Region,New South Wales,2621,853.2512,51896.2444
35,101,Capital Region,New South Wales,2622,4256.1145,51896.2444
36,101,Capital Region,New South Wales,2623,166.9084,51896.2444
37,101,Capital Region,New South Wales,2624,348.5647,51896.2444
38,101,Capital Region,New South Wales,2625,1.0856,51896.2444
39,101,Capital Region,New South Wales,2626,383.5704,51896.2444
40,101,Capital Region,New South Wales,2627,1994.6112,51896.2444
41,101,Capital Region,New South Wales,2628,2337.0094,51896.2444
42,101,Capital Region,New South Wales,2629,2054.5144,51896.2444
43,101,Capital Region,New South Wales,2630,4206.3548,51896.2444
44,101,Capital Region,New South Wales,2631,1199.4934,51896.2444
45,101,Capital Region,New South Wales,2632,1824.9879,51896.2444
46,101,Capital Region,New South Wales,2633,766.4927,51896.2444
47,101,Capital Region,New South Wales,2642,4076.8,51896.2444
48,101,Capital Region,New South Wales,2666,2462.5855,51896.2444
49,101,Capital Region,New South Wales,2720,2485.6548,51896.2444
50,101,Capital Region,New South Wales,2722,1576.1373,51896.2444
51,101,Capital Region,New South Wales,2725,262.3734,51896.2444
52,101,Capital Region,New South Wales,2726,160.6689,51896.2444
53,101,Capital Region,New South Wales,2727,772.9227,51896.2444
54,101,Capital Region,New South Wales,2787,4632.7818,51896.2444
55,101,Capital Region,New South Wales,2793,648.0055,51896.2444
56,101,Capital Region,New South Wales,2794,1408.2658,51896.2444
57,101,Capital Region,New South Wales,2795,5307.5248,51896.2444
58,101,Capital Region,New South Wales,2803,342.0982,51896.2444
59,101,Capital Region,New South Wales,2807,299.7008,51896.2444
60,101,Capital Region,New South Wales,2808,242.5414,51896.2444
61,101,Capital Region,New South Wales,2809,163.0067,51896.2444
62,101,Capital Region,New South Wales,2810,2658.971,51896.2444
63,101,Capital Region,New South Wales,2900,101.0226,51896.2444
64,101,Capital Region,New South Wales,2912,31.9188,51896.2444
65,102,Central Coast,New South Wales,2083,45.774,1681.0088
66,102,Central Coast,New South Wales,2250,691.6342,1681.0088
67,102,Central Coast,New South Wales,2251,43.5444,1681.0088
68,102,Central Coast,New South Wales,2256,72.7648,1681.0088
69,102,Central Coast,New South Wales,2257,29.3795,1681.0088
70,102,Central Coast,New South Wales,2258,121.2568,1681.0088
71,102,Central Coast,New South Wales,2259,524.7348,1681.0088
72,102,Central Coast,New South Wales,2260,23.6207,1681.0088
73,102,Central Coast,New South Wales,2261,51.4591,1681.0088
74,102,Central Coast,New South Wales,2262,33.7717,1681.0088
75,102,Central Coast,New South Wales,2263,22.3942,1681.0088
76,102,Central Coast,New South Wales,2264,115.1942,1681.0088
77,102,Central Coast,New South Wales,2265,136.0018,1681.0088
78,102,Central Coast,New South Wales,2325,1605.0648,1681.0088
79,102,Central Coast,New South Wales,2775,833.1402,1681.0088
80,103,Central West,New South Wales,2328,1634.8508,70297.06
81,103,Central West,New South Wales,2329,3056.2045,70297.06
82,103,Central West,New South Wales,2330,4730.8949,70297.06
83,103,Central West,New South Wales,2580,5512.6655,70297.06
84,103,Central West,New South Wales,2583,3382.6891,70297.06
85,103,Central West,New South Wales,2586,2323.2503,70297.06
86,103,Central West,New South Wales,2594,2418.7155,70297.06
87,103,Central West,New South Wales,2665,4109.6274,70297.06
88,103,Central West,New South Wales,2666,2462.5855,70297.06
89,103,Central West,New South Wales,2668,708.1132,70297.06
90,103,Central West,New South Wales,2669,6295.346,70297.06
91,103,Central West,New South Wales,2671,3297.7351,70297.06
92,103,Central West,New South Wales,2672,1794.2389,70297.06
93,103,Central West,New South Wales,2675,8518.5583,70297.06
94,103,Central West,New South Wales,2721,539.5029,70297.06
95,103,Central West,New South Wales,2756,1486.8709,70297.06
96,103,Central West,New South Wales,2758,572.1443,70297.06
97,103,Central West,New South Wales,2785,128.6447,70297.06
98,103,Central West,New South Wales,2786,84.7603,70297.06
99,103,Central West,New South Wales,2787,4632.7818,70297.06
100,103,Central West,New South Wales,2790,2481.3231,70297.06
101,103,Central West,New South Wales,2791,184.9651,70297.06
102,103,Central West,New South Wales,2792,369.6931,70297.06
103,103,Central West,New South Wales,2793,648.0055,70297.06
104,103,Central West,New South Wales,2794,1408.2658,70297.06
105,103,Central West,New South Wales,2795,5307.5248,70297.06
106,103,Central West,New South Wales,2797,147.8245,70297.06
107,103,Central West,New South Wales,2798,268.7089,70297.06
108,103,Central West,New South Wales,2799,630.7998,70297.06
109,103,Central West,New South Wales,2800,1993.9511,70297.06
110,103,Central West,New South Wales,2803,342.0982,70297.06
111,103,Central West,New South Wales,2804,878.0498,70297.06
112,103,Central West,New South Wales,2805,289.854,70297.06
113,103,Central West,New South Wales,2806,519.6961,70297.06
114,103,Central West,New South Wales,2807,299.7008,70297.06
115,103,Central West,New South Wales,2808,242.5414,70297.06
116,103,Central West,New South Wales,2809,163.0067,70297.06
117,103,Central West,New South Wales,2810,2658.971,70297.06
118,103,Central West,New South Wales,2820,2438.751,70297.06
119,103,Central West,New South Wales,2821,2339.8603,70297.06
120,103,Central West,New South Wales,2823,2782.3577,70297.06
121,103,Central West,New South Wales,2825,7188.4073,70297.06
122,103,Central West,New South Wales,2826,1153.7892,70297.06
123,103,Central West,New South Wales,2830,3017.4938,70297.06
124,103,Central West,New South Wales,2831,22389.3649,70297.06
125,103,Central West,New South Wales,2842,1317.6706,70297.06
126,103,Central West,New South Wales,2843,1590.9154,70297.06
127,103,Central West,New South Wales,2844,1821.5658,70297.06
128,103,Central West,New South Wales,2845,67.0705,70297.06
129,103,Central West,New South Wales,2846,591.8498,70297.06
130,103,Central West,New South Wales,2847,98.897,70297.06
131,103,Central West,New South Wales,2848,166.2149,70297.06
132,103,Central West,New South Wales,2849,2801.0405,70297.06
133,103,Central West,New South Wales,2850,6005.3758,70297.06
134,103,Central West,New South Wales,2852,1240.991,70297.06
135,103,Central West,New South Wales,2864,438.2457,70297.06
136,103,Central West,New South Wales,2865,620.1745,70297.06
137,103,Central West,New South Wales,2866,1198.7089,70297.06
138,103,Central West,New South Wales,2867,1042.378,70297.06
139,103,Central West,New South Wales,2868,777.9814,70297.06
140,103,Central West,New South Wales,2869,2103.7978,70297.06
141,103,Central West,New South Wales,2870,2453.9995,70297.06
142,103,Central West,New South Wales,2871,3837.8532,70297.06
143,103,Central West,New South Wales,2873,3202.9936,70297.06
144,103,Central West,New South Wales,2874,1358.1326,70297.06
145,103,Central West,New South Wales,2875,2311.0022,70297.06
146,103,Central West,New South Wales,2876,935.4993,70297.06
147,103,Central West,New South Wales,2877,15332.1603,70297.06
148,104,Coffs Harbour - Grafton,New South Wales,2365,3804.6687,13229.7577
149,104,Coffs Harbour - Grafton,New South Wales,2370,4769.4223,13229.7577
150,104,Coffs Harbour - Grafton,New South Wales,2372,4894.7861,13229.7577
151,104,Coffs Harbour - Grafton,New South Wales,2440,3604.2396,13229.7577
152,104,Coffs Harbour - Grafton,New South Wales,2448,115.0676,13229.7577
153,104,Coffs Harbour - Grafton,New South Wales,2449,570.7344,13229.7577
154,104,Coffs Harbour - Grafton,New South Wales,2450,1019.718,13229.7577
155,104,Coffs Harbour - Grafton,New South Wales,2452,12.7764,13229.7577
156,104,Coffs Harbour - Grafton,New South Wales,2453,2157.9951,13229.7577
157,104,Coffs Harbour - Grafton,New South Wales,2454,975.6046,13229.7577
158,104,Coffs Harbour - Grafton,New South Wales,2455,48.0551,13229.7577
159,104,Coffs Harbour - Grafton,New South Wales,2456,205.4443,13229.7577
160,104,Coffs Harbour - Grafton,New South Wales,2460,6630.3495,13229.7577
161,104,Coffs Harbour - Grafton,New South Wales,2462,470.532,13229.7577
162,104,Coffs Harbour - Grafton,New South Wales,2463,549.2925,13229.7577
163,104,Coffs Harbour - Grafton,New South Wales,2464,102.8533,13229.7577
164,104,Coffs Harbour - Grafton,New South Wales,2465,23.5903,13229.7577
165,104,Coffs Harbour - Grafton,New South Wales,2466,14.3561,13229.7577
166,104,Coffs Harbour - Grafton,New South Wales,2469,3813.3747,13229.7577
167,104,Coffs Harbour - Grafton,New South Wales,2472,466.4076,13229.7577
168,105,Far West and Orana,New South Wales,2329,3056.2045,339355.6461
169,105,Far West and Orana,New South Wales,2343,3352.8926,339355.6461
170,105,Far West and Orana,New South Wales,2356,542.7306,339355.6461
171,105,Far West and Orana,New South Wales,2357,3305.5418,339355.6461
172,105,Far West and Orana,New South Wales,2379,1114.41,339355.6461
173,105,Far West and Orana,New South Wales,2380,2089.1897,339355.6461
174,105,Far West and Orana,New South Wales,2381,2052.3174,339355.6461
175,105,Far West and Orana,New South Wales,2382,1826.3389,339355.6461
176,105,Far West and Orana,New South Wales,2386,1979.4029,339355.6461
177,105,Far West and Orana,New South Wales,2387,1388.5196,339355.6461
178,105,Far West and Orana,New South Wales,2388,6699.0871,339355.6461
179,105,Far West and Orana,New South Wales,2395,1113.5695,339355.6461
180,105,Far West and Orana,New South Wales,2396,1826.7503,339355.6461
181,105,Far West and Orana,New South Wales,2400,7569.0088,339355.6461
182,105,Far West and Orana,New South Wales,2406,3283.9561,339355.6461
183,105,Far West and Orana,New South Wales,2648,23909.7281,339355.6461
184,105,Far West and Orana,New South Wales,2672,1794.2389,339355.6461
185,105,Far West and Orana,New South Wales,2675,8518.5583,339355.6461
186,105,Far West and Orana,New South Wales,2715,13749.9032,339355.6461
187,105,Far West and Orana,New South Wales,2800,1993.9511,339355.6461
188,105,Far West and Orana,New South Wales,2817,961.4848,339355.6461
189,105,Far West and Orana,New South Wales,2818,471.7655,339355.6461
190,105,Far West and Orana,New South Wales,2820,2438.751,339355.6461
191,105,Far West and Orana,New South Wales,2821,2339.8603,339355.6461
192,105,Far West and Orana,New South Wales,2822,501.7243,339355.6461
193,105,Far West and Orana,New South Wales,2823,2782.3577,339355.6461
194,105,Far West and Orana,New South Wales,2824,4843.6,339355.6461
195,105,Far West and Orana,New South Wales,2825,7188.4073,339355.6461
196,105,Far West and Orana,New South Wales,2826,1153.7892,339355.6461
197,105,Far West and Orana,New South Wales,2827,2964.6885,339355.6461
198,105,Far West and Orana,New South Wales,2828,2375.64,339355.6461
199,105,Far West and Orana,New South Wales,2829,6318.8294,339355.6461
200,105,Far West and Orana,New South Wales,2830,3017.4938,339355.6461
201,105,Far West and Orana,New South Wales,2831,22389.3649,339355.6461
202,105,Far West and Orana,New South Wales,2832,9695.0643,339355.6461
203,105,Far West and Orana,New South Wales,2833,5044.6803,339355.6461
204,105,Far West and Orana,New South Wales,2834,2828.007,339355.6461
205,105,Far West and Orana,New South Wales,2835,29975.1826,339355.6461
206,105,Far West and Orana,New South Wales,2836,31517.8004,339355.6461
207,105,Far West and Orana,New South Wales,2838,3487.8165,339355.6461
208,105,Far West and Orana,New South Wales,2839,12282.839,339355.6461
209,105,Far West and Orana,New South Wales,2840,62474.6022,339355.6461
210,105,Far West and Orana,New South Wales,2842,1317.6706,339355.6461
211,105,Far West and Orana,New South Wales,2843,1590.9154,339355.6461
212,105,Far West and Orana,New South Wales,2844,1821.5658,339355.6461
213,105,Far West and Orana,New South Wales,2850,6005.3758,339355.6461
214,105,Far West and Orana,New South Wales,2852,1240.991,339355.6461
215,105,Far West and Orana,New South Wales,2866,1198.7089,339355.6461
216,105,Far West and Orana,New South Wales,2867,1042.378,339355.6461
217,105,Far West and Orana,New South Wales,2868,777.9814,339355.6461
218,105,Far West and Orana,New South Wales,2869,2103.7978,339355.6461
219,105,Far West and Orana,New South Wales,2873,3202.9936,339355.6461
220,105,Far West and Orana,New South Wales,2874,1358.1326,339355.6461
221,105,Far West and Orana,New South Wales,2877,15332.1603,339355.6461
222,105,Far West and Orana,New South Wales,2878,18261.1234,339355.6461
223,105,Far West and Orana,New South Wales,2879,13320.0094,339355.6461
224,105,Far West and Orana,New South Wales,2880,66191.4077,339355.6461
225,106,Hunter Valley exc Newcastle,New South Wales,2250,691.6342,21491.2917
226,106,Hunter Valley exc Newcastle,New South Wales,2259,524.7348,21491.2917
227,106,Hunter Valley exc Newcastle,New South Wales,2265,136.0018,21491.2917
228,106,Hunter Valley exc Newcastle,New South Wales,2278,45.0568,21491.2917
229,106,Hunter Valley exc Newcastle,New South Wales,2285,32.3918,21491.2917
230,106,Hunter Valley exc Newcastle,New South Wales,2286,25.2353,21491.2917
231,106,Hunter Valley exc Newcastle,New South Wales,2287,38.0741,21491.2917
232,106,Hunter Valley exc Newcastle,New South Wales,2311,783.5898,21491.2917
233,106,Hunter Valley exc Newcastle,New South Wales,2315,32.3446,21491.2917
234,106,Hunter Valley exc Newcastle,New South Wales,2316,73.9271,21491.2917
235,106,Hunter Valley exc Newcastle,New South Wales,2317,9.734,21491.2917
236,106,Hunter Valley exc Newcastle,New South Wales,2318,259.5244,21491.2917
237,106,Hunter Valley exc Newcastle,New South Wales,2319,29.6406,21491.2917
238,106,Hunter Valley exc Newcastle,New South Wales,2320,403.8742,21491.2917
239,106,Hunter Valley exc Newcastle,New South Wales,2321,361.6288,21491.2917
240,106,Hunter Valley exc Newcastle,New South Wales,2322,168.2091,21491.2917
241,106,Hunter Valley exc Newcastle,New South Wales,2323,207.9467,21491.2917
242,106,Hunter Valley exc Newcastle,New South Wales,2324,627.1611,21491.2917
243,106,Hunter Valley exc Newcastle,New South Wales,2325,1605.0648,21491.2917
244,106,Hunter Valley exc Newcastle,New South Wales,2326,80.9068,21491.2917
245,106,Hunter Valley exc Newcastle,New South Wales,2327,15.0694,21491.2917
246,106,Hunter Valley exc Newcastle,New South Wales,2328,1634.8508,21491.2917
247,106,Hunter Valley exc Newcastle,New South Wales,2329,3056.2045,21491.2917
248,106,Hunter Valley exc Newcastle,New South Wales,2330,4730.8949,21491.2917
249,106,Hunter Valley exc Newcastle,New South Wales,2331,137.2978,21491.2917
250,106,Hunter Valley exc Newcastle,New South Wales,2333,1691.3907,21491.2917
251,106,Hunter Valley exc Newcastle,New South Wales,2334,20.7073,21491.2917
252,106,Hunter Valley exc Newcastle,New South Wales,2335,268.4372,21491.2917
253,106,Hunter Valley exc Newcastle,New South Wales,2336,888.9717,21491.2917
254,106,Hunter Valley exc Newcastle,New South Wales,2337,3331.7268,21491.2917
255,106,Hunter Valley exc Newcastle,New South Wales,2338,989.4776,21491.2917
256,106,Hunter Valley exc Newcastle,New South Wales,2339,1120.8458,21491.2917
257,106,Hunter Valley exc Newcastle,New South Wales,2340,3352.9983,21491.2917
258,106,Hunter Valley exc Newcastle,New South Wales,2343,3352.8926,21491.2917
259,106,Hunter Valley exc Newcastle,New South Wales,2354,7142.1491,21491.2917
260,106,Hunter Valley exc Newcastle,New South Wales,2415,451.8325,21491.2917
261,106,Hunter Valley exc Newcastle,New South Wales,2420,1023.5128,21491.2917
262,106,Hunter Valley exc Newcastle,New South Wales,2421,244.7457,21491.2917
263,106,Hunter Valley exc Newcastle,New South Wales,2422,3212.5916,21491.2917
264,106,Hunter Valley exc Newcastle,New South Wales,2423,1346.2284,21491.2917
265,106,Hunter Valley exc Newcastle,New South Wales,2425,518.0099,21491.2917
266,106,Hunter Valley exc Newcastle,New South Wales,2756,1486.8709,21491.2917
267,106,Hunter Valley exc Newcastle,New South Wales,2775,833.1402,21491.2917
268,106,Hunter Valley exc Newcastle,New South Wales,2843,1590.9154,21491.2917
269,106,Hunter Valley exc Newcastle,New South Wales,2849,2801.0405,21491.2917
270,106,Hunter Valley exc Newcastle,New South Wales,2850,6005.3758,21491.2917
271,107,Illawarra,New South Wales,2173,192.8683,1539.2405
272,107,Illawarra,New South Wales,2232,153.5693,1539.2405
273,107,Illawarra,New South Wales,2233,40.831,1539.2405
274,107,Illawarra,New South Wales,2500,27.1582,1539.2405
275,107,Illawarra,New South Wales,2502,9.1601,1539.2405
276,107,Illawarra,New South Wales,2505,13.8266,1539.2405
277,107,Illawarra,New South Wales,2506,7.3207,1539.2405
278,107,Illawarra,New South Wales,2508,162.241,1539.2405
279,107,Illawarra,New South Wales,2515,14.2268,1539.2405
280,107,Illawarra,New South Wales,2516,8.6615,1539.2405
281,107,Illawarra,New South Wales,2517,9.0099,1539.2405
282,107,Illawarra,New South Wales,2518,12.7193,1539.2405
283,107,Illawarra,New South Wales,2519,9.2816,1539.2405
284,107,Illawarra,New South Wales,2525,8.5595,1539.2405
285,107,Illawarra,New South Wales,2526,132.2947,1539.2405
286,107,Illawarra,New South Wales,2527,96.0646,1539.2405
287,107,Illawarra,New South Wales,2528,11.2805,1539.2405
288,107,Illawarra,New South Wales,2529,40.4513,1539.2405
289,107,Illawarra,New South Wales,2530,88.3672,1539.2405
290,107,Illawarra,New South Wales,2533,106.4039,1539.2405
291,107,Illawarra,New South Wales,2534,76.2287,1539.2405
292,107,Illawarra,New South Wales,2535,247.9753,1539.2405
293,107,Illawarra,New South Wales,2560,411.3136,1539.2405
294,107,Illawarra,New South Wales,2571,250.2842,1539.2405
295,107,Illawarra,New South Wales,2574,350.23,1539.2405
296,107,Illawarra,New South Wales,2575,981.4743,1539.2405
297,107,Illawarra,New South Wales,2576,174.2442,1539.2405
298,107,Illawarra,New South Wales,2577,1312.519,1539.2405
299,108,Mid North Coast,New South Wales,2311,783.5898,18851.4986
300,108,Mid North Coast,New South Wales,2312,181.2071,18851.4986
301,108,Mid North Coast,New South Wales,2321,361.6288,18851.4986
302,108,Mid North Coast,New South Wales,2324,627.1611,18851.4986
303,108,Mid North Coast,New South Wales,2337,3331.7268,18851.4986
304,108,Mid North Coast,New South Wales,2350,4543.2274,18851.4986
305,108,Mid North Coast,New South Wales,2354,7142.1491,18851.4986
306,108,Mid North Coast,New South Wales,2415,451.8325,18851.4986
307,108,Mid North Coast,New South Wales,2420,1023.5128,18851.4986
308,108,Mid North Coast,New South Wales,2422,3212.5916,18851.4986
309,108,Mid North Coast,New South Wales,2423,1346.2284,18851.4986
310,108,Mid North Coast,New South Wales,2424,881.6889,18851.4986
311,108,Mid North Coast,New South Wales,2425,518.0099,18851.4986
312,108,Mid North Coast,New South Wales,2426,71.3349,18851.4986
313,108,Mid North Coast,New South Wales,2427,39.8682,18851.4986
314,108,Mid North Coast,New South Wales,2428,320.9401,18851.4986
315,108,Mid North Coast,New South Wales,2429,1799.9008,18851.4986
316,108,Mid North Coast,New South Wales,2430,843.4816,18851.4986
317,108,Mid North Coast,New South Wales,2431,45.9673,18851.4986
318,108,Mid North Coast,New South Wales,2439,362.4229,18851.4986
319,108,Mid North Coast,New South Wales,2440,3604.2396,18851.4986
320,108,Mid North Coast,New South Wales,2441,992.7849,18851.4986
321,108,Mid North Coast,New South Wales,2443,312.5374,18851.4986
322,108,Mid North Coast,New South Wales,2444,222.4491,18851.4986
323,108,Mid North Coast,New South Wales,2445,76.8106,18851.4986
324,108,Mid North Coast,New South Wales,2446,2233.1607,18851.4986
325,108,Mid North Coast,New South Wales,2447,566.6442,18851.4986
326,108,Mid North Coast,New South Wales,2448,115.0676,18851.4986
327,108,Mid North Coast,New South Wales,2449,570.7344,18851.4986
328,108,Mid North Coast,New South Wales,2453,2157.9951,18851.4986
329,108,Mid North Coast,New South Wales,2454,975.6046,18851.4986
330,108,Mid North Coast,New South Wales,2455,48.0551,18851.4986
331,108,Mid North Coast,New South Wales,2898,16.2918,18851.4986
332,109,Murray,New South Wales,2640,1029.4042,97796.4898
333,109,Murray,New South Wales,2641,33.5384,97796.4898
334,109,Murray,New South Wales,2642,4076.8,97796.4898
335,109,Murray,New South Wales,2643,156.4024,97796.4898
336,109,Murray,New South Wales,2644,2157.7365,97796.4898
337,109,Murray,New South Wales,2645,1181.6879,97796.4898
338,109,Murray,New South Wales,2646,2895.4549,97796.4898
339,109,Murray,New South Wales,2647,357.3501,97796.4898
340,109,Murray,New South Wales,2648,23909.7281,97796.4898
341,109,Murray,New South Wales,2650,4061.238,97796.4898
342,109,Murray,New South Wales,2652,6116.1137,97796.4898
343,109,Murray,New South Wales,2653,1228.8205,97796.4898
344,109,Murray,New South Wales,2656,1497.1368,97796.4898
345,109,Murray,New South Wales,2658,748.0545,97796.4898
346,109,Murray,New South Wales,2659,367.5445,97796.4898
347,109,Murray,New South Wales,2660,451.2793,97796.4898
348,109,Murray,New South Wales,2675,8518.5583,97796.4898
349,109,Murray,New South Wales,2700,3016.2983,97796.4898
350,109,Murray,New South Wales,2707,2112.3439,97796.4898
351,109,Murray,New South Wales,2710,10466.1631,97796.4898
352,109,Murray,New South Wales,2711,24180.255,97796.4898
353,109,Murray,New South Wales,2712,966.5102,97796.4898
354,109,Murray,New South Wales,2713,970.31,97796.4898
355,109,Murray,New South Wales,2714,708.9706,97796.4898
356,109,Murray,New South Wales,2715,13749.9032,97796.4898
357,109,Murray,New South Wales,2716,2861.8271,97796.4898
358,109,Murray,New South Wales,2717,120.7928,97796.4898
359,109,Murray,New South Wales,2731,1428.1661,97796.4898
360,109,Murray,New South Wales,2732,1849.8263,97796.4898
361,109,Murray,New South Wales,2733,2279.3516,97796.4898
362,109,Murray,New South Wales,2734,1755.2448,97796.4898
363,109,Murray,New South Wales,2735,271.5656,97796.4898
364,109,Murray,New South Wales,2736,213.1077,97796.4898
365,109,Murray,New South Wales,2737,3345.8754,97796.4898
366,109,Murray,New South Wales,2738,2066.851,97796.4898
367,109,Murray,New South Wales,2739,50.1706,97796.4898
368,109,Murray,New South Wales,2878,18261.1234,97796.4898
369,109,Murray,New South Wales,2879,13320.0094,97796.4898
370,109,Murray,New South Wales,2880,66191.4077,97796.4898
371,110,New England and North West,New South Wales,2329,3056.2045,99139.8999
372,110,New England and North West,New South Wales,2336,888.9717,99139.8999
373,110,New England and North West,New South Wales,2337,3331.7268,99139.8999
374,110,New England and North West,New South Wales,2338,989.4776,99139.8999
375,110,New England and North West,New South Wales,2339,1120.8458,99139.8999
376,110,New England and North West,New South Wales,2340,3352.9983,99139.8999
377,110,New England and North West,New South Wales,2341,227.9108,99139.8999
378,110,New England and North West,New South Wales,2342,561.0816,99139.8999
379,110,New England and North West,New South Wales,2343,3352.8926,99139.8999
380,110,New England and North West,New South Wales,2344,339.1674,99139.8999
381,110,New England and North West,New South Wales,2345,291.7831,99139.8999
382,110,New England and North West,New South Wales,2346,1967.8028,99139.8999
383,110,New England and North West,New South Wales,2347,3035.4851,99139.8999
384,110,New England and North West,New South Wales,2350,4543.2274,99139.8999
385,110,New England and North West,New South Wales,2352,434.2708,99139.8999
386,110,New England and North West,New South Wales,2353,198.8995,99139.8999
387,110,New England and North West,New South Wales,2354,7142.1491,99139.8999
388,110,New England and North West,New South Wales,2355,918.5516,99139.8999
389,110,New England and North West,New South Wales,2356,542.7306,99139.8999
390,110,New England and North West,New South Wales,2357,3305.5418,99139.8999
391,110,New England and North West,New South Wales,2358,1905.5433,99139.8999
392,110,New England and North West,New South Wales,2359,1294.1139,99139.8999
393,110,New England and North West,New South Wales,2360,3385.2978,99139.8999
394,110,New England and North West,New South Wales,2361,1963.1502,99139.8999
395,110,New England and North West,New South Wales,2365,3804.6687,99139.8999
396,110,New England and North West,New South Wales,2369,347.5058,99139.8999
397,110,New England and North West,New South Wales,2370,4769.4223,99139.8999
398,110,New England and North West,New South Wales,2371,1900.6028,99139.8999
399,110,New England and North West,New South Wales,2372,4894.7861,99139.8999
400,110,New England and North West,New South Wales,2379,1114.41,99139.8999
401,110,New England and North West,New South Wales,2380,2089.1897,99139.8999
402,110,New England and North West,New South Wales,2381,2052.3174,99139.8999
403,110,New England and North West,New South Wales,2382,1826.3389,99139.8999
404,110,New England and North West,New South Wales,2386,1979.4029,99139.8999
405,110,New England and North West,New South Wales,2387,1388.5196,99139.8999
406,110,New England and North West,New South Wales,2388,6699.0871,99139.8999
407,110,New England and North West,New South Wales,2390,4217.1072,99139.8999
408,110,New England and North West,New South Wales,2396,1826.7503,99139.8999
409,110,New England and North West,New South Wales,2397,1694.9079,99139.8999
410,110,New England and North West,New South Wales,2398,953.5519,99139.8999
411,110,New England and North West,New South Wales,2399,806.3754,99139.8999
412,110,New England and North West,New South Wales,2400,7569.0088,99139.8999
413,110,New England and North West,New South Wales,2401,652.7933,99139.8999
414,110,New England and North West,New South Wales,2402,1631.0064,99139.8999
415,110,New England and North West,New South Wales,2403,1006.9407,99139.8999
416,110,New England and North West,New South Wales,2404,1992.4546,99139.8999
417,110,New England and North West,New South Wales,2405,3418.239,99139.8999
418,110,New England and North West,New South Wales,2406,3283.9561,99139.8999
419,110,New England and North West,New South Wales,2408,1561.154,99139.8999
420,110,New England and North West,New South Wales,2409,1607.1651,99139.8999
421,110,New England and North West,New South Wales,2410,1530.5927,99139.8999
422,110,New England and North West,New South Wales,2411,396.9284,99139.8999
423,110,New England and North West,New South Wales,2422,3212.5916,99139.8999
424,110,New England and North West,New South Wales,2424,881.6889,99139.8999
425,110,New England and North West,New South Wales,2440,3604.2396,99139.8999
426,110,New England and North West,New South Wales,2446,2233.1607,99139.8999
427,110,New England and North West,New South Wales,2453,2157.9951,99139.8999
428,110,New England and North West,New South Wales,2454,975.6046,99139.8999
429,110,New England and North West,New South Wales,2460,6630.3495,99139.8999
430,110,New England and North West,New South Wales,2469,3813.3747,99139.8999
431,110,New England and North West,New South Wales,2475,494.7232,99139.8999
432,110,New England and North West,New South Wales,2476,805.3354,99139.8999
433,110,New England and North West,New South Wales,2829,6318.8294,99139.8999
434,110,New England and North West,New South Wales,2833,5044.6803,99139.8999
435,110,New England and North West,New South Wales,2843,1590.9154,99139.8999
436,111,Newcastle and Lake Macquarie,New South Wales,2259,524.7348,870.5821
437,111,Newcastle and Lake Macquarie,New South Wales,2262,33.7717,870.5821
438,111,Newcastle and Lake Macquarie,New South Wales,2264,115.1942,870.5821
439,111,Newcastle and Lake Macquarie,New South Wales,2265,136.0018,870.5821
440,111,Newcastle and Lake Macquarie,New South Wales,2267,3.6556,870.5821
441,111,Newcastle and Lake Macquarie,New South Wales,2278,45.0568,870.5821
