Postcode,Commonwealth Electorate,Rented Households,Postcode Totals,Commonwealth Electorate Totals,Postcode Fraction,Commonwealth Electorate Fraction,POA_NAME_2016,CED_NAME_2016,POA_2016_2021_RATIO,CED_2016_2021_RATIO
2817,Parkes,8,8,16428,1.0,0.0004869734599464329,2817,Parkes,1.0,0.9993544
2818,Calare,28,28,15815,1.0,0.0017704710717673096,2818,Calare,1.0,0.9999222
2820,Calare,670,670,15815,1.0,0.04236484350300348,2820,Calare,1.0,0.9999222
2821,Parkes,438,438,16428,1.0,0.026661796932067203,2821,Parkes,1.0,0.9993544
2822,Parkes,9,9,16428,1.0,0.000547845142439737,2822,Parkes,0.841766,0.9993544
2823,Parkes,127,127,16428,1.0,0.007730703676649623,2823,Parkes,1.0,0.9993544
2824,Parkes,240,240,16428,1.0,0.014609203798392988,2824,Parkes,1.0,0.9993544
2825,Parkes,278,278,16428,1.0,0.016922327733138544,2825,Parkes,1.0,0.9993544
2826,Parkes,7,7,16428,1.0,0.0004261017774531288,2826,Parkes,1.0,0.9993544
2827,Parkes,364,364,16428,1.0,0.0221572924275627,2827,Parkes,1.0,0.9993544
2828,Parkes,76,76,16428,1.0,0.004626247869491113,2828,Parkes,1.0,0.9993544
2829,Parkes,299,299,16428,1.0,0.01820063306549793,2829,Parkes,0.987677,0.9993544
2830,Parkes,4545,4545,16428,1.0,0.2766617969320672,2830,Parkes,1.0,0.9993544
2831,Calare,8,77,15815,0.1038961038961039,0.0005058488776478027,2831,Calare,1.0,0.9999222
2831,Parkes,69,77,16428,0.8961038961038961,0.004200146092037984,2831,Parkes,1.0,0.9993544
2832,Parkes,345,345,16428,1.0,0.02100073046018992,2832,Parkes,1.0,0.9993544
2833,Parkes,91,91,16428,1.0,0.005539323106890675,2833,Parkes,1.0,0.9993544
2834,Parkes,321,321,16428,1.0,0.01953981008035062,2834,Parkes,1.0,0.9993544
2835,Parkes,571,571,16428,1.0,0.03475773070367665,2835,Parkes,1.0,0.9993544
2836,Parkes,128,128,16428,1.0,0.007791575359142927,2836,Parkes,1.0,0.9993544
2838,Parkes,57,57,16428,1.0,0.0034696859021183346,2838,Parkes,1.0,0.9993544
2839,Parkes,239,239,16428,1.0,0.014548332115899683,2839,Parkes,1.0,0.9993544
2840,Parkes,321,321,16428,1.0,0.01953981008035062,2840,Parkes,1.0,0.9993544
2842,Parkes,30,30,16428,1.0,0.0018261504747991235,2842,Parkes,1.0,0.9993544
2843,Parkes,111,111,16428,1.0,0.006756756756756757,2843,Parkes,1.0,0.9993544
2844,Parkes,110,110,16428,1.0,0.0066958850742634525,2844,Parkes,1.0,0.9993544
2845,Calare,166,166,15815,1.0,0.010496364211191907,2845,Calare,1.0,0.9999222
2846,Calare,10,10,15815,1.0,0.0006323110970597534,2846,Calare,1.0,0.9999222
2847,Calare,110,110,15815,1.0,0.006955422067657287,2847,Calare,1.0,0.9999222
2848,Calare,200,200,15815,1.0,0.012646221941195067,2848,Calare,1.0,0.9999222
2849,Calare,106,106,15815,1.0,0.006702497628833386,2849,Calare,1.0,0.9999222
2850,Calare,1737,1737,15815,1.0,0.10983243755927917,2850,Calare,1.0,0.9999222
2852,Calare,282,282,15815,1.0,0.017831172937085044,2852,Calare,1.0,0.9999222
2864,Calare,34,34,15815,1.0,0.0021498577300031615,2864,Calare,1.0,0.9999222
2865,Calare,50,50,15815,1.0,0.003161555485298767,2865,Calare,1.0,0.9999222
2866,Calare,227,227,15815,1.0,0.014353461903256402,2866,Calare,1.0,0.9999222
2867,Calare,32,32,15815,1.0,0.0020233955105912107,2867,Calare,1.0,0.9999222
2868,Calare,45,45,15815,1.0,0.00284539993676889,2868,Calare,1.0,0.9999222
2869,Riverina,109,123,15491,0.8861788617886179,0.007036343683429088,2869,Riverina,1.0,0.9995331
2869,Parkes,14,123,16428,0.11382113821138211,0.0008522035549062576,2869,Parkes,1.0,0.9993544
2870,Riverina,1292,1292,15491,1.0,0.08340326641275579,2870,Riverina,1.0,0.9995331
2871,Parkes,3,890,16428,0.0033707865168539327,0.00018261504747991235,2871,Parkes,0.9851976,0.9993544
2871,Riverina,887,890,15491,0.996629213483146,0.057259053644051386,2871,Riverina,0.9851976,0.9995331
2873,Parkes,40,40,16428,1.0,0.0024348672997321647,2873,Parkes,1.0,0.9993544
2874,Riverina,18,18,15491,1.0,0.0011619650119424182,2874,Riverina,1.0,0.9995331
2875,Riverina,61,64,15491,0.953125,0.003937770318249306,2875,Riverina,1.0,0.9995331
2875,Parkes,3,64,16428,0.046875,0.00018261504747991235,2875,Parkes,1.0,0.9993544
2876,Riverina,10,10,15491,1.0,0.0006455361177457879,2876,Riverina,1.0,0.9995331
2877,Parkes,392,392,16428,1.0,0.023861699537375214,2877,Parkes,1.0,0.9993544
2878,Parkes,22,22,16428,1.0,0.0013391770148526905,2878,Parkes,1.0,0.9993544
2879,Parkes,78,78,16428,1.0,0.004747991234477721,2879,Parkes,1.0,0.9993544
2880,Parkes,1692,1692,16428,1.0,0.10299488677867057,2880,Parkes,1.0,0.9993544
2898,Sydney,38,38,51097,1.0,0.0007436835822063918,2898,Sydney,1.0,0.9999232
