,Postcode,SED,Rented Households,Postcode Totals,SED Totals,Postcode Fraction,SED Fraction
3510,2604,Kurrajong,2646.0,2646.0,15664.0,1.0,0.1689223697650664
3515,2605,Murrumbidgee,1161.0,1161.0,8942.0,1.0,0.12983672556475062
3516,2606,Murrumbidgee,2281.0,2281.0,8942.0,1.0,0.2550883471259226
3517,2607,Murrumbidgee,1356.0,1356.0,8942.0,1.0,0.15164392753299039
3511,2609,Kurrajong,161.0,161.0,15664.0,1.0,0.010278345250255363
3519,2611,Murrumbidgee,3054.0,3054.0,8942.0,1.0,0.34153433236412434
3512,2612,Kurrajong,4419.0,4419.0,15664.0,1.0,0.28211184882533197
3503,2614,Ginninderra,2082.0,2082.0,10978.0,1.0,0.18965203133539807
3504,2615,Ginninderra,3868.0,3868.0,10978.0,1.0,0.35234104572781927
3505,2617,Ginninderra,5028.0,5929.0,10978.0,0.8480350818013156,0.45800692293678263
3520,2617,Yerrabi,901.0,5929.0,10668.0,0.15196491819868443,0.08445819272590926
315,2618,Goulburn,51.0,69.0,6524.0,0.7391304347826086,0.007817290006131208
3525,2618,Yerrabi,18.0,69.0,10668.0,0.2608695652173913,0.001687289088863892
481,2619,Monaro,599.0,599.0,8539.0,1.0,0.07014872935940977
3502,2620,Brindabella,32.0,5188.0,6305.0,0.006168080185042405,0.005075337034099921
316,2620,Goulburn,70.0,5188.0,6524.0,0.013492675404780262,0.01072961373390558
3513,2620,Kurrajong,64.0,5188.0,15664.0,0.01233616037008481,0.0040858018386108275
495,2620,Monaro,5022.0,5188.0,8539.0,0.9680030840400925,0.5881250731935824
314,2621,Goulburn,4.0,284.0,6524.0,0.014084507042253521,0.0006131207847946045
482,2621,Monaro,280.0,284.0,8539.0,0.9859154929577465,0.032790724909239954
483,2622,Monaro,256.0,256.0,8539.0,1.0,0.02998009134559082
484,2623,Monaro,40.0,40.0,8539.0,1.0,0.004684389272748566
485,2624,Monaro,12.0,12.0,8539.0,1.0,0.0014053167818245697
486,2625,Monaro,92.0,92.0,8539.0,1.0,0.0107740953273217
487,2626,Monaro,11.0,11.0,8539.0,1.0,0.0012882070500058556
488,2627,Monaro,828.0,828.0,8539.0,1.0,0.09696685794589531
489,2628,Monaro,181.0,181.0,8539.0,1.0,0.02119686145918726
0,2629,Albury,10.0,73.0,9635.0,0.136986301369863,0.0010378827192527244
490,2629,Monaro,63.0,73.0,8539.0,0.863013698630137,0.00737791310457899
491,2630,Monaro,924.0,924.0,8539.0,1.0,0.10820939220049186
492,2631,Monaro,24.0,24.0,8539.0,1.0,0.0028106335636491394
123,2632,Bega,3.0,163.0,7094.0,0.018404907975460124,0.00042289258528333803
493,2632,Monaro,160.0,163.0,8539.0,0.9815950920245399,0.018737557090994263
494,2633,Monaro,21.0,21.0,8539.0,1.0,0.0024593043681929968
1,2640,Albury,5044.0,5044.0,9635.0,1.0,0.5235080435910742
2,2641,Albury,2576.0,2576.0,9635.0,1.0,0.26735858847950184
3,2642,Albury,248.0,262.0,9635.0,0.9465648854961832,0.025739491437467565
794,2642,Wagga Wagga,14.0,262.0,9593.0,0.05343511450381679,0.0014593974773272178
4,2643,Albury,228.0,228.0,9635.0,1.0,0.023663725998962118
5,2644,Albury,181.0,181.0,9635.0,1.0,0.018785677218474312
6,2645,Albury,20.0,20.0,9635.0,1.0,0.0020757654385054488
7,2646,Albury,639.0,642.0,9635.0,0.9953271028037384,0.0663207057602491
499,2646,Murray,3.0,642.0,8334.0,0.004672897196261682,0.0003599712023038157
8,2647,Albury,190.0,190.0,9635.0,1.0,0.019719771665801765
68,2648,Barwon,5.0,182.0,7866.0,0.027472527472527472,0.0006356470887363336
500,2648,Murray,177.0,182.0,8334.0,0.9725274725274725,0.021238300935925127
9,2650,Albury,10.0,7818.0,9635.0,0.0012790995139421847,0.0010378827192527244
217,2650,Cootamundra,18.0,7818.0,6676.0,0.0023023791250959325,0.0026962252846015576
795,2650,Wagga Wagga,7790.0,7818.0,9593.0,0.9964185213609619,0.8120504534556447
796,2651,Wagga Wagga,304.0,304.0,9593.0,1.0,0.03168977379339102
10,2652,Albury,14.0,230.0,9635.0,0.06086956521739131,0.0014530358069538142
218,2652,Cootamundra,51.0,230.0,6676.0,0.2217391304347826,0.007639304973037747
501,2652,Murray,54.0,230.0,8334.0,0.23478260869565218,0.0064794816414686825
797,2652,Wagga Wagga,111.0,230.0,9593.0,0.4826086956521739,0.011570937141665799
11,2653,Albury,222.0,222.0,9635.0,1.0,0.02304099636741048
798,2655,Wagga Wagga,70.0,70.0,9593.0,1.0,0.007296987386636089
799,2656,Wagga Wagga,95.0,95.0,9593.0,1.0,0.009903054310434692
12,2658,Albury,90.0,104.0,9635.0,0.8653846153846154,0.00934094447327452
800,2658,Wagga Wagga,14.0,104.0,9593.0,0.1346153846153846,0.0014593974773272178
13,2659,Albury,45.0,45.0,9635.0,1.0,0.00467047223663726
14,2660,Albury,108.0,108.0,9635.0,1.0,0.011209133367929424
801,2661,Wagga Wagga,51.0,51.0,9593.0,1.0,0.00531637652454915
219,2663,Cootamundra,492.0,492.0,6676.0,1.0,0.07369682444577591
220,2665,Cootamundra,116.0,122.0,6676.0,0.9508196721311475,0.01737567405632115
502,2665,Murray,6.0,122.0,8334.0,0.04918032786885246,0.0007199424046076314
221,2666,Cootamundra,523.0,523.0,6676.0,1.0,0.07834032354703416
222,2668,Cootamundra,15.0,15.0,6676.0,1.0,0.0022468544038346315
69,2669,Barwon,22.0,87.0,7866.0,0.25287356321839083,0.0027968471904398677
223,2669,Cootamundra,53.0,87.0,6676.0,0.6091954022988506,0.007938885560215698
503,2669,Murray,12.0,87.0,8334.0,0.13793103448275862,0.0014398848092152627
70,2671,Barwon,6.0,369.0,7866.0,0.016260162601626018,0.0007627765064836003
224,2671,Cootamundra,363.0,369.0,6676.0,0.983739837398374,0.05437387657279808
71,2672,Barwon,190.0,190.0,7866.0,1.0,0.024154589371980676
504,2675,Murray,209.0,209.0,8334.0,1.0,0.02507799376049916
505,2680,Murray,2922.0,2922.0,8334.0,1.0,0.3506119510439165
506,2681,Murray,144.0,144.0,8334.0,1.0,0.017278617710583154
225,2700,Cootamundra,487.0,491.0,6676.0,0.9918533604887984,0.07294787297783104
507,2700,Murray,4.0,491.0,8334.0,0.008146639511201629,0.00047996160307175426
226,2701,Cootamundra,156.0,156.0,6676.0,1.0,0.023367285799880167
227,2702,Cootamundra,40.0,44.0,6676.0,0.9090909090909091,0.005991611743559017
802,2702,Wagga Wagga,4.0,44.0,9593.0,0.09090909090909091,0.0004169707078077765
508,2703,Murray,32.0,32.0,8334.0,1.0,0.003839692824574034
509,2705,Murray,1104.0,1104.0,8334.0,1.0,0.13246940244780417
510,2706,Murray,122.0,122.0,8334.0,1.0,0.014638828893688505
511,2707,Murray,112.0,112.0,8334.0,1.0,0.01343892488600912
512,2710,Murray,915.0,915.0,8334.0,1.0,0.10979121670266379
513,2711,Murray,336.0,336.0,8334.0,1.0,0.040316774658027354
514,2712,Murray,111.0,111.0,8334.0,1.0,0.01331893448524118
515,2713,Murray,229.0,229.0,8334.0,1.0,0.027477801775857933
516,2714,Murray,188.0,188.0,8334.0,1.0,0.02255819534437245
517,2715,Murray,142.0,142.0,8334.0,1.0,0.017038636909047278
518,2716,Murray,70.0,70.0,8334.0,1.0,0.008399328053755699
519,2717,Murray,138.0,138.0,8334.0,1.0,0.01655867530597552
803,2720,Wagga Wagga,940.0,940.0,9593.0,1.0,0.09798811633482749
228,2721,Cootamundra,14.0,14.0,6676.0,1.0,0.002097064110245656
229,2722,Cootamundra,260.0,275.0,6676.0,0.9454545454545454,0.03894547633313361
804,2722,Wagga Wagga,15.0,275.0,9593.0,0.05454545454545454,0.001563640154279162
230,2725,Cootamundra,17.0,17.0,6676.0,1.0,0.0025464349910125825
231,2726,Cootamundra,15.0,15.0,6676.0,1.0,0.0022468544038346315
232,2727,Cootamundra,12.0,12.0,6676.0,1.0,0.0017974835230677051
233,2729,Cootamundra,17.0,91.0,6676.0,0.18681318681318682,0.0025464349910125825
805,2729,Wagga Wagga,74.0,91.0,9593.0,0.8131868131868132,0.007713958094443865
806,2730,Wagga Wagga,111.0,111.0,9593.0,1.0,0.011570937141665799
520,2731,Murray,587.0,587.0,8334.0,1.0,0.07043436525077994
521,2732,Murray,172.0,172.0,8334.0,1.0,0.020638348932085434
522,2733,Murray,46.0,46.0,8334.0,1.0,0.005519558435325174
523,2734,Murray,15.0,15.0,8334.0,1.0,0.0017998560115190785
524,2735,Murray,6.0,6.0,8334.0,1.0,0.0007199424046076314
525,2736,Murray,40.0,40.0,8334.0,1.0,0.004799616030717543
526,2737,Murray,52.0,52.0,8334.0,1.0,0.006239500839932805
527,2738,Murray,101.0,101.0,8334.0,1.0,0.012119030477561795
528,2739,Murray,117.0,117.0,8334.0,1.0,0.014038876889848811
29,2745,Badgerys Creek,2128.0,2142.0,6448.0,0.9934640522875817,0.33002481389578164
856,2745,Wollondilly,14.0,2142.0,5010.0,0.006535947712418301,0.0027944111776447107
440,2747,Londonderry,3324.0,6430.0,10149.0,0.5169517884914463,0.32751995270469997
642,2747,Penrith,3106.0,6430.0,12245.0,0.48304821150855365,0.253654552878726
30,2748,Badgerys Creek,59.0,80.0,6448.0,0.7375,0.009150124069478908
441,2748,Londonderry,21.0,80.0,10149.0,0.2625,0.002069169376293231
442,2749,Londonderry,88.0,1420.0,10149.0,0.061971830985915494,0.008670805005419254
643,2749,Penrith,1332.0,1420.0,12245.0,0.9380281690140845,0.1087790935075541
644,2750,Penrith,7807.0,7807.0,12245.0,1.0,0.6375663536137199
857,2752,Wollondilly,225.0,225.0,5010.0,1.0,0.04491017964071856
326,2753,Hawkesbury,1470.0,1739.0,6404.0,0.8453133985048878,0.22954403497813866
443,2753,Londonderry,269.0,1739.0,10149.0,0.15468660149511212,0.026505074391565672
327,2754,Hawkesbury,675.0,675.0,6404.0,1.0,0.10540287320424735
328,2756,Hawkesbury,2995.0,3004.0,6404.0,0.9970039946737683,0.46767645221736415
363,2756,Hornsby,9.0,3004.0,6643.0,0.002996005326231691,0.0013548095739876562
329,2757,Hawkesbury,40.0,40.0,6404.0,1.0,0.006246096189881324
128,2758,Blue Mountains,5.0,229.0,5504.0,0.021834061135371178,0.0009084302325581395
330,2758,Hawkesbury,224.0,229.0,6404.0,0.9781659388646288,0.03497813866333541
31,2759,Badgerys Creek,1743.0,1743.0,6448.0,1.0,0.27031637717121587
444,2760,Londonderry,5375.0,5375.0,10149.0,1.0,0.5296088284560055
125,2761,Blacktown,992.0,2620.0,11215.0,0.3786259541984733,0.08845296477931341
496,2761,Mount Druitt,1628.0,2620.0,12521.0,0.6213740458015267,0.1300215637728616
445,2762,Londonderry,46.0,2193.0,10149.0,0.020975832193342453,0.004532466252832792
681,2762,Riverstone,2147.0,2193.0,9272.0,0.9790241678066576,0.23155737704918034
126,2763,Blacktown,588.0,3075.0,11215.0,0.19121951219512195,0.05242978154257691
682,2763,Riverstone,2487.0,3075.0,9272.0,0.8087804878048781,0.26822691975841245
331,2765,Hawkesbury,851.0,3231.0,6404.0,0.2633859486227174,0.13288569643972517
446,2765,Londonderry,1026.0,3231.0,10149.0,0.31754874651810583,0.10109370381318357
683,2765,Riverstone,1354.0,3231.0,9272.0,0.4190653048591767,0.14603106125970663
32,2766,Badgerys Creek,3.0,1584.0,6448.0,0.001893939393939394,0.0004652605459057072
497,2766,Mount Druitt,1576.0,1584.0,12521.0,0.9949494949494949,0.1258685408513697
679,2766,Prospect,5.0,1584.0,9778.0,0.0031565656565656565,0.0005113520147269381
127,2767,Blacktown,2512.0,2512.0,11215.0,1.0,0.22398573339277753
684,2768,Riverstone,739.0,1617.0,9272.0,0.45701917130488556,0.079702329594478
846,2768,Winston Hills,878.0,1617.0,9418.0,0.5429808286951144,0.09322573794860904
685,2769,Riverstone,993.0,993.0,9272.0,1.0,0.10709663503019845
498,2770,Mount Druitt,9317.0,9317.0,12521.0,1.0,0.7441098953757687
129,2773,Blue Mountains,267.0,267.0,5504.0,1.0,0.048510174418604654
130,2774,Blue Mountains,734.0,734.0,5504.0,1.0,0.13335755813953487
303,2775,Gosford,29.0,97.0,11414.0,0.29896907216494845,0.0025407394427895565
332,2775,Hawkesbury,48.0,97.0,6404.0,0.4948453608247423,0.007495315427857589
364,2775,Hornsby,20.0,97.0,6643.0,0.20618556701030927,0.0030106879421947915
131,2776,Blue Mountains,188.0,188.0,5504.0,1.0,0.034156976744186045
132,2777,Blue Mountains,927.0,927.0,5504.0,1.0,0.16842296511627908
133,2778,Blue Mountains,98.0,98.0,5504.0,1.0,0.017805232558139535
134,2779,Blue Mountains,285.0,285.0,5504.0,1.0,0.051780523255813955
135,2780,Blue Mountains,1745.0,1745.0,5504.0,1.0,0.3170421511627907
136,2782,Blue Mountains,452.0,452.0,5504.0,1.0,0.08212209302325581
137,2783,Blue Mountains,199.0,199.0,5504.0,1.0,0.036155523255813955
138,2784,Blue Mountains,75.0,75.0,5504.0,1.0,0.013626453488372093
99,2785,Bathurst,3.0,455.0,8340.0,0.006593406593406593,0.00035971223021582735
139,2785,Blue Mountains,452.0,455.0,5504.0,0.9934065934065934,0.08212209302325581
140,2786,Blue Mountains,77.0,77.0,5504.0,1.0,0.01398982558139535
100,2787,Bathurst,401.0,401.0,8340.0,1.0,0.04808153477218225
101,2790,Bathurst,1685.0,1685.0,8340.0,1.0,0.20203836930455635
102,2791,Bathurst,18.0,18.0,8340.0,1.0,0.002158273381294964
103,2792,Bathurst,21.0,21.0,8340.0,1.0,0.002517985611510791
234,2793,Cootamundra,40.0,40.0,6676.0,1.0,0.005991611743559017
235,2794,Cootamundra,1192.0,1192.0,6676.0,1.0,0.17855002995805871
104,2795,Bathurst,4956.0,4956.0,8340.0,1.0,0.5942446043165468
105,2797,Bathurst,19.0,19.0,8340.0,1.0,0.002278177458033573
106,2798,Bathurst,91.0,98.0,8340.0,0.9285714285714286,0.01091127098321343
602,2798,Orange,7.0,98.0,8775.0,0.07142857142857142,0.0007977207977207978
107,2799,Bathurst,437.0,442.0,8340.0,0.9886877828054299,0.052398081534772184
603,2799,Orange,5.0,442.0,8775.0,0.011312217194570135,0.0005698005698005698
108,2800,Bathurst,11.0,5608.0,8340.0,0.0019614835948644793,0.0013189448441247003
604,2800,Orange,5597.0,5608.0,8775.0,0.9980385164051355,0.6378347578347578
236,2803,Cootamundra,10.0,10.0,6676.0,1.0,0.0014979029358897543
237,2804,Cootamundra,27.0,214.0,6676.0,0.1261682242990654,0.004044337926902336
605,2804,Orange,187.0,214.0,8775.0,0.8738317757009346,0.02131054131054131
238,2805,Cootamundra,28.0,31.0,6676.0,0.9032258064516129,0.004194128220491312
606,2805,Orange,3.0,31.0,8775.0,0.0967741935483871,0.0003418803418803419
607,2806,Orange,52.0,52.0,8775.0,1.0,0.005925925925925926
239,2807,Cootamundra,24.0,24.0,6676.0,1.0,0.0035949670461354103
240,2808,Cootamundra,17.0,17.0,6676.0,1.0,0.0025464349910125825
241,2809,Cootamundra,4.0,4.0,6676.0,1.0,0.0005991611743559018
242,2810,Cootamundra,253.0,253.0,6676.0,1.0,0.03789694427801078
72,2817,Barwon,17.0,17.0,7866.0,1.0,0.0021612001017035343
263,2818,Dubbo,52.0,52.0,8883.0,1.0,0.005853878194303727
264,2820,Dubbo,710.0,710.0,8883.0,1.0,0.0799279522683778
265,2821,Dubbo,399.0,399.0,8883.0,1.0,0.04491725768321513
266,2822,Dubbo,12.0,12.0,8883.0,1.0,0.0013508949679162446
73,2823,Barwon,5.0,140.0,7866.0,0.03571428571428571,0.0006356470887363336
267,2823,Dubbo,135.0,140.0,8883.0,0.9642857142857143,0.015197568389057751
74,2824,Barwon,209.0,209.0,7866.0,1.0,0.026570048309178744
75,2825,Barwon,264.0,264.0,7866.0,1.0,0.033562166285278416
76,2826,Barwon,9.0,9.0,7866.0,1.0,0.0011441647597254005
77,2827,Barwon,366.0,366.0,7866.0,1.0,0.04652936689549962
78,2828,Barwon,74.0,74.0,7866.0,1.0,0.009407576913297737
79,2829,Barwon,330.0,330.0,7866.0,1.0,0.041952707856598014
268,2830,Dubbo,5394.0,5394.0,8883.0,1.0,0.6072272880783519
80,2831,Barwon,44.0,82.0,7866.0,0.5365853658536586,0.0055936943808797355
269,2831,Dubbo,38.0,82.0,8883.0,0.4634146341463415,0.0042778340650681075
81,2832,Barwon,213.0,213.0,7866.0,1.0,0.02707856598016781
82,2833,Barwon,80.0,80.0,7866.0,1.0,0.010170353419781338
83,2834,Barwon,250.0,250.0,7866.0,1.0,0.03178235443681668
84,2835,Barwon,484.0,484.0,7866.0,1.0,0.06153063818967709
85,2836,Barwon,135.0,135.0,7866.0,1.0,0.017162471395881007
86,2838,Barwon,36.0,36.0,7866.0,1.0,0.004576659038901602
87,2839,Barwon,207.0,207.0,7866.0,1.0,0.02631578947368421
88,2840,Barwon,295.0,295.0,7866.0,1.0,0.037503178235443684
89,2842,Barwon,42.0,42.0,7866.0,1.0,0.005339435545385202
90,2843,Barwon,95.0,95.0,7866.0,1.0,0.012077294685990338
91,2844,Barwon,121.0,121.0,7866.0,1.0,0.015382659547419273
109,2845,Bathurst,197.0,197.0,8340.0,1.0,0.023621103117505995
110,2846,Bathurst,15.0,15.0,8340.0,1.0,0.0017985611510791368
111,2847,Bathurst,144.0,144.0,8340.0,1.0,0.017266187050359712
112,2848,Bathurst,203.0,203.0,8340.0,1.0,0.02434052757793765
113,2849,Bathurst,106.0,106.0,8340.0,1.0,0.012709832134292566
114,2850,Bathurst,33.0,1862.0,8340.0,0.017722878625134265,0.003956834532374101
270,2850,Dubbo,1829.0,1862.0,8883.0,0.9822771213748658,0.2058989080265676
271,2852,Dubbo,282.0,282.0,8883.0,1.0,0.031746031746031744
608,2864,Orange,40.0,40.0,8775.0,1.0,0.004558404558404558
609,2865,Orange,47.0,47.0,8775.0,1.0,0.005356125356125356
272,2866,Dubbo,6.0,231.0,8883.0,0.025974025974025976,0.0006754474839581223
610,2866,Orange,225.0,231.0,8775.0,0.974025974025974,0.02564102564102564
273,2867,Dubbo,3.0,41.0,8883.0,0.07317073170731707,0.00033772374197906115
611,2867,Orange,38.0,41.0,8775.0,0.926829268292683,0.004330484330484331
274,2868,Dubbo,10.0,48.0,8883.0,0.20833333333333334,0.0011257458065968705
612,2868,Orange,38.0,48.0,8775.0,0.7916666666666666,0.004330484330484331
275,2869,Dubbo,13.0,147.0,8883.0,0.08843537414965986,0.0014634695485759317
613,2869,Orange,134.0,147.0,8775.0,0.9115646258503401,0.01527065527065527
614,2870,Orange,1340.0,1340.0,8775.0,1.0,0.1527065527065527
92,2871,Barwon,4.0,962.0,7866.0,0.004158004158004158,0.0005085176709890668
615,2871,Orange,958.0,962.0,8775.0,0.9958419958419958,0.10917378917378917
93,2873,Barwon,38.0,38.0,7866.0,1.0,0.004830917874396135
616,2874,Orange,17.0,17.0,8775.0,1.0,0.0019373219373219374
94,2875,Barwon,6.0,74.0,7866.0,0.08108108108108109,0.0007627765064836003
617,2875,Orange,68.0,74.0,8775.0,0.918918918918919,0.00774928774928775
618,2876,Orange,19.0,19.0,8775.0,1.0,0.0021652421652421654
95,2877,Barwon,367.0,367.0,7866.0,1.0,0.046656496313246885
96,2878,Barwon,40.0,40.0,7866.0,1.0,0.005085176709890669
97,2879,Barwon,80.0,80.0,7866.0,1.0,0.010170353419781338
98,2880,Barwon,1879.0,1879.0,7866.0,1.0,0.23887617594711416
662,2898,Port Macquarie,62.0,62.0,8513.0,1.0,0.0072829789733348995
3526,2899,Unclassified (OT),272.0,272.0,635.0,1.0,0.4283464566929134
3496,2900,Brindabella,820.0,820.0,6305.0,1.0,0.13005551149881048
3497,2902,Brindabella,695.0,1244.0,6305.0,0.5586816720257235,0.11022997620935765
3518,2902,Murrumbidgee,549.0,1244.0,8942.0,0.4413183279742765,0.06139566092596734
3498,2903,Brindabella,757.0,757.0,6305.0,1.0,0.12006344171292625
3499,2904,Brindabella,695.0,695.0,6305.0,1.0,0.11022997620935765
3500,2905,Brindabella,2131.0,2131.0,6305.0,1.0,0.3379857256145916
3501,2906,Brindabella,1175.0,1175.0,6305.0,1.0,0.18636003172085647
3521,2911,Yerrabi,572.0,572.0,10668.0,1.0,0.0536182977127859
3522,2912,Yerrabi,1703.0,1703.0,10668.0,1.0,0.15963629546306712
3523,2913,Yerrabi,3997.0,3997.0,10668.0,1.0,0.3746719160104987
3524,2914,Yerrabi,3477.0,3477.0,10668.0,1.0,0.32592800899887514
1346,3000,Melbourne (Northern Metropolitan),16692.0,16692.0,38281.0,1.0,0.4360387659674512
1347,3002,Melbourne (Northern Metropolitan),1306.0,1306.0,38281.0,1.0,0.034116141166636194
1348,3003,Melbourne (Northern Metropolitan),2557.0,2557.0,38281.0,1.0,0.06679553825657637
1607,3004,Prahran (Southern Metropolitan),3213.0,3213.0,22170.0,1.0,0.14492557510148849
873,3006,Albert Park (Southern Metropolitan),6779.0,8133.0,19458.0,0.8335177671216033,0.3483914071333128
1608,3006,Prahran (Southern Metropolitan),1354.0,8133.0,22170.0,0.16648223287839667,0.061073522778529545
874,3008,Albert Park (Southern Metropolitan),442.0,5142.0,19458.0,0.08595877090626215,0.022715592558330763
1349,3008,Melbourne (Northern Metropolitan),4700.0,5142.0,38281.0,0.9140412290937379,0.12277631200856821
1134,3011,Footscray (Western Metropolitan),4994.0,4994.0,12575.0,1.0,0.3971371769383698
1135,3012,Footscray (Western Metropolitan),3985.0,4327.0,12575.0,0.9209614051305755,0.3168986083499006
1264,3012,Laverton (Western Metropolitan),5.0,4327.0,10931.0,0.0011555350127108851,0.0004574146921599122
1757,3012,Williamstown (Western Metropolitan),337.0,4327.0,7554.0,0.07788305985671366,0.04461212602594652
1136,3013,Footscray (Western Metropolitan),1661.0,2023.0,12575.0,0.8210578348986654,0.13208747514910538
1758,3013,Williamstown (Western Metropolitan),362.0,2023.0,7554.0,0.17894216510133465,0.04792163092401377
1759,3015,Williamstown (Western Metropolitan),2111.0,2111.0,7554.0,1.0,0.2794545935927985
1760,3016,Williamstown (Western Metropolitan),1604.0,1604.0,7554.0,1.0,0.2123378342599947
1761,3018,Williamstown (Western Metropolitan),1677.0,1677.0,7554.0,1.0,0.22200158856235108
1265,3019,Laverton (Western Metropolitan),1648.0,1648.0,10931.0,1.0,0.15076388253590706
1266,3020,Laverton (Western Metropolitan),3920.0,5068.0,10931.0,0.7734806629834254,0.35861311865337114
1716,3020,St Albans (Western Metropolitan),1148.0,5068.0,7077.0,0.2265193370165746,0.16221562809099901
1250,3021,Kororoit (Western Metropolitan),1001.0,5731.0,5908.0,0.1746641074856046,0.16943127962085308
1717,3021,St Albans (Western Metropolitan),4730.0,5731.0,7077.0,0.8253358925143954,0.6683623004097782
1267,3022,Laverton (Western Metropolitan),271.0,400.0,10931.0,0.6775,0.02479187631506724
1718,3022,St Albans (Western Metropolitan),129.0,400.0,7077.0,0.3225,0.018228062738448497
1251,3023,Kororoit (Western Metropolitan),3564.0,4321.0,5908.0,0.82480907197408,0.6032498307379824
1719,3023,St Albans (Western Metropolitan),452.0,4321.0,7077.0,0.10460541541309883,0.0638688709905327
1727,3023,Sydenham (Western Metropolitan),305.0,4321.0,4039.0,0.0705855126128211,0.07551374102500619
1252,3024,Kororoit (Western Metropolitan),5.0,3103.0,5908.0,0.0016113438607798904,0.0008463100880162492
1354,3024,Melton (Western Victoria),11.0,3103.0,7503.0,0.003544956493715759,0.0014660802345728375
1733,3024,Tarneit (Western Metropolitan),27.0,3103.0,7848.0,0.008701256848211408,0.0034403669724770644
1754,3024,Werribee (Western Metropolitan),3060.0,3103.0,8989.0,0.9861424427972929,0.3404160640783179
1762,3025,Williamstown (Western Metropolitan),1463.0,1463.0,7554.0,1.0,0.19367222663489542
1253,3026,Kororoit (Western Metropolitan),506.0,546.0,5908.0,0.9267399267399268,0.08564658090724442
1268,3026,Laverton (Western Metropolitan),40.0,546.0,10931.0,0.07326007326007326,0.0036593175372792975
1269,3027,Laverton (Western Metropolitan),1116.0,1116.0,10931.0,1.0,0.1020949592900924
1270,3028,Laverton (Western Metropolitan),854.0,3085.0,10931.0,0.2768233387358185,0.078126429420913
1573,3028,Point Cook (Western Metropolitan),2231.0,3085.0,8985.0,0.7231766612641816,0.2483027267668336
1254,3029,Kororoit (Western Metropolitan),91.0,10989.0,5908.0,0.00828100828100828,0.015402843601895734
1271,3029,Laverton (Western Metropolitan),3077.0,10989.0,10931.0,0.28000728000728003,0.28149300155520995
1734,3029,Tarneit (Western Metropolitan),7821.0,10989.0,7848.0,0.7117117117117117,0.9965596330275229
1574,3030,Point Cook (Western Metropolitan),6754.0,12659.0,8985.0,0.533533454459278,0.7516972732331664
1755,3030,Werribee (Western Metropolitan),5905.0,12659.0,8989.0,0.46646654554072203,0.6569140060073423
1064,3031,Essendon (Northern Metropolitan),1909.0,4253.0,11245.0,0.44885962849753114,0.16976433970653623
1350,3031,Melbourne (Northern Metropolitan),2344.0,4253.0,38281.0,0.5511403715024689,0.06123142028682636
1065,3032,Essendon (Northern Metropolitan),2868.0,4803.0,11245.0,0.5971267957526546,0.2550466874166296
1137,3032,Footscray (Western Metropolitan),1935.0,4803.0,12575.0,0.4028732042473454,0.15387673956262427
1514,3033,Niddrie (Western Metropolitan),1029.0,1029.0,5100.0,1.0,0.20176470588235293
1515,3034,Niddrie (Western Metropolitan),892.0,892.0,5100.0,1.0,0.17490196078431372
1516,3036,Niddrie (Western Metropolitan),193.0,196.0,5100.0,0.9846938775510204,0.03784313725490196
1728,3036,Sydenham (Western Metropolitan),3.0,196.0,4039.0,0.015306122448979591,0.0007427581084426838
1729,3037,Sydenham (Western Metropolitan),2897.0,2897.0,4039.0,1.0,0.717256746719485
1517,3038,Niddrie (Western Metropolitan),243.0,1175.0,5100.0,0.20680851063829786,0.04764705882352941
1720,3038,St Albans (Western Metropolitan),618.0,1175.0,7077.0,0.5259574468085106,0.08732513777024163
1730,3038,Sydenham (Western Metropolitan),314.0,1175.0,4039.0,0.2672340425531915,0.07774201535033425
1066,3039,Essendon (Northern Metropolitan),2627.0,2672.0,11245.0,0.9831586826347305,0.23361493997332147
1518,3039,Niddrie (Western Metropolitan),45.0,2672.0,5100.0,0.016841317365269462,0.008823529411764706
1067,3040,Essendon (Northern Metropolitan),2653.0,3508.0,11245.0,0.7562713797035348,0.23592707870164517
1519,3040,Niddrie (Western Metropolitan),855.0,3508.0,5100.0,0.24372862029646522,0.1676470588235294
1068,3041,Essendon (Northern Metropolitan),1188.0,1208.0,11245.0,0.9834437086092715,0.1056469542018675
1520,3041,Niddrie (Western Metropolitan),20.0,1208.0,5100.0,0.016556291390728478,0.00392156862745098
1521,3042,Niddrie (Western Metropolitan),1661.0,1661.0,5100.0,1.0,0.3256862745098039
1522,3043,Niddrie (Western Metropolitan),162.0,1712.0,5100.0,0.09462616822429906,0.03176470588235294
1721,3043,Sunbury (Western Metropolitan),1550.0,1712.0,5078.0,0.905373831775701,0.3052382827884994
975,3044,Broadmeadows (Northern Metropolitan),10.0,3419.0,9668.0,0.0029248318221702253,0.001034340091021928
1569,3044,Pascoe Vale (Northern Metropolitan),3409.0,3419.0,9348.0,0.9970751681778298,0.36467693624304665
1722,3045,Sunbury (Western Metropolitan),4.0,4.0,5078.0,1.0,0.0007877116975187081
976,3046,Broadmeadows (Northern Metropolitan),4669.0,4738.0,9668.0,0.9854368932038835,0.48293338849813816
1570,3046,Pascoe Vale (Northern Metropolitan),69.0,4738.0,9348.0,0.014563106796116505,0.007381258023106547
977,3047,Broadmeadows (Northern Metropolitan),2794.0,2794.0,9668.0,1.0,0.2889946214315267
978,3048,Broadmeadows (Northern Metropolitan),308.0,1613.0,9668.0,0.19094854308741477,0.031857674803475386
