Postcode,GCCSA,Rented Households,Postcode Totals,GCCSA Totals,Postcode Fraction,GCCSA Fraction,POA_NAME_2016,GCCSA_NAME_2016,POA_2016_2021_RATIO,GCCSA_2016_2021_RATIO
2326,Rest of NSW,553,553,266886,1.0,0.002072045742376895,2326,Rest of NSW,0.9983552,0.9999997
2327,Rest of NSW,917,917,266886,1.0,0.0034359239525490284,2327,Rest of NSW,1.0,0.9999997
2328,Rest of NSW,204,204,266886,1.0,0.0007643713046019649,2328,Rest of NSW,0.9999997,0.9999997
2329,Rest of NSW,186,186,266886,1.0,0.0006969267777253209,2329,Rest of NSW,1.0,0.9999997
2330,Rest of NSW,2078,2078,266886,1.0,0.0077860959360925635,2330,Rest of NSW,1.0,0.9999997
2333,Rest of NSW,1971,1971,266886,1.0,0.007385175692992514,2333,Rest of NSW,1.0,0.9999997
2334,Rest of NSW,223,223,266886,1.0,0.0008355627496384224,2334,Rest of NSW,1.0,0.9999997
2335,Rest of NSW,453,453,266886,1.0,0.0016973539263955397,2335,Rest of NSW,1.0,0.9999997
2336,Rest of NSW,243,243,266886,1.0,0.0009105011128346935,2336,Rest of NSW,1.0,0.9999997
2337,Rest of NSW,771,771,266886,1.0,0.0028888739012162498,2337,Rest of NSW,1.0,0.9999997
2338,Rest of NSW,124,124,266886,1.0,0.0004646178518168806,2338,Rest of NSW,1.0,0.9999997
2339,Rest of NSW,39,39,266886,1.0,0.00014612980823272857,2339,Rest of NSW,1.0,0.9999997
2340,Rest of NSW,5744,5744,266886,1.0,0.02152229790996905,2340,Rest of NSW,1.0,0.9999997
2341,Rest of NSW,176,176,266886,1.0,0.0006594575961271854,2341,Rest of NSW,1.0,0.9999997
2342,Rest of NSW,30,30,266886,1.0,0.0001124075447944066,2342,Rest of NSW,1.0,0.9999997
2343,Rest of NSW,513,513,266886,1.0,0.0019221690159843528,2343,Rest of NSW,1.0,0.9999997
2344,Rest of NSW,29,29,266886,1.0,0.00010866062663459304,2344,Rest of NSW,1.0,0.9999997
2345,Rest of NSW,30,30,266886,1.0,0.0001124075447944066,2345,Rest of NSW,1.0,0.9999997
2346,Rest of NSW,294,294,266886,1.0,0.0011015939389851846,2346,Rest of NSW,1.0,0.9999997
2347,Rest of NSW,173,173,266886,1.0,0.0006482168416477447,2347,Rest of NSW,1.0,0.9999997
2350,Rest of NSW,3251,3251,266886,1.0,0.012181230937553862,2350,Rest of NSW,1.0,0.9999997
2352,Rest of NSW,194,194,266886,1.0,0.0007269021230038293,2352,Rest of NSW,1.0,0.9999997
2353,Rest of NSW,56,56,266886,1.0,0.000209827416949559,2353,Rest of NSW,1.0,0.9999997
2354,Rest of NSW,255,255,266886,1.0,0.0009554641307524561,2354,Rest of NSW,1.0,0.9999997
2355,Rest of NSW,33,33,266886,1.0,0.00012364829927384726,2355,Rest of NSW,1.0,0.9999997
2356,Rest of NSW,10,10,266886,1.0,3.746918159813553e-05,2356,Rest of NSW,1.0,0.9999997
2357,Rest of NSW,395,395,266886,1.0,0.0014800326731263535,2357,Rest of NSW,0.9857787,0.9999997
2358,Rest of NSW,330,330,266886,1.0,0.0012364829927384727,2358,Rest of NSW,1.0,0.9999997
2359,Rest of NSW,53,53,266886,1.0,0.00019858666247011834,2359,Rest of NSW,1.0,0.9999997
2360,Rest of NSW,1638,1638,266886,1.0,0.0061374519457746005,2360,Rest of NSW,1.0,0.9999997
2361,Rest of NSW,52,52,266886,1.0,0.00019483974431030478,2361,Rest of NSW,1.0,0.9999997
2365,Rest of NSW,317,317,266886,1.0,0.0011877730566608965,2365,Rest of NSW,1.0,0.9999997
2369,Rest of NSW,58,58,266886,1.0,0.0002173212532691861,2369,Rest of NSW,1.0,0.9999997
2370,Rest of NSW,783,783,266886,1.0,0.0029338369191340124,2370,Rest of NSW,1.0,0.9999997
2371,Rest of NSW,64,64,266886,1.0,0.00023980276222806743,2371,Rest of NSW,1.0,0.9999997
2372,Rest of NSW,435,435,266886,1.0,0.0016299093995188957,2372,Rest of NSW,1.0,0.9999997
2379,Rest of NSW,17,17,266886,1.0,6.369760871683041e-05,2379,Rest of NSW,0.8412327,0.9999997
2380,Rest of NSW,1226,1226,266886,1.0,0.004593721663931416,2380,Rest of NSW,1.0,0.9999997
2381,Rest of NSW,87,87,266886,1.0,0.00032598187990377916,2381,Rest of NSW,1.0,0.9999997
2382,Rest of NSW,146,146,266886,1.0,0.0005470500513327788,2382,Rest of NSW,1.0,0.9999997
2386,Rest of NSW,26,26,266886,1.0,9.741987215515239e-05,2386,Rest of NSW,1.0,0.9999997
2387,Rest of NSW,16,16,266886,1.0,5.9950690557016856e-05,2387,Rest of NSW,1.0,0.9999997
2388,Rest of NSW,279,279,266886,1.0,0.0010453901665879815,2388,Rest of NSW,1.0,0.9999997
2390,Rest of NSW,912,912,266886,1.0,0.0034171893617499604,2390,Rest of NSW,1.0,0.9999997
2395,Rest of NSW,50,50,266886,1.0,0.00018734590799067766,2395,Rest of NSW,1.0,0.9999997
2396,Rest of NSW,81,81,266886,1.0,0.0003035003709448978,2396,Rest of NSW,1.0,0.9999997
2397,Rest of NSW,37,37,266886,1.0,0.00013863597191310148,2397,Rest of NSW,1.0,0.9999997
2398,Rest of NSW,16,16,266886,1.0,5.9950690557016856e-05,2398,Rest of NSW,1.0,0.9999997
2399,Rest of NSW,29,29,266886,1.0,0.00010866062663459304,2399,Rest of NSW,1.0,0.9999997
2400,Rest of NSW,1358,1358,266886,1.0,0.0050883148610268054,2400,Rest of NSW,1.0,0.9999997
2401,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2401,Rest of NSW,1.0,0.9999997
2402,Rest of NSW,150,150,266886,1.0,0.000562037723972033,2402,Rest of NSW,1.0,0.9999997
2403,Rest of NSW,33,33,266886,1.0,0.00012364829927384726,2403,Rest of NSW,1.0,0.9999997
2404,Rest of NSW,140,140,266886,1.0,0.0005245685423738974,2404,Rest of NSW,1.0,0.9999997
2405,Rest of NSW,21,21,266886,1.0,7.868528135608463e-05,2405,Rest of NSW,1.0,0.9999997
2406,Rest of NSW,93,93,266886,1.0,0.00034846338886266047,2406,Rest of NSW,1.0,0.9999997
2408,Rest of NSW,26,26,266886,1.0,9.741987215515239e-05,2408,Rest of NSW,1.0,0.9999997
2409,Rest of NSW,157,157,266886,1.0,0.0005882661510907279,2409,Rest of NSW,1.0,0.9999997
2410,Rest of NSW,17,17,266886,1.0,6.369760871683041e-05,2410,Rest of NSW,1.0,0.9999997
2411,Rest of NSW,7,7,266886,1.0,2.6228427118694874e-05,2411,Rest of NSW,1.0,0.9999997
2415,Rest of NSW,33,33,266886,1.0,0.00012364829927384726,2415,Rest of NSW,1.0,0.9999997
2420,Rest of NSW,315,315,266886,1.0,0.0011802792203412693,2420,Rest of NSW,1.0,0.9999997
2421,Rest of NSW,62,62,266886,1.0,0.0002323089259084403,2421,Rest of NSW,1.0,0.9999997
2422,Rest of NSW,484,484,266886,1.0,0.0018135083893497598,2422,Rest of NSW,1.0,0.9999997
2423,Rest of NSW,215,215,266886,1.0,0.000805587404359914,2423,Rest of NSW,1.0,0.9999997
2424,Rest of NSW,27,27,266886,1.0,0.00010116679031496594,2424,Rest of NSW,1.0,0.9999997
2425,Rest of NSW,88,88,266886,1.0,0.0003297287980635927,2425,Rest of NSW,1.0,0.9999997
2426,Rest of NSW,48,48,266886,1.0,0.00017985207167105056,2426,Rest of NSW,1.0,0.9999997
2427,Rest of NSW,299,299,266886,1.0,0.0011203285297842524,2427,Rest of NSW,1.0,0.9999997
2428,Rest of NSW,2731,2731,266886,1.0,0.010232833494450814,2428,Rest of NSW,1.0,0.9999997
2429,Rest of NSW,670,670,266886,1.0,0.002510435167075081,2429,Rest of NSW,1.0,0.9999997
2430,Rest of NSW,3710,3710,266886,1.0,0.013901066372908282,2430,Rest of NSW,1.0,0.9999997
2431,Rest of NSW,600,600,266886,1.0,0.002248150895888132,2431,Rest of NSW,1.0,0.9999997
2439,Rest of NSW,119,119,266886,1.0,0.00044588326101781283,2439,Rest of NSW,1.0,0.9999997
2440,Rest of NSW,1944,1944,266886,1.0,0.007284008902677548,2440,Rest of NSW,1.0,0.9999997
2441,Rest of NSW,305,305,266886,1.0,0.0011428100387431337,2441,Rest of NSW,1.0,0.9999997
2443,Rest of NSW,844,844,266886,1.0,0.003162398926882639,2443,Rest of NSW,0.961499,0.9999997
2444,Rest of NSW,5693,5693,266886,1.0,0.02133120508381856,2444,Rest of NSW,1.0,0.9999997
2445,Rest of NSW,432,432,266886,1.0,0.001618668645039455,2445,Rest of NSW,1.0,0.9999997
2446,Rest of NSW,1009,1009,266886,1.0,0.0037806404232518754,2446,Rest of NSW,1.0,0.9999997
2447,Rest of NSW,553,553,266886,1.0,0.002072045742376895,2447,Rest of NSW,1.0,0.9999997
2448,Rest of NSW,1236,1236,266886,1.0,0.004631190845529552,2448,Rest of NSW,1.0,0.9999997
2449,Rest of NSW,196,196,266886,1.0,0.0007343959593234565,2449,Rest of NSW,0.9966496,0.9999997
2450,Rest of NSW,5113,5113,266886,1.0,0.0191579925511267,2450,Rest of NSW,1.0,0.9999997
2452,Rest of NSW,1875,1875,266886,1.0,0.007025471549650412,2452,Rest of NSW,1.0,0.9999997
2453,Rest of NSW,213,213,266886,1.0,0.0007980935680402868,2453,Rest of NSW,1.0,0.9999997
2454,Rest of NSW,631,631,266886,1.0,0.0023643053588423522,2454,Rest of NSW,1.0,0.9999997
2455,Rest of NSW,390,390,266886,1.0,0.0014612980823272858,2455,Rest of NSW,1.0,0.9999997
2456,Rest of NSW,1360,1360,266886,1.0,0.005095808697346433,2456,Rest of NSW,1.0,0.9999997
2460,Rest of NSW,2780,2780,266886,1.0,0.010416432484281679,2460,Rest of NSW,1.0,0.9999997
2462,Rest of NSW,191,191,266886,1.0,0.0007156613685243887,2462,Rest of NSW,1.0,0.9999997
2463,Rest of NSW,643,643,266886,1.0,0.002409268376760115,2463,Rest of NSW,1.0,0.9999997
2464,Rest of NSW,906,906,266886,1.0,0.0033947078527910794,2464,Rest of NSW,1.0,0.9999997
2465,Rest of NSW,31,31,266886,1.0,0.00011615446295422015,2465,Rest of NSW,1.0,0.9999997
2466,Rest of NSW,269,269,266886,1.0,0.0010079209849898458,2466,Rest of NSW,0.9995456,0.9999997
2469,Rest of NSW,274,274,266886,1.0,0.0010266555757889135,2469,Rest of NSW,1.0,0.9999997
2470,Rest of NSW,1599,1599,266886,1.0,0.0059913221375418714,2470,Rest of NSW,1.0,0.9999997
2471,Rest of NSW,182,182,266886,1.0,0.0006819391050860667,2471,Rest of NSW,1.0,0.9999997
2472,Rest of NSW,159,159,266886,1.0,0.0005957599874103549,2472,Rest of NSW,1.0,0.9999997
2473,Rest of NSW,518,518,266886,1.0,0.0019409036067834207,2473,Rest of NSW,1.0,0.9999997
2474,Rest of NSW,525,525,266886,1.0,0.0019671320339021154,2474,Rest of NSW,1.0,0.9999997
2475,Rest of NSW,31,31,266886,1.0,0.00011615446295422015,2475,Rest of NSW,1.0,0.9999997
2476,Rest of NSW,69,69,266886,1.0,0.0002585373530271352,2476,Rest of NSW,1.0,0.9999997
2477,Rest of NSW,995,995,266886,1.0,0.0037281835690144856,2477,Rest of NSW,1.0,0.9999997
2478,Rest of NSW,3430,3430,266886,1.0,0.012851929288160488,2478,Rest of NSW,1.0,0.9999997
2479,Rest of NSW,397,397,266886,1.0,0.0014875265094459807,2479,Rest of NSW,1.0,0.9999997
2480,Rest of NSW,4647,4647,266886,1.0,0.017411928688653582,2480,Rest of NSW,1.0,0.9999997
2481,Rest of NSW,1382,1382,266886,1.0,0.005178240896862331,2481,Rest of NSW,1.0,0.9999997
2482,Rest of NSW,607,607,266886,1.0,0.002274379323006827,2482,Rest of NSW,1.0,0.9999997
2483,Rest of NSW,1201,1201,266886,1.0,0.004500048709936077,2483,Rest of NSW,1.0,0.9999997
2484,Rest of NSW,1634,1634,266886,1.0,0.006122464273135346,2484,Rest of NSW,1.0,0.9999997
2485,Rest of NSW,2183,2183,266886,1.0,0.008179522342872987,2485,Rest of NSW,1.0,0.9999997
2486,Rest of NSW,2790,2790,266886,1.0,0.010453901665879815,2486,Rest of NSW,1.0,0.9999997
2487,Rest of NSW,1511,1511,266886,1.0,0.005661593339478279,2487,Rest of NSW,1.0,0.9999997
2488,Rest of NSW,383,383,266886,1.0,0.001435069655208591,2488,Rest of NSW,1.0,0.9999997
2489,Rest of NSW,692,692,266886,1.0,0.002592867366590979,2489,Rest of NSW,1.0,0.9999997
2490,Rest of NSW,51,51,266886,1.0,0.00019109282615049122,2490,Rest of NSW,1.0,0.9999997
2500,Rest of NSW,7289,7289,266886,1.0,0.02731128646688099,2500,Rest of NSW,1.0,0.9999997
2502,Rest of NSW,1555,1555,266886,1.0,0.005826457738510075,2502,Rest of NSW,1.0,0.9999997
2505,Rest of NSW,614,614,266886,1.0,0.0023006077501255217,2505,Rest of NSW,1.0,0.9999997
2506,Rest of NSW,981,981,266886,1.0,0.003675726714777096,2506,Rest of NSW,1.0,0.9999997
2508,Rest of NSW,375,375,266886,1.0,0.0014050943099300824,2508,Rest of NSW,1.0,0.9999997
2515,Rest of NSW,720,720,266886,1.0,0.0026977810750657585,2515,Rest of NSW,1.0,0.9999997
2516,Rest of NSW,448,448,266886,1.0,0.001678619335596472,2516,Rest of NSW,1.0,0.9999997
2517,Rest of NSW,1196,1196,266886,1.0,0.004481314119137009,2517,Rest of NSW,0.9999993,0.9999997
2518,Rest of NSW,2729,2729,266886,1.0,0.010225339658131187,2518,Rest of NSW,1.0,0.9999997
2519,Rest of NSW,1874,1874,266886,1.0,0.0070217246314905985,2519,Rest of NSW,1.0,0.9999997
2525,Rest of NSW,623,623,266886,1.0,0.0023343300135638435,2525,Rest of NSW,1.0,0.9999997
2526,Rest of NSW,1178,1178,266886,1.0,0.004413869592260366,2526,Rest of NSW,1.0,0.9999997
2527,Rest of NSW,1392,1392,266886,1.0,0.0052157100784604666,2527,Rest of NSW,1.0,0.9999997
2528,Rest of NSW,3042,3042,266886,1.0,0.01139812504215283,2528,Rest of NSW,1.0,0.9999997
2529,Rest of NSW,2027,2027,266886,1.0,0.007595003109942072,2529,Rest of NSW,1.0,0.9999997
2530,Rest of NSW,2275,2275,266886,1.0,0.008524238813575833,2530,Rest of NSW,1.0,0.9999997
2533,Rest of NSW,1049,1049,266886,1.0,0.003930517149644417,2533,Rest of NSW,1.0,0.9999997
2534,Rest of NSW,399,399,266886,1.0,0.0014950203457656079,2534,Rest of NSW,1.0,0.9999997
2535,Rest of NSW,466,466,266886,1.0,0.0017460638624731159,2535,Rest of NSW,1.0,0.9999997
2536,Rest of NSW,1946,1946,266886,1.0,0.007291502738997175,2536,Rest of NSW,1.0,0.9999997
2537,Rest of NSW,1025,1025,266886,1.0,0.0038405911138088924,2537,Rest of NSW,1.0,0.9999997
2538,Rest of NSW,101,101,266886,1.0,0.0003784387341411689,2538,Rest of NSW,1.0,0.9999997
2539,Rest of NSW,1627,1627,266886,1.0,0.006096235846016651,2539,Rest of NSW,0.9999296,0.9999997
2540,Rest of NSW,3629,3629,266886,1.0,0.013597566001963384,2540,Rest of NSW,1.0,0.9999997
2541,Rest of NSW,3472,3472,266886,1.0,0.013009299850872657,2541,Rest of NSW,1.0,0.9999997
2545,Rest of NSW,55,55,266886,1.0,0.00020608049878974543,2545,Rest of NSW,1.0,0.9999997
2546,Rest of NSW,840,840,266886,1.0,0.0031474112542433847,2546,Rest of NSW,1.0,0.9999997
2548,Rest of NSW,804,804,266886,1.0,0.003012522200490097,2548,Rest of NSW,1.0,0.9999997
2549,Rest of NSW,233,233,266886,1.0,0.0008730319312365579,2549,Rest of NSW,1.0,0.9999997
2550,Rest of NSW,1228,1228,266886,1.0,0.004601215500251043,2550,Rest of NSW,1.0,0.9999997
2551,Rest of NSW,429,429,266886,1.0,0.0016074278905600144,2551,Rest of NSW,1.0,0.9999997
2555,Greater Sydney,22,22,547460,1.0,4.018558433492858e-05,2555,Greater Sydney,1.0,0.999999
2556,Greater Sydney,125,125,547460,1.0,0.0002283271837211851,2556,Greater Sydney,1.0,0.999999
2557,Greater Sydney,541,541,547460,1.0,0.0009882000511452892,2557,Greater Sydney,1.0,0.999999
2558,Greater Sydney,716,716,547460,1.0,0.0013078581083549483,2558,Greater Sydney,1.0,0.999999
2559,Greater Sydney,613,613,547460,1.0,0.0011197165089686918,2559,Greater Sydney,1.0,0.999999
2560,Greater Sydney,8408,8408,547460,1.0,0.015358199685821795,2560,Greater Sydney,1.0,0.999999
2563,Greater Sydney,39,39,547460,1.0,7.123808132100975e-05,2563,Greater Sydney,1.0,0.999999
2564,Greater Sydney,1789,1789,547460,1.0,0.0032678186534176013,2564,Greater Sydney,1.0,0.999999
2565,Greater Sydney,1819,1819,547460,1.0,0.0033226171775106858,2565,Greater Sydney,0.9967247,0.999999
2566,Greater Sydney,2187,2187,547460,1.0,0.003994812406385855,2566,Greater Sydney,1.0,0.999999
2567,Greater Sydney,2273,2273,547460,1.0,0.00415190150878603,2567,Greater Sydney,0.9930282,0.999999
2568,Greater Sydney,30,30,547460,1.0,5.479852409308443e-05,2568,Greater Sydney,1.0,0.999999
2569,Greater Sydney,38,38,547460,1.0,6.941146385124027e-05,2569,Greater Sydney,1.0,0.999999
2570,Greater Sydney,2295,2295,547460,1.0,0.004192087093120959,2570,Greater Sydney,0.9999802,0.999999
2571,Rest of NSW,12,508,266886,0.023622047244094488,4.496301791776264e-05,2571,Rest of NSW,1.0,0.9999997
2571,Greater Sydney,496,508,547460,0.9763779527559056,0.0009060022650056625,2571,Greater Sydney,1.0,0.999999
2572,Greater Sydney,255,255,547460,1.0,0.0004657874547912176,2572,Greater Sydney,1.0,0.999999
2573,Greater Sydney,493,493,547460,1.0,0.0009005224125963541,2573,Greater Sydney,1.0,0.999999
2574,Greater Sydney,246,246,547460,1.0,0.0004493478975632923,2574,Greater Sydney,1.0,0.999999
2575,Rest of NSW,1079,1079,266886,1.0,0.004042924694438824,2575,Rest of NSW,1.0,0.9999997
2576,Rest of NSW,904,904,266886,1.0,0.003387214016471452,2576,Rest of NSW,1.0,0.9999997
2577,Rest of NSW,1217,1217,266886,1.0,0.004559999400493095,2577,Rest of NSW,1.0,0.9999997
2578,Rest of NSW,132,132,266886,1.0,0.000494593197095389,2578,Rest of NSW,1.0,0.9999997
2579,Rest of NSW,204,204,266886,1.0,0.0007643713046019649,2579,Rest of NSW,1.0,0.9999997
2580,Rest of NSW,3007,3007,266886,1.0,0.011266982906559355,2580,Rest of NSW,1.0,0.9999997
2581,Rest of NSW,103,103,266886,1.0,0.00038593257046079597,2581,Rest of NSW,1.0,0.9999997
2582,Rest of NSW,739,739,266886,1.0,0.002768972520102216,2582,Rest of NSW,1.0,0.9999997
2583,Rest of NSW,258,258,266886,1.0,0.0009667048852318968,2583,Rest of NSW,1.0,0.9999997
2584,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2584,Rest of NSW,1.0,0.9999997
2585,Rest of NSW,17,17,266886,1.0,6.369760871683041e-05,2585,Rest of NSW,1.0,0.9999997
2586,Rest of NSW,186,186,266886,1.0,0.0006969267777253209,2586,Rest of NSW,1.0,0.9999997
2587,Rest of NSW,193,193,266886,1.0,0.0007231552048440158,2587,Rest of NSW,1.0,0.9999997
2588,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2588,Rest of NSW,1.0,0.9999997
2590,Rest of NSW,669,669,266886,1.0,0.0025066882489152673,2590,Rest of NSW,1.0,0.9999997
2594,Rest of NSW,1231,1231,266886,1.0,0.004612456254730484,2594,Rest of NSW,1.0,0.9999997
2611,Rest of NSW,3,3,266886,1.0,1.124075447944066e-05,2611,Rest of NSW,1.0,0.9999997
2618,Rest of NSW,47,47,266886,1.0,0.000176105153511237,2618,Rest of NSW,0.8910169,0.9999997
2619,Rest of NSW,633,633,266886,1.0,0.0023717991951619794,2619,Rest of NSW,1.0,0.9999997
2620,Rest of NSW,4570,4570,266886,1.0,0.01712341599034794,2620,Rest of NSW,0.9998418,0.9999997
2621,Rest of NSW,283,283,266886,1.0,0.0010603778392272356,2621,Rest of NSW,1.0,0.9999997
2622,Rest of NSW,235,235,266886,1.0,0.000880525767556185,2622,Rest of NSW,0.9693882,0.9999997
2623,Rest of NSW,39,39,266886,1.0,0.00014612980823272857,2623,Rest of NSW,1.0,0.9999997
2625,Rest of NSW,42,42,266886,1.0,0.00015737056271216925,2625,Rest of NSW,1.0,0.9999997
2626,Rest of NSW,10,10,266886,1.0,3.746918159813553e-05,2626,Rest of NSW,1.0,0.9999997
2627,Rest of NSW,744,744,266886,1.0,0.0027877071109012838,2627,Rest of NSW,0.977841,0.9999997
2628,Rest of NSW,155,155,266886,1.0,0.0005807723147711008,2628,Rest of NSW,1.0,0.9999997
2629,Rest of NSW,45,45,266886,1.0,0.0001686113171916099,2629,Rest of NSW,1.0,0.9999997
2630,Rest of NSW,869,869,266886,1.0,0.003256071880877978,2630,Rest of NSW,1.0,0.9999997
2631,Rest of NSW,30,30,266886,1.0,0.0001124075447944066,2631,Rest of NSW,1.0,0.9999997
2632,Rest of NSW,150,150,266886,1.0,0.000562037723972033,2632,Rest of NSW,1.0,0.9999997
2633,Rest of NSW,15,15,266886,1.0,5.62037723972033e-05,2633,Rest of NSW,1.0,0.9999997
2640,Rest of NSW,4285,4285,266886,1.0,0.016055544314801076,2640,Rest of NSW,1.0,0.9999997
2641,Rest of NSW,2286,2286,266886,1.0,0.008565454913333784,2641,Rest of NSW,1.0,0.9999997
2642,Rest of NSW,217,217,266886,1.0,0.0008130812406795411,2642,Rest of NSW,1.0,0.9999997
2643,Rest of NSW,194,194,266886,1.0,0.0007269021230038293,2643,Rest of NSW,1.0,0.9999997
2644,Rest of NSW,160,160,266886,1.0,0.0005995069055701685,2644,Rest of NSW,1.0,0.9999997
2645,Rest of NSW,23,23,266886,1.0,8.617911767571172e-05,2645,Rest of NSW,1.0,0.9999997
2646,Rest of NSW,600,600,266886,1.0,0.002248150895888132,2646,Rest of NSW,1.0,0.9999997
2647,Rest of NSW,193,193,266886,1.0,0.0007231552048440158,2647,Rest of NSW,1.0,0.9999997
2648,Rest of NSW,209,209,266886,1.0,0.0007831058954010327,2648,Rest of NSW,1.0,0.9999997
2650,Rest of NSW,7045,7045,266886,1.0,0.026397038435886484,2650,Rest of NSW,1.0,0.9999997
2651,Rest of NSW,264,264,266886,1.0,0.000989186394190778,2651,Rest of NSW,1.0,0.9999997
2652,Rest of NSW,249,249,266886,1.0,0.0009329826217935748,2652,Rest of NSW,1.0,0.9999997
2653,Rest of NSW,218,218,266886,1.0,0.0008168281588393547,2653,Rest of NSW,1.0,0.9999997
2655,Rest of NSW,62,62,266886,1.0,0.0002323089259084403,2655,Rest of NSW,1.0,0.9999997
2656,Rest of NSW,92,92,266886,1.0,0.0003447164707028469,2656,Rest of NSW,1.0,0.9999997
2658,Rest of NSW,89,89,266886,1.0,0.00033347571622340623,2658,Rest of NSW,1.0,0.9999997
2659,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2659,Rest of NSW,1.0,0.9999997
2660,Rest of NSW,114,114,266886,1.0,0.00042714867021874506,2660,Rest of NSW,1.0,0.9999997
2661,Rest of NSW,45,45,266886,1.0,0.0001686113171916099,2661,Rest of NSW,1.0,0.9999997
2663,Rest of NSW,404,404,266886,1.0,0.0015137549365646756,2663,Rest of NSW,1.0,0.9999997
2665,Rest of NSW,110,110,266886,1.0,0.00041216099757949087,2665,Rest of NSW,1.0,0.9999997
2666,Rest of NSW,463,463,266886,1.0,0.0017348231079936751,2666,Rest of NSW,1.0,0.9999997
2668,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2668,Rest of NSW,1.0,0.9999997
2669,Rest of NSW,64,64,266886,1.0,0.00023980276222806743,2669,Rest of NSW,1.0,0.9999997
2671,Rest of NSW,343,343,266886,1.0,0.0012851929288160487,2671,Rest of NSW,1.0,0.9999997
2672,Rest of NSW,182,182,266886,1.0,0.0006819391050860667,2672,Rest of NSW,1.0,0.9999997
2675,Rest of NSW,179,179,266886,1.0,0.000670698350606626,2675,Rest of NSW,1.0,0.9999997
2680,Rest of NSW,2548,2548,266886,1.0,0.009547147471204933,2680,Rest of NSW,1.0,0.9999997
2681,Rest of NSW,127,127,266886,1.0,0.00047585860629632126,2681,Rest of NSW,1.0,0.9999997
2700,Rest of NSW,480,480,266886,1.0,0.0017985207167105057,2700,Rest of NSW,1.0,0.9999997
2701,Rest of NSW,134,134,266886,1.0,0.0005020870334150161,2701,Rest of NSW,1.0,0.9999997
2702,Rest of NSW,34,34,266886,1.0,0.00012739521743366082,2702,Rest of NSW,1.0,0.9999997
2703,Rest of NSW,58,58,266886,1.0,0.0002173212532691861,2703,Rest of NSW,1.0,0.9999997
2705,Rest of NSW,1001,1001,266886,1.0,0.0037506650779733667,2705,Rest of NSW,1.0,0.9999997
2706,Rest of NSW,141,141,266886,1.0,0.000528315460533711,2706,Rest of NSW,1.0,0.9999997
2707,Rest of NSW,133,133,266886,1.0,0.0004983401152552026,2707,Rest of NSW,1.0,0.9999997
2710,Rest of NSW,995,995,266886,1.0,0.0037281835690144856,2710,Rest of NSW,1.0,0.9999997
2711,Rest of NSW,326,326,266886,1.0,0.0012214953200992184,2711,Rest of NSW,1.0,0.9999997
2712,Rest of NSW,107,107,266886,1.0,0.0004009202431000502,2712,Rest of NSW,1.0,0.9999997
2713,Rest of NSW,255,255,266886,1.0,0.0009554641307524561,2713,Rest of NSW,1.0,0.9999997
2714,Rest of NSW,227,227,266886,1.0,0.0008505504222776766,2714,Rest of NSW,1.0,0.9999997
2715,Rest of NSW,163,163,266886,1.0,0.0006107476600496092,2715,Rest of NSW,1.0,0.9999997
2716,Rest of NSW,93,93,266886,1.0,0.00034846338886266047,2716,Rest of NSW,1.0,0.9999997
2717,Rest of NSW,140,140,266886,1.0,0.0005245685423738974,2717,Rest of NSW,0.9823261,0.9999997
2720,Rest of NSW,796,796,266886,1.0,0.0029825468552115886,2720,Rest of NSW,1.0,0.9999997
2721,Rest of NSW,9,9,266886,1.0,3.372226343832198e-05,2721,Rest of NSW,1.0,0.9999997
2722,Rest of NSW,249,249,266886,1.0,0.0009329826217935748,2722,Rest of NSW,1.0,0.9999997
2725,Rest of NSW,12,12,266886,1.0,4.496301791776264e-05,2725,Rest of NSW,1.0,0.9999997
2726,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2726,Rest of NSW,1.0,0.9999997
2727,Rest of NSW,14,14,266886,1.0,5.245685423738975e-05,2727,Rest of NSW,0.8295316,0.9999997
2729,Rest of NSW,89,89,266886,1.0,0.00033347571622340623,2729,Rest of NSW,0.9999997,0.9999997
2730,Rest of NSW,118,118,266886,1.0,0.0004421363428579993,2730,Rest of NSW,1.0,0.9999997
2731,Rest of NSW,575,575,266886,1.0,0.002154477941892793,2731,Rest of NSW,1.0,0.9999997
2732,Rest of NSW,159,159,266886,1.0,0.0005957599874103549,2732,Rest of NSW,1.0,0.9999997
2733,Rest of NSW,41,41,266886,1.0,0.0001536236445523557,2733,Rest of NSW,1.0,0.9999997
2734,Rest of NSW,7,7,266886,1.0,2.6228427118694874e-05,2734,Rest of NSW,1.0,0.9999997
2735,Rest of NSW,22,22,266886,1.0,8.243219951589817e-05,2735,Rest of NSW,1.0,0.9999997
2736,Rest of NSW,23,23,266886,1.0,8.617911767571172e-05,2736,Rest of NSW,1.0,0.9999997
2737,Rest of NSW,59,59,266886,1.0,0.00022106817142899965,2737,Rest of NSW,1.0,0.9999997
2738,Rest of NSW,94,94,266886,1.0,0.000352210307022474,2738,Rest of NSW,1.0,0.9999997
2739,Rest of NSW,124,124,266886,1.0,0.0004646178518168806,2739,Rest of NSW,1.0,0.9999997
