SA1,LGA,Rented Households,LGA Totals,SA1 Totals,SA1 Fraction,LGA Fraction
11903166422,Georges River,202,17592,202,1.0,0.011482492041837199
11903166423,Georges River,33,17592,33,1.0,0.0018758526603001365
11903166501,Georges River,56,17592,56,1.0,0.0031832651205093224
11903166502,Georges River,26,17592,26,1.0,0.0014779445202364712
11903166503,Georges River,32,17592,32,1.0,0.0018190086402910413
11903166504,Georges River,44,17592,44,1.0,0.0025011368804001817
11903166505,Georges River,28,17592,28,1.0,0.0015916325602546612
11903166506,Georges River,28,17592,28,1.0,0.0015916325602546612
11903166507,Georges River,93,17592,93,1.0,0.005286493860845839
11903166508,Georges River,32,17592,32,1.0,0.0018190086402910413
11903166509,Georges River,36,17592,36,1.0,0.0020463847203274215
11903166510,Georges River,12,17592,12,1.0,0.0006821282401091405
11903166511,Georges River,49,17592,49,1.0,0.002785356980445657
11903166512,Georges River,33,17592,33,1.0,0.0018758526603001365
11903166513,Georges River,15,17592,15,1.0,0.0008526603001364257
11903166514,Georges River,19,17592,19,1.0,0.001080036380172806
11903166515,Georges River,28,17592,28,1.0,0.0015916325602546612
11903166516,Georges River,35,17592,35,1.0,0.0019895407003183265
11903166517,Georges River,31,17592,31,1.0,0.0017621646202819463
11903166518,Georges River,95,17592,95,1.0,0.005400181900864029
11903166519,Georges River,30,17592,30,1.0,0.0017053206002728514
11903166520,Georges River,36,17592,36,1.0,0.0020463847203274215
11903166521,Georges River,65,17592,65,1.0,0.0036948613005911776
11903166522,Georges River,82,17592,82,1.0,0.004661209640745794
11903166523,Georges River,38,17592,38,1.0,0.002160072760345612
11903166524,Georges River,19,17592,19,1.0,0.001080036380172806
11903166525,Georges River,50,17592,50,1.0,0.002842201000454752
11903166526,Georges River,110,17592,110,1.0,0.006252842201000455
11903166527,Georges River,34,17592,34,1.0,0.0019326966803092315
11903166601,Georges River,6,17592,6,1.0,0.00034106412005457026
11903166603,Georges River,39,17592,39,1.0,0.002216916780354707
11903166604,Georges River,28,17592,28,1.0,0.0015916325602546612
11903166605,Georges River,69,17592,69,1.0,0.003922237380627558
11903166606,Georges River,65,17592,65,1.0,0.0036948613005911776
11903166607,Georges River,9,17592,9,1.0,0.0005115961800818554
11903166608,Georges River,115,17592,115,1.0,0.00653706230104593
11903166609,Georges River,31,17592,31,1.0,0.0017621646202819463
11903166610,Georges River,62,17592,62,1.0,0.0035243292405638927
11903166611,Georges River,14,17592,14,1.0,0.0007958162801273306
11903166612,Georges River,9,17592,9,1.0,0.0005115961800818554
11903166613,Georges River,150,17592,150,1.0,0.008526603001364257
11903166614,Georges River,21,17592,21,1.0,0.0011937244201909959
11903166615,Georges River,21,17592,21,1.0,0.0011937244201909959
11903166616,Georges River,102,17592,102,1.0,0.005798090040927694
11903166617,Georges River,13,17592,13,1.0,0.0007389722601182356
11903166618,Georges River,140,17592,140,1.0,0.007958162801273306
11903166619,Georges River,63,17592,63,1.0,0.0035811732605729877
11903166620,Georges River,26,17592,26,1.0,0.0014779445202364712
11903166621,Georges River,24,17592,24,1.0,0.001364256480218281
11903166622,Georges River,98,17592,98,1.0,0.005570713960891314
11903166624,Georges River,54,17592,54,1.0,0.0030695770804911324
11903166625,Georges River,171,17592,171,1.0,0.009720327421555252
11903166626,Georges River,25,17592,25,1.0,0.001421100500227376
11903166627,Georges River,19,17592,19,1.0,0.001080036380172806
11903166628,Georges River,17,17592,17,1.0,0.0009663483401546157
11903166629,Georges River,17,17592,17,1.0,0.0009663483401546157
11903166630,Georges River,158,17592,158,1.0,0.008981355161437016
11903166631,Georges River,17,17592,17,1.0,0.0009663483401546157
11903166632,Georges River,20,17592,20,1.0,0.001136880400181901
11903166701,Georges River,223,17592,223,1.0,0.012676216462028194
11903166702,Georges River,32,17592,32,1.0,0.0018190086402910413
11903166703,Georges River,96,17592,96,1.0,0.005457025920873124
11903166704,Georges River,179,17592,179,1.0,0.010175079581628013
11903166705,Georges River,36,17592,36,1.0,0.0020463847203274215
11903166706,Georges River,29,17592,29,1.0,0.0016484765802637562
11903166707,Georges River,49,17592,49,1.0,0.002785356980445657
11903166708,Georges River,31,17592,31,1.0,0.0017621646202819463
11903166709,Georges River,215,17592,215,1.0,0.012221464301955434
11903166710,Georges River,18,17592,18,1.0,0.0010231923601637107
11903166711,Georges River,60,17592,60,1.0,0.0034106412005457027
11903166712,Georges River,44,17592,44,1.0,0.0025011368804001817
11903166713,Georges River,161,17592,161,1.0,0.009151887221464303
11903166714,Georges River,142,17592,142,1.0,0.008071850841291497
11903166715,Georges River,78,17592,78,1.0,0.004433833560709414
11903166716,Georges River,120,17592,120,1.0,0.0068212824010914054
11903166717,Georges River,19,17592,19,1.0,0.001080036380172806
11903166718,Georges River,8,17592,8,1.0,0.00045475216007276033
11904137701,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904137702,Georges River,21,17592,21,1.0,0.0011937244201909959
11904137703,Bayside (NSW),18,27557,18,1.0,0.0006531915665711072
11904137704,Bayside (NSW),75,27557,75,1.0,0.002721631527379613
11904137705,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904137706,Bayside (NSW),19,27557,19,1.0,0.0006894799869361686
11904137707,Bayside (NSW),20,27557,20,1.0,0.0007257684073012302
11904137708,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904137709,Bayside (NSW),20,27557,20,1.0,0.0007257684073012302
11904137710,Bayside (NSW),14,27557,14,1.0,0.0005080378851108612
11904137711,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904137712,Bayside (NSW),29,27557,29,1.0,0.0010523641905867838
11904137713,Georges River,32,17592,32,1.0,0.0018190086402910413
11904137714,Georges River,17,17592,17,1.0,0.0009663483401546157
11904137715,Georges River,25,17592,25,1.0,0.001421100500227376
11904137716,Georges River,56,17592,56,1.0,0.0031832651205093224
11904137717,Georges River,42,17592,42,1.0,0.0023874488403819918
11904137718,Georges River,31,17592,31,1.0,0.0017621646202819463
11904137719,Georges River,132,17592,132,1.0,0.007503410641200546
11904137720,Georges River,19,17592,19,1.0,0.001080036380172806
11904137721,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137722,Bayside (NSW),65,27557,65,1.0,0.002358747323728998
11904137723,Bayside (NSW),95,27557,95,1.0,0.0034473999346808434
11904137724,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904137725,Bayside (NSW),41,27557,41,1.0,0.001487825234967522
11904137726,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137727,Bayside (NSW),97,27557,97,1.0,0.0035199767754109665
11904137728,Bayside (NSW),27,27557,27,1.0,0.0009797873498566608
11904137729,Bayside (NSW),46,27557,46,1.0,0.0016692673367928294
11904137730,Bayside (NSW),40,27557,40,1.0,0.0014515368146024604
11904137731,Bayside (NSW),10,27557,10,1.0,0.0003628842036506151
11904137732,Bayside (NSW),7,27557,7,1.0,0.0002540189425554306
11904137733,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137734,Bayside (NSW),13,27557,13,1.0,0.0004717494647457996
11904137801,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904137802,Bayside (NSW),95,27557,95,1.0,0.0034473999346808434
11904137803,Bayside (NSW),100,27557,100,1.0,0.0036288420365061507
11904137804,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904137805,Bayside (NSW),91,27557,91,1.0,0.0033022462532205973
11904137806,Bayside (NSW),122,27557,122,1.0,0.004427187284537504
11904137807,Bayside (NSW),100,27557,100,1.0,0.0036288420365061507
11904137808,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137810,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137811,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904137812,Bayside (NSW),4,27557,4,1.0,0.00014515368146024603
11904137813,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904137814,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904137815,Bayside (NSW),280,27557,280,1.0,0.010160757702217223
11904137816,Georges River,30,17592,30,1.0,0.0017053206002728514
11904137817,Georges River,133,17592,133,1.0,0.007560254661209641
11904137818,Georges River,47,17592,47,1.0,0.002671668940427467
11904137820,Georges River,28,17592,28,1.0,0.0015916325602546612
11904137821,Georges River,32,17592,32,1.0,0.0018190086402910413
11904137822,Georges River,145,17592,145,1.0,0.008242382901318781
11904137823,Georges River,65,17592,65,1.0,0.0036948613005911776
11904137825,Georges River,121,17592,121,1.0,0.0068781264211005
11904137826,Georges River,137,17592,137,1.0,0.0077876307412460205
11904137827,Georges River,88,17592,88,1.0,0.0050022737608003635
11904137828,Georges River,134,17592,134,1.0,0.007617098681218736
11904137829,Georges River,127,17592,127,1.0,0.007219190541155071
11904137830,Georges River,85,17592,85,1.0,0.004831741700773079
11904137831,Georges River,140,17592,140,1.0,0.007958162801273306
11904137901,Georges River,19,17592,19,1.0,0.001080036380172806
11904137902,Georges River,50,17592,50,1.0,0.002842201000454752
11904137903,Georges River,130,17592,130,1.0,0.007389722601182355
11904137904,Georges River,137,17592,137,1.0,0.0077876307412460205
11904137905,Georges River,69,17592,69,1.0,0.003922237380627558
11904137906,Georges River,108,17592,108,1.0,0.006139154160982265
11904137907,Georges River,80,17592,80,1.0,0.004547521600727604
11904137908,Georges River,15,17592,15,1.0,0.0008526603001364257
11904137909,Georges River,17,17592,17,1.0,0.0009663483401546157
11904137910,Georges River,37,17592,37,1.0,0.0021032287403365164
11904137911,Georges River,38,17592,38,1.0,0.002160072760345612
11904137912,Georges River,166,17592,166,1.0,0.009436107321509778
11904137913,Georges River,85,17592,85,1.0,0.004831741700773079
11904137914,Georges River,86,17592,86,1.0,0.0048885857207821735
11904137915,Georges River,92,17592,92,1.0,0.005229649840836744
11904137916,Georges River,30,17592,30,1.0,0.0017053206002728514
11904137917,Georges River,92,17592,92,1.0,0.005229649840836744
11904137918,Georges River,31,17592,31,1.0,0.0017621646202819463
11904137919,Georges River,137,17592,137,1.0,0.0077876307412460205
11904137920,Georges River,98,17592,98,1.0,0.005570713960891314
11904137921,Georges River,111,17592,111,1.0,0.00630968622100955
11904137922,Georges River,12,17592,12,1.0,0.0006821282401091405
11904137923,Georges River,22,17592,22,1.0,0.0012505684402000909
11904137924,Georges River,67,17592,67,1.0,0.003808549340609368
11904137925,Georges River,65,17592,65,1.0,0.0036948613005911776
11904137927,Georges River,7,17592,7,1.0,0.0003979081400636653
11904137928,Georges River,14,17592,14,1.0,0.0007958162801273306
11904137929,Georges River,16,17592,16,1.0,0.0009095043201455207
11904137930,Georges River,26,17592,26,1.0,0.0014779445202364712
11904137931,Georges River,10,17592,10,1.0,0.0005684402000909505
11904137932,Georges River,16,17592,16,1.0,0.0009095043201455207
11904137933,Georges River,16,17592,16,1.0,0.0009095043201455207
11904137934,Georges River,107,17592,107,1.0,0.006082310140973169
11904137935,Georges River,95,17592,95,1.0,0.005400181900864029
11904137936,Georges River,14,17592,14,1.0,0.0007958162801273306
11904137937,Georges River,41,17592,41,1.0,0.002330604820372897
11904138001,Bayside (NSW),15,27557,15,1.0,0.0005443263054759226
11904138002,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904138003,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904138004,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904138005,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904138006,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904138007,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904138008,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904138009,Bayside (NSW),39,27557,39,1.0,0.0014152483942373988
11904138010,Bayside (NSW),54,27557,54,1.0,0.0019595746997133215
11904138011,Bayside (NSW),142,27557,142,1.0,0.005152955691838735
11904138012,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904138013,Bayside (NSW),62,27557,62,1.0,0.0022498820626338134
11904138014,Bayside (NSW),134,27557,134,1.0,0.004862648328918242
11904138015,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904138016,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904138017,Bayside (NSW),128,27557,128,1.0,0.004644917806727873
11904138018,Bayside (NSW),174,27557,174,1.0,0.006314185143520702
11904138019,Bayside (NSW),99,27557,99,1.0,0.003592553616141089
11904138020,Bayside (NSW),58,27557,58,1.0,0.0021047283811735677
11904138021,Bayside (NSW),81,27557,81,1.0,0.0029393620495699823
11904138022,Bayside (NSW),68,27557,68,1.0,0.0024676125848241827
11904138023,Bayside (NSW),204,27557,204,1.0,0.007402837754472548
11904138024,Bayside (NSW),142,27557,142,1.0,0.005152955691838735
11904138025,Bayside (NSW),100,27557,100,1.0,0.0036288420365061507
11904138026,Bayside (NSW),149,27557,149,1.0,0.005406974634394165
11904138027,Bayside (NSW),112,27557,112,1.0,0.004064303080886889
11904138028,Bayside (NSW),60,27557,60,1.0,0.0021773052219036903
11904138029,Bayside (NSW),13,27557,13,1.0,0.0004717494647457996
11904138030,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904138031,Bayside (NSW),15,27557,15,1.0,0.0005443263054759226
11904138032,Bayside (NSW),24,27557,24,1.0,0.0008709220887614762
11904138101,Bayside (NSW),69,27557,69,1.0,0.002503901005189244
11904138102,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904138103,Bayside (NSW),58,27557,58,1.0,0.0021047283811735677
11904138104,Bayside (NSW),90,27557,90,1.0,0.0032659578328555357
11904138106,Bayside (NSW),36,27557,36,1.0,0.0013063831331422144
11904138107,Bayside (NSW),13,27557,13,1.0,0.0004717494647457996
11904138108,Bayside (NSW),60,27557,60,1.0,0.0021773052219036903
11904138109,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904138110,Bayside (NSW),6,27557,6,1.0,0.00021773052219036906
11904138111,Bayside (NSW),37,27557,37,1.0,0.0013426715535072757
11904138112,Bayside (NSW),29,27557,29,1.0,0.0010523641905867838
11904138113,Bayside (NSW),17,27557,17,1.0,0.0006169031462060457
11904138114,Bayside (NSW),17,27557,17,1.0,0.0006169031462060457
11904138116,Bayside (NSW),37,27557,37,1.0,0.0013426715535072757
11904138117,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904138118,Bayside (NSW),62,27557,62,1.0,0.0022498820626338134
11904138120,Bayside (NSW),15,27557,15,1.0,0.0005443263054759226
11904138121,Bayside (NSW),40,27557,40,1.0,0.0014515368146024604
11904138124,Bayside (NSW),102,27557,102,1.0,0.003701418877236274
11904138125,Bayside (NSW),52,27557,52,1.0,0.0018869978589831984
11904138126,Bayside (NSW),88,27557,88,1.0,0.0031933809921254126
11904138127,Bayside (NSW),39,27557,39,1.0,0.0014152483942373988
11904138128,Bayside (NSW),3,27557,3,1.0,0.00010886526109518453
11904138129,Bayside (NSW),167,27557,167,1.0,0.006060166200965272
11904138130,Bayside (NSW),135,27557,135,1.0,0.004898936749283303
11904138131,Bayside (NSW),110,27557,110,1.0,0.003991726240156766
11904138132,Bayside (NSW),95,27557,95,1.0,0.0034473999346808434
11904138133,Bayside (NSW),120,27557,120,1.0,0.004354610443807381
11904138135,Bayside (NSW),16,27557,16,1.0,0.0005806147258409841
11904138136,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904138138,Bayside (NSW),50,27557,50,1.0,0.0018144210182530754
11904138139,Bayside (NSW),63,27557,63,1.0,0.002286170482998875
11904138140,Bayside (NSW),90,27557,90,1.0,0.0032659578328555357
11904138141,Bayside (NSW),44,27557,44,1.0,0.0015966904960627063
11904138142,Bayside (NSW),47,27557,47,1.0,0.001705555757157891
11904138143,Bayside (NSW),19,27557,19,1.0,0.0006894799869361686
11904138144,Bayside (NSW),63,27557,63,1.0,0.002286170482998875
11904138145,Bayside (NSW),115,27557,115,1.0,0.004173168341982073
11904138146,Bayside (NSW),77,27557,77,1.0,0.002794208368109736
11904138147,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904138148,Bayside (NSW),55,27557,55,1.0,0.001995863120078383
11904138149,Bayside (NSW),150,27557,150,1.0,0.005443263054759226
11904138150,Bayside (NSW),35,27557,35,1.0,0.0012700947127771529
11904138151,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904138152,Bayside (NSW),94,27557,94,1.0,0.003411111514315782
11904138153,Bayside (NSW),116,27557,116,1.0,0.004209456762347135
11904138154,Bayside (NSW),154,27557,154,1.0,0.005588416736219472
11904138155,Bayside (NSW),57,27557,57,1.0,0.002068439960808506
11904138156,Bayside (NSW),33,27557,33,1.0,0.0011975178720470298
11904138157,Bayside (NSW),89,27557,89,1.0,0.003229669412490474
11904138158,Bayside (NSW),53,27557,53,1.0,0.00192328627934826
11904138201,Bayside (NSW),13,27557,13,1.0,0.0004717494647457996
11904138202,Bayside (NSW),80,27557,80,1.0,0.0029030736292049207
11904138203,Bayside (NSW),115,27557,115,1.0,0.004173168341982073
11904138204,Bayside (NSW),10,27557,10,1.0,0.0003628842036506151
11904138205,Bayside (NSW),54,27557,54,1.0,0.0019595746997133215
11904138206,Bayside (NSW),40,27557,40,1.0,0.0014515368146024604
11904138207,Bayside (NSW),178,27557,178,1.0,0.006459338824980948
11904138208,Bayside (NSW),66,27557,66,1.0,0.0023950357440940596
11904138209,Georges River,22,17592,22,1.0,0.0012505684402000909
11904138210,Georges River,7,17592,7,1.0,0.0003979081400636653
11904138211,Georges River,56,17592,56,1.0,0.0031832651205093224
11904138212,Bayside (NSW),73,27557,73,1.0,0.00264905468664949
11904138213,Bayside (NSW),29,27557,29,1.0,0.0010523641905867838
11904138214,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904138215,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904138216,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904138217,Bayside (NSW),120,27557,120,1.0,0.004354610443807381
11904138218,Bayside (NSW),48,27557,48,1.0,0.0017418441775229525
11904138219,Bayside (NSW),37,27557,37,1.0,0.0013426715535072757
11904138220,Georges River,26,17592,26,1.0,0.0014779445202364712
11904138221,Georges River,19,17592,19,1.0,0.001080036380172806
11904138222,Bayside (NSW),74,27557,74,1.0,0.0026853431070145515
11904138223,Bayside (NSW),16,27557,16,1.0,0.0005806147258409841
11904138224,Bayside (NSW),73,27557,73,1.0,0.00264905468664949
11904138225,Bayside (NSW),113,27557,113,1.0,0.00410059150125195
11904138226,Bayside (NSW),73,27557,73,1.0,0.00264905468664949
11904138227,Bayside (NSW),59,27557,59,1.0,0.0021410168015386292
11904138228,Bayside (NSW),41,27557,41,1.0,0.001487825234967522
11904138229,Bayside (NSW),66,27557,66,1.0,0.0023950357440940596
11904138230,Bayside (NSW),45,27557,45,1.0,0.0016329789164277679
11904138231,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904138232,Bayside (NSW),62,27557,62,1.0,0.0022498820626338134
11904138233,Georges River,28,17592,28,1.0,0.0015916325602546612
11904138234,Bayside (NSW),35,27557,35,1.0,0.0012700947127771529
11904138235,Georges River,15,17592,15,1.0,0.0008526603001364257
11904138236,Bayside (NSW),56,27557,56,1.0,0.0020321515404434446
11904138237,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904138238,Bayside (NSW),79,27557,79,1.0,0.002866785208839859
11904138239,Bayside (NSW),19,27557,19,1.0,0.0006894799869361686
11904166801,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904166803,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904166804,Bayside (NSW),72,27557,72,1.0,0.002612766266284429
11904166805,Bayside (NSW),41,27557,41,1.0,0.001487825234967522
11904166806,Bayside (NSW),58,27557,58,1.0,0.0021047283811735677
11904166807,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904166808,Bayside (NSW),36,27557,36,1.0,0.0013063831331422144
11904166809,Bayside (NSW),50,27557,50,1.0,0.0018144210182530754
11904166810,Bayside (NSW),247,27557,247,1.0,0.008963239830170193
11904166811,Bayside (NSW),52,27557,52,1.0,0.0018869978589831984
11904166812,Bayside (NSW),79,27557,79,1.0,0.002866785208839859
11904166813,Bayside (NSW),104,27557,104,1.0,0.003773995717966397
11904166814,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904166815,Bayside (NSW),19,27557,19,1.0,0.0006894799869361686
11904166816,Bayside (NSW),166,27557,166,1.0,0.006023877780600211
11904166817,Bayside (NSW),128,27557,128,1.0,0.004644917806727873
11904166819,Bayside (NSW),49,27557,49,1.0,0.001778132597888014
11904166820,Bayside (NSW),10,27557,10,1.0,0.0003628842036506151
11904166821,Bayside (NSW),15,27557,15,1.0,0.0005443263054759226
11904166822,Bayside (NSW),30,27557,30,1.0,0.0010886526109518452
11904166823,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904166824,Bayside (NSW),90,27557,90,1.0,0.0032659578328555357
11904166825,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904166826,Bayside (NSW),61,27557,61,1.0,0.002213593642268752
11904166827,Bayside (NSW),20,27557,20,1.0,0.0007257684073012302
11904166828,Bayside (NSW),152,27557,152,1.0,0.005515839895489349
11904166829,Bayside (NSW),96,27557,96,1.0,0.003483688355045905
11904166830,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904166831,Bayside (NSW),101,27557,101,1.0,0.0036651304568712123
11904166832,Bayside (NSW),202,27557,202,1.0,0.0073302609137424245
11904166833,Bayside (NSW),27,27557,27,1.0,0.0009797873498566608
11904166834,Bayside (NSW),47,27557,47,1.0,0.001705555757157891
11904166901,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904166902,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904166903,Bayside (NSW),101,27557,101,1.0,0.0036651304568712123
11904166904,Bayside (NSW),54,27557,54,1.0,0.0019595746997133215
11904166905,Bayside (NSW),27,27557,27,1.0,0.0009797873498566608
11904166906,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904166907,Bayside (NSW),49,27557,49,1.0,0.001778132597888014
11904166908,Bayside (NSW),51,27557,51,1.0,0.001850709438618137
11904166909,Bayside (NSW),10,27557,10,1.0,0.0003628842036506151
11904166910,Bayside (NSW),40,27557,40,1.0,0.0014515368146024604
11904166911,Bayside (NSW),17,27557,17,1.0,0.0006169031462060457
11904166912,Bayside (NSW),60,27557,60,1.0,0.0021773052219036903
11904166913,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904166914,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904166915,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904166916,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904166917,Bayside (NSW),15,27557,15,1.0,0.0005443263054759226
11904166918,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904166919,Bayside (NSW),33,27557,33,1.0,0.0011975178720470298
11904166920,Bayside (NSW),20,27557,20,1.0,0.0007257684073012302
11904166921,Bayside (NSW),16,27557,16,1.0,0.0005806147258409841
11904166922,Bayside (NSW),17,27557,17,1.0,0.0006169031462060457
11904167001,Bayside (NSW),32,27557,32,1.0,0.0011612294516819683
11904167002,Bayside (NSW),65,27557,65,1.0,0.002358747323728998
11904167003,Bayside (NSW),65,27557,65,1.0,0.002358747323728998
11904167004,Bayside (NSW),137,27557,137,1.0,0.0049715135900134265
11904167005,Bayside (NSW),157,27557,157,1.0,0.005697281997314657
11904167006,Bayside (NSW),19,27557,19,1.0,0.0006894799869361686
11904167007,Bayside (NSW),13,27557,13,1.0,0.0004717494647457996
11904167008,Bayside (NSW),62,27557,62,1.0,0.0022498820626338134
11904167009,Bayside (NSW),35,27557,35,1.0,0.0012700947127771529
11904167010,Bayside (NSW),68,27557,68,1.0,0.0024676125848241827
11904167011,Bayside (NSW),11,27557,11,1.0,0.0003991726240156766
11904167012,Bayside (NSW),36,27557,36,1.0,0.0013063831331422144
11904167013,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904167014,Bayside (NSW),26,27557,26,1.0,0.0009434989294915992
11904167015,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904167016,Bayside (NSW),33,27557,33,1.0,0.0011975178720470298
11904167017,Bayside (NSW),68,27557,68,1.0,0.0024676125848241827
11904167018,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904167019,Bayside (NSW),23,27557,23,1.0,0.0008346336683964147
11904167020,Bayside (NSW),107,27557,107,1.0,0.0038828609790615815
11904167021,Bayside (NSW),29,27557,29,1.0,0.0010523641905867838
11904167022,Bayside (NSW),55,27557,55,1.0,0.001995863120078383
11904167023,Bayside (NSW),178,27557,178,1.0,0.006459338824980948
11904167024,Bayside (NSW),92,27557,92,1.0,0.003338534673585659
11904167025,Bayside (NSW),51,27557,51,1.0,0.001850709438618137
11904167026,Bayside (NSW),103,27557,103,1.0,0.0037377072976013353
11904167027,Bayside (NSW),31,27557,31,1.0,0.0011249410313169067
11904167028,Bayside (NSW),25,27557,25,1.0,0.0009072105091265377
11904167029,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904167030,Bayside (NSW),91,27557,91,1.0,0.0033022462532205973
11904167031,Bayside (NSW),41,27557,41,1.0,0.001487825234967522
11904167032,Bayside (NSW),136,27557,136,1.0,0.004935225169648365
11904167033,Bayside (NSW),16,27557,16,1.0,0.0005806147258409841
11904167034,Bayside (NSW),21,27557,21,1.0,0.0007620568276662917
11904167035,Bayside (NSW),22,27557,22,1.0,0.0007983452480313532
11904167101,Bayside (NSW),138,27557,138,1.0,0.005007802010378488
11904167102,Bayside (NSW),124,27557,124,1.0,0.004499764125267627
11904167103,Bayside (NSW),95,27557,95,1.0,0.0034473999346808434
11904167104,Bayside (NSW),171,27557,171,1.0,0.006205319882425518
11904167105,Bayside (NSW),179,27557,179,1.0,0.00649562724534601
11904167106,Bayside (NSW),216,27557,216,1.0,0.007838298798853286
11904167107,Bayside (NSW),167,27557,167,1.0,0.006060166200965272
11904167108,Bayside (NSW),88,27557,88,1.0,0.0031933809921254126
11904167109,Bayside (NSW),175,27557,175,1.0,0.006350473563885764
11904167110,Bayside (NSW),124,27557,124,1.0,0.004499764125267627
11904167111,Bayside (NSW),129,27557,129,1.0,0.004681206227092935
11904167112,Bayside (NSW),226,27557,226,1.0,0.0082011830025039
11904167113,Bayside (NSW),144,27557,144,1.0,0.005225532532568858
11904167114,Bayside (NSW),76,27557,76,1.0,0.0027579199477446746
11904167115,Bayside (NSW),371,27557,371,1.0,0.01346300395543782
11904167116,Bayside (NSW),80,27557,80,1.0,0.0029030736292049207
11904167117,Bayside (NSW),106,27557,106,1.0,0.00384657255869652
11904167118,Bayside (NSW),92,27557,92,1.0,0.003338534673585659
11904167119,Bayside (NSW),175,27557,175,1.0,0.006350473563885764
11904167120,Bayside (NSW),72,27557,72,1.0,0.002612766266284429
12001138301,Canada Bay,86,13166,86,1.0,0.0065319763025976
12001138302,Canada Bay,20,13166,20,1.0,0.0015190642564180464
12001138304,Canada Bay,17,13166,17,1.0,0.0012912046179553395
12001138306,Canada Bay,29,13166,29,1.0,0.0022026431718061676
12001138307,Canada Bay,28,13166,28,1.0,0.002126689958985265
12001138308,Canada Bay,31,13166,31,1.0,0.0023545495974479722
12001138309,Canada Bay,79,13166,79,1.0,0.006000303812851284
12001138310,Canada Bay,29,13166,29,1.0,0.0022026431718061676
12001138311,Canada Bay,28,13166,28,1.0,0.002126689958985265
12001138312,Canada Bay,51,13166,51,1.0,0.0038736138538660184
12001138313,Canada Bay,9,13166,9,1.0,0.0006835789153881209
12001138314,Canada Bay,74,13166,74,1.0,0.005620537748746772
12001138315,Canada Bay,26,13166,26,1.0,0.0019747835333434605
12001138316,Canada Bay,11,13166,11,1.0,0.0008354853410299256
