SA1,LGA,Rented Households,LGA Totals,SA1 Totals,SA1 Fraction,LGA Fraction
20302148825,Greater Geelong,88,29313,88,1.0,0.0030020809879575615
20303104801,Greater Geelong,66,29313,66,1.0,0.002251560740968171
20303104802,Greater Geelong,26,29313,26,1.0,0.0008869784737147341
20303104803,Greater Geelong,69,29313,69,1.0,0.0023539044110121787
20303104804,Greater Geelong,46,29313,46,1.0,0.0015692696073414526
20303104805,Greater Geelong,25,29313,25,1.0,0.0008528639170333981
20303104806,Greater Geelong,13,29313,13,1.0,0.00044348923685736703
20303104808,Greater Geelong,18,29313,18,1.0,0.0006140620202640467
20303104809,Greater Geelong,9,29313,9,1.0,0.00030703101013202335
20303104810,Greater Geelong,29,29313,29,1.0,0.0009893221437587418
20303104811,Greater Geelong,36,29313,36,1.0,0.0012281240405280934
20303104812,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303104814,Greater Geelong,18,29313,18,1.0,0.0006140620202640467
20303104815,Greater Geelong,4,29313,4,1.0,0.0001364582267253437
20303104816,Greater Geelong,40,29313,40,1.0,0.001364582267253437
20303104817,Greater Geelong,55,29313,55,1.0,0.001876300617473476
20303104818,Greater Geelong,13,29313,13,1.0,0.00044348923685736703
20303104819,Greater Geelong,36,29313,36,1.0,0.0012281240405280934
20303104820,Greater Geelong,36,29313,36,1.0,0.0012281240405280934
20303104821,Greater Geelong,32,29313,32,1.0,0.0010916658138027497
20303104822,Greater Geelong,22,29313,22,1.0,0.0007505202469893904
20303104823,Greater Geelong,45,29313,45,1.0,0.0015351550506601166
20303104824,Greater Geelong,24,29313,24,1.0,0.0008187493603520622
20303104825,Greater Geelong,30,29313,30,1.0,0.0010234367004400779
20303104826,Greater Geelong,30,29313,30,1.0,0.0010234367004400779
20303104827,Greater Geelong,21,29313,21,1.0,0.0007164056903080545
20303104828,Greater Geelong,42,29313,42,1.0,0.001432811380616109
20303104829,Greater Geelong,18,29313,18,1.0,0.0006140620202640467
20303104830,Greater Geelong,9,29313,9,1.0,0.00030703101013202335
20303104831,Greater Geelong,8,29313,8,1.0,0.0002729164534506874
20303104835,Greater Geelong,14,29313,14,1.0,0.00047760379353870296
20303104836,Greater Geelong,128,29313,128,1.0,0.004366663255210999
20303104837,Greater Geelong,8,29313,8,1.0,0.0002729164534506874
20303104838,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303104839,Greater Geelong,80,29313,80,1.0,0.002729164534506874
20303104840,Greater Geelong,61,29313,61,1.0,0.0020809879575614913
20303104841,Greater Geelong,27,29313,27,1.0,0.00092109303039607
20303104842,Greater Geelong,57,29313,57,1.0,0.0019445297308361479
20303104843,Greater Geelong,57,29313,57,1.0,0.0019445297308361479
20303104844,Greater Geelong,35,29313,35,1.0,0.0011940094838467574
20303104901,Surf Coast,18,2484,18,1.0,0.007246376811594203
20303104902,Surf Coast,47,2484,47,1.0,0.01892109500805153
20303104903,Surf Coast,38,2484,38,1.0,0.015297906602254429
20303104904,Surf Coast,61,2484,61,1.0,0.02455716586151369
20303104905,Surf Coast,75,2484,75,1.0,0.030193236714975844
20303104906,Surf Coast,51,2484,51,1.0,0.020531400966183576
20303104907,Surf Coast,18,2484,18,1.0,0.007246376811594203
20303104908,Surf Coast,83,2484,83,1.0,0.03341384863123994
20303104909,Surf Coast,29,2484,29,1.0,0.011674718196457327
20303104910,Surf Coast,26,2484,26,1.0,0.010466988727858293
20303104911,Surf Coast,16,2484,16,1.0,0.00644122383252818
20303105101,Greater Geelong,58,29313,58,1.0,0.0019786442875174837
20303105102,Greater Geelong,39,29313,39,1.0,0.001330467710572101
20303105103,Greater Geelong,17,29313,17,1.0,0.0005799474635827108
20303105104,Greater Geelong,45,29313,45,1.0,0.0015351550506601166
20303105105,Greater Geelong,40,29313,40,1.0,0.001364582267253437
20303105106,Greater Geelong,43,29313,43,1.0,0.0014669259372974447
20303105107,Greater Geelong,52,29313,52,1.0,0.0017739569474294681
20303105108,Greater Geelong,38,29313,38,1.0,0.0012963531538907652
20303105111,Greater Geelong,40,29313,40,1.0,0.001364582267253437
20303105113,Greater Geelong,54,29313,54,1.0,0.00184218606079214
20303105117,Greater Geelong,31,29313,31,1.0,0.0010575512571214137
20303105118,Greater Geelong,24,29313,24,1.0,0.0008187493603520622
20303105119,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303105120,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303105121,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303105122,Greater Geelong,27,29313,27,1.0,0.00092109303039607
20303105123,Greater Geelong,48,29313,48,1.0,0.0016374987207041245
20303105124,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303105125,Greater Geelong,25,29313,25,1.0,0.0008528639170333981
20303105126,Greater Geelong,25,29313,25,1.0,0.0008528639170333981
20303105127,Greater Geelong,36,29313,36,1.0,0.0012281240405280934
20303105128,Greater Geelong,25,29313,25,1.0,0.0008528639170333981
20303105129,Greater Geelong,20,29313,20,1.0,0.0006822911336267185
20303105130,Greater Geelong,39,29313,39,1.0,0.001330467710572101
20303105131,Greater Geelong,57,29313,57,1.0,0.0019445297308361479
20303105201,Queenscliffe,26,218,26,1.0,0.11926605504587157
20303105203,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303105204,Greater Geelong,34,29313,34,1.0,0.0011598949271654216
20303105205,Queenscliffe,37,218,37,1.0,0.16972477064220184
20303105206,Queenscliffe,35,218,35,1.0,0.16055045871559634
20303105207,Queenscliffe,40,218,40,1.0,0.1834862385321101
20303105208,Queenscliffe,14,218,14,1.0,0.06422018348623854
20303105209,Queenscliffe,14,218,14,1.0,0.06422018348623854
20303105210,Queenscliffe,40,218,40,1.0,0.1834862385321101
20303105212,Queenscliffe,3,218,3,1.0,0.013761467889908258
20303105213,Queenscliffe,9,218,9,1.0,0.04128440366972477
20303105214,Greater Geelong,8,29313,8,1.0,0.0002729164534506874
20303105216,Greater Geelong,49,29313,49,1.0,0.0016716132773854605
20303105301,Surf Coast,28,2484,28,1.0,0.011272141706924315
20303105302,Surf Coast,12,2484,12,1.0,0.004830917874396135
20303105303,Surf Coast,25,2484,25,1.0,0.010064412238325281
20303105304,Surf Coast,3,2484,3,1.0,0.0012077294685990338
20303105305,Surf Coast,27,2484,27,1.0,0.010869565217391304
20303105306,Surf Coast,30,2484,30,1.0,0.012077294685990338
20303105307,Surf Coast,61,2484,61,1.0,0.02455716586151369
20303105308,Surf Coast,42,2484,42,1.0,0.016908212560386472
20303105309,Surf Coast,48,2484,48,1.0,0.01932367149758454
20303105310,Surf Coast,56,2484,56,1.0,0.02254428341384863
20303105311,Surf Coast,69,2484,69,1.0,0.027777777777777776
20303105312,Surf Coast,70,2484,70,1.0,0.02818035426731079
20303105313,Surf Coast,67,2484,67,1.0,0.026972624798711754
20303105315,Surf Coast,96,2484,96,1.0,0.03864734299516908
20303105318,Surf Coast,10,2484,10,1.0,0.004025764895330112
20303105319,Surf Coast,22,2484,22,1.0,0.008856682769726247
20303105320,Surf Coast,28,2484,28,1.0,0.011272141706924315
20303105321,Surf Coast,37,2484,37,1.0,0.014895330112721417
20303105322,Surf Coast,35,2484,35,1.0,0.014090177133655395
20303105323,Surf Coast,42,2484,42,1.0,0.016908212560386472
20303105324,Surf Coast,32,2484,32,1.0,0.01288244766505636
20303105325,Surf Coast,27,2484,27,1.0,0.010869565217391304
20303105326,Surf Coast,30,2484,30,1.0,0.012077294685990338
20303105327,Surf Coast,86,2484,86,1.0,0.03462157809983897
20303105329,Surf Coast,24,2484,24,1.0,0.00966183574879227
20303105330,Surf Coast,21,2484,21,1.0,0.008454106280193236
20303105331,Surf Coast,4,2484,4,1.0,0.001610305958132045
20303105333,Surf Coast,18,2484,18,1.0,0.007246376811594203
20303105334,Surf Coast,44,2484,44,1.0,0.017713365539452495
20303105336,Surf Coast,32,2484,32,1.0,0.01288244766505636
20303105338,Surf Coast,7,2484,7,1.0,0.002818035426731079
20303105339,Surf Coast,26,2484,26,1.0,0.010466988727858293
20303105340,Surf Coast,22,2484,22,1.0,0.008856682769726247
20303105341,Surf Coast,46,2484,46,1.0,0.018518518518518517
20303105342,Surf Coast,48,2484,48,1.0,0.01932367149758454
20303105343,Surf Coast,43,2484,43,1.0,0.017310789049919485
20303105344,Surf Coast,56,2484,56,1.0,0.02254428341384863
20303105345,Surf Coast,18,2484,18,1.0,0.007246376811594203
20303105346,Surf Coast,43,2484,43,1.0,0.017310789049919485
20303105347,Surf Coast,16,2484,16,1.0,0.00644122383252818
20303105348,Surf Coast,70,2484,70,1.0,0.02818035426731079
20303105349,Surf Coast,31,2484,31,1.0,0.01247987117552335
20303105350,Surf Coast,29,2484,29,1.0,0.011674718196457327
20303105351,Surf Coast,48,2484,48,1.0,0.01932367149758454
20303105352,Surf Coast,46,2484,46,1.0,0.018518518518518517
20303105353,Surf Coast,24,2484,24,1.0,0.00966183574879227
20303148901,Greater Geelong,15,29313,15,1.0,0.0005117183502200389
20303148902,Greater Geelong,27,29313,27,1.0,0.00092109303039607
20303148903,Greater Geelong,122,29313,122,1.0,0.004161975915122983
20303148904,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303148905,Greater Geelong,48,29313,48,1.0,0.0016374987207041245
20303148906,Greater Geelong,35,29313,35,1.0,0.0011940094838467574
20303148907,Greater Geelong,86,29313,86,1.0,0.0029338518745948895
20303148908,Greater Geelong,23,29313,23,1.0,0.0007846348036707263
20303148909,Greater Geelong,37,29313,37,1.0,0.0012622385972094292
20303148910,Greater Geelong,108,29313,108,1.0,0.00368437212158428
20303148911,Greater Geelong,13,29313,13,1.0,0.00044348923685736703
20303148912,Greater Geelong,49,29313,49,1.0,0.0016716132773854605
20303148913,Surf Coast,8,2484,8,1.0,0.00322061191626409
20303148914,Greater Geelong,88,29313,88,1.0,0.0030020809879575615
20303148915,Greater Geelong,61,29313,61,1.0,0.0020809879575614913
20303148916,Greater Geelong,22,29313,22,1.0,0.0007505202469893904
20303148918,Greater Geelong,106,29313,106,1.0,0.0036161430082216083
20303148919,Greater Geelong,167,29313,167,1.0,0.005697130965783099
20303149001,Greater Geelong,29,29313,29,1.0,0.0009893221437587418
20303149002,Greater Geelong,8,29313,8,1.0,0.0002729164534506874
20303149003,Greater Geelong,25,29313,25,1.0,0.0008528639170333981
20303149004,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303149005,Greater Geelong,26,29313,26,1.0,0.0008869784737147341
20303149006,Greater Geelong,40,29313,40,1.0,0.001364582267253437
20303149007,Greater Geelong,59,29313,59,1.0,0.0020127588441988197
20303149008,Greater Geelong,44,29313,44,1.0,0.0015010404939787808
20303149010,Greater Geelong,27,29313,27,1.0,0.00092109303039607
20303149011,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303149012,Greater Geelong,24,29313,24,1.0,0.0008187493603520622
20303149013,Greater Geelong,58,29313,58,1.0,0.0019786442875174837
20303149014,Greater Geelong,29,29313,29,1.0,0.0009893221437587418
20303149015,Greater Geelong,43,29313,43,1.0,0.0014669259372974447
20303149016,Greater Geelong,18,29313,18,1.0,0.0006140620202640467
20303149017,Greater Geelong,50,29313,50,1.0,0.0017057278340667963
20303149018,Greater Geelong,35,29313,35,1.0,0.0011940094838467574
20303149019,Greater Geelong,24,29313,24,1.0,0.0008187493603520622
20303149020,Greater Geelong,26,29313,26,1.0,0.0008869784737147341
20303149021,Greater Geelong,51,29313,51,1.0,0.0017398423907481323
20303149022,Greater Geelong,32,29313,32,1.0,0.0010916658138027497
20303149023,Greater Geelong,28,29313,28,1.0,0.0009552075870774059
20303149024,Greater Geelong,39,29313,39,1.0,0.001330467710572101
20303149025,Greater Geelong,31,29313,31,1.0,0.0010575512571214137
20303149026,Greater Geelong,40,29313,40,1.0,0.001364582267253437
20303149027,Greater Geelong,4,29313,4,1.0,0.0001364582267253437
20303149028,Greater Geelong,52,29313,52,1.0,0.0017739569474294681
20303149029,Greater Geelong,42,29313,42,1.0,0.001432811380616109
20303149030,Greater Geelong,32,29313,32,1.0,0.0010916658138027497
20303149031,Greater Geelong,22,29313,22,1.0,0.0007505202469893904
20303149032,Greater Geelong,23,29313,23,1.0,0.0007846348036707263
20303149033,Greater Geelong,19,29313,19,1.0,0.0006481765769453826
20303149034,Greater Geelong,15,29313,15,1.0,0.0005117183502200389
20303149035,Greater Geelong,69,29313,69,1.0,0.0023539044110121787
20303149036,Greater Geelong,82,29313,82,1.0,0.002797393647869546
20303149037,Greater Geelong,26,29313,26,1.0,0.0008869784737147341
20303149038,Greater Geelong,9,29313,9,1.0,0.00030703101013202335
20303149039,Greater Geelong,10,29313,10,1.0,0.00034114556681335927
20303149040,Greater Geelong,21,29313,21,1.0,0.0007164056903080545
20401105401,Murrindindi,44,834,44,1.0,0.05275779376498801
20401105402,Murrindindi,10,834,10,1.0,0.011990407673860911
20401105403,Murrindindi,43,834,43,1.0,0.05155875299760192
20401105404,Murrindindi,11,834,11,1.0,0.013189448441247002
20401105406,Murrindindi,19,834,19,1.0,0.022781774580335732
20401105407,Murrindindi,11,834,11,1.0,0.013189448441247002
20401105408,Murrindindi,13,834,13,1.0,0.015587529976019185
20401105409,Murrindindi,29,834,29,1.0,0.03477218225419664
20401105410,Murrindindi,12,834,12,1.0,0.014388489208633094
20401105411,Murrindindi,49,834,49,1.0,0.05875299760191847
20401105412,Murrindindi,40,834,40,1.0,0.047961630695443645
20401105413,Murrindindi,11,834,11,1.0,0.013189448441247002
20401105414,Murrindindi,41,834,41,1.0,0.049160671462829736
20401105415,Murrindindi,38,834,38,1.0,0.045563549160671464
20401105416,Murrindindi,33,834,33,1.0,0.039568345323741004
20401105417,Murrindindi,29,834,29,1.0,0.03477218225419664
20401105418,Murrindindi,37,834,37,1.0,0.04436450839328537
20401105419,Murrindindi,64,834,64,1.0,0.07673860911270983
20401105501,Strathbogie,31,831,31,1.0,0.03730445246690734
20401105502,Strathbogie,59,831,59,1.0,0.07099879663056559
20401105503,Strathbogie,16,831,16,1.0,0.019253910950661854
20401105504,Strathbogie,35,831,35,1.0,0.0421179302045728
20401105505,Strathbogie,22,831,22,1.0,0.026474127557160047
20401105506,Strathbogie,45,831,45,1.0,0.05415162454873646
20401105507,Strathbogie,17,831,17,1.0,0.02045728038507822
20401105508,Strathbogie,34,831,34,1.0,0.04091456077015644
20401105509,Strathbogie,47,831,47,1.0,0.056558363417569195
20401105510,Strathbogie,33,831,33,1.0,0.039711191335740074
20401105511,Strathbogie,48,831,48,1.0,0.05776173285198556
20401105512,Strathbogie,6,831,6,1.0,0.007220216606498195
20401105513,Strathbogie,12,831,12,1.0,0.01444043321299639
20401105514,Strathbogie,15,831,15,1.0,0.018050541516245487
20401105515,Strathbogie,19,831,19,1.0,0.02286401925391095
20401105516,Strathbogie,17,831,17,1.0,0.02045728038507822
20401105517,Strathbogie,6,831,6,1.0,0.007220216606498195
20401105519,Strathbogie,11,831,11,1.0,0.013237063778580024
20401105521,Strathbogie,9,831,9,1.0,0.010830324909747292
20401105601,Mitchell,14,3597,14,1.0,0.003892132332499305
20401105603,Mitchell,3,3597,3,1.0,0.0008340283569641367
20401105604,Mitchell,3,3597,3,1.0,0.0008340283569641367
20401105605,Mitchell,40,3597,40,1.0,0.011120378092855158
20401105606,Mitchell,41,3597,41,1.0,0.011398387545176535
20401105607,Mitchell,73,3597,73,1.0,0.020294690019460663
20401105608,Mitchell,74,3597,74,1.0,0.02057269947178204
20401105609,Mitchell,19,3597,19,1.0,0.0052821795941062
20401105610,Mitchell,14,3597,14,1.0,0.003892132332499305
20401105611,Mitchell,12,3597,12,1.0,0.003336113427856547
20401105612,Mitchell,18,3597,18,1.0,0.0050041701417848205
20401105614,Mitchell,63,3597,63,1.0,0.01751459549624687
20401105615,Mitchell,12,3597,12,1.0,0.003336113427856547
20401105618,Mitchell,31,3597,31,1.0,0.008618293021962747
20401105619,Mitchell,18,3597,18,1.0,0.0050041701417848205
20401105620,Mitchell,18,3597,18,1.0,0.0050041701417848205
20401105621,Mitchell,52,3597,52,1.0,0.014456491520711705
20401105622,Mitchell,14,3597,14,1.0,0.003892132332499305
20401105624,Mitchell,57,3597,57,1.0,0.0158465387823186
20401105625,Mitchell,39,3597,39,1.0,0.010842368640533779
20401105626,Mitchell,36,3597,36,1.0,0.010008340283569641
20401105627,Mitchell,19,3597,19,1.0,0.0052821795941062
20401105628,Mitchell,69,3597,69,1.0,0.019182652210175146
20401105630,Mitchell,18,3597,18,1.0,0.0050041701417848205
20401105631,Mitchell,8,3597,8,1.0,0.0022240756185710315
20401105632,Mitchell,51,3597,51,1.0,0.014178482068390326
20401105633,Mitchell,42,3597,42,1.0,0.011676396997497914
20401105634,Mitchell,21,3597,21,1.0,0.005838198498748957
20401105635,Mitchell,70,3597,70,1.0,0.019460661662496524
20401105636,Mitchell,12,3597,12,1.0,0.003336113427856547
20401105637,Mitchell,65,3597,65,1.0,0.01807061440088963
20401105638,Mitchell,17,3597,17,1.0,0.004726160689463442
20401105701,Mansfield,26,653,26,1.0,0.039816232771822356
20401105702,Mansfield,12,653,12,1.0,0.018376722817764167
20401105703,Mansfield,25,653,25,1.0,0.03828483920367534
20401105704,Mansfield,20,653,20,1.0,0.030627871362940276
20401105705,Mansfield,23,653,23,1.0,0.03522205206738132
20401105706,Mansfield,8,653,8,1.0,0.01225114854517611
20401105708,Mansfield,7,653,7,1.0,0.010719754977029096
20401105710,Mansfield,28,653,28,1.0,0.042879019908116385
20401105711,Mansfield,54,653,54,1.0,0.08269525267993874
20401105712,Mansfield,47,653,47,1.0,0.07197549770290965
20401105713,Mansfield,79,653,79,1.0,0.12098009188361408
20401105714,Mansfield,93,653,93,1.0,0.14241960183767227
20401105715,Mansfield,24,653,24,1.0,0.036753445635528334
20401105716,Mansfield,22,653,22,1.0,0.033690658499234305
20401105717,Mansfield,18,653,18,1.0,0.027565084226646247
20401105718,Mansfield,16,653,16,1.0,0.02450229709035222
20401105719,Mansfield,108,653,108,1.0,0.16539050535987748
20401105720,Unincorporated Vic,53,136,53,1.0,0.3897058823529412
20401105721,Mansfield,8,653,8,1.0,0.01225114854517611
20401105722,Mansfield,13,653,13,1.0,0.019908116385911178
20401105723,Mansfield,18,653,18,1.0,0.027565084226646247
20401105724,Mansfield,4,653,4,1.0,0.006125574272588055
20401105801,Strathbogie,30,831,30,1.0,0.036101083032490974
20401105802,Strathbogie,24,831,24,1.0,0.02888086642599278
20401105803,Mitchell,3,3597,13,0.23076923076923078,0.0008340283569641367
20401105803,Strathbogie,10,831,13,0.7692307692307693,0.012033694344163659
20401105804,Strathbogie,16,831,16,1.0,0.019253910950661854
20401105805,Strathbogie,33,831,33,1.0,0.039711191335740074
20401105806,Strathbogie,41,831,41,1.0,0.049338146811071
20401105807,Strathbogie,34,831,34,1.0,0.04091456077015644
20401105808,Strathbogie,20,831,20,1.0,0.024067388688327317
20401105809,Strathbogie,24,831,24,1.0,0.02888086642599278
20401105811,Strathbogie,18,831,18,1.0,0.021660649819494584
20401105812,Strathbogie,8,831,8,1.0,0.009626955475330927
20401105813,Strathbogie,38,831,38,1.0,0.0457280385078219
20401105814,Strathbogie,53,831,53,1.0,0.06377858002406739
20401105901,Mitchell,53,3597,53,1.0,0.014734500973033082
20401105902,Mitchell,42,3597,42,1.0,0.011676396997497914
20401105903,Mitchell,19,3597,19,1.0,0.0052821795941062
20401105904,Mitchell,52,3597,52,1.0,0.014456491520711705
20401105905,Mitchell,54,3597,54,1.0,0.015012510425354461
20401105906,Mitchell,62,3597,62,1.0,0.017236586043925493
20401105907,Mitchell,11,3597,11,1.0,0.0030581039755351682
20401105908,Mitchell,12,3597,12,1.0,0.003336113427856547
20401105909,Mitchell,95,3597,95,1.0,0.026410897970531
20401105910,Mitchell,74,3597,74,1.0,0.02057269947178204
20401105911,Mitchell,34,3597,34,1.0,0.009452321378926884
20401105912,Mitchell,78,3597,78,1.0,0.021684737281067557
20401105913,Mitchell,67,3597,67,1.0,0.018626633305532388
20401105914,Mitchell,36,3597,36,1.0,0.010008340283569641
20401105915,Mitchell,51,3597,51,1.0,0.014178482068390326
20401105916,Mitchell,61,3597,61,1.0,0.016958576591604116
20401105917,Mitchell,73,3597,73,1.0,0.020294690019460663
20401106001,Mitchell,9,3597,9,1.0,0.0025020850708924102
20401106002,Mitchell,10,3597,10,1.0,0.0027800945232137894
20401106003,Mitchell,18,3597,18,1.0,0.0050041701417848205
20401106005,Mitchell,15,3597,15,1.0,0.004170141784820684
20401106006,Mitchell,8,3597,8,1.0,0.0022240756185710315
20401106007,Mitchell,12,3597,12,1.0,0.003336113427856547
20401106008,Mitchell,9,3597,9,1.0,0.0025020850708924102
20401106009,Mitchell,5,3597,5,1.0,0.0013900472616068947
20401106010,Mitchell,22,3597,22,1.0,0.0061162079510703364
20401106011,Mitchell,233,3597,233,1.0,0.06477620239088129
20401106101,Yarra Ranges,3,7866,3,1.0,0.00038138825324180017
20401106201,Murrindindi,19,834,19,1.0,0.022781774580335732
20401106202,Mitchell,5,3597,8,0.625,0.0013900472616068947
20401106202,Murrindindi,3,834,8,0.375,0.0035971223021582736
20401106203,Murrindindi,28,834,28,1.0,0.03357314148681055
20401106204,Murrindindi,44,834,44,1.0,0.05275779376498801
20401106205,Murrindindi,29,834,29,1.0,0.03477218225419664
20401106206,Murrindindi,48,834,48,1.0,0.05755395683453238
20401106207,Murrindindi,13,834,13,1.0,0.015587529976019185
20401106208,Murrindindi,14,834,14,1.0,0.016786570743405275
20401106209,Murrindindi,19,834,19,1.0,0.022781774580335732
20401106210,Murrindindi,10,834,10,1.0,0.011990407673860911
20402106301,Benalla,44,1358,44,1.0,0.03240058910162003
20402106302,Benalla,61,1358,61,1.0,0.04491899852724595
20402106303,Benalla,21,1358,21,1.0,0.015463917525773196
20402106304,Benalla,113,1358,113,1.0,0.08321060382916053
20402106305,Benalla,17,1358,17,1.0,0.012518409425625921
20402106306,Benalla,55,1358,55,1.0,0.04050073637702504
20402106307,Benalla,88,1358,88,1.0,0.06480117820324006
20402106308,Benalla,74,1358,74,1.0,0.054491899852724596
20402106309,Benalla,6,1358,6,1.0,0.004418262150220913
20402106310,Benalla,56,1358,56,1.0,0.041237113402061855
20402106311,Benalla,42,1358,42,1.0,0.030927835051546393
20402106312,Benalla,32,1358,32,1.0,0.023564064801178203
20402106313,Benalla,70,1358,70,1.0,0.05154639175257732
20402106314,Benalla,47,1358,47,1.0,0.03460972017673049
20402106315,Benalla,43,1358,43,1.0,0.03166421207658321
20402106317,Benalla,51,1358,51,1.0,0.03755522827687776
20402106318,Benalla,73,1358,73,1.0,0.05375552282768778
20402106319,Benalla,61,1358,61,1.0,0.04491899852724595
20402106320,Benalla,45,1358,45,1.0,0.03313696612665685
20402106321,Benalla,3,1358,3,1.0,0.0022091310751104565
20402106322,Benalla,16,1358,16,1.0,0.011782032400589101
20402106323,Benalla,24,1358,24,1.0,0.017673048600883652
20402106324,Benalla,44,1358,44,1.0,0.03240058910162003
20402106325,Benalla,74,1358,74,1.0,0.054491899852724596
20402106326,Benalla,31,1358,31,1.0,0.022827687776141383
20402106327,Benalla,24,1358,24,1.0,0.017673048600883652
20402106328,Benalla,3,1358,3,1.0,0.0022091310751104565
20402106329,Benalla,7,1358,7,1.0,0.005154639175257732
20402106401,Benalla,12,1358,12,1.0,0.008836524300441826
20402106402,Benalla,21,1358,21,1.0,0.015463917525773196
20402106403,Benalla,9,1358,9,1.0,0.0066273932253313695
20402106404,Benalla,28,1358,28,1.0,0.020618556701030927
20402106405,Benalla,11,1358,11,1.0,0.008100147275405008
20402106406,Benalla,25,1358,25,1.0,0.018409425625920472
20402106407,Benalla,9,1358,9,1.0,0.0066273932253313695
20402106408,Benalla,9,1358,9,1.0,0.0066273932253313695
20402106409,Benalla,9,1358,9,1.0,0.0066273932253313695
20402106501,Indigo,27,1014,27,1.0,0.026627218934911243
20402106502,Indigo,15,1014,15,1.0,0.014792899408284023
20402106503,Indigo,55,1014,55,1.0,0.054240631163708086
20402106504,Indigo,59,1014,59,1.0,0.05818540433925049
20402106505,Indigo,22,1014,22,1.0,0.021696252465483234
20402106508,Indigo,9,1014,9,1.0,0.008875739644970414
20402106509,Indigo,12,1014,12,1.0,0.011834319526627219
20402106510,Indigo,10,1014,10,1.0,0.009861932938856016
20402106511,Indigo,30,1014,30,1.0,0.029585798816568046
20402106512,Indigo,20,1014,20,1.0,0.01972386587771203
20402106513,Indigo,39,1014,39,1.0,0.038461538461538464
20402106601,Wangaratta,13,2670,13,1.0,0.0048689138576779025
20402106602,Wangaratta,53,2670,53,1.0,0.019850187265917602
20402106603,Wangaratta,54,2670,54,1.0,0.020224719101123594
20402106604,Wangaratta,65,2670,65,1.0,0.024344569288389514
20402106605,Wangaratta,59,2670,59,1.0,0.022097378277153558
20402106607,Wangaratta,39,2670,39,1.0,0.014606741573033709
20402106608,Wangaratta,7,2670,7,1.0,0.0026217228464419477
20402106609,Wangaratta,91,2670,91,1.0,0.03408239700374532
20402106610,Wangaratta,30,2670,30,1.0,0.011235955056179775
20402106611,Wangaratta,111,2670,111,1.0,0.04157303370786517
20402106612,Wangaratta,98,2670,98,1.0,0.03670411985018727
20402106613,Wangaratta,30,2670,30,1.0,0.011235955056179775
20402106614,Wangaratta,37,2670,37,1.0,0.013857677902621723
20402106615,Wangaratta,73,2670,73,1.0,0.027340823970037453
20402106616,Wangaratta,50,2670,50,1.0,0.018726591760299626
20402106617,Wangaratta,47,2670,47,1.0,0.017602996254681647
20402106618,Wangaratta,56,2670,56,1.0,0.020973782771535582
20402106619,Wangaratta,75,2670,75,1.0,0.028089887640449437
20402106620,Wangaratta,66,2670,66,1.0,0.024719101123595506
20402106621,Wangaratta,64,2670,64,1.0,0.02397003745318352
20402106622,Wangaratta,68,2670,68,1.0,0.02546816479400749
20402106623,Wangaratta,53,2670,53,1.0,0.019850187265917602
20402106624,Wangaratta,36,2670,36,1.0,0.01348314606741573
20402106625,Wangaratta,41,2670,41,1.0,0.015355805243445693
20402106626,Wangaratta,68,2670,68,1.0,0.02546816479400749
20402106627,Wangaratta,26,2670,26,1.0,0.009737827715355805
20402106628,Wangaratta,27,2670,27,1.0,0.010112359550561797
20402106629,Wangaratta,35,2670,35,1.0,0.013108614232209739
20402106630,Wangaratta,75,2670,75,1.0,0.028089887640449437
20402106631,Wangaratta,56,2670,56,1.0,0.020973782771535582
20402106632,Wangaratta,23,2670,23,1.0,0.008614232209737827
20402106633,Wangaratta,10,2670,10,1.0,0.003745318352059925
20402106634,Wangaratta,53,2670,53,1.0,0.019850187265917602
20402106635,Wangaratta,33,2670,33,1.0,0.012359550561797753
20402106636,Wangaratta,76,2670,76,1.0,0.02846441947565543
20402106637,Wangaratta,102,2670,102,1.0,0.038202247191011236
20402106638,Wangaratta,10,2670,10,1.0,0.003745318352059925
20402106639,Wangaratta,16,2670,16,1.0,0.00599250936329588
20402106641,Wangaratta,28,2670,28,1.0,0.010486891385767791
20402106642,Wangaratta,51,2670,51,1.0,0.019101123595505618
20402106643,Wangaratta,17,2670,17,1.0,0.006367041198501872
20402106644,Wangaratta,34,2670,34,1.0,0.012734082397003745
20402106645,Wangaratta,31,2670,31,1.0,0.011610486891385767
20402106646,Wangaratta,57,2670,57,1.0,0.021348314606741574
20402106647,Wangaratta,32,2670,32,1.0,0.01198501872659176
20402106648,Wangaratta,7,2670,7,1.0,0.0026217228464419477
20402106649,Wangaratta,46,2670,46,1.0,0.017228464419475654
20402106650,Wangaratta,59,2670,59,1.0,0.022097378277153558
20402106701,Wangaratta,12,2670,12,1.0,0.0044943820224719105
20402106702,Wangaratta,18,2670,18,1.0,0.006741573033707865
20402106703,Wangaratta,15,2670,15,1.0,0.0056179775280898875
