Row Number,LGA Code 2021,LGA,State,Postcode,Postcode Area (sq km),LGA Area (sq km)
935,15650,Muswellbrook,New South Wales,2328,1634.8508,3404.8841
936,15650,Muswellbrook,New South Wales,2329,3056.2045,3404.8841
937,15650,Muswellbrook,New South Wales,2330,4730.8949,3404.8841
938,15650,Muswellbrook,New South Wales,2333,1691.3907,3404.8841
939,15650,Muswellbrook,New South Wales,2336,888.9717,3404.8841
940,15650,Muswellbrook,New South Wales,2337,3331.7268,3404.8841
941,15650,Muswellbrook,New South Wales,2849,2801.0405,3404.8841
942,15700,Nambucca Valley,New South Wales,2440,3604.2396,1491.3431
943,15700,Nambucca Valley,New South Wales,2441,992.7849,1491.3431
944,15700,Nambucca Valley,New South Wales,2447,566.6442,1491.3431
945,15700,Nambucca Valley,New South Wales,2448,115.0676,1491.3431
946,15700,Nambucca Valley,New South Wales,2449,570.7344,1491.3431
947,15700,Nambucca Valley,New South Wales,2453,2157.9951,1491.3431
948,15700,Nambucca Valley,New South Wales,2454,975.6046,1491.3431
949,15750,Narrabri,New South Wales,2347,3035.4851,13014.9937
950,15750,Narrabri,New South Wales,2356,542.7306,13014.9937
951,15750,Narrabri,New South Wales,2357,3305.5418,13014.9937
952,15750,Narrabri,New South Wales,2380,2089.1897,13014.9937
953,15750,Narrabri,New South Wales,2382,1826.3389,13014.9937
954,15750,Narrabri,New South Wales,2386,1979.4029,13014.9937
955,15750,Narrabri,New South Wales,2387,1388.5196,13014.9937
956,15750,Narrabri,New South Wales,2388,6699.0871,13014.9937
957,15750,Narrabri,New South Wales,2390,4217.1072,13014.9937
958,15750,Narrabri,New South Wales,2396,1826.7503,13014.9937
959,15750,Narrabri,New South Wales,2397,1694.9079,13014.9937
960,15750,Narrabri,New South Wales,2398,953.5519,13014.9937
961,15750,Narrabri,New South Wales,2400,7569.0088,13014.9937
962,15750,Narrabri,New South Wales,2829,6318.8294,13014.9937
963,15800,Narrandera,New South Wales,2650,4061.238,4116.3458
964,15800,Narrandera,New South Wales,2652,6116.1137,4116.3458
965,15800,Narrandera,New South Wales,2656,1497.1368,4116.3458
966,15800,Narrandera,New South Wales,2665,4109.6274,4116.3458
967,15800,Narrandera,New South Wales,2681,471.7587,4116.3458
968,15800,Narrandera,New South Wales,2700,3016.2983,4116.3458
969,15800,Narrandera,New South Wales,2705,1129.1529,4116.3458
970,15800,Narrandera,New South Wales,2706,725.4016,4116.3458
971,15800,Narrandera,New South Wales,2707,2112.3439,4116.3458
972,15850,Narromine,New South Wales,2821,2339.8603,5261.5165
973,15850,Narromine,New South Wales,2823,2782.3577,5261.5165
974,15850,Narromine,New South Wales,2826,1153.7892,5261.5165
975,15850,Narromine,New South Wales,2827,2964.6885,5261.5165
976,15850,Narromine,New South Wales,2830,3017.4938,5261.5165
977,15850,Narromine,New South Wales,2868,777.9814,5261.5165
978,15850,Narromine,New South Wales,2869,2103.7978,5261.5165
979,15850,Narromine,New South Wales,2873,3202.9936,5261.5165
980,15850,Narromine,New South Wales,2874,1358.1326,5261.5165
981,15900,Newcastle,New South Wales,2285,32.3918,186.7255
982,15900,Newcastle,New South Wales,2287,38.0741,186.7255
983,15900,Newcastle,New South Wales,2289,11.413,186.7255
984,15900,Newcastle,New South Wales,2290,35.6998,186.7255
985,15900,Newcastle,New South Wales,2291,7.1942,186.7255
986,15900,Newcastle,New South Wales,2292,2.873,186.7255
987,15900,Newcastle,New South Wales,2293,1.326,186.7255
988,15900,Newcastle,New South Wales,2294,2.0392,186.7255
989,15900,Newcastle,New South Wales,2295,11.9768,186.7255
990,15900,Newcastle,New South Wales,2296,0.7062,186.7255
991,15900,Newcastle,New South Wales,2297,0.801,186.7255
992,15900,Newcastle,New South Wales,2298,4.0311,186.7255
993,15900,Newcastle,New South Wales,2299,5.2319,186.7255
994,15900,Newcastle,New South Wales,2300,3.4557,186.7255
995,15900,Newcastle,New South Wales,2302,0.8095,186.7255
996,15900,Newcastle,New South Wales,2303,3.0401,186.7255
997,15900,Newcastle,New South Wales,2304,39.3891,186.7255
998,15900,Newcastle,New South Wales,2305,8.894,186.7255
999,15900,Newcastle,New South Wales,2307,6.5582,186.7255
"1,000",15900,Newcastle,New South Wales,2308,1.7907,186.7255
"1,001",15900,Newcastle,New South Wales,2322,168.2091,186.7255
"1,002",15950,North Sydney,New South Wales,2060,2.6912,10.491
"1,003",15950,North Sydney,New South Wales,2061,0.6316,10.491
"1,004",15950,North Sydney,New South Wales,2062,1.5527,10.491
"1,005",15950,North Sydney,New South Wales,2063,2.7281,10.491
"1,006",15950,North Sydney,New South Wales,2065,5.6781,10.491
"1,007",15950,North Sydney,New South Wales,2088,8.6503,10.491
"1,008",15950,North Sydney,New South Wales,2089,1.5036,10.491
"1,009",15950,North Sydney,New South Wales,2090,2.0654,10.491
"1,010",15990,Northern Beaches,New South Wales,2069,7.5302,254.2072
"1,011",15990,Northern Beaches,New South Wales,2070,7.4617,254.2072
"1,012",15990,Northern Beaches,New South Wales,2071,7.8221,254.2072
"1,013",15990,Northern Beaches,New South Wales,2074,22.0151,254.2072
"1,014",15990,Northern Beaches,New South Wales,2075,17.7425,254.2072
"1,015",15990,Northern Beaches,New South Wales,2084,107.3731,254.2072
"1,016",15990,Northern Beaches,New South Wales,2085,16.0513,254.2072
"1,017",15990,Northern Beaches,New South Wales,2086,8.0742,254.2072
"1,018",15990,Northern Beaches,New South Wales,2087,8.9311,254.2072
"1,019",15990,Northern Beaches,New South Wales,2092,3.1079,254.2072
"1,020",15990,Northern Beaches,New South Wales,2093,7.529,254.2072
"1,021",15990,Northern Beaches,New South Wales,2094,1.1683,254.2072
"1,022",15990,Northern Beaches,New South Wales,2095,5.5668,254.2072
"1,023",15990,Northern Beaches,New South Wales,2096,3.4532,254.2072
"1,024",15990,Northern Beaches,New South Wales,2097,4.7508,254.2072
"1,025",15990,Northern Beaches,New South Wales,2099,18.7149,254.2072
"1,026",15990,Northern Beaches,New South Wales,2100,13.4698,254.2072
"1,027",15990,Northern Beaches,New South Wales,2101,26.6694,254.2072
"1,028",15990,Northern Beaches,New South Wales,2102,4.136,254.2072
"1,029",15990,Northern Beaches,New South Wales,2103,4.6646,254.2072
"1,030",15990,Northern Beaches,New South Wales,2104,3.7163,254.2072
"1,031",15990,Northern Beaches,New South Wales,2105,2.1888,254.2072
"1,032",15990,Northern Beaches,New South Wales,2106,3.8119,254.2072
"1,033",15990,Northern Beaches,New South Wales,2107,7.8756,254.2072
"1,034",15990,Northern Beaches,New South Wales,2108,2.9542,254.2072
"1,035",16100,Oberon,New South Wales,2580,5512.6655,3625.047
"1,036",16100,Oberon,New South Wales,2583,3382.6891,3625.047
"1,037",16100,Oberon,New South Wales,2785,128.6447,3625.047
"1,038",16100,Oberon,New South Wales,2787,4632.7818,3625.047
"1,039",16100,Oberon,New South Wales,2790,2481.3231,3625.047
"1,040",16100,Oberon,New South Wales,2795,5307.5248,3625.047
"1,041",16150,Orange,New South Wales,2798,268.7089,284.2159
"1,042",16150,Orange,New South Wales,2800,1993.9511,284.2159
"1,043",16200,Parkes,New South Wales,2821,2339.8603,5957.6137
"1,044",16200,Parkes,New South Wales,2823,2782.3577,5957.6137
"1,045",16200,Parkes,New South Wales,2865,620.1745,5957.6137
"1,046",16200,Parkes,New South Wales,2867,1042.378,5957.6137
"1,047",16200,Parkes,New South Wales,2868,777.9814,5957.6137
"1,048",16200,Parkes,New South Wales,2869,2103.7978,5957.6137
"1,049",16200,Parkes,New South Wales,2870,2453.9995,5957.6137
"1,050",16200,Parkes,New South Wales,2871,3837.8532,5957.6137
"1,051",16200,Parkes,New South Wales,2873,3202.9936,5957.6137
"1,052",16200,Parkes,New South Wales,2874,1358.1326,5957.6137
"1,053",16200,Parkes,New South Wales,2875,2311.0022,5957.6137
"1,054",16200,Parkes,New South Wales,2876,935.4993,5957.6137
"1,055",16260,Parramatta,New South Wales,2114,7.3639,83.8303
"1,056",16260,Parramatta,New South Wales,2115,3.9347,83.8303
"1,057",16260,Parramatta,New South Wales,2116,3.7975,83.8303
"1,058",16260,Parramatta,New South Wales,2117,7.1268,83.8303
"1,059",16260,Parramatta,New South Wales,2118,8.5068,83.8303
"1,060",16260,Parramatta,New South Wales,2119,6.7407,83.8303
"1,061",16260,Parramatta,New South Wales,2121,9.2015,83.8303
"1,062",16260,Parramatta,New South Wales,2122,9.0576,83.8303
"1,063",16260,Parramatta,New South Wales,2125,9.2916,83.8303
"1,064",16260,Parramatta,New South Wales,2127,8.1408,83.8303
"1,065",16260,Parramatta,New South Wales,2128,2.7,83.8303
"1,066",16260,Parramatta,New South Wales,2138,3.7811,83.8303
"1,067",16260,Parramatta,New South Wales,2140,3.7487,83.8303
"1,068",16260,Parramatta,New South Wales,2141,11.9359,83.8303
"1,069",16260,Parramatta,New South Wales,2142,10.9833,83.8303
"1,070",16260,Parramatta,New South Wales,2144,8.5637,83.8303
"1,071",16260,Parramatta,New South Wales,2145,27.5671,83.8303
"1,072",16260,Parramatta,New South Wales,2146,6.0077,83.8303
"1,073",16260,Parramatta,New South Wales,2147,15.9973,83.8303
"1,074",16260,Parramatta,New South Wales,2150,5.8687,83.8303
"1,075",16260,Parramatta,New South Wales,2151,10.7334,83.8303
"1,076",16260,Parramatta,New South Wales,2152,4.2857,83.8303
"1,077",16260,Parramatta,New South Wales,2153,25.5852,83.8303
"1,078",16260,Parramatta,New South Wales,2160,8.4346,83.8303
"1,079",16350,Penrith,New South Wales,2175,21.9683,404.7021
"1,080",16350,Penrith,New South Wales,2178,54.3241,404.7021
"1,081",16350,Penrith,New South Wales,2555,26.981,404.7021
"1,082",16350,Penrith,New South Wales,2745,168.7608,404.7021
"1,083",16350,Penrith,New South Wales,2747,55.0667,404.7021
"1,084",16350,Penrith,New South Wales,2748,43.0734,404.7021
"1,085",16350,Penrith,New South Wales,2749,47.0936,404.7021
"1,086",16350,Penrith,New South Wales,2750,35.3705,404.7021
"1,087",16350,Penrith,New South Wales,2753,169.4419,404.7021
"1,088",16350,Penrith,New South Wales,2756,1486.8709,404.7021
"1,089",16350,Penrith,New South Wales,2759,15.5979,404.7021
"1,090",16350,Penrith,New South Wales,2760,19.9308,404.7021
"1,091",16350,Penrith,New South Wales,2765,127.5271,404.7021
"1,092",16350,Penrith,New South Wales,2766,27.2383,404.7021
"1,093",16350,Penrith,New South Wales,2770,24.7303,404.7021
"1,094",16350,Penrith,New South Wales,2773,8.3936,404.7021
"1,095",16350,Penrith,New South Wales,2774,21.2999,404.7021
"1,096",16350,Penrith,New South Wales,2777,54.7327,404.7021
"1,097",16350,Penrith,New South Wales,2787,4632.7818,404.7021
"1,098",16380,Port Macquarie-Hastings,New South Wales,2354,7142.1491,3682.3915
"1,099",16380,Port Macquarie-Hastings,New South Wales,2424,881.6889,3682.3915
"1,100",16380,Port Macquarie-Hastings,New South Wales,2429,1799.9008,3682.3915
"1,101",16380,Port Macquarie-Hastings,New South Wales,2430,843.4816,3682.3915
"1,102",16380,Port Macquarie-Hastings,New South Wales,2439,362.4229,3682.3915
"1,103",16380,Port Macquarie-Hastings,New South Wales,2440,3604.2396,3682.3915
"1,104",16380,Port Macquarie-Hastings,New South Wales,2441,992.7849,3682.3915
"1,105",16380,Port Macquarie-Hastings,New South Wales,2443,312.5374,3682.3915
"1,106",16380,Port Macquarie-Hastings,New South Wales,2444,222.4491,3682.3915
"1,107",16380,Port Macquarie-Hastings,New South Wales,2445,76.8106,3682.3915
"1,108",16380,Port Macquarie-Hastings,New South Wales,2446,2233.1607,3682.3915
"1,109",16400,Port Stephens,New South Wales,2295,11.9768,858.4357
"1,110",16400,Port Stephens,New South Wales,2315,32.3446,858.4357
"1,111",16400,Port Stephens,New South Wales,2316,73.9271,858.4357
"1,112",16400,Port Stephens,New South Wales,2317,9.734,858.4357
"1,113",16400,Port Stephens,New South Wales,2318,259.5244,858.4357
"1,114",16400,Port Stephens,New South Wales,2319,29.6406,858.4357
"1,115",16400,Port Stephens,New South Wales,2320,403.8742,858.4357
"1,116",16400,Port Stephens,New South Wales,2321,361.6288,858.4357
"1,117",16400,Port Stephens,New South Wales,2322,168.2091,858.4357
"1,118",16400,Port Stephens,New South Wales,2324,627.1611,858.4357
"1,119",16400,Port Stephens,New South Wales,2420,1023.5128,858.4357
"1,120",16400,Port Stephens,New South Wales,2421,244.7457,858.4357
"1,121",16490,Queanbeyan-Palerang Regional,New South Wales,2536,974.8377,5319.0075
"1,122",16490,Queanbeyan-Palerang Regional,New South Wales,2537,1167.0234,5319.0075
"1,123",16490,Queanbeyan-Palerang Regional,New South Wales,2545,876.5468,5319.0075
"1,124",16490,Queanbeyan-Palerang Regional,New South Wales,2580,5512.6655,5319.0075
"1,125",16490,Queanbeyan-Palerang Regional,New South Wales,2581,2106.6075,5319.0075
"1,126",16490,Queanbeyan-Palerang Regional,New South Wales,2600,23.345,5319.0075
"1,127",16490,Queanbeyan-Palerang Regional,New South Wales,2609,127.7951,5319.0075
"1,128",16490,Queanbeyan-Palerang Regional,New South Wales,2619,11.3316,5319.0075
"1,129",16490,Queanbeyan-Palerang Regional,New South Wales,2620,2869.8201,5319.0075
"1,130",16490,Queanbeyan-Palerang Regional,New South Wales,2621,853.2512,5319.0075
"1,131",16490,Queanbeyan-Palerang Regional,New South Wales,2622,4256.1145,5319.0075
"1,132",16490,Queanbeyan-Palerang Regional,New South Wales,2623,166.9084,5319.0075
"1,133",16490,Queanbeyan-Palerang Regional,New South Wales,2630,4206.3548,5319.0075
"1,134",16490,Queanbeyan-Palerang Regional,New South Wales,2900,101.0226,5319.0075
"1,135",16490,Queanbeyan-Palerang Regional,New South Wales,2912,31.9188,5319.0075
"1,136",16550,Randwick,New South Wales,2017,1.9386,36.331
"1,137",16550,Randwick,New South Wales,2018,3.9305,36.331
"1,138",16550,Randwick,New South Wales,2019,7.3691,36.331
"1,139",16550,Randwick,New South Wales,2021,5.7186,36.331
"1,140",16550,Randwick,New South Wales,2022,1.9228,36.331
"1,141",16550,Randwick,New South Wales,2024,1.9321,36.331
"1,142",16550,Randwick,New South Wales,2025,1.2307,36.331
"1,143",16550,Randwick,New South Wales,2031,6.094,36.331
"1,144",16550,Randwick,New South Wales,2032,2.475,36.331
"1,145",16550,Randwick,New South Wales,2033,2.6691,36.331
"1,146",16550,Randwick,New South Wales,2034,3.0497,36.331
"1,147",16550,Randwick,New South Wales,2035,8.1207,36.331
"1,148",16550,Randwick,New South Wales,2036,15.7131,36.331
"1,149",16610,Richmond Valley,New South Wales,2460,6630.3495,3047.3748
"1,150",16610,Richmond Valley,New South Wales,2463,549.2925,3047.3748
"1,151",16610,Richmond Valley,New South Wales,2469,3813.3747,3047.3748
"1,152",16610,Richmond Valley,New South Wales,2470,1256.5159,3047.3748
"1,153",16610,Richmond Valley,New South Wales,2471,442.1506,3047.3748
"1,154",16610,Richmond Valley,New South Wales,2472,466.4076,3047.3748
"1,155",16610,Richmond Valley,New South Wales,2473,31.366,3047.3748
"1,156",16610,Richmond Valley,New South Wales,2474,1537.5939,3047.3748
"1,157",16610,Richmond Valley,New South Wales,2477,227.642,3047.3748
"1,158",16610,Richmond Valley,New South Wales,2480,1369.4565,3047.3748
"1,159",16700,Ryde,New South Wales,2066,9.5786,40.4746
"1,160",16700,Ryde,New South Wales,2067,5.8196,40.4746
"1,161",16700,Ryde,New South Wales,2070,7.4617,40.4746
"1,162",16700,Ryde,New South Wales,2071,7.8221,40.4746
"1,163",16700,Ryde,New South Wales,2073,10.2515,40.4746
"1,164",16700,Ryde,New South Wales,2074,22.0151,40.4746
"1,165",16700,Ryde,New South Wales,2110,4.3304,40.4746
"1,166",16700,Ryde,New South Wales,2111,4.7162,40.4746
"1,167",16700,Ryde,New South Wales,2112,9.3018,40.4746
"1,168",16700,Ryde,New South Wales,2113,13.2159,40.4746
"1,169",16700,Ryde,New South Wales,2114,7.3639,40.4746
"1,170",16700,Ryde,New South Wales,2115,3.9347,40.4746
"1,171",16700,Ryde,New South Wales,2117,7.1268,40.4746
"1,172",16700,Ryde,New South Wales,2121,9.2015,40.4746
"1,173",16700,Ryde,New South Wales,2122,9.0576,40.4746
"1,174",16900,Shellharbour,New South Wales,2527,96.0646,147.4208
"1,175",16900,Shellharbour,New South Wales,2528,11.2805,147.4208
"1,176",16900,Shellharbour,New South Wales,2529,40.4513,147.4208
"1,177",16900,Shellharbour,New South Wales,2530,88.3672,147.4208
"1,178",16900,Shellharbour,New South Wales,2533,106.4039,147.4208
"1,179",16900,Shellharbour,New South Wales,2574,350.23,147.4208
"1,180",16900,Shellharbour,New South Wales,2577,1312.519,147.4208
"1,181",16950,Shoalhaven,New South Wales,2534,76.2287,4567.2011
"1,182",16950,Shoalhaven,New South Wales,2535,247.9753,4567.2011
"1,183",16950,Shoalhaven,New South Wales,2536,974.8377,4567.2011
"1,184",16950,Shoalhaven,New South Wales,2538,390.494,4567.2011
"1,185",16950,Shoalhaven,New South Wales,2539,686.0289,4567.2011
"1,186",16950,Shoalhaven,New South Wales,2540,1900.6655,4567.2011
"1,187",16950,Shoalhaven,New South Wales,2541,45.432,4567.2011
"1,188",16950,Shoalhaven,New South Wales,2577,1312.519,4567.2011
"1,189",16950,Shoalhaven,New South Wales,2579,860.117,4567.2011
"1,190",16950,Shoalhaven,New South Wales,2580,5512.6655,4567.2011
"1,191",16950,Shoalhaven,New South Wales,2622,4256.1145,4567.2011
"1,192",17000,Singleton,New South Wales,2311,783.5898,4892.7168
"1,193",17000,Singleton,New South Wales,2320,403.8742,4892.7168
"1,194",17000,Singleton,New South Wales,2321,361.6288,4892.7168
"1,195",17000,Singleton,New South Wales,2325,1605.0648,4892.7168
"1,196",17000,Singleton,New South Wales,2328,1634.8508,4892.7168
"1,197",17000,Singleton,New South Wales,2330,4730.8949,4892.7168
"1,198",17000,Singleton,New South Wales,2331,137.2978,4892.7168
"1,199",17000,Singleton,New South Wales,2333,1691.3907,4892.7168
"1,200",17000,Singleton,New South Wales,2334,20.7073,4892.7168
"1,201",17000,Singleton,New South Wales,2335,268.4372,4892.7168
"1,202",17000,Singleton,New South Wales,2336,888.9717,4892.7168
"1,203",17000,Singleton,New South Wales,2421,244.7457,4892.7168
"1,204",17000,Singleton,New South Wales,2756,1486.8709,4892.7168
"1,205",17000,Singleton,New South Wales,2849,2801.0405,4892.7168
"1,206",17040,Snowy Monaro Regional,New South Wales,2545,876.5468,15164.7904
"1,207",17040,Snowy Monaro Regional,New South Wales,2546,911.2673,15164.7904
"1,208",17040,Snowy Monaro Regional,New South Wales,2550,3966.6591,15164.7904
"1,209",17040,Snowy Monaro Regional,New South Wales,2551,1397.7681,15164.7904
"1,210",17040,Snowy Monaro Regional,New South Wales,2611,1558.6312,15164.7904
"1,211",17040,Snowy Monaro Regional,New South Wales,2620,2869.8201,15164.7904
"1,212",17040,Snowy Monaro Regional,New South Wales,2621,853.2512,15164.7904
"1,213",17040,Snowy Monaro Regional,New South Wales,2622,4256.1145,15164.7904
"1,214",17040,Snowy Monaro Regional,New South Wales,2623,166.9084,15164.7904
"1,215",17040,Snowy Monaro Regional,New South Wales,2624,348.5647,15164.7904
"1,216",17040,Snowy Monaro Regional,New South Wales,2625,1.0856,15164.7904
"1,217",17040,Snowy Monaro Regional,New South Wales,2626,383.5704,15164.7904
"1,218",17040,Snowy Monaro Regional,New South Wales,2627,1994.6112,15164.7904
"1,219",17040,Snowy Monaro Regional,New South Wales,2628,2337.0094,15164.7904
"1,220",17040,Snowy Monaro Regional,New South Wales,2629,2054.5144,15164.7904
"1,221",17040,Snowy Monaro Regional,New South Wales,2630,4206.3548,15164.7904
"1,222",17040,Snowy Monaro Regional,New South Wales,2631,1199.4934,15164.7904
"1,223",17040,Snowy Monaro Regional,New South Wales,2632,1824.9879,15164.7904
"1,224",17040,Snowy Monaro Regional,New South Wales,2633,766.4927,15164.7904
"1,225",17040,Snowy Monaro Regional,New South Wales,2642,4076.8,15164.7904
"1,226",17040,Snowy Monaro Regional,New South Wales,2720,2485.6548,15164.7904
"1,227",17040,Snowy Monaro Regional,New South Wales,2900,101.0226,15164.7904
"1,228",17080,Snowy Valleys,New South Wales,2582,3130.1184,8958.9215
"1,229",17080,Snowy Valleys,New South Wales,2611,1558.6312,8958.9215
"1,230",17080,Snowy Valleys,New South Wales,2620,2869.8201,8958.9215
"1,231",17080,Snowy Valleys,New South Wales,2624,348.5647,8958.9215
"1,232",17080,Snowy Valleys,New South Wales,2627,1994.6112,8958.9215
"1,233",17080,Snowy Valleys,New South Wales,2628,2337.0094,8958.9215
"1,234",17080,Snowy Valleys,New South Wales,2629,2054.5144,8958.9215
"1,235",17080,Snowy Valleys,New South Wales,2640,1029.4042,8958.9215
"1,236",17080,Snowy Valleys,New South Wales,2642,4076.8,8958.9215
"1,237",17080,Snowy Valleys,New South Wales,2644,2157.7365,8958.9215
"1,238",17080,Snowy Valleys,New South Wales,2649,247.113,8958.9215
"1,239",17080,Snowy Valleys,New South Wales,2650,4061.238,8958.9215
"1,240",17080,Snowy Valleys,New South Wales,2652,6116.1137,8958.9215
"1,241",17080,Snowy Valleys,New South Wales,2653,1228.8205,8958.9215
"1,242",17080,Snowy Valleys,New South Wales,2720,2485.6548,8958.9215
"1,243",17080,Snowy Valleys,New South Wales,2722,1576.1373,8958.9215
"1,244",17080,Snowy Valleys,New South Wales,2727,772.9227,8958.9215
"1,245",17080,Snowy Valleys,New South Wales,2729,933.1202,8958.9215
"1,246",17080,Snowy Valleys,New South Wales,2730,420.4856,8958.9215
"1,247",17100,Strathfield,New South Wales,2127,8.1408,14.0008
"1,248",17100,Strathfield,New South Wales,2133,2.5503,14.0008
"1,249",17100,Strathfield,New South Wales,2135,6.5375,14.0008
"1,250",17100,Strathfield,New South Wales,2136,3.4638,14.0008
"1,251",17100,Strathfield,New South Wales,2137,7.3557,14.0008
"1,252",17100,Strathfield,New South Wales,2138,3.7811,14.0008
"1,253",17100,Strathfield,New South Wales,2140,3.7487,14.0008
"1,254",17100,Strathfield,New South Wales,2141,11.9359,14.0008
"1,255",17100,Strathfield,New South Wales,2190,9.7772,14.0008
"1,256",17100,Strathfield,New South Wales,2191,1.7826,14.0008
"1,257",17100,Strathfield,New South Wales,2192,2.731,14.0008
"1,258",17100,Strathfield,New South Wales,2195,3.5488,14.0008
"1,259",17150,Sutherland Shire,New South Wales,2172,3.6787,333.5806
"1,260",17150,Sutherland Shire,New South Wales,2173,192.8683,333.5806
"1,261",17150,Sutherland Shire,New South Wales,2213,10.0369,333.5806
"1,262",17150,Sutherland Shire,New South Wales,2224,4.6882,333.5806
"1,263",17150,Sutherland Shire,New South Wales,2225,2.1022,333.5806
"1,264",17150,Sutherland Shire,New South Wales,2226,5.2222,333.5806
"1,265",17150,Sutherland Shire,New South Wales,2227,4.5976,333.5806
"1,266",17150,Sutherland Shire,New South Wales,2228,5.9464,333.5806
"1,267",17150,Sutherland Shire,New South Wales,2229,10.7805,333.5806
"1,268",17150,Sutherland Shire,New South Wales,2230,9.0449,333.5806
"1,269",17150,Sutherland Shire,New South Wales,2231,19.3454,333.5806
"1,270",17150,Sutherland Shire,New South Wales,2232,153.5693,333.5806
"1,271",17150,Sutherland Shire,New South Wales,2233,40.831,333.5806
"1,272",17150,Sutherland Shire,New South Wales,2234,39.7248,333.5806
"1,273",17150,Sutherland Shire,New South Wales,2508,162.241,333.5806
"1,274",17200,Sydney,New South Wales,2000,4.2871,26.6762
"1,275",17200,Sydney,New South Wales,2007,0.5588,26.6762
"1,276",17200,Sydney,New South Wales,2008,0.845,26.6762
"1,277",17200,Sydney,New South Wales,2009,0.9299,26.6762
"1,278",17200,Sydney,New South Wales,2010,2.1733,26.6762
"1,279",17200,Sydney,New South Wales,2011,1.4054,26.6762
"1,280",17200,Sydney,New South Wales,2015,4.2157,26.6762
"1,281",17200,Sydney,New South Wales,2016,1.1717,26.6762
"1,282",17200,Sydney,New South Wales,2017,1.9386,26.6762
"1,283",17200,Sydney,New South Wales,2018,3.9305,26.6762
"1,284",17200,Sydney,New South Wales,2020,11.9607,26.6762
"1,285",17200,Sydney,New South Wales,2021,5.7186,26.6762
"1,286",17200,Sydney,New South Wales,2025,1.2307,26.6762
"1,287",17200,Sydney,New South Wales,2027,1.3761,26.6762
"1,288",17200,Sydney,New South Wales,2033,2.6691,26.6762
"1,289",17200,Sydney,New South Wales,2037,2.1374,26.6762
"1,290",17200,Sydney,New South Wales,2038,1.4931,26.6762
"1,291",17200,Sydney,New South Wales,2042,2.0446,26.6762
"1,292",17200,Sydney,New South Wales,2043,0.8075,26.6762
"1,293",17200,Sydney,New South Wales,2044,3.8539,26.6762
"1,294",17200,Sydney,New South Wales,2050,1.5031,26.6762
"1,295",17310,Tamworth Regional,New South Wales,2337,3331.7268,9884.3505
"1,296",17310,Tamworth Regional,New South Wales,2338,989.4776,9884.3505
"1,297",17310,Tamworth Regional,New South Wales,2340,3352.9983,9884.3505
"1,298",17310,Tamworth Regional,New South Wales,2342,561.0816,9884.3505
"1,299",17310,Tamworth Regional,New South Wales,2343,3352.8926,9884.3505
"1,300",17310,Tamworth Regional,New South Wales,2344,339.1674,9884.3505
"1,301",17310,Tamworth Regional,New South Wales,2345,291.7831,9884.3505
"1,302",17310,Tamworth Regional,New South Wales,2346,1967.8028,9884.3505
"1,303",17310,Tamworth Regional,New South Wales,2347,3035.4851,9884.3505
"1,304",17310,Tamworth Regional,New South Wales,2352,434.2708,9884.3505
"1,305",17310,Tamworth Regional,New South Wales,2353,198.8995,9884.3505
"1,306",17310,Tamworth Regional,New South Wales,2354,7142.1491,9884.3505
"1,307",17310,Tamworth Regional,New South Wales,2355,918.5516,9884.3505
"1,308",17310,Tamworth Regional,New South Wales,2358,1905.5433,9884.3505
"1,309",17310,Tamworth Regional,New South Wales,2359,1294.1139,9884.3505
"1,310",17310,Tamworth Regional,New South Wales,2380,2089.1897,9884.3505
"1,311",17310,Tamworth Regional,New South Wales,2382,1826.3389,9884.3505
"1,312",17310,Tamworth Regional,New South Wales,2390,4217.1072,9884.3505
"1,313",17350,Temora,New South Wales,2594,2418.7155,2802.0159
"1,314",17350,Temora,New South Wales,2652,6116.1137,2802.0159
"1,315",17350,Temora,New South Wales,2663,492.6429,2802.0159
"1,316",17350,Temora,New South Wales,2665,4109.6274,2802.0159
"1,317",17350,Temora,New South Wales,2666,2462.5855,2802.0159
"1,318",17350,Temora,New South Wales,2668,708.1132,2802.0159
"1,319",17350,Temora,New South Wales,2701,852.1158,2802.0159
"1,320",17350,Temora,New South Wales,2721,539.5029,2802.0159
"1,321",17350,Temora,New South Wales,2725,262.3734,2802.0159
"1,322",17400,Tenterfield,New South Wales,2361,1963.1502,7324.3072
"1,323",17400,Tenterfield,New South Wales,2370,4769.4223,7324.3072
"1,324",17400,Tenterfield,New South Wales,2371,1900.6028,7324.3072
"1,325",17400,Tenterfield,New South Wales,2372,4894.7861,7324.3072
"1,326",17400,Tenterfield,New South Wales,2460,6630.3495,7324.3072
"1,327",17400,Tenterfield,New South Wales,2469,3813.3747,7324.3072
"1,328",17400,Tenterfield,New South Wales,2475,494.7232,7324.3072
"1,329",17400,Tenterfield,New South Wales,2476,805.3354,7324.3072
"1,330",17420,The Hills Shire,New South Wales,2118,8.5068,386.1583
"1,331",17420,The Hills Shire,New South Wales,2119,6.7407,386.1583
"1,332",17420,The Hills Shire,New South Wales,2125,9.2916,386.1583
"1,333",17420,The Hills Shire,New South Wales,2126,8.2603,386.1583
"1,334",17420,The Hills Shire,New South Wales,2147,15.9973,386.1583
"1,335",17420,The Hills Shire,New South Wales,2151,10.7334,386.1583
"1,336",17420,The Hills Shire,New South Wales,2152,4.2857,386.1583
"1,337",17420,The Hills Shire,New South Wales,2153,25.5852,386.1583
