Row Number,LGA Code 2021,LGA,State,Postcode,Postcode Area (sq km),LGA Area (sq km)
497,12900,Forbes,New South Wales,2810,2658.971,4710.128
498,12900,Forbes,New South Wales,2870,2453.9995,4710.128
499,12900,Forbes,New South Wales,2871,3837.8532,4710.128
500,12900,Forbes,New South Wales,2875,2311.0022,4710.128
501,12900,Forbes,New South Wales,2876,935.4993,4710.128
502,12900,Forbes,New South Wales,2877,15332.1603,4710.128
503,12930,Georges River,New South Wales,2207,7.1852,38.3375
504,12930,Georges River,New South Wales,2208,4.459,38.3375
505,12930,Georges River,New South Wales,2209,4.2502,38.3375
506,12930,Georges River,New South Wales,2210,11.0963,38.3375
507,12930,Georges River,New South Wales,2216,5.5962,38.3375
508,12930,Georges River,New South Wales,2217,6.2487,38.3375
509,12930,Georges River,New South Wales,2218,2.6615,38.3375
510,12930,Georges River,New South Wales,2219,3.7807,38.3375
511,12930,Georges River,New South Wales,2220,5.144,38.3375
512,12930,Georges River,New South Wales,2221,5.3796,38.3375
513,12930,Georges River,New South Wales,2222,2.5457,38.3375
514,12930,Georges River,New South Wales,2223,7.253,38.3375
515,12950,Gilgandra,New South Wales,2357,3305.5418,4831.5057
516,12950,Gilgandra,New South Wales,2817,961.4848,4831.5057
517,12950,Gilgandra,New South Wales,2821,2339.8603,4831.5057
518,12950,Gilgandra,New South Wales,2822,501.7243,4831.5057
519,12950,Gilgandra,New South Wales,2823,2782.3577,4831.5057
520,12950,Gilgandra,New South Wales,2827,2964.6885,4831.5057
521,12950,Gilgandra,New South Wales,2828,2375.64,4831.5057
522,12950,Gilgandra,New South Wales,2830,3017.4938,4831.5057
523,12950,Gilgandra,New South Wales,2842,1317.6706,4831.5057
524,13010,Glen Innes Severn,New South Wales,2360,3385.2978,5479.977
525,13010,Glen Innes Severn,New South Wales,2365,3804.6687,5479.977
526,13010,Glen Innes Severn,New South Wales,2370,4769.4223,5479.977
527,13010,Glen Innes Severn,New South Wales,2371,1900.6028,5479.977
528,13010,Glen Innes Severn,New South Wales,2372,4894.7861,5479.977
529,13010,Glen Innes Severn,New South Wales,2460,6630.3495,5479.977
530,13310,Goulburn Mulwaree,New South Wales,2540,1900.6655,3220.0796
531,13310,Goulburn Mulwaree,New South Wales,2577,1312.519,3220.0796
532,13310,Goulburn Mulwaree,New South Wales,2579,860.117,3220.0796
533,13310,Goulburn Mulwaree,New South Wales,2580,5512.6655,3220.0796
534,13310,Goulburn Mulwaree,New South Wales,2581,2106.6075,3220.0796
535,13310,Goulburn Mulwaree,New South Wales,2622,4256.1145,3220.0796
536,13340,Greater Hume Shire,New South Wales,2640,1029.4042,5749.3875
537,13340,Greater Hume Shire,New South Wales,2641,33.5384,5749.3875
538,13340,Greater Hume Shire,New South Wales,2642,4076.8,5749.3875
539,13340,Greater Hume Shire,New South Wales,2643,156.4024,5749.3875
540,13340,Greater Hume Shire,New South Wales,2644,2157.7365,5749.3875
541,13340,Greater Hume Shire,New South Wales,2646,2895.4549,5749.3875
542,13340,Greater Hume Shire,New South Wales,2650,4061.238,5749.3875
543,13340,Greater Hume Shire,New South Wales,2652,6116.1137,5749.3875
544,13340,Greater Hume Shire,New South Wales,2653,1228.8205,5749.3875
545,13340,Greater Hume Shire,New South Wales,2656,1497.1368,5749.3875
546,13340,Greater Hume Shire,New South Wales,2658,748.0545,5749.3875
547,13340,Greater Hume Shire,New South Wales,2659,367.5445,5749.3875
548,13340,Greater Hume Shire,New South Wales,2660,451.2793,5749.3875
549,13450,Griffith,New South Wales,2652,6116.1137,1639.1732
550,13450,Griffith,New South Wales,2665,4109.6274,1639.1732
551,13450,Griffith,New South Wales,2680,1894.4513,1639.1732
552,13450,Griffith,New South Wales,2681,471.7587,1639.1732
553,13450,Griffith,New South Wales,2705,1129.1529,1639.1732
554,13450,Griffith,New South Wales,2706,725.4016,1639.1732
555,13550,Gunnedah,New South Wales,2340,3352.9983,4987.0295
556,13550,Gunnedah,New South Wales,2341,227.9108,4987.0295
557,13550,Gunnedah,New South Wales,2342,561.0816,4987.0295
558,13550,Gunnedah,New South Wales,2343,3352.8926,4987.0295
559,13550,Gunnedah,New South Wales,2344,339.1674,4987.0295
560,13550,Gunnedah,New South Wales,2346,1967.8028,4987.0295
561,13550,Gunnedah,New South Wales,2347,3035.4851,4987.0295
562,13550,Gunnedah,New South Wales,2357,3305.5418,4987.0295
563,13550,Gunnedah,New South Wales,2379,1114.41,4987.0295
564,13550,Gunnedah,New South Wales,2380,2089.1897,4987.0295
565,13550,Gunnedah,New South Wales,2381,2052.3174,4987.0295
566,13550,Gunnedah,New South Wales,2382,1826.3389,4987.0295
567,13550,Gunnedah,New South Wales,2388,6699.0871,4987.0295
568,13660,Gwydir,New South Wales,2347,3035.4851,9259.6544
569,13660,Gwydir,New South Wales,2359,1294.1139,9259.6544
570,13660,Gwydir,New South Wales,2360,3385.2978,9259.6544
571,13660,Gwydir,New South Wales,2390,4217.1072,9259.6544
572,13660,Gwydir,New South Wales,2399,806.3754,9259.6544
573,13660,Gwydir,New South Wales,2400,7569.0088,9259.6544
574,13660,Gwydir,New South Wales,2401,652.7933,9259.6544
575,13660,Gwydir,New South Wales,2402,1631.0064,9259.6544
576,13660,Gwydir,New South Wales,2403,1006.9407,9259.6544
577,13660,Gwydir,New South Wales,2404,1992.4546,9259.6544
578,13660,Gwydir,New South Wales,2408,1561.154,9259.6544
579,13660,Gwydir,New South Wales,2409,1607.1651,9259.6544
580,13660,Gwydir,New South Wales,2410,1530.5927,9259.6544
581,13660,Gwydir,New South Wales,2411,396.9284,9259.6544
582,13800,Hawkesbury,New South Wales,2250,691.6342,2775.1378
583,13800,Hawkesbury,New South Wales,2325,1605.0648,2775.1378
584,13800,Hawkesbury,New South Wales,2330,4730.8949,2775.1378
585,13800,Hawkesbury,New South Wales,2749,47.0936,2775.1378
586,13800,Hawkesbury,New South Wales,2753,169.4419,2775.1378
587,13800,Hawkesbury,New South Wales,2754,34.3251,2775.1378
588,13800,Hawkesbury,New South Wales,2756,1486.8709,2775.1378
589,13800,Hawkesbury,New South Wales,2757,8.3269,2775.1378
590,13800,Hawkesbury,New South Wales,2758,572.1443,2775.1378
591,13800,Hawkesbury,New South Wales,2765,127.5271,2775.1378
592,13800,Hawkesbury,New South Wales,2775,833.1402,2775.1378
593,13800,Hawkesbury,New South Wales,2777,54.7327,2775.1378
594,13800,Hawkesbury,New South Wales,2786,84.7603,2775.1378
595,13800,Hawkesbury,New South Wales,2787,4632.7818,2775.1378
596,13800,Hawkesbury,New South Wales,2790,2481.3231,2775.1378
597,13800,Hawkesbury,New South Wales,2849,2801.0405,2775.1378
598,13850,Hay,New South Wales,2710,10466.1631,11325.9324
599,13850,Hay,New South Wales,2711,24180.255,11325.9324
600,13850,Hay,New South Wales,2733,2279.3516,11325.9324
601,13850,Hay,New South Wales,2878,18261.1234,11325.9324
602,13910,Hilltops,New South Wales,2581,2106.6075,7140.8865
603,13910,Hilltops,New South Wales,2582,3130.1184,7140.8865
604,13910,Hilltops,New South Wales,2583,3382.6891,7140.8865
605,13910,Hilltops,New South Wales,2584,281.3129,7140.8865
606,13910,Hilltops,New South Wales,2585,260.132,7140.8865
607,13910,Hilltops,New South Wales,2586,2323.2503,7140.8865
608,13910,Hilltops,New South Wales,2587,921.8587,7140.8865
609,13910,Hilltops,New South Wales,2588,218.0548,7140.8865
610,13910,Hilltops,New South Wales,2590,1320.4637,7140.8865
611,13910,Hilltops,New South Wales,2594,2418.7155,7140.8865
612,13910,Hilltops,New South Wales,2666,2462.5855,7140.8865
613,13910,Hilltops,New South Wales,2722,1576.1373,7140.8865
614,13910,Hilltops,New South Wales,2725,262.3734,7140.8865
615,13910,Hilltops,New South Wales,2726,160.6689,7140.8865
616,13910,Hilltops,New South Wales,2727,772.9227,7140.8865
617,13910,Hilltops,New South Wales,2793,648.0055,7140.8865
618,13910,Hilltops,New South Wales,2794,1408.2658,7140.8865
619,13910,Hilltops,New South Wales,2803,342.0982,7140.8865
620,13910,Hilltops,New South Wales,2807,299.7008,7140.8865
621,13910,Hilltops,New South Wales,2808,242.5414,7140.8865
622,13910,Hilltops,New South Wales,2809,163.0067,7140.8865
623,13910,Hilltops,New South Wales,2810,2658.971,7140.8865
624,14000,Hornsby,New South Wales,2074,22.0151,455.0374
625,14000,Hornsby,New South Wales,2076,15.8484,455.0374
626,14000,Hornsby,New South Wales,2077,22.8664,455.0374
627,14000,Hornsby,New South Wales,2079,11.0623,455.0374
628,14000,Hornsby,New South Wales,2080,10.5767,455.0374
629,14000,Hornsby,New South Wales,2081,40.1939,455.0374
630,14000,Hornsby,New South Wales,2082,9.6876,455.0374
631,14000,Hornsby,New South Wales,2083,45.774,455.0374
632,14000,Hornsby,New South Wales,2118,8.5068,455.0374
633,14000,Hornsby,New South Wales,2119,6.7407,455.0374
634,14000,Hornsby,New South Wales,2120,13.8137,455.0374
635,14000,Hornsby,New South Wales,2121,9.2015,455.0374
636,14000,Hornsby,New South Wales,2122,9.0576,455.0374
637,14000,Hornsby,New South Wales,2125,9.2916,455.0374
638,14000,Hornsby,New South Wales,2126,8.2603,455.0374
639,14000,Hornsby,New South Wales,2154,18.8102,455.0374
640,14000,Hornsby,New South Wales,2156,62.9548,455.0374
641,14000,Hornsby,New South Wales,2157,148.4858,455.0374
642,14000,Hornsby,New South Wales,2158,41.7948,455.0374
643,14000,Hornsby,New South Wales,2159,127.4464,455.0374
644,14000,Hornsby,New South Wales,2756,1486.8709,455.0374
645,14000,Hornsby,New South Wales,2775,833.1402,455.0374
646,14100,Hunters Hill,New South Wales,2110,4.3304,5.7169
647,14100,Hunters Hill,New South Wales,2111,4.7162,5.7169
648,14100,Hunters Hill,New South Wales,2113,13.2159,5.7169
649,14170,Inner West,New South Wales,2015,4.2157,35.2115
650,14170,Inner West,New South Wales,2020,11.9607,35.2115
651,14170,Inner West,New South Wales,2037,2.1374,35.2115
652,14170,Inner West,New South Wales,2038,1.4931,35.2115
653,14170,Inner West,New South Wales,2039,1.8337,35.2115
654,14170,Inner West,New South Wales,2040,4.754,35.2115
655,14170,Inner West,New South Wales,2041,2.4666,35.2115
656,14170,Inner West,New South Wales,2042,2.0446,35.2115
657,14170,Inner West,New South Wales,2043,0.8075,35.2115
658,14170,Inner West,New South Wales,2044,3.8539,35.2115
659,14170,Inner West,New South Wales,2045,2.3828,35.2115
660,14170,Inner West,New South Wales,2046,6.0148,35.2115
661,14170,Inner West,New South Wales,2048,1.218,35.2115
662,14170,Inner West,New South Wales,2049,1.929,35.2115
663,14170,Inner West,New South Wales,2050,1.5031,35.2115
664,14170,Inner West,New South Wales,2110,4.3304,35.2115
665,14170,Inner West,New South Wales,2130,1.2031,35.2115
666,14170,Inner West,New South Wales,2131,3.4144,35.2115
667,14170,Inner West,New South Wales,2132,2.4354,35.2115
668,14170,Inner West,New South Wales,2133,2.5503,35.2115
669,14170,Inner West,New South Wales,2193,4.1963,35.2115
670,14170,Inner West,New South Wales,2203,2.0929,35.2115
671,14170,Inner West,New South Wales,2204,5.7904,35.2115
672,14170,Inner West,New South Wales,2205,4.244,35.2115
673,14170,Inner West,New South Wales,2206,5.9786,35.2115
674,14220,Inverell,New South Wales,2359,1294.1139,9404.7564
675,14220,Inverell,New South Wales,2360,3385.2978,9404.7564
676,14220,Inverell,New South Wales,2361,1963.1502,9404.7564
677,14220,Inverell,New South Wales,2365,3804.6687,9404.7564
678,14220,Inverell,New South Wales,2369,347.5058,9404.7564
679,14220,Inverell,New South Wales,2370,4769.4223,9404.7564
680,14220,Inverell,New South Wales,2371,1900.6028,9404.7564
681,14220,Inverell,New South Wales,2372,4894.7861,9404.7564
682,14220,Inverell,New South Wales,2402,1631.0064,9404.7564
683,14220,Inverell,New South Wales,2403,1006.9407,9404.7564
684,14220,Inverell,New South Wales,2404,1992.4546,9404.7564
685,14220,Inverell,New South Wales,2408,1561.154,9404.7564
686,14220,Inverell,New South Wales,2409,1607.1651,9404.7564
687,14220,Inverell,New South Wales,2410,1530.5927,9404.7564
688,14300,Junee,New South Wales,2590,1320.4637,2030.0222
689,14300,Junee,New South Wales,2650,4061.238,2030.0222
690,14300,Junee,New South Wales,2652,6116.1137,2030.0222
691,14300,Junee,New South Wales,2663,492.6429,2030.0222
692,14300,Junee,New South Wales,2666,2462.5855,2030.0222
693,14300,Junee,New South Wales,2722,1576.1373,2030.0222
694,14300,Junee,New South Wales,2725,262.3734,2030.0222
695,14300,Junee,New South Wales,2729,933.1202,2030.0222
696,14350,Kempsey,New South Wales,2350,4543.2274,3375.6704
697,14350,Kempsey,New South Wales,2354,7142.1491,3375.6704
698,14350,Kempsey,New South Wales,2431,45.9673,3375.6704
699,14350,Kempsey,New South Wales,2440,3604.2396,3375.6704
700,14350,Kempsey,New South Wales,2441,992.7849,3375.6704
701,14350,Kempsey,New South Wales,2444,222.4491,3375.6704
702,14350,Kempsey,New South Wales,2446,2233.1607,3375.6704
703,14350,Kempsey,New South Wales,2447,566.6442,3375.6704
704,14350,Kempsey,New South Wales,2449,570.7344,3375.6704
705,14350,Kempsey,New South Wales,2453,2157.9951,3375.6704
706,14350,Kempsey,New South Wales,2454,975.6046,3375.6704
707,14400,Kiama,New South Wales,2527,96.0646,257.6638
708,14400,Kiama,New South Wales,2529,40.4513,257.6638
709,14400,Kiama,New South Wales,2533,106.4039,257.6638
710,14400,Kiama,New South Wales,2534,76.2287,257.6638
711,14400,Kiama,New South Wales,2535,247.9753,257.6638
712,14400,Kiama,New South Wales,2577,1312.519,257.6638
713,14500,Ku-ring-gai,New South Wales,2067,5.8196,85.4093
714,14500,Ku-ring-gai,New South Wales,2069,7.5302,85.4093
715,14500,Ku-ring-gai,New South Wales,2070,7.4617,85.4093
716,14500,Ku-ring-gai,New South Wales,2071,7.8221,85.4093
717,14500,Ku-ring-gai,New South Wales,2072,3.7885,85.4093
718,14500,Ku-ring-gai,New South Wales,2073,10.2515,85.4093
719,14500,Ku-ring-gai,New South Wales,2074,22.0151,85.4093
720,14500,Ku-ring-gai,New South Wales,2075,17.7425,85.4093
721,14500,Ku-ring-gai,New South Wales,2076,15.8484,85.4093
722,14500,Ku-ring-gai,New South Wales,2077,22.8664,85.4093
723,14500,Ku-ring-gai,New South Wales,2079,11.0623,85.4093
724,14500,Ku-ring-gai,New South Wales,2084,107.3731,85.4093
725,14500,Ku-ring-gai,New South Wales,2085,16.0513,85.4093
726,14500,Ku-ring-gai,New South Wales,2086,8.0742,85.4093
727,14500,Ku-ring-gai,New South Wales,2087,8.9311,85.4093
728,14500,Ku-ring-gai,New South Wales,2113,13.2159,85.4093
729,14500,Ku-ring-gai,New South Wales,2120,13.8137,85.4093
730,14500,Ku-ring-gai,New South Wales,2121,9.2015,85.4093
731,14500,Ku-ring-gai,New South Wales,2122,9.0576,85.4093
732,14550,Kyogle,New South Wales,2372,4894.7861,3584.1829
733,14550,Kyogle,New South Wales,2469,3813.3747,3584.1829
734,14550,Kyogle,New South Wales,2470,1256.5159,3584.1829
735,14550,Kyogle,New South Wales,2474,1537.5939,3584.1829
736,14550,Kyogle,New South Wales,2475,494.7232,3584.1829
737,14550,Kyogle,New South Wales,2476,805.3354,3584.1829
738,14550,Kyogle,New South Wales,2480,1369.4565,3584.1829
739,14550,Kyogle,New South Wales,2484,972.2983,3584.1829
740,14600,Lachlan,New South Wales,2669,6295.346,14968.2539
741,14600,Lachlan,New South Wales,2671,3297.7351,14968.2539
742,14600,Lachlan,New South Wales,2672,1794.2389,14968.2539
743,14600,Lachlan,New South Wales,2675,8518.5583,14968.2539
744,14600,Lachlan,New South Wales,2823,2782.3577,14968.2539
745,14600,Lachlan,New South Wales,2825,7188.4073,14968.2539
746,14600,Lachlan,New South Wales,2826,1153.7892,14968.2539
747,14600,Lachlan,New South Wales,2871,3837.8532,14968.2539
748,14600,Lachlan,New South Wales,2873,3202.9936,14968.2539
749,14600,Lachlan,New South Wales,2874,1358.1326,14968.2539
750,14600,Lachlan,New South Wales,2875,2311.0022,14968.2539
751,14600,Lachlan,New South Wales,2877,15332.1603,14968.2539
752,14650,Lake Macquarie,New South Wales,2259,524.7348,648.6393
753,14650,Lake Macquarie,New South Wales,2262,33.7717,648.6393
754,14650,Lake Macquarie,New South Wales,2264,115.1942,648.6393
755,14650,Lake Macquarie,New South Wales,2265,136.0018,648.6393
756,14650,Lake Macquarie,New South Wales,2267,3.6556,648.6393
757,14650,Lake Macquarie,New South Wales,2278,45.0568,648.6393
758,14650,Lake Macquarie,New South Wales,2280,27.927,648.6393
759,14650,Lake Macquarie,New South Wales,2281,30.9078,648.6393
760,14650,Lake Macquarie,New South Wales,2282,11.2261,648.6393
761,14650,Lake Macquarie,New South Wales,2283,59.2496,648.6393
762,14650,Lake Macquarie,New South Wales,2284,24.2726,648.6393
763,14650,Lake Macquarie,New South Wales,2285,32.3918,648.6393
764,14650,Lake Macquarie,New South Wales,2286,25.2353,648.6393
765,14650,Lake Macquarie,New South Wales,2287,38.0741,648.6393
766,14650,Lake Macquarie,New South Wales,2289,11.413,648.6393
767,14650,Lake Macquarie,New South Wales,2290,35.6998,648.6393
768,14650,Lake Macquarie,New South Wales,2291,7.1942,648.6393
769,14650,Lake Macquarie,New South Wales,2305,8.894,648.6393
770,14650,Lake Macquarie,New South Wales,2306,1.777,648.6393
771,14650,Lake Macquarie,New South Wales,2322,168.2091,648.6393
772,14650,Lake Macquarie,New South Wales,2323,207.9467,648.6393
773,14650,Lake Macquarie,New South Wales,2325,1605.0648,648.6393
774,14700,Lane Cove,New South Wales,2064,2.5348,10.4789
775,14700,Lane Cove,New South Wales,2065,5.6781,10.4789
776,14700,Lane Cove,New South Wales,2066,9.5786,10.4789
777,14700,Lane Cove,New South Wales,2067,5.8196,10.4789
778,14750,Leeton,New South Wales,2665,4109.6274,1167.1876
779,14750,Leeton,New South Wales,2680,1894.4513,1167.1876
780,14750,Leeton,New South Wales,2681,471.7587,1167.1876
781,14750,Leeton,New South Wales,2700,3016.2983,1167.1876
782,14750,Leeton,New South Wales,2703,56.8879,1167.1876
783,14750,Leeton,New South Wales,2705,1129.1529,1167.1876
784,14750,Leeton,New South Wales,2706,725.4016,1167.1876
785,14850,Lismore,New South Wales,2469,3813.3747,1287.7042
786,14850,Lismore,New South Wales,2470,1256.5159,1287.7042
787,14850,Lismore,New South Wales,2471,442.1506,1287.7042
788,14850,Lismore,New South Wales,2472,466.4076,1287.7042
789,14850,Lismore,New South Wales,2474,1537.5939,1287.7042
790,14850,Lismore,New South Wales,2477,227.642,1287.7042
791,14850,Lismore,New South Wales,2480,1369.4565,1287.7042
792,14850,Lismore,New South Wales,2482,180.2681,1287.7042
793,14850,Lismore,New South Wales,2484,972.2983,1287.7042
794,14870,Lithgow,New South Wales,2330,4730.8949,4512.2561
795,14870,Lithgow,New South Wales,2756,1486.8709,4512.2561
796,14870,Lithgow,New South Wales,2758,572.1443,4512.2561
797,14870,Lithgow,New South Wales,2785,128.6447,4512.2561
798,14870,Lithgow,New South Wales,2786,84.7603,4512.2561
799,14870,Lithgow,New South Wales,2787,4632.7818,4512.2561
800,14870,Lithgow,New South Wales,2790,2481.3231,4512.2561
801,14870,Lithgow,New South Wales,2795,5307.5248,4512.2561
802,14870,Lithgow,New South Wales,2845,67.0705,4512.2561
803,14870,Lithgow,New South Wales,2846,591.8498,4512.2561
804,14870,Lithgow,New South Wales,2847,98.897,4512.2561
805,14870,Lithgow,New South Wales,2848,166.2149,4512.2561
806,14870,Lithgow,New South Wales,2849,2801.0405,4512.2561
807,14870,Lithgow,New South Wales,2850,6005.3758,4512.2561
808,14900,Liverpool,New South Wales,2166,15.2543,305.7401
809,14900,Liverpool,New South Wales,2167,6.9946,305.7401
810,14900,Liverpool,New South Wales,2168,12.8684,305.7401
811,14900,Liverpool,New South Wales,2170,54.319,305.7401
812,14900,Liverpool,New South Wales,2171,21.5331,305.7401
813,14900,Liverpool,New South Wales,2172,3.6787,305.7401
814,14900,Liverpool,New South Wales,2173,192.8683,305.7401
815,14900,Liverpool,New South Wales,2174,6.0563,305.7401
816,14900,Liverpool,New South Wales,2176,19.8468,305.7401
817,14900,Liverpool,New South Wales,2177,5.1959,305.7401
818,14900,Liverpool,New South Wales,2178,54.3241,305.7401
819,14900,Liverpool,New South Wales,2179,36.53,305.7401
820,14900,Liverpool,New South Wales,2198,3.3233,305.7401
821,14900,Liverpool,New South Wales,2200,13.9792,305.7401
822,14900,Liverpool,New South Wales,2213,10.0369,305.7401
823,14900,Liverpool,New South Wales,2214,5.3711,305.7401
824,14900,Liverpool,New South Wales,2234,39.7248,305.7401
825,14900,Liverpool,New South Wales,2555,26.981,305.7401
826,14900,Liverpool,New South Wales,2556,40.2134,305.7401
827,14900,Liverpool,New South Wales,2557,37.1205,305.7401
828,14900,Liverpool,New South Wales,2564,9.0236,305.7401
829,14900,Liverpool,New South Wales,2565,29.7009,305.7401
830,14900,Liverpool,New South Wales,2566,28.3019,305.7401
831,14900,Liverpool,New South Wales,2570,469.0775,305.7401
832,14900,Liverpool,New South Wales,2745,168.7608,305.7401
833,14900,Liverpool,New South Wales,2752,53.5688,305.7401
834,14920,Liverpool Plains,New South Wales,2329,3056.2045,5082.2398
835,14920,Liverpool Plains,New South Wales,2336,888.9717,5082.2398
836,14920,Liverpool Plains,New South Wales,2337,3331.7268,5082.2398
837,14920,Liverpool Plains,New South Wales,2338,989.4776,5082.2398
838,14920,Liverpool Plains,New South Wales,2339,1120.8458,5082.2398
839,14920,Liverpool Plains,New South Wales,2340,3352.9983,5082.2398
840,14920,Liverpool Plains,New South Wales,2341,227.9108,5082.2398
841,14920,Liverpool Plains,New South Wales,2342,561.0816,5082.2398
842,14920,Liverpool Plains,New South Wales,2343,3352.8926,5082.2398
843,14920,Liverpool Plains,New South Wales,2344,339.1674,5082.2398
844,14920,Liverpool Plains,New South Wales,2381,2052.3174,5082.2398
845,14920,Liverpool Plains,New South Wales,2843,1590.9154,5082.2398
846,14950,Lockhart,New South Wales,2642,4076.8,2895.8049
847,14950,Lockhart,New South Wales,2645,1181.6879,2895.8049
848,14950,Lockhart,New South Wales,2650,4061.238,2895.8049
849,14950,Lockhart,New South Wales,2652,6116.1137,2895.8049
850,14950,Lockhart,New South Wales,2655,427.2763,2895.8049
851,14950,Lockhart,New South Wales,2656,1497.1368,2895.8049
852,14950,Lockhart,New South Wales,2658,748.0545,2895.8049
853,14950,Lockhart,New South Wales,2659,367.5445,2895.8049
854,15050,Maitland,New South Wales,2320,403.8742,391.5089
855,15050,Maitland,New South Wales,2321,361.6288,391.5089
856,15050,Maitland,New South Wales,2322,168.2091,391.5089
857,15050,Maitland,New South Wales,2323,207.9467,391.5089
858,15050,Maitland,New South Wales,2324,627.1611,391.5089
859,15050,Maitland,New South Wales,2326,80.9068,391.5089
860,15050,Maitland,New South Wales,2334,20.7073,391.5089
861,15050,Maitland,New South Wales,2335,268.4372,391.5089
862,15050,Maitland,New South Wales,2421,244.7457,391.5089
863,15240,Mid-Coast,New South Wales,2311,783.5898,10053.8633
864,15240,Mid-Coast,New South Wales,2312,181.2071,10053.8633
865,15240,Mid-Coast,New South Wales,2321,361.6288,10053.8633
866,15240,Mid-Coast,New South Wales,2324,627.1611,10053.8633
867,15240,Mid-Coast,New South Wales,2337,3331.7268,10053.8633
868,15240,Mid-Coast,New South Wales,2354,7142.1491,10053.8633
869,15240,Mid-Coast,New South Wales,2415,451.8325,10053.8633
870,15240,Mid-Coast,New South Wales,2420,1023.5128,10053.8633
871,15240,Mid-Coast,New South Wales,2422,3212.5916,10053.8633
872,15240,Mid-Coast,New South Wales,2423,1346.2284,10053.8633
873,15240,Mid-Coast,New South Wales,2424,881.6889,10053.8633
874,15240,Mid-Coast,New South Wales,2425,518.0099,10053.8633
875,15240,Mid-Coast,New South Wales,2426,71.3349,10053.8633
876,15240,Mid-Coast,New South Wales,2427,39.8682,10053.8633
877,15240,Mid-Coast,New South Wales,2428,320.9401,10053.8633
878,15240,Mid-Coast,New South Wales,2429,1799.9008,10053.8633
879,15240,Mid-Coast,New South Wales,2430,843.4816,10053.8633
880,15240,Mid-Coast,New South Wales,2439,362.4229,10053.8633
881,15240,Mid-Coast,New South Wales,2443,312.5374,10053.8633
882,15240,Mid-Coast,New South Wales,2446,2233.1607,10053.8633
883,15270,Mid-Western Regional,New South Wales,2328,1634.8508,8752.2589
884,15270,Mid-Western Regional,New South Wales,2329,3056.2045,8752.2589
885,15270,Mid-Western Regional,New South Wales,2330,4730.8949,8752.2589
886,15270,Mid-Western Regional,New South Wales,2795,5307.5248,8752.2589
887,15270,Mid-Western Regional,New South Wales,2800,1993.9511,8752.2589
888,15270,Mid-Western Regional,New South Wales,2820,2438.751,8752.2589
889,15270,Mid-Western Regional,New South Wales,2844,1821.5658,8752.2589
890,15270,Mid-Western Regional,New South Wales,2846,591.8498,8752.2589
891,15270,Mid-Western Regional,New South Wales,2848,166.2149,8752.2589
892,15270,Mid-Western Regional,New South Wales,2849,2801.0405,8752.2589
893,15270,Mid-Western Regional,New South Wales,2850,6005.3758,8752.2589
894,15270,Mid-Western Regional,New South Wales,2852,1240.991,8752.2589
895,15270,Mid-Western Regional,New South Wales,2866,1198.7089,8752.2589
896,15300,Moree Plains,New South Wales,2387,1388.5196,17902.7033
897,15300,Moree Plains,New South Wales,2390,4217.1072,17902.7033
898,15300,Moree Plains,New South Wales,2397,1694.9079,17902.7033
899,15300,Moree Plains,New South Wales,2398,953.5519,17902.7033
900,15300,Moree Plains,New South Wales,2399,806.3754,17902.7033
901,15300,Moree Plains,New South Wales,2400,7569.0088,17902.7033
902,15300,Moree Plains,New South Wales,2401,652.7933,17902.7033
903,15300,Moree Plains,New South Wales,2404,1992.4546,17902.7033
904,15300,Moree Plains,New South Wales,2405,3418.239,17902.7033
905,15300,Moree Plains,New South Wales,2406,3283.9561,17902.7033
906,15300,Moree Plains,New South Wales,2408,1561.154,17902.7033
907,15300,Moree Plains,New South Wales,2409,1607.1651,17902.7033
908,15300,Moree Plains,New South Wales,2410,1530.5927,17902.7033
909,15300,Moree Plains,New South Wales,2411,396.9284,17902.7033
910,15300,Moree Plains,New South Wales,2833,5044.6803,17902.7033
911,15350,Mosman,New South Wales,2088,8.6503,8.6503
912,15350,Mosman,New South Wales,2090,2.0654,8.6503
913,15520,Murray River,New South Wales,2710,10466.1631,11863.0162
914,15520,Murray River,New South Wales,2711,24180.255,11863.0162
915,15520,Murray River,New South Wales,2714,708.9706,11863.0162
916,15520,Murray River,New South Wales,2715,13749.9032,11863.0162
917,15520,Murray River,New South Wales,2731,1428.1661,11863.0162
918,15520,Murray River,New South Wales,2732,1849.8263,11863.0162
919,15520,Murray River,New South Wales,2733,2279.3516,11863.0162
920,15520,Murray River,New South Wales,2734,1755.2448,11863.0162
921,15520,Murray River,New South Wales,2735,271.5656,11863.0162
922,15520,Murray River,New South Wales,2736,213.1077,11863.0162
923,15560,Murrumbidgee,New South Wales,2645,1181.6879,6880.7902
924,15560,Murrumbidgee,New South Wales,2646,2895.4549,6880.7902
925,15560,Murrumbidgee,New South Wales,2680,1894.4513,6880.7902
926,15560,Murrumbidgee,New South Wales,2700,3016.2983,6880.7902
927,15560,Murrumbidgee,New South Wales,2705,1129.1529,6880.7902
928,15560,Murrumbidgee,New South Wales,2706,725.4016,6880.7902
929,15560,Murrumbidgee,New South Wales,2707,2112.3439,6880.7902
930,15560,Murrumbidgee,New South Wales,2710,10466.1631,6880.7902
931,15560,Murrumbidgee,New South Wales,2711,24180.255,6880.7902
932,15560,Murrumbidgee,New South Wales,2712,966.5102,6880.7902
933,15560,Murrumbidgee,New South Wales,2713,970.31,6880.7902
934,15560,Murrumbidgee,New South Wales,2716,2861.8271,6880.7902
