SA4 Code 2021,SA4 Name,LGA Code 2021,LGA,State,Gcc Name21,LGA Area (sq km),SA4 Area (sq km),Row Number
123,Sydney - Outer South West,18400,Wollondilly,New South Wales,Greater Sydney,2555.4341,1277.2421,281
123,Sydney - Outer South West,18450,Wollongong,New South Wales,Greater Sydney,684.3076,1277.2421,282
124,Sydney - Outer West and Blue Mountains,10750,Blacktown,New South Wales,Greater Sydney,238.8471,3968.1294,283
124,Sydney - Outer West and Blue Mountains,10900,Blue Mountains,New South Wales,Greater Sydney,1431.1442,3968.1294,284
124,Sydney - Outer West and Blue Mountains,12850,Fairfield,New South Wales,Greater Sydney,101.5072,3968.1294,285
124,Sydney - Outer West and Blue Mountains,13800,Hawkesbury,New South Wales,Greater Sydney,2775.1378,3968.1294,286
124,Sydney - Outer West and Blue Mountains,14870,Lithgow,New South Wales,Greater Sydney,4512.2561,3968.1294,287
124,Sydney - Outer West and Blue Mountains,14900,Liverpool,New South Wales,Greater Sydney,305.7401,3968.1294,288
124,Sydney - Outer West and Blue Mountains,16100,Oberon,New South Wales,Greater Sydney,3625.047,3968.1294,289
124,Sydney - Outer West and Blue Mountains,16350,Penrith,New South Wales,Greater Sydney,404.7021,3968.1294,290
124,Sydney - Outer West and Blue Mountains,17640,Upper Lachlan Shire,New South Wales,Greater Sydney,7127.3957,3968.1294,291
124,Sydney - Outer West and Blue Mountains,18350,Wingecarribee,New South Wales,Greater Sydney,2689.3415,3968.1294,292
124,Sydney - Outer West and Blue Mountains,18400,Wollondilly,New South Wales,Greater Sydney,2555.4341,3968.1294,293
125,Sydney - Parramatta,10750,Blacktown,New South Wales,Greater Sydney,238.8471,162.835,294
125,Sydney - Parramatta,11520,Canada Bay,New South Wales,Greater Sydney,19.9239,162.835,295
125,Sydney - Parramatta,11570,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,162.835,296
125,Sydney - Parramatta,12380,Cumberland,New South Wales,Greater Sydney,72.7496,162.835,297
125,Sydney - Parramatta,12850,Fairfield,New South Wales,Greater Sydney,101.5072,162.835,298
125,Sydney - Parramatta,14000,Hornsby,New South Wales,Greater Sydney,455.0374,162.835,299
125,Sydney - Parramatta,16260,Parramatta,New South Wales,Greater Sydney,83.8303,162.835,300
125,Sydney - Parramatta,16700,Ryde,New South Wales,Greater Sydney,40.4746,162.835,301
125,Sydney - Parramatta,17100,Strathfield,New South Wales,Greater Sydney,14.0008,162.835,302
125,Sydney - Parramatta,17420,The Hills Shire,New South Wales,Greater Sydney,386.1583,162.835,303
126,Sydney - Ryde,14000,Hornsby,New South Wales,Greater Sydney,455.0374,69.3368,304
126,Sydney - Ryde,14100,Hunters Hill,New South Wales,Greater Sydney,5.7169,69.3368,305
126,Sydney - Ryde,14500,Ku-ring-gai,New South Wales,Greater Sydney,85.4093,69.3368,306
126,Sydney - Ryde,16260,Parramatta,New South Wales,Greater Sydney,83.8303,69.3368,307
126,Sydney - Ryde,16700,Ryde,New South Wales,Greater Sydney,40.4746,69.3368,308
126,Sydney - Ryde,17420,The Hills Shire,New South Wales,Greater Sydney,386.1583,69.3368,309
126,Sydney - Ryde,18250,Willoughby,New South Wales,Greater Sydney,22.4257,69.3368,310
127,Sydney - South West,10750,Blacktown,New South Wales,Greater Sydney,238.8471,540.279,311
127,Sydney - South West,11450,Camden,New South Wales,Greater Sydney,201.5278,540.279,312
127,Sydney - South West,11500,Campbelltown (NSW),New South Wales,Greater Sydney,311.4117,540.279,313
127,Sydney - South West,11570,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,540.279,314
127,Sydney - South West,12380,Cumberland,New South Wales,Greater Sydney,72.7496,540.279,315
127,Sydney - South West,12850,Fairfield,New South Wales,Greater Sydney,101.5072,540.279,316
127,Sydney - South West,14900,Liverpool,New South Wales,Greater Sydney,305.7401,540.279,317
127,Sydney - South West,16350,Penrith,New South Wales,Greater Sydney,404.7021,540.279,318
127,Sydney - South West,17150,Sutherland Shire,New South Wales,Greater Sydney,333.5806,540.279,319
127,Sydney - South West,18400,Wollondilly,New South Wales,Greater Sydney,2555.4341,540.279,320
128,Sydney - Sutherland,11570,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,295.8525,321
128,Sydney - Sutherland,14900,Liverpool,New South Wales,Greater Sydney,305.7401,295.8525,322
128,Sydney - Sutherland,17150,Sutherland Shire,New South Wales,Greater Sydney,333.5806,295.8525,323
128,Sydney - Sutherland,18450,Wollongong,New South Wales,Greater Sydney,684.3076,295.8525,324
204,Hume,10050,Albury,New South Wales,Rest of Vic.,305.6386,34006.4765,325
204,Hume,12870,Federation,New South Wales,Rest of Vic.,5684.9253,34006.4765,326
204,Hume,13340,Greater Hume Shire,New South Wales,Rest of Vic.,5749.3875,34006.4765,327
204,Hume,17080,Snowy Valleys,New South Wales,Rest of Vic.,8958.9215,34006.4765,328
205,Latrobe - Gippsland,10550,Bega Valley,New South Wales,Rest of Vic.,6278.5013,41553.1093,329
205,Latrobe - Gippsland,17040,Snowy Monaro Regional,New South Wales,Rest of Vic.,15164.7904,41553.1093,330
205,Latrobe - Gippsland,17080,Snowy Valleys,New South Wales,Rest of Vic.,8958.9215,41553.1093,331
215,North West,10300,Balranald,New South Wales,Rest of Vic.,21690.7493,78072.9843,332
215,North West,15520,Murray River,New South Wales,Rest of Vic.,11863.0162,78072.9843,333
215,North West,18200,Wentworth,New South Wales,Rest of Vic.,26255.9338,78072.9843,334
216,Shepparton,10650,Berrigan,New South Wales,Rest of Vic.,2065.8878,10933.8661,335
216,Shepparton,12870,Federation,New South Wales,Rest of Vic.,5684.9253,10933.8661,336
216,Shepparton,15520,Murray River,New South Wales,Rest of Vic.,11863.0162,10933.8661,337
307,Darling Downs - Maranoa,11200,Brewarrina,New South Wales,Rest of Qld,19162.0296,166346.6638,338
307,Darling Downs - Maranoa,14220,Inverell,New South Wales,Rest of Qld,9404.7564,166346.6638,339
307,Darling Downs - Maranoa,15300,Moree Plains,New South Wales,Rest of Qld,17902.7033,166346.6638,340
307,Darling Downs - Maranoa,17400,Tenterfield,New South Wales,Rest of Qld,7324.3072,166346.6638,341
307,Darling Downs - Maranoa,17900,Walgett,New South Wales,Rest of Qld,22308.2528,166346.6638,342
309,Gold Coast,14550,Kyogle,New South Wales,Rest of Qld,3584.1829,1857.7774,343
309,Gold Coast,17550,Tweed,New South Wales,Rest of Qld,1307.7853,1857.7774,344
310,Ipswich,14550,Kyogle,New South Wales,Greater Brisbane,3584.1829,6681.1781,345
310,Ipswich,17400,Tenterfield,New South Wales,Greater Brisbane,7324.3072,6681.1781,346
311,Logan - Beaudesert,14550,Kyogle,New South Wales,Greater Brisbane,3584.1829,2586.163,347
315,Queensland - Outback,11150,Bourke,New South Wales,Rest of Qld,41598.3722,1183175.1279,348
315,Queensland - Outback,11200,Brewarrina,New South Wales,Rest of Qld,19162.0296,1183175.1279,349
315,Queensland - Outback,19399,Unincorporated NSW,New South Wales,Rest of Qld,93208.9194,1183175.1279,350
406,South Australia - Outback,18200,Wentworth,New South Wales,Rest of SA,26255.9338,877772.5757,351
406,South Australia - Outback,19399,Unincorporated NSW,New South Wales,Rest of SA,93208.9194,877772.5757,352
801,Australian Capital Territory,16490,Queanbeyan-Palerang Regional,New South Wales,Australian Capital Territory,5319.0075,2358.133,353
801,Australian Capital Territory,17040,Snowy Monaro Regional,New South Wales,Australian Capital Territory,15164.7904,2358.133,354
801,Australian Capital Territory,17080,Snowy Valleys,New South Wales,Australian Capital Territory,8958.9215,2358.133,355
801,Australian Capital Territory,18710,Yass Valley,New South Wales,Australian Capital Territory,3995.017,2358.133,356
801,Australian Capital Territory,89399,Unincorporated ACT,Australian Capital Territory,Australian Capital Territory,2358.133,2358.133,357
901,Other Territories,16950,Shoalhaven,New South Wales,Other Territories,4567.2011,255.742,358
901,Other Territories,51710,Christmas Island,Other Territories,Other Territories,136.1356,255.742,359
901,Other Territories,51860,Cocos Islands,Other Territories,Other Territories,13.7258,255.742,360
901,Other Territories,99399,Unincorp. Other Territories,Other Territories,Other Territories,105.8806,255.742,361
