SED_CODE_2016,SED_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_2016_TO_2021
10026.0,Dubbo,10026,Dubbo,0.9961841
21303.0,Brunswick (Northern Metropolitan),21303,Brunswick (Northern Metropolitan),0.9961555
52301.0,Geraldton (Agricultural),52301,Geraldton (Agricultural),0.9960126
10045.0,Lismore,10045,Lismore,0.9960037
10066.0,Penrith,10066,Penrith,0.995972
26603.0,Pascoe Vale (Northern Metropolitan),26603,Pascoe Vale (Northern Metropolitan),0.9958694
22802.0,Evelyn (Eastern Victoria),22802,Evelyn (Eastern Victoria),0.9958644
20704.0,Bendigo East (Northern Victoria),20704,Bendigo East (Northern Victoria),0.9957956
10031.0,Goulburn,10031,Goulburn,0.9957683
27208.0,Ripon (Western Victoria),27208,Ripon (Western Victoria),0.9957418
53802.0,Morley (East Metropolitan),53802,Morley (East Metropolitan),0.9956527
52102.0,Forrestfield (East Metropolitan),52102,Forrestfield (East Metropolitan),0.9955737
23602.0,Gippsland South (Eastern Victoria),23602,Gippsland South (Eastern Victoria),0.995505
10080.0,Sydney,10080,Sydney,0.9954935
51804.0,Cottesloe (North Metropolitan),51804,Cottesloe (North Metropolitan),0.995348
26504.0,Ovens Valley (Northern Victoria),26504,Ovens Valley (Northern Victoria),0.9953282
10011.0,Blue Mountains,10011,Blue Mountains,0.9952252
26903.0,Preston (Northern Metropolitan),26903,Preston (Northern Metropolitan),0.9952221
10034.0,Heathcote,10034,Heathcote,0.9949272
25102.0,Monbulk (Eastern Victoria),25102,Monbulk (Eastern Victoria),0.9948009
10085.0,Upper Hunter,10085,Upper Hunter,0.9947996
28803.0,Yuroke (Northern Metropolitan),28803,Yuroke (Northern Metropolitan),0.9947431
25802.0,Narracan (Eastern Victoria),25802,Narracan (Eastern Victoria),0.9945884
10076.0,South Coast,10076,South Coast,0.9941123
10093.0,Wyong,10093,Wyong,0.993882
10002.0,Auburn,10002,Auburn,0.993773
55306.0,Vasse (South West),55306,Vasse (South West),0.9934474
